N1,N2,...,Nx
[31, 50, 30, 19, 20, 33, 5, 33, 12, 2, 40, 42, 32, 47, 47, 35, 31, 42, 50, 44, 0, 20, 26, 14, 19, 5, 50, 36, 43, 3, 6, 49, 31, 38, 31, 29, 32, 27, 41, 41, 6, 10, 16, 0, 17, 18, 37, 0, 43, 16, 39, 3]
[15, 36, 15, 40, 39, 18, 24, 27, 1, 42, 34, 7, 16, 27, 15, 15, 49, 1, 6, 42, 20, 0, 31, 46, 34, 6, 26, 43, 48, 9, 10, 24, 2, 33, 17, 28, 32, 8, 23, 24, 47, 21, 8, 45, 23, 13, 24, 17, 8, 31, 0, 22]
[27, 39, 50, 11, 6, 19, 18, 25, 28, 42, 2, 39, 46, 42, 12, 14, 24, 5, 3, 46, 26, 31, 0, 12, 39, 11, 50, 21, 28, 21, 20, 6, 10, 37, 12, 0, 4, 22, 1, 39, 26, 39, 33, 36, 43, 7, 27, 48, 1, 23, 0, 14]
[1, 47, 25, 7, 13, 19, 2, 16, 7, 1, 27, 48, 50, 50, 26, 24, 24, 7, 37, 35, 14, 46, 12, 0, 19, 33, 22, 40, 6, 41, 42, 24, 27, 15, 14, 7, 46, 1, 36, 5, 27, 31, 38, 28, 18, 2, 33, 28, 25, 5, 47, 28]
[18, 33, 37, 38, 25, 25, 15, 49, 17, 33, 27, 44, 24, 40, 26, 48, 42, 23, 30, 1, 19, 34, 39, 19, 0, 46, 29, 27, 14, 24, 30, 36, 9, 2, 38, 22, 45, 17, 16, 22, 6, 22, 38, 40, 1, 24, 17, 17, 44, 50, 32, 45]
[21, 24, 24, 27, 33, 46, 4, 3, 11, 19, 18, 40, 45, 2, 50, 24, 27, 45, 24, 33, 5, 6, 11, 33, 46, 0, 4, 40, 8, 15, 46, 50, 4, 5, 6, 4, 28, 41, 27, 46, 36, 1, 46, 36, 27, 28, 31, 49, 21, 22, 17, 19]
[12, 32, 34, 12, 26, 37, 43, 35, 6, 19, 28, 14, 6, 23, 31, 33, 23, 15, 38, 5, 50, 26, 50, 22, 29, 4, 0, 16, 2, 46, 5, 27, 31, 24, 24, 34, 41, 46, 39, 49, 39, 30, 14, 26, 20, 21, 31, 41, 16, 47, 47, 22]
[34, 46, 31, 13, 46, 45, 7, 6, 8, 47, 16, 22, 25, 33, 3, 38, 49, 42, 30, 25, 36, 43, 21, 40, 27, 40, 16, 0, 40, 26, 41, 1, 49, 38, 28, 48, 13, 19, 2, 23, 26, 29, 22, 31, 50, 12, 13, 25, 1, 15, 15, 0]
[34, 21, 28, 43, 17, 1, 17, 31, 26, 29, 48, 40, 25, 36, 0, 9, 38, 21, 30, 17, 43, 48, 28, 6, 14, 8, 2, 40, 0, 46, 49, 33, 45, 36, 48, 17, 36, 47, 7, 37, 48, 31, 4, 43, 43, 7, 19, 32, 32, 38, 30, 21]
[39, 28, 47, 21, 22, 43, 15, 46, 32, 13, 16, 37, 6, 39, 17, 37, 42, 12, 36, 42, 3, 9, 21, 41, 24, 15, 46, 26, 46, 0, 40, 34, 49, 2, 9, 37, 31, 1, 23, 28, 33, 44, 24, 40, 11, 8, 28, 39, 34, 38, 20, 44]
[40, 39, 20, 27, 47, 47, 9, 37, 21, 26, 39, 6, 45, 2, 29, 34, 38, 14, 43, 40, 6, 10, 20, 42, 30, 46, 5, 41, 49, 40, 0, 50, 34, 5, 50, 13, 32, 22, 32, 21, 16, 29, 41, 14, 9, 41, 25, 19, 36, 8, 18, 42]
[7, 36, 35, 9, 15, 38, 1, 27, 37, 40, 2, 1, 17, 7, 22, 7, 11, 21, 19, 17, 49, 24, 6, 24, 36, 50, 27, 1, 33, 34, 50, 0, 8, 38, 50, 42, 50, 38, 28, 50, 50, 48, 45, 26, 4, 20, 23, 29, 20, 44, 37, 21]
[39, 19, 28, 39, 18, 34, 8, 27, 48, 18, 4, 42, 42, 34, 42, 23, 21, 39, 5, 31, 31, 2, 10, 27, 9, 4, 31, 49, 45, 49, 34, 8, 0, 7, 14, 43, 29, 17, 14, 9, 36, 3, 0, 19, 24, 28, 14, 40, 15, 20, 20, 35]
[28, 27, 25, 12, 36, 45, 18, 20, 35, 9, 33, 49, 50, 32, 28, 35, 45, 29, 25, 31, 38, 33, 37, 15, 2, 5, 24, 38, 36, 2, 5, 38, 7, 0, 31, 14, 39, 29, 27, 23, 21, 10, 46, 38, 39, 41, 14, 43, 50, 34, 39, 48]
[20, 44, 28, 35, 0, 9, 42, 13, 33, 30, 44, 15, 13, 39, 31, 24, 50, 39, 25, 22, 31, 17, 12, 14, 38, 6, 24, 28, 48, 9, 50, 50, 14, 31, 0, 50, 31, 30, 34, 32, 24, 5, 23, 6, 16, 25, 24, 38, 42, 8, 50, 31]
[38, 37, 0, 43, 24, 13, 5, 18, 38, 38, 35, 2, 30, 34, 19, 46, 5, 23, 27, 47, 29, 28, 0, 7, 22, 4, 34, 48, 17, 37, 13, 42, 43, 14, 50, 0, 15, 37, 16, 26, 39, 47, 7, 32, 1, 8, 15, 39, 27, 21, 12, 28]
[26, 16, 19, 44, 15, 13, 36, 46, 46, 48, 48, 26, 25, 19, 0, 41, 47, 24, 34, 9, 32, 32, 4, 46, 45, 28, 41, 13, 36, 31, 32, 50, 29, 39, 31, 15, 0, 46, 35, 39, 35, 50, 6, 30, 22, 16, 40, 44, 11, 21, 0, 40]
[38, 15, 21, 17, 7, 1, 7, 10, 44, 40, 8, 1, 46, 15, 37, 28, 30, 41, 39, 38, 27, 8, 22, 1, 17, 41, 46, 19, 47, 1, 22, 38, 17, 29, 30, 37, 46, 0, 18, 46, 48, 21, 39, 7, 45, 40, 34, 16, 23, 18, 31, 21]
[25, 29, 28, 31, 33, 9, 4, 33, 2, 14, 36, 35, 32, 33, 34, 34, 3, 33, 28, 14, 41, 23, 1, 36, 16, 27, 39, 2, 7, 23, 32, 28, 14, 27, 34, 16, 35, 18, 0, 29, 32, 4, 22, 37, 20, 50, 10, 39, 46, 36, 9, 26]
[23, 8, 50, 36, 45, 14, 36, 39, 41, 24, 11, 8, 8, 37, 30, 39, 29, 30, 45, 18, 41, 24, 39, 5, 22, 46, 49, 23, 37, 28, 21, 50, 9, 23, 32, 26, 39, 46, 29, 0, 48, 16, 29, 3, 47, 39, 29, 29, 33, 21, 40, 24]
[36, 32, 7, 8, 31, 34, 30, 14, 1, 14, 1, 29, 31, 35, 47, 17, 8, 38, 1, 32, 6, 47, 26, 27, 6, 36, 39, 26, 48, 33, 16, 50, 36, 21, 24, 39, 35, 48, 32, 48, 0, 40, 1, 37, 46, 25, 45, 0, 17, 41, 45, 23]
[13, 24, 28, 17, 2, 2, 19, 27, 7, 33, 40, 45, 9, 28, 27, 26, 5, 45, 23, 16, 10, 21, 39, 31, 22, 1, 30, 29, 31, 44, 29, 48, 3, 10, 5, 47, 50, 21, 4, 16, 40, 0, 42, 40, 6, 44, 47, 11, 45, 0, 2, 17]
[35, 19, 29, 2, 36, 21, 14, 29, 25, 27, 2, 0, 24, 6, 21, 12, 15, 10, 12, 25, 16, 8, 33, 38, 38, 46, 14, 22, 4, 24, 41, 45, 0, 46, 23, 7, 6, 39, 22, 29, 1, 42, 0, 14, 18, 37, 43, 28, 30, 29, 8, 26]
[30, 9, 23, 1, 22, 16, 6, 39, 1, 28, 22, 23, 3, 36, 38, 31, 38, 33, 24, 21, 0, 45, 36, 28, 40, 36, 26, 31, 43, 40, 14, 26, 19, 38, 6, 32, 30, 7, 37, 3, 37, 40, 14, 0, 47, 30, 38, 40, 26, 15, 50, 6]
[42, 19, 37, 22, 43, 34, 9, 0, 40, 36, 50, 29, 30, 19, 4, 44, 20, 31, 15, 44, 17, 23, 43, 18, 1, 27, 20, 50, 43, 11, 9, 4, 24, 39, 16, 1, 22, 45, 20, 47, 46, 6, 18, 47, 0, 48, 23, 3, 49, 33, 5, 41]
[20, 50, 43, 4, 14, 7, 40, 18, 23, 29, 7, 30, 9, 31, 23, 15, 44, 43, 48, 40, 18, 13, 7, 2, 24, 28, 21, 12, 7, 8, 41, 20, 28, 41, 25, 8, 16, 40, 50, 39, 25, 44, 37, 30, 48, 0, 28, 1, 9, 33, 28, 18]
[45, 0, 38, 45, 43, 30, 29, 26, 32, 14, 36, 26, 13, 43, 22, 39, 4, 27, 0, 24, 37, 24, 27, 33, 17, 31, 31, 13, 19, 28, 25, 23, 14, 14, 24, 15, 40, 34, 10, 29, 45, 47, 43, 38, 23, 28, 0, 30, 28, 17, 29, 6]
[8, 1, 28, 44, 40, 1, 28, 19, 35, 9, 24, 8, 2, 35, 33, 9, 23, 9, 44, 25, 0, 17, 48, 28, 17, 49, 41, 25, 32, 39, 19, 29, 40, 43, 38, 39, 44, 16, 39, 29, 0, 11, 28, 40, 3, 1, 30, 0, 10, 5, 38, 7]
[27, 42, 14, 48, 0, 23, 24, 28, 47, 43, 23, 22, 0, 45, 40, 7, 41, 41, 24, 41, 43, 8, 1, 25, 44, 21, 16, 1, 32, 34, 36, 20, 15, 50, 42, 27, 11, 23, 46, 33, 17, 45, 30, 26, 49, 9, 28, 10, 0, 40, 29, 27]
[37, 49, 2, 23, 37, 2, 29, 40, 5, 3, 5, 41, 23, 23, 43, 31, 43, 19, 35, 42, 16, 31, 23, 5, 50, 22, 47, 15, 38, 38, 8, 44, 20, 34, 8, 21, 21, 18, 36, 21, 41, 0, 29, 15, 33, 33, 17, 5, 40, 0, 16, 3]
[8, 33, 8, 30, 38, 45, 7, 14, 39, 18, 6, 11, 40, 25, 36, 40, 45, 35, 32, 39, 39, 0, 0, 47, 32, 17, 47, 15, 30, 20, 18, 37, 20, 39, 50, 12, 0, 31, 9, 40, 45, 2, 8, 50, 5, 28, 29, 38, 29, 16, 0, 9]
[41, 50, 42, 43, 26, 18, 1, 1, 24, 20, 21, 49, 39, 39, 15, 15, 8, 10, 13, 42, 3, 22, 14, 28, 45, 19, 22, 0, 21, 44, 42, 21, 35, 48, 31, 28, 40, 21, 26, 24, 23, 17, 26, 6, 41, 18, 6, 7, 27, 3, 9, 0]
