N1,N2,...,Nx
[48, 0, 14, 50, 47, 11, 24, 45, 28, 37, 0, 20, 48, 43, 12, 9, 0, 20, 31, 9, 44, 48, 25, 26, 5, 3, 48, 43, 24, 8, 41, 10, 25, 43, 8, 23, 48, 12, 41, 39, 15, 34, 16, 28, 18, 36, 24, 50, 7, 48, 4, 0, 22, 39, 40, 12, 33, 13, 30, 5, 9, 12, 28, 5, 17, 0, 21, 10, 50, 27, 42, 48, 46, 37, 2, 30, 49, 36, 7, 5, 30, 24, 34, 38, 42, 47, 5, 43, 18, 9, 6, 13, 43, 20, 4, 10, 20, 11, 48, 38, 23, 28, 32, 8, 1, 9, 48, 20, 11, 21, 28, 32, 38, 35, 25, 34, 45, 38, 4, 42, 28, 22, 28, 29, 31, 50, 47, 18, 33, 20, 27, 18, 4, 3, 46, 6, 6, 2, 50, 21, 16, 4, 36, 18, 32, 36, 14, 50, 12, 33, 50, 12, 38, 33, 49, 19, 34, 12, 24, 46, 13, 37, 10, 24, 49, 9, 18, 17, 42, 36, 20, 4]
[7, 13, 41, 27, 29, 20, 5, 3, 1, 14, 20, 0, 45, 28, 11, 10, 10, 19, 18, 6, 36, 3, 35, 19, 50, 44, 12, 22, 8, 44, 31, 26, 21, 41, 15, 42, 0, 49, 42, 19, 34, 45, 14, 33, 12, 1, 33, 34, 12, 20, 46, 3, 16, 35, 42, 22, 8, 28, 39, 2, 22, 42, 48, 15, 30, 47, 30, 11, 24, 41, 30, 22, 50, 45, 43, 16, 36, 35, 50, 44, 48, 18, 12, 11, 33, 23, 37, 13, 48, 8, 15, 9, 16, 20, 36, 14, 41, 25, 7, 23, 1, 1, 46, 2, 14, 44, 3, 16, 13, 12, 9, 31, 5, 2, 21, 40, 37, 2, 46, 42, 15, 4, 22, 40, 38, 34, 12, 36, 11, 15, 32, 17, 34, 47, 38, 25, 29, 32, 16, 17, 21, 10, 23, 42, 25, 14, 43, 11, 18, 48, 12, 5, 17, 8, 21, 46, 38, 32, 17, 0, 33, 31, 24, 42, 48, 46, 6, 38, 36, 28, 0, 18]
[30, 28, 37, 7, 42, 31, 2, 40, 14, 3, 48, 45, 0, 20, 10, 37, 25, 17, 42, 24, 12, 42, 41, 17, 14, 17, 6, 32, 43, 7, 41, 21, 42, 12, 18, 47, 50, 36, 4, 17, 2, 23, 25, 13, 12, 2, 36, 10, 20, 1, 50, 45, 48, 32, 45, 8, 17, 4, 49, 19, 29, 49, 30, 48, 36, 40, 0, 33, 41, 40, 16, 41, 33, 23, 25, 30, 30, 29, 34, 8, 49, 16, 33, 1, 7, 41, 31, 50, 3, 14, 46, 28, 1, 7, 19, 29, 31, 38, 42, 5, 28, 38, 22, 48, 19, 37, 34, 49, 9, 27, 22, 26, 36, 41, 25, 14, 26, 2, 26, 46, 29, 19, 48, 19, 29, 32, 19, 36, 37, 39, 18, 35, 30, 28, 21, 12, 43, 12, 32, 32, 31, 40, 48, 17, 36, 33, 10, 37, 35, 23, 35, 34, 1, 33, 28, 8, 49, 23, 30, 33, 20, 15, 40, 39, 26, 16, 12, 16, 36, 10, 44, 44]
[16, 9, 17, 15, 35, 5, 21, 47, 35, 44, 43, 28, 20, 0, 44, 2, 30, 48, 30, 23, 14, 11, 20, 6, 10, 42, 24, 2, 27, 21, 27, 2, 20, 31, 40, 34, 15, 0, 32, 12, 28, 31, 16, 28, 13, 43, 25, 20, 11, 1, 48, 27, 12, 10, 18, 35, 12, 20, 38, 6, 10, 22, 33, 11, 8, 33, 20, 4, 29, 18, 45, 14, 3, 2, 2, 5, 17, 45, 21, 3, 25, 39, 7, 39, 5, 49, 20, 37, 41, 30, 14, 24, 34, 32, 45, 15, 27, 13, 43, 46, 26, 26, 16, 4, 49, 30, 8, 34, 46, 11, 44, 22, 37, 44, 2, 5, 41, 11, 23, 35, 14, 13, 11, 19, 24, 50, 28, 14, 25, 36, 3, 8, 20, 44, 36, 25, 10, 15, 7, 0, 2, 47, 3, 38, 33, 31, 25, 18, 22, 43, 38, 22, 39, 50, 9, 39, 47, 37, 9, 35, 20, 20, 6, 40, 0, 8, 30, 40, 7, 16, 26, 25]
[18, 20, 7, 40, 21, 33, 28, 11, 16, 15, 12, 11, 10, 44, 0, 32, 34, 35, 13, 42, 27, 11, 44, 26, 4, 36, 7, 19, 14, 38, 41, 18, 33, 14, 4, 17, 20, 40, 7, 37, 21, 2, 1, 35, 4, 18, 37, 9, 12, 32, 6, 8, 43, 28, 28, 37, 35, 34, 15, 13, 31, 43, 13, 7, 32, 23, 17, 19, 10, 5, 49, 27, 0, 15, 5, 10, 15, 22, 31, 38, 2, 31, 6, 14, 29, 38, 22, 32, 29, 27, 27, 22, 28, 6, 6, 12, 18, 7, 7, 15, 31, 7, 5, 40, 21, 25, 29, 34, 33, 18, 3, 15, 45, 4, 30, 8, 44, 44, 44, 45, 29, 39, 7, 6, 19, 40, 16, 31, 31, 37, 7, 48, 20, 31, 33, 31, 9, 35, 1, 43, 21, 50, 33, 46, 38, 37, 2, 13, 35, 8, 22, 36, 44, 12, 8, 24, 23, 46, 12, 46, 37, 7, 31, 9, 43, 14, 30, 16, 4, 41, 27, 18]
[49, 24, 10, 5, 42, 7, 13, 28, 8, 4, 9, 10, 37, 2, 32, 0, 34, 32, 2, 42, 34, 17, 35, 21, 15, 15, 3, 23, 4, 5, 34, 1, 15, 10, 4, 5, 17, 41, 34, 8, 22, 22, 50, 50, 40, 22, 46, 8, 37, 39, 5, 24, 45, 8, 30, 16, 3, 33, 1, 48, 50, 44, 4, 24, 9, 29, 41, 18, 3, 10, 37, 6, 14, 12, 46, 18, 47, 0, 5, 5, 17, 22, 39, 38, 18, 46, 35, 49, 25, 35, 48, 27, 44, 25, 13, 13, 19, 10, 11, 38, 44, 37, 27, 8, 49, 12, 8, 1, 29, 4, 50, 3, 14, 41, 45, 35, 27, 17, 26, 41, 41, 26, 32, 19, 27, 37, 49, 29, 28, 35, 25, 1, 30, 21, 26, 20, 42, 5, 35, 48, 30, 46, 27, 23, 3, 31, 42, 6, 2, 33, 16, 25, 32, 14, 36, 2, 25, 23, 50, 1, 29, 47, 0, 24, 4, 23, 27, 5, 13, 37, 7, 48]
[8, 39, 32, 44, 35, 42, 1, 4, 10, 33, 0, 10, 25, 30, 34, 34, 0, 26, 3, 27, 46, 45, 24, 45, 25, 12, 10, 12, 7, 44, 20, 2, 34, 47, 33, 32, 49, 30, 42, 50, 13, 42, 26, 45, 39, 47, 38, 4, 5, 12, 31, 15, 30, 36, 48, 50, 36, 16, 50, 0, 13, 35, 1, 41, 26, 46, 11, 33, 32, 31, 36, 43, 15, 50, 37, 19, 6, 38, 15, 18, 29, 30, 29, 45, 19, 35, 12, 34, 16, 15, 30, 39, 15, 46, 8, 37, 44, 18, 45, 18, 5, 27, 32, 33, 37, 37, 46, 49, 4, 37, 35, 17, 5, 13, 43, 8, 16, 49, 0, 37, 11, 46, 15, 39, 47, 49, 44, 13, 9, 36, 39, 43, 32, 48, 48, 15, 32, 33, 18, 12, 21, 30, 24, 6, 8, 9, 22, 10, 21, 6, 31, 32, 34, 28, 45, 43, 25, 33, 47, 2, 1, 47, 27, 13, 42, 8, 34, 49, 13, 10, 6, 5]
[34, 13, 2, 49, 18, 45, 8, 22, 42, 12, 20, 19, 17, 48, 35, 32, 26, 0, 37, 18, 12, 30, 27, 26, 35, 23, 24, 20, 50, 16, 27, 10, 16, 42, 22, 45, 40, 9, 44, 37, 14, 28, 24, 31, 35, 8, 34, 6, 17, 39, 46, 12, 4, 49, 24, 19, 22, 4, 24, 3, 8, 33, 17, 3, 43, 23, 10, 16, 31, 21, 35, 23, 43, 6, 18, 20, 29, 5, 47, 2, 3, 23, 0, 1, 8, 4, 13, 18, 36, 49, 31, 50, 25, 24, 16, 14, 12, 21, 50, 50, 30, 16, 4, 18, 8, 34, 41, 44, 0, 48, 22, 43, 37, 12, 48, 20, 14, 0, 44, 16, 0, 46, 40, 11, 25, 14, 46, 12, 35, 14, 2, 17, 20, 43, 6, 8, 38, 45, 25, 50, 44, 50, 9, 36, 4, 36, 4, 5, 17, 22, 13, 25, 49, 49, 49, 11, 23, 16, 13, 3, 44, 37, 9, 1, 14, 40, 14, 25, 29, 17, 40, 5]
[22, 32, 11, 44, 19, 0, 32, 13, 37, 38, 31, 18, 42, 30, 13, 2, 3, 37, 0, 8, 20, 47, 24, 43, 50, 6, 13, 31, 7, 20, 13, 44, 17, 44, 19, 16, 7, 15, 21, 3, 8, 17, 42, 11, 16, 29, 15, 10, 15, 19, 31, 15, 11, 26, 25, 4, 24, 17, 35, 40, 8, 18, 49, 45, 30, 49, 3, 2, 46, 4, 47, 0, 17, 5, 24, 37, 10, 9, 38, 47, 1, 31, 22, 50, 24, 43, 45, 11, 43, 35, 27, 9, 48, 36, 17, 22, 39, 42, 47, 15, 16, 40, 17, 45, 34, 1, 10, 31, 9, 30, 45, 50, 31, 38, 14, 36, 44, 44, 22, 14, 39, 16, 8, 30, 49, 42, 13, 22, 8, 43, 16, 8, 47, 7, 46, 42, 46, 39, 11, 19, 50, 3, 45, 33, 8, 2, 16, 17, 22, 4, 37, 37, 21, 13, 1, 36, 39, 44, 42, 40, 16, 9, 28, 44, 6, 32, 28, 33, 41, 47, 35, 14]
[24, 38, 46, 1, 27, 33, 49, 27, 39, 50, 9, 6, 24, 23, 42, 42, 27, 18, 8, 0, 1, 33, 31, 41, 0, 19, 20, 46, 39, 49, 34, 4, 12, 47, 20, 33, 18, 40, 13, 31, 25, 0, 25, 41, 35, 48, 14, 48, 48, 1, 41, 14, 6, 40, 20, 44, 20, 38, 20, 11, 25, 11, 16, 33, 1, 33, 18, 34, 33, 30, 49, 10, 37, 5, 22, 33, 2, 1, 33, 47, 16, 44, 12, 31, 42, 19, 38, 34, 3, 29, 33, 28, 35, 43, 7, 1, 32, 33, 14, 15, 36, 5, 23, 0, 35, 49, 44, 44, 28, 5, 25, 27, 36, 18, 39, 22, 48, 42, 13, 20, 13, 38, 23, 41, 43, 37, 47, 44, 9, 28, 48, 6, 9, 18, 37, 5, 47, 15, 24, 31, 0, 25, 17, 26, 18, 15, 24, 50, 0, 33, 22, 21, 13, 43, 43, 12, 16, 49, 25, 20, 39, 1, 38, 23, 34, 16, 19, 37, 40, 35, 16, 46]
[17, 22, 17, 9, 49, 16, 14, 21, 9, 9, 44, 36, 12, 14, 27, 34, 46, 12, 20, 1, 0, 19, 38, 37, 45, 37, 10, 40, 38, 16, 41, 40, 39, 39, 25, 35, 26, 33, 23, 14, 38, 50, 44, 8, 26, 13, 19, 0, 31, 1, 43, 15, 39, 28, 37, 26, 44, 26, 37, 2, 16, 43, 14, 21, 15, 32, 43, 6, 32, 43, 4, 14, 43, 9, 46, 48, 3, 13, 32, 35, 37, 46, 35, 17, 9, 17, 18, 45, 31, 41, 20, 13, 33, 44, 12, 4, 24, 25, 38, 18, 7, 24, 18, 15, 0, 34, 27, 38, 11, 41, 10, 42, 18, 30, 30, 21, 22, 34, 2, 27, 24, 36, 27, 41, 33, 15, 16, 50, 45, 0, 17, 3, 5, 1, 15, 37, 16, 12, 37, 35, 42, 27, 49, 1, 36, 40, 3, 25, 36, 2, 49, 24, 32, 20, 48, 21, 37, 31, 49, 26, 41, 50, 48, 25, 4, 45, 23, 0, 25, 28, 33, 44]
[25, 23, 3, 47, 36, 24, 36, 35, 20, 2, 48, 3, 42, 11, 11, 17, 45, 30, 47, 33, 19, 0, 27, 44, 0, 31, 14, 11, 31, 48, 41, 28, 6, 43, 17, 23, 37, 39, 19, 35, 35, 10, 7, 48, 50, 34, 6, 5, 42, 12, 3, 32, 46, 13, 30, 36, 30, 28, 48, 36, 13, 49, 14, 37, 17, 29, 46, 26, 44, 48, 43, 28, 46, 35, 48, 42, 19, 22, 6, 1, 43, 36, 11, 13, 27, 33, 34, 28, 13, 18, 46, 43, 21, 38, 27, 2, 41, 47, 47, 48, 20, 31, 11, 1, 13, 35, 5, 5, 35, 45, 25, 21, 18, 4, 45, 7, 33, 25, 3, 49, 48, 11, 45, 43, 37, 46, 0, 0, 35, 11, 45, 1, 9, 40, 8, 38, 42, 41, 11, 40, 29, 48, 18, 19, 20, 24, 47, 9, 14, 42, 30, 42, 40, 5, 36, 41, 47, 3, 16, 0, 13, 7, 44, 35, 27, 30, 23, 38, 34, 23, 29, 14]
[35, 18, 35, 11, 25, 36, 19, 20, 18, 26, 25, 35, 41, 20, 44, 35, 24, 27, 24, 31, 38, 27, 0, 49, 5, 29, 7, 7, 48, 3, 23, 46, 4, 0, 25, 25, 24, 37, 14, 45, 5, 36, 19, 49, 32, 44, 19, 32, 16, 28, 32, 31, 15, 24, 31, 20, 43, 18, 8, 19, 8, 36, 36, 30, 21, 23, 32, 3, 44, 18, 26, 14, 0, 2, 27, 19, 25, 7, 47, 21, 42, 1, 26, 21, 48, 10, 1, 0, 31, 26, 11, 2, 12, 30, 15, 39, 50, 25, 12, 13, 10, 41, 18, 39, 14, 50, 31, 21, 38, 20, 5, 11, 24, 33, 25, 36, 20, 29, 50, 50, 8, 2, 21, 41, 6, 43, 33, 0, 36, 34, 43, 2, 12, 13, 13, 23, 33, 29, 28, 17, 2, 47, 6, 28, 27, 40, 30, 14, 6, 3, 1, 25, 42, 3, 6, 34, 0, 40, 19, 6, 24, 48, 3, 15, 7, 13, 33, 33, 30, 39, 38, 47]
[13, 34, 32, 8, 31, 24, 15, 25, 10, 24, 26, 19, 17, 6, 26, 21, 45, 26, 43, 41, 37, 44, 49, 0, 12, 47, 27, 34, 40, 16, 9, 44, 7, 44, 39, 11, 23, 0, 31, 15, 49, 31, 23, 33, 40, 50, 26, 11, 29, 38, 8, 7, 22, 31, 7, 44, 7, 50, 8, 41, 42, 42, 20, 36, 22, 13, 1, 31, 13, 34, 39, 11, 34, 20, 24, 27, 25, 48, 44, 6, 36, 50, 15, 28, 35, 16, 14, 1, 47, 28, 45, 50, 44, 20, 9, 48, 44, 33, 34, 46, 7, 12, 46, 36, 33, 1, 42, 22, 17, 2, 47, 43, 23, 50, 4, 22, 32, 49, 37, 14, 17, 13, 37, 23, 8, 47, 27, 47, 46, 7, 26, 28, 24, 33, 7, 48, 42, 7, 10, 16, 26, 3, 6, 33, 11, 28, 19, 22, 30, 47, 45, 24, 50, 14, 46, 33, 47, 30, 39, 11, 19, 48, 50, 43, 27, 15, 10, 43, 47, 10, 8, 26]
[44, 39, 32, 32, 30, 21, 18, 49, 31, 2, 5, 50, 14, 10, 4, 15, 25, 35, 50, 0, 45, 0, 5, 12, 0, 8, 2, 33, 7, 44, 45, 20, 8, 44, 10, 28, 7, 3, 19, 48, 15, 49, 24, 46, 35, 19, 48, 10, 42, 35, 44, 38, 27, 4, 28, 17, 14, 34, 12, 32, 10, 39, 18, 1, 14, 15, 41, 37, 18, 12, 37, 16, 38, 23, 12, 0, 15, 1, 28, 45, 33, 40, 28, 25, 20, 25, 13, 33, 22, 21, 18, 40, 0, 23, 43, 15, 40, 3, 13, 5, 29, 9, 9, 40, 11, 0, 24, 24, 15, 29, 26, 34, 34, 23, 15, 46, 1, 33, 11, 3, 16, 28, 38, 27, 36, 43, 38, 48, 22, 34, 20, 34, 42, 39, 5, 21, 3, 11, 4, 11, 44, 19, 21, 43, 26, 31, 3, 5, 4, 31, 5, 25, 11, 24, 26, 22, 45, 8, 9, 17, 5, 50, 46, 40, 11, 28, 39, 16, 44, 25, 28, 50]
[28, 11, 5, 16, 42, 32, 3, 31, 18, 19, 3, 44, 17, 42, 36, 15, 12, 23, 6, 19, 37, 31, 29, 47, 8, 0, 5, 20, 48, 1, 18, 7, 17, 30, 12, 49, 17, 19, 10, 28, 41, 22, 2, 25, 16, 11, 18, 5, 46, 28, 23, 5, 44, 6, 43, 20, 49, 37, 14, 28, 41, 44, 11, 45, 46, 44, 34, 23, 49, 29, 40, 13, 6, 29, 31, 23, 39, 31, 11, 19, 21, 37, 30, 28, 16, 49, 8, 19, 19, 48, 29, 20, 31, 26, 38, 17, 14, 13, 46, 18, 30, 49, 37, 27, 23, 18, 38, 1, 32, 15, 17, 24, 40, 18, 27, 29, 45, 12, 6, 36, 34, 10, 14, 35, 30, 17, 5, 35, 31, 32, 49, 15, 35, 46, 1, 5, 1, 33, 43, 1, 30, 43, 50, 24, 48, 7, 25, 15, 42, 13, 28, 40, 2, 14, 22, 18, 29, 41, 21, 11, 50, 25, 35, 3, 22, 27, 16, 12, 49, 24, 23, 48]
[31, 45, 49, 41, 43, 5, 37, 21, 5, 48, 48, 12, 6, 24, 7, 3, 10, 24, 13, 20, 10, 14, 7, 27, 2, 5, 0, 47, 48, 22, 2, 39, 12, 27, 37, 24, 36, 41, 43, 50, 50, 14, 30, 49, 11, 32, 13, 6, 13, 48, 34, 14, 8, 43, 16, 15, 21, 12, 15, 19, 50, 22, 47, 22, 28, 25, 6, 43, 20, 41, 44, 48, 42, 1, 13, 16, 23, 21, 23, 3, 17, 14, 36, 32, 44, 42, 28, 24, 10, 24, 27, 25, 43, 43, 17, 21, 11, 38, 14, 29, 46, 8, 17, 44, 47, 2, 30, 3, 20, 13, 32, 35, 0, 44, 11, 45, 3, 36, 1, 48, 38, 32, 37, 15, 41, 40, 32, 8, 10, 20, 21, 19, 39, 17, 16, 8, 10, 10, 40, 18, 50, 28, 43, 12, 10, 4, 23, 0, 40, 1, 43, 2, 11, 11, 49, 50, 21, 33, 30, 8, 45, 9, 27, 19, 14, 21, 15, 18, 0, 40, 46, 44]
