N1,N2,...,Nx
[14, 16, 32, 0, 34, 30, 16, 9, 16, 14, 21, 48, 0, 32, 2, 23, 37, 13, 31, 42, 14, 3, 16, 2, 47, 46, 16, 5, 37, 4, 28, 22, 14, 28, 16, 31, 5, 4, 48, 15, 38, 17, 10, 5, 27, 24, 32, 36, 34, 50, 35, 7, 24, 9, 11, 26, 13, 37, 40, 9, 17, 35, 48, 23, 30, 20, 46, 22, 8, 42, 7, 11, 16, 39, 27, 35, 18, 39, 21, 19, 20, 35, 21, 24, 43, 36, 45, 27, 23, 20, 33, 6, 44, 38, 24, 15, 38, 17, 17, 30, 50, 41, 32, 35, 19, 30, 28, 39, 17, 11, 18, 29, 37, 30, 25, 28, 2, 17, 32, 17, 31, 25, 9, 11, 16, 10, 7, 25, 14, 3, 41, 41, 29, 26, 22, 5, 24, 37, 49, 38, 8, 44, 33, 34, 50, 39, 4, 39, 20, 7, 23, 48, 33, 42, 15, 26, 39, 50, 42, 43, 15, 17, 0, 26, 3, 5, 32, 16, 2, 26, 40, 2, 46, 47]
[20, 48, 43, 30, 45, 38, 35, 11, 50, 37, 2, 21, 32, 0, 31, 35, 27, 30, 19, 37, 11, 6, 22, 40, 15, 30, 17, 45, 40, 19, 50, 31, 44, 14, 27, 48, 48, 30, 41, 4, 42, 3, 5, 24, 25, 47, 16, 23, 35, 6, 11, 49, 18, 39, 24, 26, 1, 37, 0, 37, 15, 37, 11, 33, 50, 29, 17, 1, 1, 31, 39, 5, 27, 34, 45, 3, 10, 4, 27, 10, 25, 32, 48, 1, 22, 46, 14, 27, 12, 22, 10, 10, 50, 13, 42, 32, 0, 15, 45, 34, 48, 33, 19, 24, 30, 2, 47, 27, 23, 20, 33, 9, 40, 18, 21, 50, 11, 33, 47, 37, 43, 23, 12, 45, 19, 2, 10, 11, 47, 50, 19, 27, 49, 44, 45, 13, 13, 34, 0, 0, 30, 46, 20, 50, 38, 44, 45, 3, 1, 32, 5, 18, 3, 27, 24, 21, 48, 5, 31, 50, 26, 50, 15, 41, 23, 36, 13, 14, 34, 31, 37, 28, 23, 7]
[9, 0, 23, 14, 21, 30, 50, 30, 38, 36, 3, 4, 2, 31, 0, 31, 30, 22, 48, 0, 19, 42, 42, 38, 50, 11, 3, 13, 30, 18, 18, 26, 21, 42, 6, 49, 12, 35, 16, 35, 33, 21, 13, 30, 3, 46, 46, 2, 41, 1, 30, 28, 30, 32, 7, 5, 10, 7, 10, 50, 7, 48, 36, 36, 9, 37, 14, 48, 31, 26, 38, 43, 2, 40, 11, 36, 29, 19, 12, 41, 6, 47, 1, 7, 37, 16, 42, 40, 5, 39, 4, 50, 22, 37, 25, 48, 33, 7, 23, 50, 24, 8, 14, 6, 8, 16, 23, 22, 0, 41, 0, 25, 39, 9, 9, 1, 46, 3, 43, 23, 7, 34, 15, 31, 40, 11, 46, 4, 21, 11, 29, 9, 50, 16, 23, 32, 25, 25, 11, 39, 17, 8, 6, 32, 3, 17, 50, 40, 28, 19, 42, 28, 23, 29, 41, 48, 11, 40, 15, 16, 44, 34, 1, 12, 49, 15, 10, 8, 47, 46, 33, 48, 44, 7]
[23, 39, 21, 34, 12, 25, 46, 25, 33, 0, 1, 16, 23, 35, 31, 0, 4, 34, 30, 40, 49, 16, 49, 10, 48, 5, 27, 29, 38, 28, 29, 49, 13, 49, 37, 27, 18, 37, 39, 12, 31, 7, 44, 39, 10, 39, 40, 33, 30, 45, 29, 9, 48, 50, 49, 24, 9, 45, 45, 47, 10, 10, 12, 4, 2, 1, 41, 46, 33, 19, 32, 36, 31, 28, 40, 31, 31, 42, 42, 9, 41, 10, 3, 6, 29, 40, 17, 20, 8, 25, 13, 3, 41, 16, 42, 43, 2, 30, 41, 37, 40, 8, 33, 22, 26, 4, 32, 7, 29, 38, 46, 50, 8, 31, 5, 5, 5, 8, 41, 30, 50, 30, 47, 37, 10, 21, 39, 48, 31, 10, 30, 35, 46, 25, 26, 6, 24, 1, 6, 34, 16, 50, 9, 43, 32, 21, 14, 20, 19, 30, 31, 1, 2, 12, 27, 16, 20, 24, 19, 19, 42, 40, 12, 4, 30, 37, 17, 48, 6, 10, 50, 39, 13, 20]
[17, 36, 43, 19, 44, 14, 44, 10, 30, 20, 28, 24, 37, 27, 30, 4, 0, 37, 35, 19, 21, 5, 14, 46, 46, 25, 29, 40, 12, 5, 30, 0, 4, 46, 45, 40, 40, 18, 15, 4, 50, 5, 3, 19, 24, 7, 16, 12, 40, 4, 34, 14, 27, 21, 20, 37, 19, 11, 19, 18, 49, 3, 39, 9, 1, 6, 34, 29, 14, 50, 4, 47, 6, 25, 33, 46, 21, 33, 9, 26, 12, 46, 12, 19, 44, 33, 46, 34, 15, 5, 20, 4, 5, 29, 20, 10, 31, 24, 22, 38, 27, 19, 11, 4, 18, 7, 3, 10, 8, 8, 0, 35, 16, 32, 43, 48, 14, 39, 9, 21, 10, 2, 28, 11, 19, 20, 30, 3, 39, 31, 12, 47, 5, 50, 42, 45, 46, 37, 49, 6, 27, 44, 13, 3, 7, 1, 1, 44, 24, 46, 8, 16, 48, 40, 32, 11, 19, 38, 12, 1, 48, 49, 24, 15, 33, 12, 42, 0, 35, 8, 17, 18, 23, 35]
[42, 15, 10, 23, 28, 21, 16, 32, 21, 14, 43, 33, 13, 30, 22, 34, 37, 0, 25, 38, 15, 23, 16, 22, 30, 34, 11, 49, 26, 40, 45, 17, 4, 38, 9, 41, 32, 37, 26, 45, 36, 21, 8, 29, 19, 31, 6, 6, 24, 41, 32, 49, 4, 49, 22, 29, 45, 26, 16, 21, 14, 43, 42, 40, 46, 11, 6, 2, 30, 1, 22, 33, 11, 43, 24, 31, 45, 40, 7, 24, 26, 17, 17, 44, 13, 48, 0, 23, 27, 17, 19, 6, 24, 0, 16, 37, 5, 36, 29, 12, 10, 24, 4, 7, 29, 2, 0, 47, 5, 16, 37, 11, 46, 41, 7, 45, 12, 15, 9, 13, 46, 34, 40, 37, 13, 35, 12, 31, 13, 0, 50, 10, 22, 49, 47, 50, 17, 0, 50, 43, 0, 12, 32, 17, 8, 19, 1, 4, 22, 19, 39, 49, 19, 44, 47, 28, 19, 2, 35, 37, 43, 31, 29, 41, 12, 28, 38, 2, 49, 22, 25, 33, 33, 2]
[3, 41, 0, 24, 35, 37, 48, 2, 36, 30, 36, 10, 31, 19, 48, 30, 35, 25, 0, 22, 43, 26, 30, 23, 0, 33, 24, 45, 4, 6, 47, 30, 25, 2, 7, 36, 5, 31, 43, 12, 7, 10, 28, 31, 12, 32, 7, 18, 35, 22, 10, 19, 35, 4, 31, 37, 42, 25, 28, 38, 15, 47, 18, 31, 14, 43, 22, 6, 23, 35, 38, 5, 29, 24, 29, 20, 1, 8, 0, 8, 31, 33, 10, 5, 49, 28, 12, 36, 10, 45, 33, 42, 3, 5, 28, 4, 36, 29, 6, 22, 0, 13, 25, 16, 15, 26, 12, 48, 27, 42, 17, 32, 9, 10, 25, 20, 41, 9, 25, 16, 39, 27, 25, 24, 29, 26, 13, 12, 15, 2, 38, 16, 8, 46, 39, 14, 31, 45, 35, 39, 5, 6, 24, 48, 41, 38, 19, 13, 37, 35, 27, 16, 47, 1, 49, 28, 1, 12, 21, 50, 38, 40, 4, 49, 19, 34, 44, 2, 6, 5, 8, 21, 38, 6]
[47, 17, 43, 48, 3, 31, 0, 7, 45, 26, 39, 16, 42, 37, 0, 40, 19, 38, 22, 0, 42, 17, 43, 24, 41, 21, 7, 3, 37, 44, 44, 32, 42, 34, 10, 12, 49, 7, 15, 24, 16, 39, 25, 25, 40, 31, 23, 9, 49, 11, 24, 10, 27, 4, 27, 4, 3, 17, 21, 25, 27, 33, 28, 28, 24, 48, 11, 44, 0, 38, 48, 43, 36, 45, 7, 27, 20, 32, 4, 17, 31, 0, 18, 12, 50, 49, 10, 34, 11, 25, 21, 0, 11, 0, 6, 17, 41, 41, 10, 26, 22, 45, 26, 43, 22, 35, 9, 48, 27, 31, 47, 47, 31, 40, 1, 24, 20, 33, 32, 17, 47, 48, 21, 15, 40, 0, 33, 43, 8, 1, 44, 28, 48, 32, 13, 23, 7, 34, 37, 19, 12, 28, 29, 39, 9, 13, 8, 48, 3, 17, 11, 11, 13, 6, 19, 45, 11, 7, 49, 19, 1, 4, 30, 12, 18, 5, 29, 21, 33, 31, 42, 50, 48, 1]
[33, 5, 9, 5, 7, 46, 25, 17, 19, 33, 17, 41, 14, 11, 19, 49, 21, 15, 43, 42, 0, 3, 46, 38, 49, 25, 33, 29, 11, 8, 39, 40, 45, 32, 11, 3, 24, 24, 42, 2, 32, 38, 22, 41, 23, 41, 41, 46, 21, 31, 30, 34, 48, 18, 50, 4, 34, 19, 32, 10, 1, 44, 50, 0, 38, 43, 42, 45, 41, 33, 48, 42, 42, 48, 9, 29, 44, 14, 27, 16, 11, 16, 42, 21, 12, 36, 28, 44, 37, 44, 3, 18, 47, 38, 26, 45, 19, 6, 43, 11, 14, 3, 44, 40, 1, 9, 35, 44, 19, 13, 26, 1, 22, 50, 17, 37, 19, 8, 19, 10, 15, 12, 26, 35, 27, 6, 18, 46, 15, 19, 0, 48, 25, 45, 8, 33, 18, 35, 36, 5, 29, 48, 48, 7, 16, 21, 38, 31, 48, 22, 16, 3, 14, 12, 7, 38, 27, 39, 6, 48, 6, 22, 27, 27, 20, 11, 12, 3, 39, 21, 35, 12, 0, 18]
[50, 10, 44, 11, 11, 32, 6, 43, 0, 32, 15, 11, 3, 6, 42, 16, 5, 23, 26, 17, 3, 0, 16, 44, 10, 31, 46, 11, 22, 37, 48, 4, 18, 49, 10, 31, 18, 7, 42, 3, 38, 47, 2, 1, 13, 4, 12, 29, 32, 14, 5, 12, 9, 36, 36, 34, 30, 48, 15, 18, 38, 5, 34, 28, 27, 27, 49, 19, 47, 37, 21, 17, 30, 19, 15, 13, 47, 3, 41, 23, 20, 32, 49, 43, 2, 22, 24, 9, 42, 32, 30, 19, 3, 20, 39, 28, 13, 4, 8, 43, 41, 8, 50, 43, 8, 7, 13, 31, 22, 4, 41, 27, 29, 39, 47, 43, 17, 10, 33, 5, 31, 7, 46, 5, 34, 0, 42, 16, 43, 1, 48, 35, 10, 15, 11, 44, 20, 19, 6, 39, 9, 46, 45, 3, 45, 32, 35, 10, 10, 35, 22, 18, 37, 25, 16, 15, 34, 4, 23, 19, 34, 36, 3, 22, 22, 35, 18, 16, 24, 3, 3, 28, 5, 44]
[16, 43, 38, 3, 20, 9, 32, 15, 16, 25, 42, 21, 16, 22, 42, 49, 14, 16, 30, 43, 46, 16, 0, 39, 29, 26, 2, 38, 12, 41, 2, 34, 21, 29, 26, 25, 41, 43, 39, 37, 48, 15, 39, 31, 38, 14, 10, 4, 39, 26, 8, 50, 2, 19, 12, 34, 19, 31, 4, 9, 38, 15, 3, 27, 25, 15, 19, 43, 48, 36, 40, 19, 41, 10, 9, 7, 49, 8, 17, 50, 5, 35, 14, 16, 40, 44, 3, 23, 10, 17, 27, 29, 45, 28, 43, 42, 33, 9, 7, 23, 4, 39, 4, 33, 45, 3, 9, 19, 4, 11, 6, 40, 22, 24, 8, 2, 1, 10, 48, 7, 16, 41, 8, 26, 21, 17, 12, 34, 1, 2, 23, 2, 43, 1, 7, 7, 44, 4, 23, 50, 5, 29, 16, 29, 43, 47, 29, 44, 41, 32, 6, 45, 40, 4, 50, 3, 48, 33, 49, 1, 13, 2, 9, 4, 27, 50, 29, 19, 43, 46, 25, 37, 16, 25]
[2, 14, 27, 9, 40, 34, 33, 20, 30, 0, 1, 2, 2, 40, 38, 10, 46, 22, 23, 24, 38, 44, 39, 0, 37, 0, 18, 3, 42, 20, 41, 10, 50, 10, 8, 16, 40, 11, 49, 49, 43, 10, 39, 15, 6, 28, 20, 33, 44, 27, 10, 40, 3, 24, 33, 39, 4, 22, 11, 10, 27, 29, 49, 39, 35, 42, 37, 14, 4, 4, 24, 19, 15, 10, 21, 47, 49, 4, 15, 46, 49, 20, 33, 18, 3, 14, 5, 7, 31, 11, 47, 22, 32, 32, 8, 25, 36, 2, 0, 6, 11, 10, 17, 36, 7, 49, 45, 16, 10, 22, 14, 30, 0, 23, 24, 21, 12, 34, 3, 4, 15, 43, 29, 8, 31, 35, 26, 22, 16, 10, 19, 50, 20, 43, 45, 4, 1, 46, 43, 19, 21, 48, 49, 27, 43, 32, 9, 50, 3, 14, 47, 34, 42, 29, 30, 42, 32, 4, 19, 41, 23, 45, 4, 46, 40, 42, 28, 25, 23, 50, 30, 44, 11, 40]
[14, 46, 1, 39, 11, 37, 2, 3, 24, 11, 20, 16, 47, 15, 50, 48, 46, 30, 0, 41, 49, 10, 29, 37, 0, 9, 47, 49, 33, 40, 33, 35, 22, 8, 0, 16, 49, 16, 40, 44, 18, 38, 5, 9, 45, 45, 16, 46, 29, 6, 15, 32, 8, 16, 22, 45, 26, 3, 50, 43, 35, 9, 19, 3, 18, 43, 9, 39, 43, 36, 16, 29, 42, 18, 1, 18, 6, 42, 37, 5, 38, 42, 37, 36, 29, 8, 37, 11, 25, 27, 27, 19, 42, 2, 30, 38, 4, 17, 41, 33, 12, 31, 29, 5, 23, 43, 31, 14, 15, 49, 0, 1, 20, 38, 23, 20, 14, 40, 27, 18, 31, 26, 4, 15, 1, 1, 1, 34, 14, 23, 24, 14, 48, 7, 6, 42, 27, 11, 26, 6, 28, 12, 28, 31, 26, 15, 11, 29, 2, 34, 30, 15, 41, 33, 46, 44, 36, 39, 12, 28, 37, 14, 30, 43, 34, 40, 50, 21, 25, 47, 27, 38, 29, 42]
[24, 22, 49, 1, 18, 34, 40, 26, 26, 20, 32, 4, 46, 30, 11, 5, 25, 34, 33, 21, 25, 31, 26, 0, 9, 0, 28, 21, 0, 44, 25, 38, 23, 43, 23, 36, 36, 49, 19, 20, 19, 20, 30, 16, 44, 19, 24, 33, 22, 33, 41, 5, 35, 49, 0, 20, 30, 7, 6, 0, 30, 3, 6, 6, 8, 39, 32, 8, 29, 32, 6, 9, 43, 48, 30, 9, 4, 48, 47, 38, 2, 27, 11, 2, 26, 49, 18, 50, 30, 29, 12, 11, 0, 25, 25, 0, 5, 50, 7, 29, 46, 25, 24, 26, 20, 45, 48, 25, 37, 15, 44, 50, 9, 15, 48, 24, 46, 31, 33, 28, 5, 9, 12, 42, 0, 27, 16, 25, 20, 24, 10, 36, 45, 10, 33, 23, 43, 11, 0, 36, 13, 9, 5, 40, 0, 30, 4, 27, 26, 22, 7, 35, 47, 10, 24, 13, 8, 2, 42, 11, 45, 8, 43, 21, 8, 7, 35, 50, 11, 28, 20, 9, 13, 6]
