N1,N2,...,Nx
[21, 43, 34, 15, 47, 46, 20, 38, 47, 30, 0, 8, 3, 14, 10, 41, 17, 38, 48, 33, 36, 2, 2, 19, 45, 12, 49, 31, 31, 44, 4, 5, 20, 50, 48, 37, 40, 37, 13, 19, 20, 9, 0, 41, 27, 39, 29, 1, 42, 13, 8, 28, 11, 13, 40, 4, 23, 20, 30, 46, 32, 44, 4, 12, 29, 2, 7]
[14, 34, 29, 17, 35, 44, 10, 4, 35, 42, 8, 0, 2, 50, 6, 8, 41, 43, 50, 49, 47, 45, 20, 37, 18, 48, 23, 25, 49, 40, 16, 3, 8, 9, 41, 12, 26, 45, 5, 29, 28, 29, 4, 49, 34, 26, 28, 19, 17, 26, 33, 42, 36, 9, 46, 14, 30, 10, 6, 43, 13, 44, 33, 14, 7, 29, 15]
[24, 13, 28, 3, 23, 28, 37, 48, 2, 15, 3, 2, 0, 5, 24, 32, 31, 23, 12, 1, 38, 7, 11, 49, 0, 40, 41, 3, 50, 0, 5, 25, 21, 35, 10, 39, 22, 49, 43, 30, 13, 7, 45, 50, 42, 27, 11, 38, 21, 31, 30, 49, 40, 46, 13, 31, 19, 39, 48, 29, 6, 34, 27, 43, 19, 8, 45]
[29, 30, 44, 8, 45, 49, 49, 9, 14, 12, 14, 50, 5, 0, 16, 22, 18, 50, 23, 46, 17, 33, 18, 10, 18, 24, 44, 37, 1, 1, 20, 17, 21, 5, 39, 27, 16, 23, 19, 3, 41, 33, 31, 48, 9, 47, 49, 50, 28, 11, 26, 10, 3, 17, 41, 18, 46, 20, 3, 13, 9, 14, 28, 14, 21, 26, 12]
[24, 47, 5, 32, 31, 30, 28, 8, 7, 24, 10, 6, 24, 16, 0, 2, 42, 8, 39, 12, 5, 42, 6, 19, 42, 35, 27, 25, 14, 0, 26, 4, 35, 44, 40, 14, 11, 34, 18, 18, 31, 42, 0, 5, 27, 44, 43, 44, 36, 32, 48, 14, 16, 48, 37, 18, 31, 34, 31, 34, 47, 29, 36, 36, 21, 8, 36]
[47, 34, 46, 17, 8, 34, 46, 35, 27, 13, 41, 8, 32, 22, 2, 0, 17, 21, 4, 19, 23, 21, 11, 21, 25, 9, 1, 39, 5, 16, 12, 2, 19, 1, 44, 12, 45, 5, 3, 44, 5, 44, 50, 28, 17, 29, 37, 28, 32, 11, 27, 36, 5, 40, 14, 47, 32, 25, 3, 50, 46, 50, 22, 44, 0, 31, 28]
[17, 7, 8, 16, 18, 21, 39, 49, 35, 33, 17, 41, 31, 18, 42, 17, 0, 20, 21, 5, 8, 32, 34, 22, 10, 0, 17, 37, 49, 29, 12, 44, 40, 42, 32, 49, 8, 35, 45, 24, 14, 46, 47, 31, 2, 38, 17, 40, 40, 34, 18, 21, 44, 46, 12, 23, 10, 7, 24, 15, 34, 36, 50, 38, 32, 8, 39]
[11, 7, 20, 11, 41, 40, 24, 3, 6, 38, 38, 43, 23, 50, 8, 21, 20, 0, 12, 9, 32, 8, 2, 11, 13, 21, 17, 29, 36, 36, 28, 23, 1, 12, 42, 2, 10, 5, 18, 44, 28, 6, 0, 4, 0, 22, 48, 39, 11, 46, 48, 42, 12, 1, 17, 49, 37, 15, 44, 0, 8, 11, 3, 1, 2, 20, 25]
[19, 47, 44, 16, 9, 46, 12, 27, 38, 27, 48, 50, 12, 23, 39, 4, 21, 12, 0, 40, 14, 41, 22, 10, 47, 1, 4, 28, 11, 15, 41, 9, 41, 1, 26, 5, 44, 32, 14, 42, 22, 3, 27, 50, 39, 11, 12, 44, 23, 30, 25, 46, 22, 40, 40, 37, 24, 14, 46, 7, 3, 8, 11, 42, 26, 28, 17]
[40, 41, 34, 21, 18, 13, 40, 25, 22, 40, 33, 49, 1, 46, 12, 19, 5, 9, 40, 0, 47, 19, 19, 3, 43, 47, 14, 30, 34, 44, 11, 6, 42, 12, 21, 17, 37, 36, 38, 13, 29, 8, 41, 25, 19, 2, 20, 24, 16, 25, 2, 4, 28, 7, 16, 8, 8, 25, 48, 37, 46, 14, 49, 47, 7, 16, 43]
[9, 24, 0, 24, 40, 38, 49, 8, 44, 18, 36, 47, 38, 17, 5, 23, 8, 32, 14, 47, 0, 24, 0, 14, 33, 22, 12, 10, 6, 7, 0, 28, 50, 47, 43, 4, 5, 16, 49, 27, 0, 27, 20, 50, 24, 40, 50, 25, 15, 35, 42, 0, 30, 25, 21, 36, 28, 14, 43, 25, 35, 39, 43, 10, 35, 14, 16]
[14, 3, 37, 29, 27, 3, 12, 7, 21, 4, 2, 45, 7, 33, 42, 21, 32, 8, 41, 19, 24, 0, 13, 32, 33, 27, 19, 15, 9, 4, 12, 38, 42, 36, 29, 0, 3, 29, 3, 41, 32, 14, 48, 12, 18, 29, 25, 50, 49, 28, 10, 45, 43, 22, 6, 26, 35, 1, 18, 50, 4, 17, 18, 49, 50, 22, 36]
[42, 36, 24, 33, 28, 12, 5, 50, 38, 14, 2, 20, 11, 18, 6, 11, 34, 2, 22, 19, 0, 13, 0, 6, 7, 16, 24, 9, 4, 10, 11, 39, 5, 40, 7, 39, 2, 33, 39, 4, 25, 14, 29, 22, 28, 21, 1, 14, 1, 25, 13, 47, 23, 10, 16, 37, 46, 49, 20, 1, 16, 20, 12, 14, 18, 37, 40]
[11, 23, 46, 36, 43, 11, 34, 45, 46, 0, 19, 37, 49, 10, 19, 21, 22, 11, 10, 3, 14, 32, 6, 0, 19, 41, 36, 28, 28, 33, 7, 30, 9, 4, 15, 22, 12, 42, 47, 45, 33, 50, 17, 33, 41, 20, 0, 42, 25, 24, 47, 0, 39, 19, 15, 31, 14, 13, 35, 12, 15, 39, 20, 42, 31, 45, 12]
[48, 1, 44, 1, 47, 24, 43, 23, 27, 48, 45, 18, 0, 18, 42, 25, 10, 13, 47, 43, 33, 33, 7, 19, 0, 41, 36, 14, 36, 7, 7, 35, 39, 38, 14, 6, 24, 21, 37, 21, 25, 42, 48, 21, 31, 11, 25, 8, 24, 2, 32, 18, 31, 4, 36, 14, 3, 43, 30, 8, 3, 29, 1, 4, 8, 18, 46]
[35, 30, 25, 47, 48, 20, 23, 32, 13, 4, 12, 48, 40, 24, 35, 9, 0, 21, 1, 47, 22, 27, 16, 41, 41, 0, 22, 19, 6, 20, 35, 20, 8, 37, 21, 49, 47, 15, 17, 18, 46, 37, 49, 26, 28, 27, 22, 22, 0, 12, 17, 21, 25, 41, 37, 43, 17, 2, 2, 40, 48, 32, 17, 16, 30, 29, 41]
[13, 25, 16, 39, 6, 18, 26, 7, 21, 8, 49, 23, 41, 44, 27, 1, 17, 17, 4, 14, 12, 19, 24, 36, 36, 22, 0, 33, 44, 34, 15, 47, 45, 50, 17, 17, 5, 37, 8, 25, 33, 42, 21, 21, 0, 20, 31, 1, 12, 38, 24, 5, 28, 3, 19, 27, 47, 32, 23, 16, 35, 15, 23, 37, 33, 25, 14]
[13, 34, 9, 35, 36, 29, 18, 14, 37, 13, 31, 25, 3, 37, 25, 39, 37, 29, 28, 30, 10, 15, 9, 28, 14, 19, 33, 0, 5, 28, 13, 10, 34, 43, 35, 22, 4, 5, 28, 37, 34, 45, 35, 22, 1, 50, 28, 47, 22, 49, 27, 24, 39, 7, 8, 43, 11, 33, 38, 34, 19, 4, 34, 2, 22, 28, 38]
[18, 32, 49, 46, 32, 31, 49, 26, 14, 37, 31, 49, 50, 1, 14, 5, 49, 36, 11, 34, 6, 9, 4, 28, 36, 6, 44, 5, 0, 35, 17, 9, 23, 33, 45, 5, 35, 28, 5, 49, 1, 20, 43, 37, 11, 31, 23, 13, 3, 50, 2, 23, 20, 13, 38, 0, 24, 27, 32, 1, 2, 29, 11, 20, 2, 29, 29]
[44, 29, 14, 11, 4, 33, 25, 16, 23, 14, 44, 40, 0, 1, 0, 16, 29, 36, 15, 44, 7, 4, 10, 33, 7, 20, 34, 28, 35, 0, 14, 34, 40, 26, 17, 49, 44, 43, 41, 50, 7, 27, 27, 19, 32, 46, 30, 47, 47, 26, 45, 28, 19, 15, 38, 41, 49, 13, 47, 32, 3, 20, 13, 5, 0, 9, 9]
[45, 17, 46, 44, 1, 34, 35, 5, 39, 39, 4, 16, 5, 20, 26, 12, 12, 28, 41, 11, 0, 12, 11, 7, 7, 35, 15, 13, 17, 14, 0, 38, 38, 8, 49, 42, 4, 50, 1, 25, 6, 43, 16, 25, 5, 23, 23, 50, 25, 39, 28, 25, 24, 43, 22, 11, 17, 21, 47, 40, 1, 32, 16, 42, 42, 43, 26]
[1, 46, 45, 47, 10, 34, 14, 33, 32, 1, 5, 3, 25, 17, 4, 2, 44, 23, 9, 6, 28, 38, 39, 30, 35, 20, 47, 10, 9, 34, 38, 0, 43, 0, 1, 6, 2, 23, 32, 24, 36, 33, 32, 49, 14, 38, 34, 39, 47, 47, 7, 6, 49, 17, 15, 11, 47, 20, 50, 50, 7, 23, 5, 43, 25, 36, 12]
[32, 46, 20, 5, 42, 10, 48, 48, 42, 49, 20, 8, 21, 21, 35, 19, 40, 1, 41, 42, 50, 42, 5, 9, 39, 8, 45, 34, 23, 40, 38, 43, 0, 4, 14, 25, 2, 21, 50, 48, 37, 32, 28, 20, 45, 11, 32, 4, 35, 48, 26, 15, 29, 6, 23, 35, 22, 0, 49, 38, 25, 33, 40, 29, 5, 18, 25]
[18, 50, 40, 36, 45, 46, 0, 30, 27, 23, 50, 9, 35, 5, 44, 1, 42, 12, 1, 12, 47, 36, 40, 4, 38, 37, 50, 43, 33, 26, 8, 0, 4, 0, 50, 35, 15, 9, 25, 27, 16, 5, 24, 40, 1, 48, 21, 29, 11, 15, 26, 17, 30, 1, 3, 49, 26, 9, 9, 18, 14, 7, 12, 10, 35, 32, 22]
[26, 20, 34, 7, 15, 29, 32, 44, 9, 1, 48, 41, 10, 39, 40, 44, 32, 42, 26, 21, 43, 29, 7, 15, 14, 21, 17, 35, 45, 17, 49, 1, 14, 50, 0, 26, 35, 34, 34, 28, 28, 27, 20, 10, 23, 50, 18, 43, 35, 32, 40, 50, 28, 45, 7, 43, 44, 36, 46, 41, 32, 14, 17, 38, 49, 22, 46]
[43, 39, 46, 14, 21, 16, 25, 30, 45, 46, 37, 12, 39, 27, 14, 12, 49, 2, 5, 17, 4, 0, 39, 22, 6, 49, 17, 22, 5, 49, 42, 6, 25, 35, 26, 0, 10, 13, 8, 2, 39, 20, 37, 23, 16, 30, 29, 39, 32, 46, 32, 4, 10, 39, 16, 23, 43, 44, 0, 22, 31, 15, 16, 4, 34, 19, 37]
[0, 27, 50, 22, 37, 22, 24, 46, 45, 26, 40, 26, 22, 16, 11, 45, 8, 10, 44, 37, 5, 3, 2, 12, 24, 47, 5, 4, 35, 44, 4, 2, 2, 15, 35, 10, 0, 39, 48, 1, 7, 22, 46, 21, 2, 16, 8, 49, 26, 7, 30, 23, 30, 29, 40, 36, 44, 22, 2, 33, 47, 22, 31, 33, 24, 30, 28]
[33, 28, 39, 29, 46, 0, 33, 6, 13, 41, 37, 45, 49, 23, 34, 5, 35, 5, 32, 36, 16, 29, 33, 42, 21, 15, 37, 5, 28, 43, 50, 23, 21, 9, 34, 13, 39, 0, 44, 25, 31, 40, 35, 25, 48, 9, 12, 11, 45, 34, 6, 7, 20, 1, 0, 37, 19, 29, 43, 32, 14, 37, 1, 45, 31, 14, 11]
[38, 11, 36, 14, 10, 15, 34, 43, 8, 43, 13, 5, 43, 19, 18, 3, 45, 18, 14, 38, 49, 3, 39, 47, 37, 17, 8, 28, 5, 41, 1, 32, 50, 25, 34, 8, 48, 44, 0, 38, 45, 50, 48, 30, 23, 11, 16, 29, 43, 47, 44, 38, 17, 48, 21, 10, 14, 14, 7, 42, 47, 12, 2, 15, 0, 18, 0]
[40, 49, 33, 12, 22, 12, 47, 35, 13, 37, 19, 29, 30, 3, 18, 44, 24, 44, 42, 13, 27, 41, 4, 45, 21, 18, 25, 37, 49, 50, 25, 24, 48, 27, 28, 2, 1, 25, 38, 0, 19, 18, 37, 43, 30, 21, 41, 6, 5, 43, 25, 26, 4, 7, 33, 26, 48, 35, 40, 23, 35, 41, 26, 36, 20, 39, 28]
[12, 36, 14, 31, 38, 50, 37, 27, 11, 46, 20, 28, 13, 41, 31, 5, 14, 28, 22, 29, 0, 32, 25, 33, 25, 46, 33, 34, 1, 7, 6, 36, 37, 16, 28, 39, 7, 31, 45, 19, 0, 16, 31, 49, 32, 43, 45, 25, 29, 1, 31, 4, 27, 36, 38, 12, 46, 5, 43, 21, 7, 26, 43, 43, 4, 28, 9]
[27, 27, 39, 43, 46, 39, 9, 44, 44, 37, 9, 29, 7, 33, 42, 44, 46, 6, 3, 8, 27, 14, 14, 50, 42, 37, 42, 45, 20, 27, 43, 33, 32, 5, 27, 20, 22, 40, 50, 18, 16, 0, 5, 6, 18, 28, 14, 34, 38, 46, 41, 39, 1, 15, 33, 49, 27, 4, 34, 0, 31, 35, 25, 35, 45, 32, 3]
[13, 4, 17, 35, 5, 29, 3, 11, 49, 43, 0, 4, 45, 31, 0, 50, 47, 0, 27, 41, 20, 48, 29, 17, 48, 49, 21, 35, 43, 27, 16, 32, 28, 24, 20, 37, 46, 35, 48, 37, 31, 5, 0, 43, 26, 48, 31, 36, 48, 15, 4, 47, 48, 16, 21, 20, 44, 43, 43, 1, 37, 34, 46, 40, 12, 46, 16]
[11, 28, 9, 45, 25, 31, 44, 33, 48, 43, 41, 49, 50, 48, 5, 28, 31, 4, 50, 25, 50, 12, 22, 33, 21, 26, 21, 22, 37, 19, 25, 49, 20, 40, 10, 23, 21, 25, 30, 43, 49, 6, 43, 0, 18, 12, 6, 30, 11, 35, 2, 10, 18, 10, 9, 17, 49, 0, 35, 19, 40, 29, 13, 18, 40, 49, 17]
[23, 23, 33, 2, 22, 49, 5, 31, 40, 38, 27, 34, 42, 9, 27, 17, 2, 0, 39, 19, 24, 18, 28, 41, 31, 28, 0, 1, 11, 32, 5, 14, 45, 1, 23, 16, 2, 48, 23, 30, 32, 18, 26, 18, 0, 17, 45, 48, 28, 21, 34, 44, 12, 49, 12, 17, 21, 47, 19, 19, 13, 4, 5, 35, 33, 16, 45]
[33, 41, 44, 14, 0, 14, 42, 48, 3, 41, 39, 26, 27, 47, 44, 29, 38, 22, 11, 2, 40, 29, 21, 20, 11, 27, 20, 50, 31, 46, 23, 38, 11, 48, 50, 30, 16, 9, 11, 21, 43, 28, 48, 12, 17, 0, 42, 49, 4, 4, 26, 28, 28, 40, 17, 38, 18, 8, 21, 8, 47, 27, 28, 31, 11, 9, 3]
[32, 26, 45, 4, 40, 47, 36, 41, 39, 25, 29, 28, 11, 49, 43, 37, 17, 48, 12, 20, 50, 25, 1, 0, 25, 22, 31, 28, 23, 30, 23, 34, 32, 21, 18, 29, 8, 12, 16, 41, 45, 14, 31, 6, 45, 42, 0, 4, 49, 43, 3, 27, 15, 24, 29, 21, 39, 41, 32, 38, 48, 50, 29, 38, 46, 16, 43]
[31, 38, 36, 4, 31, 4, 2, 48, 32, 38, 1, 19, 38, 50, 44, 28, 40, 39, 44, 24, 25, 50, 14, 42, 8, 22, 1, 47, 13, 47, 50, 39, 4, 29, 43, 39, 49, 11, 29, 6, 25, 34, 36, 30, 48, 49, 4, 0, 7, 27, 41, 27, 26, 43, 12, 11, 14, 12, 22, 34, 47, 7, 9, 44, 20, 49, 31]
[38, 21, 0, 2, 3, 38, 35, 24, 33, 25, 42, 17, 21, 28, 36, 32, 40, 11, 23, 16, 15, 49, 1, 25, 24, 0, 12, 22, 3, 47, 25, 47, 35, 11, 35, 32, 26, 45, 43, 5, 29, 38, 48, 11, 28, 4, 49, 7, 0, 39, 15, 3, 7, 41, 45, 26, 25, 6, 48, 9, 44, 24, 40, 10, 14, 16, 26]
[29, 8, 50, 21, 43, 10, 1, 40, 38, 9, 13, 26, 31, 11, 32, 11, 34, 46, 30, 25, 35, 28, 25, 24, 2, 12, 38, 49, 50, 26, 39, 47, 48, 15, 32, 46, 7, 34, 47, 43, 1, 46, 15, 35, 21, 4, 43, 27, 39, 0, 33, 44, 10, 30, 2, 0, 36, 33, 39, 43, 33, 5, 22, 46, 13, 32, 13]
[6, 19, 10, 27, 31, 32, 36, 18, 50, 13, 8, 33, 30, 26, 48, 27, 18, 48, 25, 2, 42, 10, 13, 47, 32, 17, 24, 27, 2, 45, 28, 7, 26, 26, 40, 32, 30, 6, 44, 25, 31, 41, 4, 2, 34, 26, 3, 41, 15, 33, 0, 31, 47, 10, 16, 33, 27, 45, 38, 45, 25, 4, 20, 48, 15, 36, 48]
[30, 23, 26, 5, 38, 48, 49, 37, 35, 10, 28, 42, 49, 10, 14, 36, 21, 42, 46, 4, 0, 45, 47, 0, 18, 21, 5, 24, 23, 28, 25, 6, 15, 17, 50, 4, 23, 7, 38, 26, 4, 39, 47, 10, 44, 28, 27, 27, 3, 44, 31, 0, 17, 20, 20, 39, 7, 25, 1, 18, 45, 48, 18, 25, 18, 5, 34]
[20, 38, 46, 38, 35, 40, 34, 12, 41, 5, 11, 36, 40, 3, 16, 5, 44, 12, 22, 28, 30, 43, 23, 39, 31, 25, 28, 39, 20, 19, 24, 49, 29, 30, 28, 10, 30, 20, 17, 4, 27, 1, 48, 18, 12, 28, 15, 26, 7, 10, 47, 17, 0, 29, 1, 36, 3, 18, 35, 48, 49, 23, 3, 38, 35, 27, 43]
[14, 17, 38, 34, 14, 26, 34, 3, 49, 8, 13, 9, 46, 17, 48, 40, 46, 1, 40, 7, 25, 22, 10, 19, 4, 41, 3, 7, 13, 15, 43, 17, 6, 1, 45, 39, 29, 1, 48, 7, 36, 15, 16, 10, 49, 40, 24, 43, 41, 30, 10, 20, 29, 0, 37, 8, 48, 12, 10, 25, 50, 28, 48, 23, 37, 20, 8]
[17, 30, 1, 17, 46, 28, 39, 25, 11, 12, 40, 46, 13, 41, 37, 14, 12, 17, 40, 16, 21, 6, 16, 15, 36, 37, 19, 8, 38, 38, 22, 15, 23, 3, 7, 16, 40, 0, 21, 33, 38, 33, 21, 9, 12, 17, 29, 12, 45, 2, 16, 20, 1, 37, 0, 9, 36, 3, 3, 41, 17, 41, 0, 42, 37, 40, 48]
[50, 16, 17, 22, 5, 40, 21, 49, 1, 15, 4, 14, 31, 18, 18, 47, 23, 49, 37, 8, 36, 26, 37, 31, 14, 43, 27, 43, 0, 41, 11, 11, 35, 49, 43, 23, 36, 37, 10, 26, 12, 49, 20, 17, 17, 38, 21, 11, 26, 0, 33, 39, 36, 8, 9, 0, 36, 33, 49, 9, 29, 34, 23, 49, 5, 3, 22]
[8, 35, 30, 50, 30, 37, 49, 16, 38, 28, 23, 30, 19, 46, 31, 32, 10, 37, 24, 8, 28, 35, 46, 14, 3, 17, 47, 11, 24, 49, 17, 47, 22, 26, 44, 43, 44, 19, 14, 48, 46, 27, 44, 49, 21, 18, 39, 14, 25, 36, 27, 7, 3, 48, 36, 36, 0, 14, 36, 50, 34, 40, 8, 43, 33, 16, 49]
[4, 16, 16, 0, 17, 18, 0, 42, 36, 13, 20, 10, 39, 20, 34, 25, 7, 15, 14, 25, 14, 1, 49, 13, 43, 2, 32, 33, 27, 13, 21, 20, 0, 9, 36, 44, 22, 29, 14, 35, 5, 4, 43, 0, 47, 8, 41, 12, 6, 33, 45, 25, 18, 12, 3, 33, 14, 0, 50, 24, 22, 24, 1, 48, 23, 19, 20]
[11, 47, 5, 2, 41, 31, 49, 6, 9, 2, 30, 6, 48, 3, 31, 3, 24, 44, 46, 48, 43, 18, 20, 35, 30, 2, 23, 38, 32, 47, 47, 50, 49, 9, 46, 0, 2, 43, 7, 40, 43, 34, 43, 35, 19, 21, 32, 22, 48, 39, 38, 1, 35, 10, 3, 49, 36, 50, 0, 1, 10, 12, 46, 1, 41, 44, 9]
[36, 46, 5, 9, 15, 47, 23, 37, 22, 12, 46, 43, 29, 13, 34, 50, 15, 0, 7, 37, 25, 50, 1, 12, 8, 40, 16, 34, 1, 32, 40, 50, 38, 18, 41, 22, 33, 32, 42, 23, 21, 0, 1, 19, 19, 8, 38, 34, 9, 43, 45, 18, 48, 25, 41, 9, 50, 24, 1, 0, 28, 26, 42, 19, 43, 43, 0]
[35, 42, 24, 35, 13, 38, 12, 15, 37, 4, 32, 13, 6, 9, 47, 46, 34, 8, 3, 46, 35, 4, 16, 15, 3, 48, 35, 19, 2, 3, 1, 7, 25, 14, 32, 31, 47, 14, 47, 35, 7, 31, 37, 40, 13, 47, 48, 47, 44, 33, 25, 45, 49, 50, 17, 29, 34, 22, 10, 28, 0, 2, 6, 38, 4, 0, 49]
[30, 18, 4, 21, 35, 16, 48, 44, 16, 42, 44, 44, 34, 14, 29, 50, 36, 11, 8, 14, 39, 17, 20, 39, 29, 32, 15, 4, 29, 20, 32, 23, 33, 7, 14, 15, 22, 37, 12, 41, 26, 35, 34, 29, 4, 27, 50, 7, 24, 5, 4, 48, 23, 28, 41, 34, 40, 24, 12, 26, 2, 0, 33, 1, 18, 50, 30]
[4, 35, 39, 44, 48, 4, 23, 11, 0, 48, 4, 33, 27, 28, 36, 22, 50, 3, 11, 49, 43, 18, 12, 20, 1, 17, 23, 34, 11, 13, 16, 5, 40, 12, 17, 16, 31, 1, 2, 26, 43, 25, 46, 13, 5, 28, 29, 9, 40, 22, 20, 18, 3, 48, 0, 23, 8, 1, 46, 42, 6, 33, 0, 26, 38, 42, 36]
[29, 10, 23, 42, 39, 12, 42, 45, 38, 18, 12, 14, 43, 14, 36, 44, 38, 1, 42, 47, 10, 49, 14, 42, 4, 16, 37, 2, 20, 5, 42, 43, 29, 10, 38, 4, 33, 45, 15, 36, 43, 35, 40, 18, 35, 31, 38, 44, 10, 46, 48, 25, 38, 23, 42, 49, 43, 48, 1, 19, 38, 1, 26, 0, 49, 30, 23]
[21, 30, 47, 26, 44, 15, 42, 46, 25, 50, 29, 7, 19, 21, 21, 0, 32, 2, 26, 7, 35, 50, 18, 31, 8, 30, 33, 22, 2, 0, 42, 25, 5, 35, 49, 34, 24, 31, 0, 20, 4, 45, 12, 40, 33, 11, 46, 20, 14, 13, 15, 18, 35, 37, 37, 5, 33, 23, 41, 43, 4, 18, 38, 49, 0, 0, 31]
[22, 15, 48, 31, 18, 41, 16, 25, 5, 41, 2, 29, 8, 26, 8, 31, 8, 20, 28, 16, 14, 22, 37, 45, 18, 29, 25, 28, 29, 9, 43, 36, 18, 32, 22, 19, 30, 14, 18, 39, 28, 32, 46, 49, 16, 9, 16, 49, 16, 32, 36, 5, 27, 20, 40, 3, 16, 19, 44, 43, 0, 50, 42, 30, 0, 0, 0]
[45, 3, 49, 32, 2, 5, 20, 14, 37, 45, 7, 15, 45, 12, 36, 28, 39, 25, 17, 43, 16, 36, 40, 12, 46, 41, 14, 38, 29, 9, 26, 12, 25, 22, 46, 37, 28, 11, 0, 28, 9, 3, 16, 17, 45, 3, 43, 31, 26, 13, 48, 34, 43, 8, 48, 22, 49, 20, 9, 0, 49, 30, 36, 23, 31, 0, 0]
