N1,N2,...,Nx
[48, 4, 22, 43, 22, 50, 38, 46, 22, 32, 0, 28, 3, 43, 1, 41, 31, 25, 29, 43, 6, 45, 31, 43, 49, 1, 9, 47, 5, 38, 11, 18, 44, 15, 36, 28, 10, 34, 47, 11, 5, 25, 13, 39, 26, 25, 23, 37, 19, 35, 18, 25, 23, 4, 28, 7, 20, 2, 16, 20, 1, 15, 31, 46, 12, 6, 23, 13, 48, 13, 32, 2, 33, 2, 48, 44, 49, 49, 6, 4, 34, 34, 28, 11, 42, 14, 28, 42, 35, 6, 26, 46, 46, 16, 47, 45, 39, 5, 35, 48, 29, 7, 32, 11, 8, 17, 49, 21, 18, 12, 50, 22, 14, 40, 1]
[9, 40, 7, 21, 39, 2, 31, 32, 3, 14, 28, 0, 10, 40, 33, 47, 16, 33, 23, 48, 35, 45, 16, 1, 41, 46, 23, 36, 42, 42, 38, 16, 32, 39, 26, 46, 16, 13, 2, 45, 41, 16, 20, 0, 36, 4, 35, 9, 31, 26, 26, 20, 0, 30, 34, 31, 2, 13, 8, 35, 36, 43, 45, 21, 27, 46, 24, 8, 28, 31, 36, 14, 28, 37, 19, 33, 36, 22, 41, 41, 37, 9, 7, 40, 45, 36, 28, 17, 28, 15, 40, 19, 18, 31, 25, 37, 40, 10, 14, 44, 27, 0, 19, 43, 37, 35, 31, 24, 45, 25, 6, 13, 48, 49, 8]
[14, 42, 45, 35, 33, 46, 39, 34, 31, 27, 3, 10, 0, 37, 15, 25, 25, 49, 7, 11, 8, 49, 34, 36, 4, 22, 40, 49, 18, 13, 24, 48, 18, 14, 14, 18, 26, 6, 50, 46, 12, 17, 34, 38, 5, 45, 39, 27, 47, 30, 29, 22, 41, 49, 43, 29, 40, 38, 11, 5, 22, 44, 29, 14, 4, 16, 35, 43, 43, 11, 13, 13, 43, 50, 43, 24, 45, 48, 23, 46, 24, 13, 0, 25, 18, 10, 26, 35, 12, 39, 36, 50, 13, 13, 23, 27, 10, 3, 3, 27, 9, 6, 22, 47, 5, 21, 10, 21, 33, 34, 42, 34, 26, 48, 1]
[5, 39, 22, 15, 6, 5, 50, 48, 18, 4, 43, 40, 37, 0, 27, 18, 47, 10, 36, 33, 23, 8, 21, 37, 15, 47, 13, 9, 40, 1, 12, 25, 16, 46, 20, 18, 0, 12, 46, 28, 42, 0, 39, 8, 28, 34, 49, 14, 41, 31, 16, 18, 37, 10, 45, 15, 0, 17, 32, 0, 21, 17, 39, 31, 45, 32, 36, 37, 11, 3, 13, 14, 32, 46, 16, 41, 12, 11, 1, 17, 50, 20, 5, 38, 37, 26, 22, 46, 34, 42, 48, 44, 5, 0, 47, 13, 37, 23, 11, 34, 37, 33, 28, 46, 5, 27, 16, 46, 50, 17, 9, 46, 24, 25, 0]
[10, 1, 36, 35, 37, 45, 5, 19, 28, 12, 1, 33, 15, 27, 0, 22, 8, 13, 6, 16, 13, 49, 35, 20, 46, 20, 18, 20, 28, 24, 31, 3, 11, 37, 2, 33, 27, 31, 18, 7, 31, 43, 36, 13, 24, 23, 47, 23, 29, 43, 41, 50, 1, 40, 19, 2, 29, 6, 31, 27, 31, 14, 40, 6, 46, 45, 17, 9, 29, 41, 49, 7, 2, 27, 7, 16, 50, 22, 44, 37, 8, 22, 8, 32, 46, 22, 13, 32, 22, 14, 33, 31, 24, 43, 45, 41, 16, 16, 26, 5, 35, 26, 25, 22, 9, 46, 38, 49, 20, 30, 5, 4, 31, 4, 18]
[29, 15, 6, 0, 30, 25, 45, 25, 42, 20, 41, 47, 25, 18, 22, 0, 17, 13, 34, 44, 35, 28, 21, 24, 23, 41, 41, 5, 1, 32, 31, 49, 17, 4, 10, 24, 47, 14, 49, 27, 26, 14, 18, 32, 37, 11, 18, 7, 11, 2, 10, 34, 24, 49, 38, 22, 5, 40, 35, 21, 47, 16, 39, 11, 27, 7, 7, 14, 45, 9, 38, 32, 9, 3, 50, 45, 43, 50, 20, 41, 36, 20, 21, 48, 24, 45, 1, 44, 22, 45, 2, 44, 20, 19, 2, 41, 12, 19, 0, 31, 16, 39, 49, 10, 14, 7, 11, 48, 49, 17, 30, 50, 19, 17, 43]
[48, 28, 37, 40, 41, 39, 29, 42, 23, 19, 31, 16, 25, 47, 8, 17, 0, 28, 7, 5, 43, 12, 50, 31, 12, 14, 0, 49, 43, 8, 10, 3, 0, 7, 49, 27, 16, 19, 46, 10, 21, 0, 3, 27, 3, 47, 41, 10, 49, 15, 11, 29, 20, 15, 23, 16, 18, 20, 31, 48, 37, 0, 34, 25, 49, 34, 48, 41, 16, 37, 9, 8, 39, 35, 7, 43, 18, 28, 5, 50, 16, 7, 0, 49, 34, 14, 44, 8, 42, 18, 44, 35, 26, 19, 2, 29, 26, 38, 45, 25, 30, 42, 29, 19, 2, 0, 29, 21, 44, 20, 19, 34, 30, 39, 6]
[30, 30, 25, 35, 41, 23, 12, 5, 18, 31, 25, 33, 49, 10, 13, 13, 28, 0, 23, 37, 41, 38, 36, 22, 28, 30, 20, 42, 6, 18, 13, 1, 11, 22, 25, 7, 16, 49, 8, 29, 6, 16, 36, 27, 2, 12, 41, 33, 31, 36, 18, 44, 13, 45, 25, 32, 5, 1, 8, 8, 25, 49, 8, 30, 22, 7, 45, 18, 17, 20, 7, 33, 47, 34, 25, 29, 25, 41, 6, 28, 5, 36, 0, 12, 26, 39, 26, 35, 19, 40, 45, 48, 49, 46, 20, 48, 9, 15, 4, 7, 33, 35, 25, 7, 28, 17, 44, 20, 42, 11, 13, 37, 23, 9, 31]
[23, 48, 30, 31, 36, 3, 2, 30, 49, 6, 29, 23, 7, 36, 6, 34, 7, 23, 0, 19, 39, 22, 12, 14, 35, 4, 37, 49, 20, 0, 5, 7, 12, 18, 29, 46, 14, 18, 6, 34, 41, 38, 15, 44, 12, 37, 35, 28, 15, 39, 27, 26, 41, 16, 33, 43, 0, 12, 19, 1, 5, 39, 26, 46, 20, 45, 39, 13, 10, 2, 45, 25, 40, 41, 2, 14, 46, 48, 4, 28, 34, 47, 29, 31, 41, 42, 8, 28, 45, 2, 5, 30, 17, 36, 28, 14, 20, 35, 5, 5, 33, 11, 2, 8, 48, 18, 0, 9, 49, 6, 29, 49, 49, 21, 6]
[8, 28, 42, 2, 8, 46, 25, 38, 48, 12, 43, 48, 11, 33, 16, 44, 5, 37, 19, 0, 0, 15, 43, 21, 18, 23, 24, 46, 18, 34, 6, 46, 31, 29, 18, 13, 23, 24, 18, 6, 38, 1, 45, 25, 2, 28, 13, 17, 43, 9, 43, 30, 47, 25, 17, 4, 36, 17, 2, 39, 7, 5, 12, 41, 16, 46, 21, 4, 40, 11, 14, 28, 21, 45, 8, 45, 42, 29, 46, 2, 40, 0, 6, 42, 47, 7, 33, 23, 48, 38, 19, 40, 15, 47, 14, 0, 12, 1, 21, 35, 19, 26, 45, 5, 29, 38, 8, 12, 38, 16, 33, 33, 39, 37, 32]
[3, 12, 31, 43, 19, 47, 4, 9, 9, 35, 6, 35, 8, 23, 13, 35, 43, 41, 39, 0, 0, 44, 3, 6, 23, 10, 12, 40, 47, 27, 24, 18, 37, 45, 16, 45, 19, 7, 31, 7, 7, 47, 29, 2, 46, 3, 15, 43, 35, 32, 32, 48, 26, 16, 3, 47, 16, 9, 29, 10, 27, 37, 32, 17, 29, 20, 39, 21, 12, 31, 38, 47, 39, 12, 7, 48, 37, 24, 16, 24, 44, 27, 8, 8, 7, 6, 0, 34, 7, 27, 40, 17, 22, 27, 21, 44, 49, 26, 15, 36, 25, 11, 22, 9, 22, 19, 43, 2, 19, 3, 12, 38, 45, 41, 18]
[21, 9, 37, 8, 39, 7, 20, 2, 48, 15, 45, 45, 49, 8, 49, 28, 12, 38, 22, 15, 44, 0, 35, 5, 21, 17, 4, 22, 27, 11, 17, 31, 36, 19, 35, 0, 22, 43, 41, 5, 20, 30, 2, 18, 7, 40, 17, 11, 38, 44, 26, 49, 50, 41, 42, 47, 20, 4, 5, 11, 0, 7, 29, 46, 32, 43, 3, 14, 10, 9, 6, 32, 8, 38, 35, 40, 42, 28, 12, 6, 5, 31, 1, 6, 12, 32, 5, 27, 15, 29, 37, 27, 23, 47, 2, 33, 50, 50, 3, 22, 30, 31, 49, 43, 38, 13, 0, 37, 18, 50, 43, 9, 47, 19, 45]
[16, 26, 17, 28, 36, 30, 21, 41, 3, 12, 31, 16, 34, 21, 35, 21, 50, 36, 12, 43, 3, 35, 0, 0, 46, 15, 45, 3, 32, 18, 2, 15, 35, 11, 17, 12, 4, 43, 22, 41, 37, 41, 21, 14, 50, 9, 40, 20, 15, 49, 27, 8, 30, 47, 25, 43, 35, 47, 43, 10, 7, 45, 40, 34, 44, 35, 39, 2, 7, 9, 35, 17, 43, 20, 32, 14, 28, 21, 12, 50, 35, 33, 4, 15, 22, 23, 36, 47, 14, 40, 24, 27, 22, 49, 8, 45, 37, 9, 26, 22, 40, 34, 43, 12, 4, 37, 6, 46, 33, 3, 21, 42, 6, 19, 42]
[17, 46, 21, 10, 15, 40, 35, 26, 19, 2, 43, 1, 36, 37, 20, 24, 31, 22, 14, 21, 6, 5, 0, 0, 28, 43, 7, 8, 44, 35, 20, 14, 6, 49, 22, 46, 42, 44, 19, 18, 33, 18, 49, 14, 45, 18, 43, 32, 18, 50, 38, 14, 47, 45, 28, 46, 22, 3, 3, 48, 24, 23, 7, 12, 2, 27, 25, 9, 1, 46, 7, 3, 22, 7, 23, 49, 45, 44, 9, 45, 44, 8, 16, 14, 8, 8, 0, 31, 24, 34, 31, 31, 25, 37, 25, 47, 6, 40, 43, 50, 36, 19, 33, 14, 49, 20, 0, 33, 8, 45, 2, 7, 28, 28, 44]
[26, 37, 35, 27, 1, 24, 3, 16, 1, 4, 49, 41, 4, 15, 46, 23, 12, 28, 35, 18, 23, 21, 46, 28, 0, 2, 13, 1, 46, 38, 12, 5, 30, 15, 31, 39, 48, 32, 0, 30, 12, 30, 38, 34, 37, 48, 22, 10, 20, 30, 6, 12, 19, 42, 46, 12, 7, 23, 49, 6, 43, 9, 0, 48, 26, 12, 20, 32, 36, 10, 19, 14, 25, 22, 35, 4, 8, 18, 15, 39, 22, 36, 10, 17, 43, 19, 42, 1, 44, 39, 11, 44, 31, 24, 24, 4, 32, 49, 4, 29, 15, 24, 9, 31, 30, 12, 23, 22, 9, 20, 2, 1, 6, 32, 25]
[31, 47, 45, 26, 37, 27, 1, 7, 17, 48, 1, 46, 22, 47, 20, 41, 14, 30, 4, 23, 10, 17, 15, 43, 2, 0, 16, 37, 12, 21, 4, 50, 16, 12, 21, 15, 8, 21, 25, 49, 8, 9, 4, 45, 12, 15, 5, 5, 37, 50, 2, 21, 46, 3, 28, 22, 9, 12, 36, 34, 16, 46, 27, 33, 48, 21, 23, 15, 25, 46, 45, 3, 28, 50, 29, 22, 23, 34, 17, 47, 18, 20, 4, 19, 30, 3, 34, 34, 36, 16, 25, 1, 26, 42, 41, 25, 28, 19, 32, 15, 12, 34, 10, 21, 49, 47, 12, 4, 25, 41, 45, 46, 43, 40, 35]
[10, 6, 1, 43, 31, 24, 47, 27, 29, 7, 9, 23, 40, 13, 18, 41, 0, 20, 37, 24, 12, 4, 45, 7, 13, 16, 0, 25, 23, 1, 9, 1, 15, 17, 28, 42, 28, 14, 15, 3, 47, 28, 32, 47, 16, 5, 43, 49, 28, 10, 11, 9, 28, 21, 17, 46, 47, 14, 41, 49, 34, 24, 30, 13, 6, 8, 31, 3, 37, 9, 10, 9, 38, 25, 18, 8, 49, 8, 46, 26, 12, 43, 47, 42, 44, 46, 16, 34, 30, 21, 42, 13, 38, 46, 45, 19, 43, 5, 33, 0, 18, 6, 50, 35, 48, 43, 25, 24, 49, 32, 49, 35, 46, 24, 49]
[26, 0, 34, 4, 22, 22, 39, 37, 36, 14, 47, 36, 49, 9, 20, 5, 49, 42, 49, 46, 40, 22, 3, 8, 1, 37, 25, 0, 9, 28, 0, 48, 38, 13, 26, 22, 36, 9, 23, 29, 10, 35, 33, 27, 33, 4, 35, 36, 26, 48, 9, 27, 22, 43, 27, 50, 37, 19, 4, 50, 21, 1, 7, 20, 21, 0, 7, 45, 33, 8, 50, 40, 44, 42, 30, 8, 50, 35, 49, 33, 35, 44, 6, 45, 38, 27, 40, 9, 29, 45, 38, 31, 23, 29, 45, 45, 1, 15, 49, 3, 22, 17, 50, 19, 26, 49, 0, 29, 33, 46, 15, 8, 44, 49, 13]
[15, 11, 34, 50, 30, 47, 5, 44, 42, 30, 5, 42, 18, 40, 28, 1, 43, 6, 20, 18, 47, 27, 32, 44, 46, 12, 23, 9, 0, 41, 33, 9, 7, 41, 48, 30, 15, 39, 36, 33, 32, 16, 32, 44, 35, 6, 1, 35, 47, 9, 38, 21, 32, 43, 20, 14, 25, 16, 24, 10, 34, 45, 10, 25, 9, 28, 5, 17, 12, 15, 32, 4, 26, 5, 36, 16, 32, 45, 29, 7, 17, 13, 14, 31, 48, 39, 41, 8, 14, 2, 21, 17, 45, 18, 2, 41, 28, 33, 20, 13, 46, 22, 45, 20, 35, 10, 45, 9, 36, 30, 47, 15, 45, 19, 37]
[39, 6, 10, 21, 5, 18, 26, 23, 11, 9, 38, 42, 13, 1, 24, 32, 8, 18, 0, 34, 27, 11, 18, 35, 38, 21, 1, 28, 41, 0, 32, 18, 31, 50, 12, 1, 29, 49, 43, 48, 30, 47, 29, 0, 37, 24, 1, 38, 8, 28, 44, 42, 16, 23, 34, 46, 39, 0, 17, 39, 39, 49, 22, 26, 45, 43, 10, 35, 50, 21, 37, 28, 11, 50, 4, 12, 5, 11, 8, 1, 21, 28, 29, 22, 27, 10, 11, 22, 5, 12, 22, 47, 20, 23, 39, 0, 40, 38, 20, 25, 36, 27, 43, 3, 47, 40, 44, 41, 4, 23, 10, 23, 34, 22, 50]
[47, 23, 45, 43, 17, 47, 3, 16, 34, 36, 11, 38, 24, 12, 31, 31, 10, 13, 5, 6, 24, 17, 2, 20, 12, 4, 9, 0, 33, 32, 0, 44, 5, 12, 44, 45, 48, 9, 23, 41, 35, 50, 20, 50, 32, 37, 32, 26, 9, 33, 1, 49, 47, 28, 6, 44, 45, 18, 20, 41, 14, 2, 47, 43, 1, 11, 3, 6, 36, 30, 7, 22, 3, 4, 45, 46, 33, 3, 46, 36, 20, 32, 32, 18, 35, 19, 37, 41, 48, 25, 17, 16, 23, 26, 27, 26, 3, 41, 43, 44, 37, 2, 13, 33, 28, 47, 8, 41, 20, 43, 7, 2, 6, 30, 36]
[46, 31, 25, 20, 21, 45, 2, 47, 26, 41, 18, 16, 48, 25, 3, 49, 3, 1, 7, 46, 18, 31, 15, 14, 5, 50, 1, 48, 9, 18, 44, 0, 39, 35, 25, 15, 34, 13, 20, 24, 38, 26, 41, 15, 25, 9, 17, 29, 35, 31, 34, 19, 7, 37, 38, 2, 4, 3, 21, 18, 20, 37, 9, 13, 1, 15, 8, 13, 48, 17, 36, 9, 18, 24, 47, 31, 7, 27, 3, 43, 18, 35, 10, 39, 12, 26, 29, 9, 30, 18, 43, 22, 11, 14, 9, 35, 48, 11, 3, 50, 31, 34, 4, 43, 36, 22, 4, 19, 36, 2, 5, 0, 2, 42, 8]
[34, 30, 32, 16, 11, 2, 2, 13, 33, 41, 44, 32, 18, 16, 11, 17, 0, 11, 12, 31, 37, 36, 35, 6, 30, 16, 15, 38, 7, 31, 5, 39, 0, 46, 34, 44, 2, 24, 50, 20, 49, 27, 21, 13, 13, 20, 23, 0, 33, 38, 44, 2, 20, 31, 24, 49, 41, 46, 14, 39, 18, 3, 22, 8, 37, 49, 14, 45, 15, 33, 28, 50, 45, 22, 38, 22, 35, 5, 11, 21, 49, 26, 33, 39, 18, 28, 0, 9, 22, 28, 13, 18, 15, 4, 13, 49, 26, 5, 6, 5, 36, 42, 39, 16, 10, 47, 10, 41, 23, 21, 26, 25, 29, 5, 30]
[40, 9, 11, 30, 42, 28, 32, 14, 9, 9, 15, 39, 14, 46, 37, 4, 7, 22, 18, 29, 45, 19, 11, 49, 15, 12, 17, 13, 41, 50, 12, 35, 46, 0, 4, 17, 37, 27, 8, 43, 46, 16, 50, 17, 16, 46, 49, 13, 4, 24, 26, 35, 22, 19, 47, 27, 39, 3, 18, 37, 46, 10, 26, 12, 17, 14, 18, 26, 3, 13, 14, 15, 16, 8, 24, 19, 11, 48, 10, 30, 32, 3, 17, 20, 32, 19, 47, 42, 15, 38, 47, 45, 49, 21, 11, 21, 2, 2, 45, 42, 44, 16, 48, 31, 19, 5, 17, 36, 23, 9, 44, 14, 16, 28, 38]
[12, 14, 25, 4, 11, 40, 46, 39, 50, 9, 36, 26, 14, 20, 2, 10, 49, 25, 29, 18, 16, 35, 17, 22, 31, 21, 28, 26, 48, 12, 44, 25, 34, 4, 0, 43, 43, 11, 50, 37, 1, 29, 1, 13, 43, 9, 41, 43, 37, 6, 44, 14, 5, 17, 16, 3, 6, 19, 6, 11, 35, 7, 13, 32, 42, 23, 27, 47, 41, 23, 33, 24, 42, 42, 43, 30, 42, 23, 2, 36, 42, 28, 49, 9, 16, 40, 10, 38, 24, 6, 43, 42, 13, 44, 49, 2, 39, 49, 14, 20, 7, 40, 38, 48, 8, 31, 31, 14, 12, 11, 46, 48, 12, 35, 22]
[10, 43, 25, 29, 3, 20, 38, 13, 30, 37, 28, 46, 18, 18, 33, 24, 27, 7, 46, 13, 45, 0, 12, 46, 39, 15, 42, 22, 30, 1, 45, 15, 44, 17, 43, 0, 0, 12, 13, 20, 26, 9, 8, 15, 39, 36, 16, 41, 16, 30, 8, 22, 50, 13, 14, 13, 40, 25, 47, 43, 40, 4, 50, 3, 29, 50, 43, 29, 11, 22, 17, 1, 26, 29, 22, 37, 36, 4, 31, 23, 32, 2, 47, 22, 34, 8, 49, 6, 22, 43, 28, 8, 29, 5, 2, 47, 22, 17, 39, 40, 18, 50, 11, 15, 41, 13, 14, 7, 8, 5, 15, 34, 37, 39, 32]
[15, 26, 11, 16, 21, 13, 14, 9, 11, 42, 10, 16, 26, 0, 27, 47, 16, 16, 14, 23, 19, 22, 4, 42, 48, 8, 28, 36, 15, 29, 48, 34, 2, 37, 43, 0, 0, 5, 33, 40, 39, 24, 27, 13, 28, 44, 8, 39, 34, 35, 45, 33, 24, 12, 23, 4, 16, 44, 43, 14, 20, 38, 24, 14, 8, 11, 30, 10, 25, 11, 43, 40, 11, 25, 20, 11, 19, 50, 28, 48, 20, 40, 35, 21, 46, 21, 37, 3, 27, 3, 11, 40, 5, 48, 7, 8, 10, 4, 17, 1, 15, 30, 1, 12, 32, 34, 50, 15, 29, 43, 22, 13, 16, 25, 33]
[14, 48, 48, 9, 3, 37, 29, 32, 3, 36, 34, 13, 6, 12, 31, 14, 19, 49, 18, 24, 7, 43, 43, 44, 32, 21, 14, 9, 39, 49, 9, 13, 24, 27, 11, 12, 5, 0, 40, 10, 31, 36, 8, 21, 6, 37, 41, 49, 17, 29, 37, 21, 19, 31, 39, 14, 30, 48, 32, 46, 10, 36, 27, 29, 14, 6, 9, 23, 43, 0, 29, 42, 2, 21, 25, 25, 42, 3, 3, 38, 24, 27, 38, 35, 31, 40, 0, 14, 28, 34, 2, 49, 14, 16, 11, 7, 13, 16, 34, 13, 0, 8, 49, 2, 26, 50, 35, 39, 20, 19, 13, 36, 34, 46, 44]
[41, 35, 10, 30, 45, 37, 5, 36, 5, 22, 47, 2, 50, 46, 18, 49, 46, 8, 6, 18, 31, 41, 22, 19, 0, 25, 15, 23, 36, 43, 23, 20, 50, 8, 50, 13, 33, 40, 0, 35, 42, 10, 44, 30, 28, 43, 2, 39, 19, 11, 37, 6, 42, 32, 50, 41, 7, 39, 31, 11, 8, 49, 49, 16, 47, 21, 16, 26, 41, 27, 0, 27, 40, 37, 7, 6, 8, 39, 28, 32, 21, 44, 29, 18, 25, 50, 34, 1, 22, 21, 42, 8, 21, 38, 21, 4, 28, 44, 37, 48, 22, 27, 28, 1, 23, 6, 6, 8, 36, 19, 36, 37, 20, 35, 5]
[33, 48, 35, 5, 35, 24, 24, 1, 4, 50, 11, 45, 46, 28, 7, 27, 10, 29, 34, 6, 7, 5, 41, 18, 30, 49, 3, 29, 33, 48, 41, 24, 20, 43, 37, 20, 40, 10, 35, 0, 3, 8, 46, 9, 19, 25, 4, 48, 24, 27, 42, 3, 49, 5, 34, 26, 15, 38, 49, 42, 3, 25, 50, 46, 48, 19, 29, 31, 16, 18, 11, 17, 32, 16, 0, 42, 6, 26, 11, 44, 19, 8, 6, 31, 8, 49, 16, 16, 14, 28, 18, 50, 47, 50, 31, 39, 28, 20, 40, 45, 46, 31, 7, 36, 3, 11, 6, 48, 19, 34, 16, 37, 13, 34, 35]
