N1,N2,...,Nx
[20, 11, 1, 49, 27, 44, 2, 6, 41, 6, 0, 6, 21, 6, 2, 15, 33, 2, 4, 48, 13, 2, 17, 2, 34, 49, 8, 21, 22, 21, 31, 11, 10, 4, 5, 29, 34, 0, 40, 19, 23, 40, 27, 44, 7, 42, 44]
[35, 32, 6, 15, 5, 47, 5, 12, 28, 20, 6, 0, 49, 7, 37, 41, 26, 43, 40, 11, 45, 4, 29, 42, 38, 19, 22, 47, 4, 13, 30, 8, 19, 45, 23, 41, 5, 18, 33, 5, 3, 14, 16, 15, 20, 16, 23]
[27, 48, 34, 44, 44, 29, 39, 35, 24, 40, 21, 49, 0, 28, 28, 22, 22, 37, 14, 42, 26, 4, 3, 0, 30, 6, 34, 11, 32, 35, 9, 20, 17, 42, 4, 4, 1, 30, 28, 36, 0, 41, 42, 0, 9, 20, 31]
[15, 27, 15, 30, 25, 28, 22, 46, 29, 15, 6, 7, 28, 0, 29, 2, 22, 48, 1, 41, 43, 50, 29, 2, 26, 39, 17, 36, 8, 3, 13, 38, 23, 17, 29, 21, 10, 9, 11, 35, 12, 10, 12, 16, 4, 36, 41]
[6, 47, 1, 35, 3, 19, 4, 2, 12, 6, 2, 37, 28, 29, 0, 28, 35, 43, 27, 25, 11, 10, 43, 8, 8, 23, 3, 17, 0, 35, 16, 23, 42, 44, 39, 50, 41, 50, 38, 47, 26, 23, 16, 29, 50, 2, 5]
[45, 38, 18, 39, 37, 4, 48, 34, 44, 41, 15, 41, 22, 2, 28, 0, 20, 30, 34, 12, 18, 19, 43, 47, 14, 40, 2, 18, 30, 7, 44, 14, 43, 18, 0, 5, 49, 31, 9, 35, 10, 22, 5, 45, 39, 34, 40]
[13, 35, 42, 7, 36, 47, 2, 12, 31, 7, 33, 26, 22, 22, 35, 20, 0, 37, 26, 40, 0, 16, 45, 33, 4, 22, 12, 21, 50, 2, 7, 50, 8, 28, 33, 32, 25, 19, 20, 36, 25, 30, 46, 38, 28, 37, 18]
[27, 43, 0, 36, 16, 36, 32, 8, 34, 44, 2, 43, 37, 48, 43, 30, 37, 0, 12, 15, 27, 15, 45, 39, 5, 18, 42, 34, 33, 46, 13, 14, 38, 19, 32, 31, 13, 31, 44, 38, 10, 50, 3, 26, 18, 23, 5]
[40, 7, 49, 18, 43, 20, 38, 44, 24, 33, 4, 40, 14, 1, 27, 34, 26, 12, 0, 48, 41, 0, 13, 42, 21, 50, 35, 23, 19, 29, 45, 43, 23, 31, 9, 23, 24, 11, 41, 36, 6, 29, 28, 35, 26, 46, 41]
[16, 22, 4, 14, 38, 36, 15, 3, 24, 31, 48, 11, 42, 41, 25, 12, 40, 15, 48, 0, 47, 34, 42, 21, 21, 0, 48, 34, 10, 6, 17, 25, 29, 46, 15, 40, 38, 1, 47, 46, 1, 14, 47, 2, 32, 40, 35]
[6, 47, 8, 46, 50, 6, 27, 17, 50, 7, 13, 45, 26, 43, 11, 18, 0, 27, 41, 47, 0, 18, 45, 8, 13, 32, 40, 30, 48, 16, 5, 35, 49, 29, 50, 2, 21, 45, 35, 0, 46, 50, 4, 1, 17, 43, 19]
[14, 24, 46, 24, 30, 47, 37, 12, 20, 21, 2, 4, 4, 50, 10, 19, 16, 15, 0, 34, 18, 0, 17, 29, 10, 9, 30, 21, 30, 7, 5, 29, 41, 20, 25, 16, 21, 8, 8, 23, 29, 22, 33, 48, 20, 16, 22]
[19, 27, 48, 18, 25, 44, 43, 20, 36, 27, 17, 29, 3, 29, 43, 43, 45, 45, 13, 42, 45, 17, 0, 33, 11, 17, 22, 32, 40, 4, 28, 26, 15, 43, 40, 14, 28, 6, 18, 19, 5, 22, 18, 12, 36, 40, 41]
[14, 7, 39, 35, 43, 7, 45, 2, 38, 25, 2, 42, 0, 2, 8, 47, 33, 39, 42, 21, 8, 29, 33, 0, 6, 5, 44, 50, 17, 22, 26, 2, 42, 34, 8, 30, 15, 19, 26, 0, 38, 22, 12, 18, 36, 3, 28]
[9, 7, 41, 0, 34, 43, 9, 34, 1, 15, 34, 38, 30, 26, 8, 14, 4, 5, 21, 21, 13, 10, 11, 6, 0, 0, 32, 5, 44, 36, 47, 37, 30, 5, 3, 39, 40, 5, 10, 50, 39, 6, 49, 35, 48, 0, 38]
[14, 14, 47, 32, 21, 30, 10, 16, 36, 44, 49, 19, 6, 39, 23, 40, 22, 18, 50, 0, 32, 9, 17, 5, 0, 0, 8, 8, 21, 22, 38, 2, 28, 39, 26, 22, 37, 43, 22, 32, 13, 26, 2, 1, 48, 41, 47]
[1, 44, 40, 28, 29, 5, 20, 0, 27, 12, 8, 22, 34, 17, 3, 2, 12, 42, 35, 48, 40, 30, 22, 44, 32, 8, 0, 48, 40, 49, 49, 26, 49, 4, 23, 10, 31, 16, 21, 12, 29, 0, 17, 7, 48, 22, 4]
[6, 14, 37, 40, 22, 40, 50, 47, 3, 5, 21, 47, 11, 36, 17, 18, 21, 34, 23, 34, 30, 21, 32, 50, 5, 8, 48, 0, 10, 31, 36, 38, 5, 21, 30, 1, 49, 28, 9, 19, 41, 9, 5, 30, 10, 1, 28]
[24, 28, 18, 4, 29, 21, 28, 7, 48, 19, 22, 4, 32, 8, 0, 30, 50, 33, 19, 10, 48, 30, 40, 17, 44, 21, 40, 10, 0, 0, 3, 19, 14, 44, 6, 1, 25, 13, 50, 36, 45, 32, 1, 4, 50, 12, 4]
[42, 40, 49, 46, 23, 7, 43, 20, 7, 42, 21, 13, 35, 3, 35, 7, 2, 46, 29, 6, 16, 7, 4, 22, 36, 22, 49, 31, 0, 0, 9, 43, 16, 42, 22, 28, 9, 8, 19, 21, 29, 0, 3, 34, 13, 22, 6]
[40, 21, 20, 2, 46, 33, 31, 49, 37, 31, 31, 30, 9, 13, 16, 44, 7, 13, 45, 17, 5, 5, 28, 26, 47, 38, 49, 36, 3, 9, 0, 33, 11, 28, 2, 21, 35, 1, 7, 41, 21, 46, 9, 44, 17, 20, 28]
[37, 23, 8, 23, 11, 46, 9, 19, 41, 5, 11, 8, 20, 38, 23, 14, 50, 14, 43, 25, 35, 29, 26, 2, 37, 2, 26, 38, 19, 43, 33, 0, 35, 27, 37, 49, 32, 14, 21, 21, 16, 11, 34, 44, 42, 5, 50]
[33, 42, 39, 36, 32, 7, 10, 14, 29, 45, 10, 19, 17, 23, 42, 43, 8, 38, 23, 29, 49, 41, 15, 42, 30, 28, 49, 5, 14, 16, 11, 35, 0, 25, 3, 20, 9, 3, 44, 41, 12, 10, 13, 6, 38, 18, 17]
[13, 33, 8, 29, 40, 11, 8, 20, 43, 37, 4, 45, 42, 17, 44, 18, 28, 19, 31, 46, 29, 20, 43, 34, 5, 39, 4, 21, 44, 42, 28, 27, 25, 0, 35, 36, 37, 15, 46, 13, 24, 44, 38, 28, 27, 25, 32]
[41, 4, 26, 20, 22, 14, 0, 2, 11, 41, 5, 23, 4, 29, 39, 0, 33, 32, 9, 15, 50, 25, 40, 8, 3, 26, 23, 30, 6, 22, 2, 37, 3, 35, 0, 23, 24, 19, 42, 25, 6, 19, 24, 12, 18, 32, 6]
[17, 12, 46, 15, 26, 25, 9, 33, 6, 31, 29, 41, 4, 21, 50, 5, 32, 31, 23, 40, 2, 16, 14, 30, 39, 22, 10, 1, 1, 28, 21, 49, 20, 36, 23, 0, 29, 8, 31, 43, 28, 44, 22, 2, 36, 22, 42]
[38, 5, 41, 0, 9, 41, 15, 39, 3, 28, 34, 5, 1, 10, 41, 49, 25, 13, 24, 38, 21, 21, 28, 15, 40, 37, 31, 49, 25, 9, 35, 32, 9, 37, 24, 29, 0, 40, 19, 41, 37, 0, 37, 31, 20, 1, 3]
[25, 45, 6, 22, 26, 19, 4, 31, 43, 33, 0, 18, 30, 9, 50, 31, 19, 31, 11, 1, 45, 8, 6, 19, 5, 43, 16, 28, 13, 8, 1, 14, 3, 15, 19, 8, 40, 0, 36, 35, 44, 44, 18, 11, 27, 0, 24]
[16, 18, 31, 5, 41, 38, 33, 18, 9, 31, 40, 33, 28, 11, 38, 9, 20, 44, 41, 47, 35, 8, 18, 26, 10, 22, 21, 9, 50, 19, 7, 21, 44, 46, 42, 31, 19, 36, 0, 37, 7, 36, 18, 42, 32, 5, 24]
[32, 6, 41, 33, 30, 42, 31, 32, 4, 19, 19, 5, 36, 35, 47, 35, 36, 38, 36, 46, 0, 23, 19, 0, 50, 32, 12, 19, 36, 21, 41, 21, 41, 13, 25, 43, 41, 35, 37, 0, 44, 20, 26, 16, 28, 7, 1]
[22, 3, 47, 35, 21, 46, 13, 6, 27, 35, 23, 3, 0, 12, 26, 10, 25, 10, 6, 1, 46, 29, 5, 38, 39, 13, 29, 41, 45, 29, 21, 16, 12, 24, 6, 28, 37, 44, 7, 44, 0, 10, 14, 18, 22, 46, 23]
[21, 11, 15, 10, 29, 16, 28, 20, 9, 24, 40, 14, 41, 10, 23, 22, 30, 50, 29, 14, 50, 22, 22, 22, 6, 26, 0, 9, 32, 0, 46, 11, 10, 44, 19, 44, 0, 44, 36, 20, 10, 0, 49, 43, 18, 36, 7]
[14, 24, 21, 36, 49, 13, 45, 10, 10, 39, 27, 16, 42, 12, 16, 5, 46, 3, 28, 47, 4, 33, 18, 12, 49, 2, 17, 5, 1, 3, 9, 34, 13, 38, 24, 22, 37, 18, 18, 26, 14, 49, 0, 46, 11, 27, 25]
[7, 45, 41, 46, 20, 46, 2, 49, 43, 35, 44, 15, 0, 16, 29, 45, 38, 26, 35, 2, 1, 48, 12, 18, 35, 1, 7, 30, 4, 34, 44, 44, 6, 28, 12, 2, 31, 11, 42, 16, 18, 43, 46, 0, 8, 39, 50]
[35, 44, 19, 34, 4, 17, 50, 13, 10, 5, 7, 20, 9, 4, 50, 39, 28, 18, 26, 32, 17, 20, 36, 36, 48, 48, 48, 10, 50, 13, 17, 42, 38, 27, 18, 36, 20, 27, 32, 28, 22, 18, 11, 8, 0, 12, 39]
[48, 13, 19, 28, 26, 40, 26, 36, 20, 23, 42, 16, 20, 36, 2, 34, 37, 23, 46, 40, 43, 16, 40, 3, 0, 41, 22, 1, 12, 22, 20, 5, 18, 25, 32, 22, 1, 0, 5, 7, 46, 36, 27, 39, 12, 0, 34]
[34, 13, 8, 46, 35, 35, 9, 37, 18, 23, 44, 23, 31, 41, 5, 40, 18, 5, 41, 35, 19, 22, 41, 28, 38, 47, 4, 28, 4, 6, 28, 50, 17, 32, 6, 42, 3, 24, 24, 1, 23, 7, 25, 50, 39, 34, 0]
