N1,N2,...,Nx
[35, 24, 10, 10, 48, 7, 40, 48, 18, 16, 45, 29, 29, 0, 48, 39, 16, 43, 20, 43, 35, 14, 35, 13, 18, 25, 17, 40, 32, 29, 18, 37, 13, 47, 5, 20, 16, 4, 10, 13, 18, 19, 32, 49, 35, 4, 26, 5, 27, 23, 18, 26, 28, 1, 44, 42, 8, 12, 14, 17]
[47, 15, 35, 26, 39, 5, 10, 45, 28, 17, 30, 11, 24, 48, 0, 19, 23, 10, 46, 45, 4, 12, 22, 11, 29, 11, 49, 38, 24, 22, 7, 9, 40, 26, 10, 31, 35, 19, 44, 23, 1, 28, 37, 17, 25, 31, 43, 20, 13, 42, 45, 19, 11, 7, 20, 32, 14, 22, 9, 32]
[5, 20, 30, 24, 13, 12, 24, 37, 27, 5, 45, 42, 33, 39, 19, 0, 49, 22, 23, 11, 41, 13, 35, 1, 22, 10, 47, 17, 25, 22, 6, 18, 21, 5, 26, 48, 15, 12, 4, 50, 12, 24, 33, 5, 12, 12, 24, 38, 41, 50, 11, 41, 42, 28, 35, 9, 10, 42, 41, 17]
[44, 30, 14, 0, 35, 22, 27, 8, 14, 31, 25, 50, 15, 16, 23, 49, 0, 19, 11, 38, 34, 47, 20, 27, 8, 23, 47, 3, 38, 27, 24, 21, 4, 3, 49, 36, 24, 14, 19, 20, 16, 23, 26, 49, 46, 7, 22, 41, 19, 6, 40, 35, 24, 4, 22, 5, 22, 37, 5, 45]
[29, 28, 36, 21, 0, 40, 46, 21, 37, 11, 49, 27, 37, 43, 10, 22, 19, 0, 46, 43, 34, 33, 3, 49, 3, 45, 41, 38, 25, 42, 7, 7, 20, 11, 47, 3, 47, 4, 27, 46, 32, 16, 7, 29, 38, 33, 21, 2, 49, 30, 38, 47, 30, 24, 2, 11, 15, 18, 5, 21]
[50, 24, 48, 27, 24, 50, 41, 15, 40, 5, 6, 36, 6, 20, 46, 23, 11, 46, 0, 16, 28, 43, 4, 44, 15, 43, 16, 29, 27, 41, 31, 47, 30, 36, 39, 29, 10, 48, 26, 45, 22, 16, 31, 49, 11, 49, 18, 14, 44, 26, 44, 31, 11, 5, 30, 4, 31, 10, 38, 36]
[36, 1, 27, 23, 42, 3, 18, 29, 40, 10, 18, 15, 6, 43, 45, 11, 38, 43, 16, 0, 47, 19, 16, 11, 11, 26, 5, 26, 41, 9, 45, 12, 30, 20, 38, 49, 5, 40, 7, 11, 40, 32, 41, 50, 0, 23, 10, 46, 30, 15, 19, 26, 39, 28, 29, 18, 1, 3, 22, 29]
[48, 37, 31, 50, 33, 42, 21, 10, 47, 19, 45, 13, 17, 35, 4, 41, 34, 34, 28, 47, 0, 20, 3, 35, 43, 35, 16, 27, 42, 30, 8, 10, 16, 20, 21, 24, 6, 41, 24, 46, 3, 43, 50, 19, 15, 29, 25, 13, 37, 26, 19, 29, 17, 50, 48, 24, 10, 15, 24, 42]
[36, 23, 47, 7, 17, 29, 48, 13, 42, 36, 38, 37, 16, 14, 12, 13, 47, 33, 43, 19, 20, 0, 38, 5, 19, 22, 12, 23, 46, 6, 28, 7, 2, 34, 19, 21, 6, 49, 15, 0, 33, 33, 31, 16, 18, 44, 1, 10, 42, 5, 5, 45, 33, 32, 38, 7, 7, 12, 6, 3]
[11, 36, 16, 48, 8, 13, 41, 20, 39, 37, 32, 35, 22, 35, 22, 35, 20, 3, 4, 16, 3, 38, 0, 14, 17, 27, 45, 13, 49, 28, 45, 22, 40, 48, 39, 10, 10, 13, 1, 50, 0, 33, 35, 24, 27, 15, 19, 12, 3, 46, 12, 48, 5, 43, 42, 16, 0, 32, 28, 29]
[42, 40, 11, 3, 49, 9, 22, 0, 21, 34, 3, 19, 49, 13, 11, 1, 27, 49, 44, 11, 35, 5, 14, 0, 29, 0, 33, 34, 48, 36, 34, 30, 32, 25, 32, 16, 31, 33, 48, 35, 47, 50, 20, 3, 40, 14, 38, 16, 34, 0, 50, 29, 42, 50, 4, 15, 16, 33, 37, 29]
[27, 37, 16, 6, 32, 12, 32, 6, 38, 23, 30, 25, 31, 18, 29, 22, 8, 3, 15, 11, 43, 19, 17, 29, 0, 49, 21, 39, 43, 8, 42, 43, 27, 50, 39, 29, 22, 14, 18, 20, 17, 31, 9, 50, 2, 47, 20, 19, 44, 50, 35, 9, 10, 11, 3, 27, 5, 6, 28, 40]
[18, 40, 38, 41, 26, 41, 23, 37, 39, 44, 29, 33, 0, 25, 11, 10, 23, 45, 43, 26, 35, 22, 27, 0, 49, 0, 24, 31, 17, 5, 28, 33, 3, 34, 13, 26, 3, 18, 31, 30, 27, 13, 38, 22, 3, 23, 2, 24, 48, 46, 46, 20, 16, 36, 0, 30, 5, 12, 0, 49]
[33, 45, 45, 5, 15, 41, 13, 40, 4, 27, 1, 8, 24, 17, 49, 47, 47, 41, 16, 5, 16, 12, 45, 33, 21, 24, 0, 26, 19, 7, 6, 49, 41, 44, 12, 30, 19, 42, 32, 25, 48, 17, 0, 30, 49, 20, 47, 43, 4, 22, 2, 9, 26, 22, 50, 29, 30, 30, 25, 30]
[13, 17, 5, 27, 46, 11, 19, 12, 7, 49, 21, 9, 48, 40, 38, 17, 3, 38, 29, 26, 27, 23, 13, 34, 39, 31, 26, 0, 22, 49, 34, 49, 7, 0, 23, 43, 18, 0, 36, 8, 2, 22, 18, 7, 48, 25, 38, 25, 48, 10, 12, 27, 35, 20, 11, 37, 26, 24, 36, 30]
[11, 29, 10, 24, 4, 41, 6, 25, 5, 29, 47, 2, 20, 32, 24, 25, 38, 25, 27, 41, 42, 46, 49, 48, 43, 17, 19, 22, 0, 25, 42, 28, 25, 6, 33, 19, 38, 29, 20, 8, 8, 23, 24, 11, 48, 23, 26, 47, 39, 4, 7, 17, 24, 31, 42, 26, 9, 2, 13, 29]
[2, 18, 4, 20, 10, 49, 28, 28, 20, 15, 37, 26, 48, 29, 22, 22, 27, 42, 41, 9, 30, 6, 28, 36, 8, 5, 7, 49, 25, 0, 15, 25, 2, 6, 39, 6, 31, 32, 4, 19, 30, 2, 23, 27, 19, 37, 46, 19, 15, 27, 5, 13, 24, 6, 30, 20, 14, 5, 8, 12]
[32, 30, 7, 32, 23, 6, 31, 32, 18, 14, 10, 39, 26, 18, 7, 6, 24, 7, 31, 45, 8, 28, 45, 34, 42, 28, 6, 34, 42, 15, 0, 9, 25, 9, 8, 22, 41, 21, 31, 1, 3, 23, 44, 20, 42, 22, 37, 20, 36, 25, 9, 28, 42, 7, 47, 8, 48, 47, 43, 46]
[16, 48, 50, 41, 12, 18, 38, 36, 3, 1, 6, 25, 7, 37, 9, 18, 21, 7, 47, 12, 10, 7, 22, 30, 43, 33, 49, 49, 28, 25, 9, 0, 42, 46, 48, 12, 39, 37, 13, 41, 32, 22, 42, 17, 27, 1, 0, 33, 30, 11, 43, 30, 39, 19, 38, 44, 15, 45, 22, 4]
[29, 49, 44, 24, 33, 8, 43, 14, 26, 3, 34, 14, 2, 13, 40, 21, 4, 20, 30, 30, 16, 2, 40, 32, 27, 3, 41, 7, 25, 2, 25, 42, 0, 42, 47, 29, 39, 33, 13, 48, 34, 6, 49, 13, 24, 34, 18, 28, 35, 9, 14, 46, 14, 10, 26, 21, 13, 9, 34, 7]
[20, 46, 5, 15, 35, 6, 27, 28, 39, 37, 22, 6, 39, 47, 26, 5, 3, 11, 36, 20, 20, 34, 48, 25, 50, 34, 44, 0, 6, 6, 9, 46, 42, 0, 27, 45, 40, 43, 25, 39, 14, 37, 36, 5, 19, 0, 24, 36, 48, 26, 25, 40, 50, 31, 6, 38, 29, 13, 44, 29]
[50, 41, 2, 20, 41, 4, 26, 4, 19, 16, 3, 13, 23, 5, 10, 26, 49, 47, 39, 38, 21, 19, 39, 32, 39, 13, 12, 23, 33, 39, 8, 48, 47, 27, 0, 50, 38, 30, 10, 27, 42, 15, 35, 13, 12, 49, 50, 36, 1, 41, 26, 10, 15, 23, 34, 20, 18, 1, 27, 28]
[1, 28, 4, 26, 36, 21, 33, 19, 14, 22, 50, 23, 5, 20, 31, 48, 36, 3, 29, 49, 24, 21, 10, 16, 29, 26, 30, 43, 19, 6, 22, 12, 29, 45, 50, 0, 34, 50, 13, 25, 15, 29, 21, 3, 41, 22, 3, 20, 8, 11, 46, 24, 27, 40, 25, 38, 32, 13, 10, 1]
[16, 3, 42, 0, 18, 6, 38, 17, 30, 4, 22, 32, 13, 16, 35, 15, 24, 47, 10, 5, 6, 6, 10, 31, 22, 3, 19, 18, 38, 31, 41, 39, 39, 40, 38, 34, 0, 5, 28, 31, 50, 50, 8, 31, 15, 36, 15, 5, 30, 14, 2, 47, 37, 12, 27, 42, 11, 16, 19, 18]
[22, 14, 24, 47, 26, 14, 48, 37, 33, 32, 3, 2, 44, 4, 19, 12, 14, 4, 48, 40, 41, 49, 13, 33, 14, 18, 42, 0, 29, 32, 21, 37, 33, 43, 30, 50, 5, 0, 37, 19, 21, 10, 1, 35, 41, 43, 20, 38, 28, 12, 19, 0, 28, 0, 15, 47, 23, 35, 23, 41]
[33, 43, 6, 48, 22, 34, 40, 15, 46, 10, 31, 26, 6, 10, 44, 4, 19, 27, 26, 7, 24, 15, 1, 48, 18, 31, 32, 36, 20, 4, 31, 13, 13, 25, 10, 13, 28, 37, 0, 34, 3, 1, 37, 7, 25, 23, 7, 10, 17, 40, 35, 1, 31, 20, 23, 33, 21, 12, 42, 12]
[46, 1, 29, 25, 20, 43, 48, 17, 12, 15, 1, 22, 24, 13, 23, 50, 20, 46, 45, 11, 46, 0, 50, 35, 20, 30, 25, 8, 8, 19, 1, 41, 48, 39, 27, 25, 31, 19, 34, 0, 22, 34, 14, 50, 0, 48, 0, 40, 6, 38, 39, 43, 8, 5, 7, 43, 16, 46, 47, 28]
[15, 4, 29, 23, 35, 4, 33, 42, 45, 47, 50, 10, 21, 18, 1, 12, 16, 32, 22, 40, 3, 33, 0, 47, 17, 27, 48, 2, 8, 30, 3, 32, 34, 14, 42, 15, 50, 21, 3, 22, 0, 36, 16, 2, 43, 12, 20, 42, 1, 30, 24, 44, 29, 10, 8, 30, 46, 43, 18, 11]
[23, 14, 29, 27, 49, 29, 22, 49, 7, 30, 1, 24, 22, 19, 28, 24, 23, 16, 16, 32, 43, 33, 33, 50, 31, 13, 17, 22, 23, 2, 23, 22, 6, 37, 15, 29, 50, 10, 1, 34, 36, 0, 5, 0, 48, 3, 4, 27, 0, 38, 2, 36, 24, 30, 34, 40, 17, 15, 9, 12]
[7, 2, 48, 24, 15, 10, 37, 40, 47, 15, 4, 11, 25, 32, 37, 33, 26, 7, 31, 41, 50, 31, 35, 20, 9, 38, 0, 18, 24, 23, 44, 42, 49, 36, 35, 21, 8, 1, 37, 14, 16, 5, 0, 7, 35, 0, 33, 36, 8, 5, 33, 27, 43, 47, 25, 30, 25, 9, 26, 15]
[30, 47, 44, 5, 33, 12, 5, 49, 10, 3, 32, 22, 17, 49, 17, 5, 49, 29, 49, 50, 19, 16, 24, 3, 50, 22, 30, 7, 11, 27, 20, 17, 13, 5, 13, 3, 31, 35, 7, 50, 2, 0, 7, 0, 30, 47, 6, 25, 16, 25, 27, 28, 25, 43, 18, 26, 5, 29, 25, 23]
[40, 46, 5, 43, 1, 6, 11, 24, 49, 27, 30, 30, 26, 35, 25, 12, 46, 38, 11, 0, 15, 18, 27, 40, 2, 3, 49, 48, 48, 19, 42, 27, 24, 19, 12, 41, 15, 41, 25, 0, 43, 48, 35, 30, 0, 0, 1, 13, 3, 18, 21, 19, 9, 4, 11, 29, 3, 48, 17, 39]
[37, 5, 48, 31, 19, 13, 33, 35, 9, 49, 50, 23, 38, 4, 31, 12, 7, 33, 49, 23, 29, 44, 15, 14, 47, 23, 20, 25, 23, 37, 22, 1, 34, 0, 49, 22, 36, 43, 23, 48, 12, 3, 0, 47, 0, 0, 25, 42, 1, 40, 44, 38, 31, 13, 45, 41, 36, 11, 10, 35]
[28, 23, 35, 13, 47, 46, 2, 0, 40, 7, 18, 11, 50, 26, 43, 24, 22, 21, 18, 10, 25, 1, 19, 38, 20, 2, 47, 38, 26, 46, 37, 0, 18, 24, 50, 3, 15, 20, 7, 0, 20, 4, 33, 6, 1, 25, 0, 17, 33, 8, 42, 35, 8, 13, 2, 27, 7, 39, 8, 48]
[45, 0, 32, 37, 2, 26, 45, 14, 44, 50, 33, 11, 14, 5, 20, 38, 41, 2, 14, 46, 13, 10, 12, 16, 19, 24, 43, 25, 47, 19, 20, 33, 28, 36, 36, 20, 5, 38, 10, 40, 42, 27, 36, 25, 13, 42, 17, 0, 47, 1, 46, 49, 49, 49, 45, 35, 44, 18, 35, 1]
[19, 47, 3, 50, 28, 32, 33, 18, 37, 48, 46, 17, 32, 27, 13, 41, 19, 49, 44, 30, 37, 42, 3, 34, 44, 48, 4, 48, 39, 15, 36, 30, 35, 48, 1, 8, 30, 28, 17, 6, 1, 0, 8, 16, 3, 1, 33, 47, 0, 13, 21, 5, 43, 21, 14, 45, 13, 20, 42, 27]
[4, 16, 17, 30, 32, 7, 35, 46, 40, 45, 8, 25, 10, 23, 42, 50, 6, 30, 26, 15, 26, 5, 46, 0, 50, 46, 22, 10, 4, 27, 25, 11, 9, 26, 41, 11, 14, 12, 40, 38, 30, 38, 5, 25, 18, 40, 8, 1, 13, 0, 8, 25, 20, 48, 33, 12, 4, 29, 42, 43]
[44, 50, 15, 49, 15, 48, 12, 4, 50, 24, 19, 40, 36, 18, 45, 11, 40, 38, 44, 19, 19, 5, 12, 50, 35, 46, 2, 12, 7, 5, 9, 43, 14, 25, 26, 46, 2, 19, 35, 39, 24, 2, 33, 27, 21, 44, 42, 46, 21, 8, 0, 20, 11, 0, 46, 21, 48, 1, 4, 32]
[28, 13, 35, 39, 42, 8, 30, 47, 48, 4, 38, 33, 25, 26, 19, 41, 35, 47, 31, 26, 29, 45, 48, 29, 9, 20, 9, 27, 17, 13, 28, 30, 46, 40, 10, 24, 47, 0, 1, 43, 44, 36, 27, 28, 19, 38, 35, 49, 5, 25, 20, 0, 9, 22, 10, 17, 11, 45, 28, 8]
[28, 21, 32, 38, 6, 27, 35, 2, 3, 19, 2, 0, 1, 28, 11, 42, 24, 30, 11, 39, 17, 33, 5, 42, 10, 16, 26, 35, 24, 24, 42, 39, 14, 50, 15, 27, 37, 28, 31, 8, 29, 24, 43, 25, 9, 31, 8, 49, 43, 20, 11, 9, 0, 35, 18, 15, 30, 40, 39, 44]
[30, 38, 8, 50, 38, 23, 39, 25, 30, 15, 10, 12, 37, 1, 7, 28, 4, 24, 5, 28, 50, 32, 43, 50, 11, 36, 22, 20, 31, 6, 7, 19, 10, 31, 23, 40, 12, 0, 20, 5, 10, 30, 47, 43, 4, 13, 13, 49, 21, 48, 0, 22, 35, 0, 43, 7, 10, 19, 40, 41]
[24, 2, 23, 5, 6, 29, 4, 42, 25, 16, 25, 24, 36, 44, 20, 35, 22, 2, 30, 29, 48, 38, 42, 4, 3, 0, 50, 11, 42, 30, 47, 38, 26, 6, 34, 25, 27, 15, 23, 7, 8, 34, 25, 18, 11, 45, 2, 45, 14, 33, 46, 10, 18, 43, 0, 20, 27, 43, 36, 22]
[41, 38, 49, 26, 25, 35, 17, 13, 42, 39, 50, 8, 38, 42, 32, 9, 5, 11, 4, 18, 24, 7, 16, 15, 27, 30, 29, 37, 26, 20, 8, 44, 21, 38, 20, 38, 42, 47, 33, 43, 30, 40, 30, 26, 29, 41, 27, 35, 45, 12, 21, 17, 15, 7, 20, 0, 19, 16, 4, 23]
[10, 35, 23, 3, 45, 36, 37, 17, 29, 47, 29, 3, 40, 8, 14, 10, 22, 15, 31, 1, 10, 7, 0, 16, 5, 5, 30, 26, 9, 14, 48, 15, 13, 29, 18, 32, 11, 23, 21, 16, 46, 17, 25, 5, 3, 36, 7, 44, 13, 4, 48, 11, 30, 10, 27, 19, 0, 20, 0, 19]
[37, 21, 40, 6, 42, 45, 23, 12, 10, 42, 35, 26, 5, 12, 22, 42, 37, 18, 10, 3, 15, 12, 32, 33, 6, 12, 30, 24, 2, 5, 47, 45, 9, 13, 1, 13, 16, 35, 12, 46, 43, 15, 9, 29, 48, 11, 39, 18, 20, 29, 1, 45, 40, 19, 43, 16, 20, 0, 29, 16]
[47, 10, 1, 16, 42, 27, 1, 42, 1, 35, 3, 27, 50, 14, 9, 41, 5, 5, 38, 22, 24, 6, 28, 37, 28, 0, 25, 36, 13, 8, 43, 22, 34, 44, 27, 10, 19, 23, 42, 47, 18, 9, 26, 25, 17, 10, 8, 35, 42, 42, 4, 28, 39, 40, 36, 4, 0, 29, 0, 48]
[31, 19, 44, 36, 36, 22, 18, 7, 36, 8, 44, 41, 29, 17, 32, 17, 45, 21, 36, 29, 42, 3, 29, 29, 40, 49, 30, 30, 29, 12, 46, 4, 7, 29, 28, 1, 18, 41, 12, 28, 11, 12, 15, 23, 39, 35, 48, 1, 27, 43, 32, 8, 44, 41, 22, 23, 19, 16, 48, 0]
