N1,N2,...,Nx
[50, 43, 25, 50, 23, 28, 4, 0, 1, 21, 0, 15, 17, 2, 24, 22, 23, 35, 30, 19, 6, 22, 38, 37, 12, 5, 18, 18, 31, 41, 19, 45, 22, 48, 44, 42, 2, 33, 25, 29, 45, 15, 29, 33, 4, 45, 47, 24, 2, 30, 2, 12, 42, 43, 48, 37, 43, 2, 28, 16, 37, 30, 45, 22, 7, 38, 16, 9, 29, 19, 11, 22, 9, 32, 42, 38, 43, 33, 7, 0, 45, 26, 22, 17, 36, 40, 20, 32, 21, 26, 36, 4, 44, 38, 27, 41, 24, 45, 1, 8, 29, 14, 45, 33, 50, 38, 21, 44, 10, 43, 10, 25, 16, 38, 26, 24, 48, 50, 16, 7, 41, 34, 49, 45, 6, 40, 15, 6, 13, 19, 4, 18, 17, 20, 31, 30, 10, 33, 38, 28, 43, 10, 13, 10, 8, 22, 29, 42, 20, 1, 48, 34, 46, 14, 19, 28, 6, 22]
[18, 10, 27, 42, 48, 18, 46, 41, 23, 11, 15, 0, 33, 14, 38, 4, 13, 50, 39, 17, 42, 46, 10, 35, 28, 42, 12, 32, 35, 8, 29, 23, 16, 37, 18, 2, 31, 40, 33, 21, 1, 17, 13, 39, 6, 23, 50, 8, 38, 25, 6, 6, 3, 43, 27, 9, 18, 48, 35, 7, 11, 39, 25, 10, 33, 17, 27, 24, 18, 47, 6, 46, 36, 43, 21, 2, 42, 34, 37, 0, 29, 1, 40, 46, 43, 43, 21, 44, 8, 1, 25, 12, 25, 2, 17, 15, 22, 38, 31, 30, 31, 15, 21, 22, 9, 20, 3, 19, 39, 45, 30, 37, 7, 46, 1, 30, 31, 26, 2, 49, 9, 31, 49, 32, 13, 13, 30, 4, 11, 4, 30, 50, 44, 16, 13, 27, 23, 12, 28, 1, 18, 44, 0, 20, 7, 50, 12, 36, 31, 47, 26, 24, 31, 9, 47, 2, 41, 6]
[22, 38, 36, 5, 0, 45, 4, 5, 26, 23, 17, 33, 0, 34, 23, 11, 37, 7, 19, 14, 2, 23, 32, 48, 38, 32, 26, 22, 19, 19, 22, 10, 1, 40, 10, 1, 50, 19, 48, 35, 32, 20, 12, 38, 2, 5, 18, 19, 48, 4, 35, 24, 15, 44, 0, 28, 19, 32, 22, 32, 2, 29, 45, 24, 10, 18, 13, 41, 27, 32, 8, 39, 2, 12, 26, 10, 47, 15, 37, 25, 30, 21, 9, 8, 2, 34, 9, 3, 50, 42, 9, 50, 50, 37, 17, 15, 20, 32, 44, 3, 18, 14, 7, 28, 6, 48, 13, 49, 49, 1, 21, 49, 49, 34, 6, 14, 1, 18, 47, 5, 9, 13, 15, 38, 13, 26, 50, 41, 41, 17, 18, 45, 24, 46, 41, 24, 35, 25, 47, 38, 27, 15, 27, 15, 12, 44, 44, 15, 45, 49, 14, 22, 29, 0, 40, 40, 1, 28]
[37, 26, 50, 7, 8, 24, 33, 33, 3, 6, 2, 14, 34, 0, 3, 40, 0, 7, 36, 14, 47, 38, 27, 49, 42, 48, 35, 13, 19, 48, 1, 29, 26, 16, 8, 22, 37, 2, 29, 44, 29, 45, 6, 38, 14, 47, 3, 9, 39, 3, 3, 25, 42, 7, 1, 41, 36, 25, 21, 8, 42, 21, 11, 40, 6, 37, 37, 37, 3, 16, 13, 15, 49, 33, 3, 24, 45, 0, 30, 17, 33, 47, 34, 13, 19, 45, 7, 4, 11, 4, 44, 37, 45, 36, 1, 50, 27, 11, 20, 45, 42, 3, 13, 16, 7, 19, 26, 29, 9, 44, 43, 28, 14, 19, 5, 38, 11, 17, 47, 48, 20, 25, 38, 11, 36, 25, 40, 25, 5, 24, 29, 30, 42, 38, 29, 31, 21, 43, 36, 32, 25, 29, 43, 2, 7, 21, 48, 32, 7, 40, 15, 19, 30, 41, 49, 33, 4, 0]
[44, 24, 41, 47, 41, 8, 1, 4, 30, 22, 24, 38, 23, 3, 0, 34, 13, 0, 5, 43, 47, 28, 41, 2, 50, 32, 17, 46, 6, 42, 14, 1, 43, 4, 17, 9, 46, 35, 7, 27, 7, 8, 38, 19, 2, 17, 38, 4, 9, 13, 6, 1, 21, 25, 45, 13, 4, 32, 15, 17, 11, 3, 32, 35, 30, 6, 1, 22, 45, 50, 13, 32, 10, 49, 16, 15, 25, 20, 21, 43, 3, 46, 26, 2, 20, 18, 5, 49, 12, 4, 33, 38, 42, 18, 30, 25, 21, 18, 18, 45, 20, 10, 23, 34, 17, 44, 1, 22, 50, 19, 8, 43, 42, 50, 50, 43, 3, 49, 17, 15, 26, 47, 30, 31, 23, 32, 25, 7, 23, 16, 1, 24, 42, 32, 6, 42, 24, 14, 50, 4, 28, 44, 14, 9, 39, 24, 12, 12, 19, 25, 39, 33, 23, 15, 7, 47, 49, 41]
[47, 7, 34, 49, 22, 21, 12, 29, 33, 24, 22, 4, 11, 40, 34, 0, 16, 34, 39, 38, 34, 17, 17, 11, 31, 30, 47, 31, 18, 32, 42, 8, 47, 9, 18, 46, 46, 14, 45, 21, 45, 13, 38, 19, 11, 43, 19, 8, 38, 8, 27, 20, 5, 21, 21, 1, 18, 35, 30, 31, 19, 3, 2, 38, 39, 37, 11, 24, 7, 27, 36, 38, 11, 46, 46, 42, 9, 31, 29, 43, 11, 45, 46, 49, 19, 35, 35, 16, 5, 0, 15, 6, 7, 47, 24, 40, 23, 1, 27, 40, 24, 34, 50, 43, 23, 28, 13, 20, 9, 7, 3, 8, 15, 49, 35, 48, 37, 44, 14, 46, 23, 34, 1, 49, 29, 12, 15, 4, 12, 19, 6, 38, 32, 49, 14, 9, 5, 38, 35, 19, 14, 40, 0, 11, 44, 14, 19, 3, 30, 47, 27, 5, 2, 12, 26, 28, 12, 12]
[0, 3, 3, 9, 46, 13, 45, 33, 36, 20, 23, 13, 37, 0, 13, 16, 0, 30, 24, 4, 42, 8, 8, 16, 14, 18, 36, 35, 16, 17, 20, 20, 33, 3, 32, 49, 13, 18, 3, 42, 21, 14, 20, 48, 24, 19, 39, 49, 43, 8, 3, 21, 15, 30, 21, 46, 19, 49, 45, 49, 48, 1, 5, 23, 50, 17, 33, 7, 48, 11, 26, 1, 30, 11, 0, 20, 31, 47, 24, 3, 48, 30, 11, 1, 13, 36, 24, 12, 12, 38, 3, 32, 18, 26, 28, 20, 44, 31, 42, 46, 0, 34, 36, 36, 10, 44, 4, 16, 27, 44, 11, 23, 14, 10, 21, 50, 43, 32, 34, 28, 4, 9, 1, 40, 28, 15, 1, 2, 48, 8, 9, 49, 42, 39, 25, 46, 24, 50, 16, 25, 22, 44, 46, 27, 49, 19, 49, 43, 49, 42, 9, 17, 6, 44, 22, 25, 6, 41]
[9, 47, 46, 1, 16, 28, 19, 19, 9, 48, 35, 50, 7, 7, 0, 34, 30, 0, 16, 50, 31, 50, 47, 36, 12, 45, 14, 17, 17, 11, 30, 44, 35, 4, 21, 42, 12, 1, 46, 18, 41, 30, 8, 25, 35, 4, 19, 47, 8, 38, 28, 28, 12, 14, 5, 18, 24, 43, 44, 25, 10, 27, 13, 39, 6, 46, 15, 50, 5, 41, 17, 18, 38, 49, 0, 38, 35, 28, 31, 38, 10, 31, 40, 2, 49, 18, 31, 6, 20, 22, 12, 13, 42, 13, 1, 17, 16, 35, 20, 48, 6, 34, 24, 24, 13, 2, 27, 44, 28, 46, 27, 19, 26, 19, 43, 38, 2, 33, 15, 1, 2, 11, 12, 39, 11, 5, 41, 35, 23, 48, 15, 27, 28, 35, 22, 5, 16, 26, 31, 35, 2, 22, 13, 43, 46, 47, 25, 39, 16, 37, 3, 12, 39, 15, 44, 31, 36, 24]
[41, 1, 48, 44, 35, 35, 7, 49, 38, 40, 30, 39, 19, 36, 5, 39, 24, 16, 0, 30, 16, 45, 40, 30, 17, 43, 38, 0, 14, 14, 29, 42, 50, 0, 0, 0, 19, 6, 37, 11, 6, 6, 12, 4, 50, 3, 9, 10, 47, 21, 13, 50, 42, 27, 11, 13, 9, 46, 18, 26, 9, 43, 25, 36, 39, 40, 27, 49, 13, 49, 14, 44, 4, 35, 48, 27, 13, 2, 27, 47, 4, 36, 45, 44, 20, 39, 23, 8, 32, 42, 17, 17, 43, 8, 50, 37, 25, 50, 42, 17, 17, 17, 3, 47, 33, 39, 20, 3, 47, 1, 20, 8, 39, 0, 36, 32, 10, 0, 25, 31, 1, 44, 11, 41, 1, 44, 36, 8, 34, 42, 32, 40, 8, 29, 28, 30, 8, 10, 5, 16, 3, 23, 11, 2, 3, 39, 28, 39, 27, 19, 46, 6, 7, 18, 31, 41, 12, 28]
[21, 16, 42, 45, 44, 9, 47, 7, 19, 31, 19, 17, 14, 14, 43, 38, 4, 50, 30, 0, 14, 32, 10, 6, 36, 36, 30, 27, 9, 27, 9, 44, 16, 14, 9, 48, 27, 21, 5, 8, 48, 25, 45, 35, 42, 7, 45, 43, 29, 20, 44, 40, 14, 37, 31, 23, 48, 27, 17, 2, 8, 32, 6, 50, 34, 34, 49, 35, 46, 32, 8, 46, 37, 47, 19, 27, 5, 12, 38, 15, 6, 49, 7, 8, 19, 45, 49, 44, 15, 50, 7, 15, 44, 22, 13, 31, 1, 39, 4, 23, 30, 2, 7, 3, 19, 47, 40, 35, 3, 33, 50, 17, 25, 36, 0, 5, 38, 23, 39, 19, 31, 31, 37, 38, 2, 20, 23, 36, 9, 11, 6, 30, 42, 8, 46, 48, 8, 37, 32, 14, 23, 49, 23, 34, 41, 29, 35, 37, 2, 31, 41, 28, 38, 36, 29, 8, 49, 43]
[8, 47, 23, 30, 6, 14, 4, 8, 28, 26, 6, 42, 2, 47, 47, 34, 42, 31, 16, 14, 0, 7, 29, 8, 6, 16, 27, 20, 30, 12, 31, 33, 24, 24, 22, 12, 44, 3, 3, 6, 22, 28, 45, 41, 6, 22, 25, 49, 48, 29, 22, 10, 47, 21, 37, 11, 41, 0, 41, 34, 10, 16, 41, 46, 49, 37, 35, 8, 41, 26, 35, 15, 17, 46, 40, 19, 29, 22, 17, 18, 0, 45, 17, 24, 25, 3, 6, 41, 7, 19, 23, 20, 47, 15, 47, 18, 44, 22, 5, 15, 41, 10, 5, 19, 29, 32, 31, 22, 18, 8, 12, 50, 42, 40, 11, 36, 18, 22, 43, 18, 9, 47, 9, 29, 37, 15, 44, 24, 43, 29, 45, 48, 28, 36, 49, 16, 18, 43, 37, 40, 43, 16, 23, 36, 41, 31, 28, 1, 38, 3, 14, 10, 34, 38, 10, 9, 22, 35]
[13, 42, 15, 6, 29, 42, 24, 40, 33, 15, 22, 46, 23, 38, 28, 17, 8, 50, 45, 32, 7, 0, 39, 50, 25, 27, 12, 14, 40, 22, 27, 5, 46, 27, 17, 14, 16, 0, 45, 19, 3, 16, 17, 36, 16, 30, 24, 32, 2, 7, 35, 8, 15, 18, 26, 44, 20, 29, 29, 22, 29, 19, 15, 36, 9, 1, 2, 5, 45, 8, 2, 41, 18, 18, 41, 13, 25, 49, 9, 43, 46, 20, 2, 0, 40, 20, 38, 17, 4, 35, 3, 17, 26, 44, 9, 16, 12, 25, 29, 32, 21, 43, 6, 37, 17, 47, 38, 44, 3, 27, 7, 21, 32, 38, 11, 43, 25, 32, 21, 15, 29, 29, 7, 11, 40, 48, 36, 44, 32, 26, 21, 30, 37, 25, 48, 0, 9, 7, 30, 41, 49, 17, 17, 29, 48, 33, 32, 18, 39, 8, 37, 41, 27, 11, 45, 40, 34, 2]
[48, 42, 19, 23, 45, 10, 23, 1, 37, 12, 38, 10, 32, 27, 41, 17, 8, 47, 40, 10, 29, 39, 0, 11, 5, 19, 6, 31, 26, 37, 48, 30, 8, 39, 15, 35, 22, 45, 47, 4, 4, 8, 1, 28, 28, 33, 49, 2, 3, 25, 5, 14, 25, 20, 50, 2, 18, 33, 7, 18, 39, 27, 20, 7, 48, 8, 27, 19, 32, 26, 28, 42, 42, 45, 12, 4, 35, 35, 44, 44, 20, 38, 18, 47, 38, 42, 12, 36, 30, 41, 8, 33, 13, 37, 50, 22, 18, 39, 43, 32, 13, 35, 23, 2, 3, 0, 34, 28, 39, 27, 11, 47, 41, 11, 16, 20, 31, 37, 6, 48, 8, 3, 41, 2, 33, 13, 0, 11, 36, 23, 32, 8, 17, 37, 26, 47, 3, 38, 28, 39, 22, 21, 20, 18, 24, 37, 49, 25, 27, 19, 24, 8, 30, 34, 22, 34, 40, 30]
[39, 30, 1, 20, 15, 14, 4, 13, 28, 50, 37, 35, 48, 49, 2, 11, 16, 36, 30, 6, 8, 50, 11, 0, 11, 2, 33, 37, 12, 31, 12, 39, 15, 44, 26, 26, 26, 40, 9, 32, 43, 17, 15, 38, 50, 15, 13, 10, 41, 13, 49, 37, 1, 46, 50, 35, 23, 4, 6, 18, 47, 3, 25, 5, 10, 47, 12, 43, 40, 36, 27, 29, 15, 45, 4, 40, 46, 2, 6, 0, 40, 11, 36, 6, 48, 8, 50, 19, 38, 34, 25, 30, 20, 25, 31, 0, 25, 2, 25, 50, 10, 40, 13, 24, 2, 26, 22, 44, 3, 28, 41, 2, 50, 44, 41, 42, 21, 20, 9, 5, 20, 10, 39, 16, 24, 3, 2, 0, 28, 43, 49, 35, 34, 33, 12, 22, 17, 24, 6, 24, 0, 6, 14, 5, 10, 31, 50, 12, 4, 8, 44, 18, 11, 24, 12, 12, 50, 22]
[9, 8, 30, 50, 16, 12, 50, 9, 16, 45, 12, 28, 38, 42, 50, 31, 14, 12, 17, 36, 6, 25, 5, 11, 0, 49, 44, 48, 36, 27, 43, 4, 5, 32, 39, 4, 17, 8, 9, 40, 4, 35, 15, 42, 34, 39, 7, 30, 36, 45, 30, 6, 49, 2, 24, 22, 29, 10, 26, 32, 25, 24, 43, 16, 7, 29, 26, 26, 2, 32, 39, 42, 1, 33, 11, 45, 10, 41, 47, 41, 33, 6, 38, 34, 16, 30, 8, 27, 29, 5, 46, 34, 36, 41, 49, 10, 22, 22, 50, 43, 45, 12, 15, 26, 50, 41, 30, 35, 8, 9, 42, 4, 16, 28, 45, 23, 39, 22, 36, 24, 32, 7, 29, 38, 41, 41, 48, 23, 22, 30, 39, 49, 37, 15, 38, 40, 40, 12, 10, 31, 25, 39, 14, 4, 14, 37, 28, 43, 28, 19, 36, 20, 27, 42, 29, 14, 38, 36]
[1, 22, 27, 26, 16, 37, 17, 42, 32, 4, 5, 42, 32, 48, 32, 30, 18, 45, 43, 36, 16, 27, 19, 2, 49, 0, 45, 19, 37, 5, 8, 7, 39, 24, 21, 1, 12, 48, 2, 0, 35, 46, 45, 10, 6, 45, 37, 6, 27, 5, 34, 15, 34, 42, 15, 35, 43, 44, 44, 44, 40, 19, 31, 5, 28, 23, 9, 38, 29, 0, 39, 50, 41, 14, 28, 8, 14, 5, 4, 15, 2, 39, 31, 37, 44, 38, 45, 44, 24, 29, 39, 19, 47, 1, 9, 50, 12, 47, 27, 14, 24, 41, 4, 14, 12, 4, 37, 11, 24, 47, 22, 12, 46, 41, 16, 9, 42, 50, 31, 39, 14, 20, 17, 22, 42, 18, 33, 28, 19, 8, 12, 43, 11, 38, 29, 40, 26, 44, 45, 19, 23, 31, 22, 13, 16, 14, 15, 29, 34, 14, 41, 23, 36, 43, 2, 25, 8, 44]
[12, 2, 8, 30, 30, 47, 38, 50, 48, 12, 18, 12, 26, 35, 17, 47, 36, 14, 38, 30, 27, 12, 6, 33, 44, 45, 0, 2, 45, 12, 45, 35, 44, 7, 43, 37, 22, 45, 14, 48, 5, 47, 21, 45, 23, 38, 40, 43, 29, 0, 20, 10, 7, 31, 18, 26, 17, 33, 2, 26, 7, 49, 44, 9, 42, 40, 21, 2, 8, 24, 40, 15, 43, 33, 44, 50, 46, 40, 13, 48, 32, 26, 30, 43, 26, 32, 30, 45, 0, 13, 11, 6, 10, 32, 44, 28, 32, 50, 19, 7, 7, 10, 37, 35, 26, 9, 10, 2, 30, 29, 33, 15, 7, 5, 50, 3, 30, 19, 37, 26, 10, 8, 12, 15, 33, 43, 46, 34, 33, 16, 41, 29, 43, 49, 5, 38, 31, 48, 27, 22, 40, 47, 19, 48, 19, 32, 4, 19, 32, 20, 31, 44, 12, 17, 30, 40, 10, 49]
[50, 0, 14, 30, 11, 46, 28, 16, 11, 49, 18, 32, 22, 13, 46, 31, 35, 17, 0, 27, 20, 14, 31, 37, 48, 19, 2, 0, 43, 45, 28, 6, 25, 34, 24, 6, 22, 28, 41, 9, 0, 1, 31, 17, 0, 22, 20, 33, 36, 34, 31, 6, 15, 41, 12, 12, 12, 21, 0, 1, 48, 39, 24, 23, 40, 35, 42, 15, 48, 33, 48, 8, 22, 41, 4, 1, 30, 47, 12, 17, 7, 9, 19, 35, 25, 28, 8, 13, 16, 31, 0, 5, 47, 33, 42, 18, 2, 22, 36, 9, 4, 7, 1, 33, 28, 41, 43, 22, 21, 15, 38, 16, 44, 16, 3, 44, 36, 15, 6, 16, 1, 4, 38, 43, 15, 18, 43, 35, 23, 45, 22, 2, 18, 49, 23, 3, 22, 37, 33, 46, 20, 36, 20, 10, 10, 3, 4, 49, 45, 39, 44, 31, 39, 14, 30, 17, 20, 26]
[31, 20, 26, 48, 40, 35, 47, 19, 39, 33, 31, 35, 19, 19, 6, 18, 16, 17, 14, 9, 30, 40, 26, 12, 36, 37, 45, 43, 0, 34, 0, 39, 22, 30, 28, 26, 23, 17, 21, 36, 45, 33, 8, 42, 4, 15, 14, 19, 30, 24, 30, 32, 50, 20, 9, 14, 44, 35, 25, 10, 24, 31, 16, 28, 33, 32, 37, 35, 13, 12, 10, 2, 13, 2, 8, 21, 8, 41, 34, 35, 9, 47, 21, 25, 29, 41, 40, 8, 24, 16, 29, 49, 2, 20, 0, 37, 33, 37, 41, 44, 22, 49, 25, 8, 25, 3, 22, 33, 22, 35, 9, 48, 4, 19, 20, 38, 9, 1, 27, 35, 24, 39, 32, 0, 28, 2, 36, 11, 37, 26, 17, 13, 13, 1, 10, 27, 12, 4, 19, 6, 18, 37, 14, 24, 28, 19, 13, 11, 5, 31, 45, 4, 46, 47, 48, 26, 7, 19]
