N1,N2,...,Nx
[39, 4, 13, 50, 41, 5, 30, 40, 11, 39, 0, 38, 40, 36, 32, 22, 10, 32, 26, 26, 3, 8, 48, 41, 15, 7, 27, 3, 41, 7, 33, 50, 9, 45, 48, 5, 45, 48, 29, 10, 36, 22, 31, 15, 38, 10, 19, 45, 7, 0, 47, 3, 21, 17, 42, 44, 36, 22, 20, 41, 10, 47, 27, 31, 41, 5, 29, 43, 22, 9, 44, 17, 0, 26, 50, 3, 8, 25, 24, 36, 47, 40, 42, 25, 18, 16, 16, 38, 12, 47, 43, 32, 16, 35, 18, 24, 27, 39, 38, 10, 25, 2, 10, 47, 37, 34, 11, 18, 15, 33, 31, 35, 4, 18, 47, 36, 34, 29, 25, 40, 21, 25, 24, 45, 46, 3, 49, 32, 4, 17, 16, 42, 21, 30, 36, 12, 17, 11, 26, 6, 1, 3, 46, 48, 14, 45, 27, 34, 13, 50, 25]
[21, 44, 48, 19, 49, 42, 28, 46, 22, 6, 38, 0, 18, 27, 18, 30, 24, 23, 21, 11, 42, 30, 21, 5, 50, 5, 48, 26, 5, 22, 43, 20, 11, 19, 0, 3, 13, 29, 49, 6, 47, 0, 37, 37, 13, 31, 21, 21, 20, 10, 12, 29, 13, 43, 33, 41, 18, 6, 16, 23, 42, 22, 29, 35, 6, 23, 28, 46, 11, 0, 10, 20, 31, 13, 8, 43, 38, 23, 19, 19, 47, 2, 17, 23, 36, 4, 20, 11, 14, 18, 46, 37, 32, 29, 12, 26, 9, 23, 27, 45, 38, 39, 18, 28, 37, 22, 12, 44, 26, 37, 22, 34, 19, 7, 49, 44, 23, 7, 5, 42, 16, 8, 28, 5, 44, 20, 28, 45, 45, 25, 8, 23, 29, 43, 38, 36, 19, 8, 20, 45, 4, 28, 16, 3, 14, 1, 25, 27, 1, 36, 41]
[39, 45, 15, 5, 18, 16, 44, 34, 8, 28, 40, 18, 0, 45, 16, 25, 24, 19, 29, 5, 25, 16, 21, 19, 19, 19, 32, 38, 49, 42, 29, 39, 48, 1, 45, 46, 39, 6, 18, 24, 37, 31, 27, 30, 38, 49, 4, 31, 26, 24, 29, 8, 46, 49, 15, 20, 1, 15, 39, 21, 35, 36, 23, 9, 13, 8, 11, 47, 39, 43, 30, 4, 5, 4, 23, 17, 36, 18, 18, 29, 24, 42, 32, 42, 35, 43, 46, 9, 9, 39, 7, 24, 45, 23, 38, 7, 10, 20, 16, 17, 39, 47, 20, 25, 47, 23, 20, 39, 15, 40, 46, 35, 25, 1, 7, 1, 27, 25, 31, 10, 12, 25, 16, 8, 29, 49, 34, 6, 40, 22, 19, 43, 22, 43, 8, 17, 25, 48, 50, 18, 43, 13, 16, 30, 35, 25, 33, 21, 5, 34, 8]
[17, 3, 15, 35, 25, 3, 40, 32, 45, 5, 36, 27, 45, 0, 21, 30, 15, 5, 46, 7, 8, 2, 37, 7, 47, 16, 2, 2, 47, 7, 46, 19, 10, 4, 50, 23, 50, 20, 42, 21, 32, 26, 13, 3, 40, 12, 33, 11, 29, 8, 46, 48, 25, 27, 48, 20, 44, 28, 12, 14, 6, 19, 3, 36, 1, 30, 1, 49, 24, 34, 33, 41, 42, 26, 30, 20, 1, 43, 14, 13, 2, 1, 47, 26, 25, 38, 36, 32, 32, 11, 30, 26, 32, 45, 19, 25, 13, 45, 37, 8, 0, 50, 12, 28, 27, 23, 21, 8, 3, 0, 0, 38, 40, 28, 44, 6, 44, 15, 7, 43, 12, 3, 22, 37, 12, 3, 37, 0, 46, 26, 18, 21, 42, 6, 13, 31, 11, 24, 16, 49, 1, 15, 19, 33, 50, 43, 4, 34, 35, 42, 25]
[14, 17, 24, 31, 31, 16, 46, 9, 44, 34, 32, 18, 16, 21, 0, 44, 5, 19, 17, 3, 0, 48, 30, 6, 18, 41, 16, 26, 3, 45, 18, 50, 12, 45, 3, 10, 44, 22, 18, 8, 26, 42, 27, 42, 7, 14, 16, 46, 2, 10, 46, 28, 10, 16, 44, 21, 15, 31, 36, 26, 5, 10, 34, 33, 23, 22, 18, 50, 28, 8, 29, 2, 34, 20, 0, 20, 22, 16, 35, 26, 1, 34, 46, 16, 17, 16, 50, 2, 15, 26, 2, 20, 18, 37, 23, 3, 25, 24, 42, 16, 47, 25, 19, 3, 49, 31, 1, 41, 33, 37, 15, 2, 20, 24, 26, 1, 30, 37, 36, 49, 19, 18, 2, 30, 50, 28, 45, 17, 34, 12, 26, 7, 31, 35, 36, 4, 5, 3, 45, 20, 39, 36, 3, 50, 10, 0, 9, 38, 40, 27, 0]
[47, 42, 32, 41, 26, 44, 41, 26, 23, 44, 22, 30, 25, 30, 44, 0, 8, 1, 6, 4, 28, 23, 28, 32, 30, 19, 22, 12, 10, 50, 28, 25, 29, 31, 8, 7, 12, 17, 46, 12, 5, 1, 34, 26, 22, 9, 43, 10, 13, 30, 15, 21, 49, 48, 23, 28, 39, 31, 20, 33, 14, 4, 14, 40, 22, 26, 14, 33, 48, 30, 43, 31, 24, 17, 2, 27, 13, 25, 48, 39, 16, 43, 41, 44, 42, 20, 30, 7, 45, 33, 32, 10, 14, 0, 15, 34, 12, 9, 21, 13, 33, 24, 45, 2, 10, 6, 15, 13, 27, 45, 12, 40, 12, 29, 41, 11, 29, 16, 20, 14, 25, 14, 15, 37, 35, 3, 33, 3, 33, 36, 35, 2, 32, 20, 40, 39, 29, 36, 38, 19, 36, 16, 13, 0, 49, 30, 14, 8, 5, 26, 28]
[18, 2, 29, 37, 43, 38, 10, 7, 8, 39, 10, 24, 24, 15, 5, 8, 0, 2, 47, 25, 11, 8, 24, 9, 1, 12, 0, 34, 40, 14, 35, 7, 16, 50, 20, 15, 19, 3, 33, 22, 42, 2, 41, 20, 17, 8, 16, 36, 49, 15, 40, 38, 26, 34, 42, 19, 25, 4, 3, 49, 16, 41, 8, 36, 28, 23, 32, 48, 23, 34, 25, 30, 34, 9, 24, 6, 7, 2, 34, 29, 33, 22, 38, 15, 33, 16, 5, 37, 24, 46, 23, 47, 32, 1, 33, 3, 9, 40, 11, 2, 20, 28, 43, 10, 47, 18, 23, 5, 49, 23, 40, 31, 17, 40, 19, 27, 38, 33, 39, 46, 50, 50, 10, 10, 1, 30, 30, 28, 39, 4, 27, 39, 31, 24, 33, 13, 45, 30, 26, 29, 45, 40, 38, 19, 35, 20, 33, 28, 36, 10, 2]
[31, 35, 30, 17, 15, 41, 6, 40, 4, 11, 32, 23, 19, 5, 19, 1, 2, 0, 17, 43, 30, 45, 36, 0, 38, 47, 29, 16, 4, 11, 31, 34, 49, 36, 44, 35, 26, 44, 30, 6, 1, 23, 34, 50, 30, 13, 2, 3, 27, 49, 48, 29, 3, 24, 1, 1, 37, 10, 14, 44, 45, 3, 38, 10, 27, 9, 7, 26, 19, 16, 17, 33, 31, 26, 8, 36, 0, 9, 28, 36, 9, 31, 30, 34, 17, 10, 15, 31, 11, 44, 45, 39, 50, 18, 14, 12, 46, 45, 4, 20, 26, 36, 34, 21, 32, 12, 24, 13, 16, 21, 18, 20, 8, 40, 13, 26, 25, 21, 28, 41, 43, 40, 28, 15, 50, 13, 9, 12, 33, 13, 48, 31, 33, 31, 2, 46, 0, 2, 20, 13, 48, 23, 18, 39, 16, 8, 35, 18, 11, 32, 6]
[25, 21, 11, 16, 45, 44, 14, 31, 36, 7, 26, 21, 29, 46, 17, 6, 47, 17, 0, 45, 21, 41, 13, 45, 40, 16, 5, 47, 5, 49, 18, 32, 7, 38, 17, 42, 50, 30, 43, 45, 36, 4, 48, 31, 22, 12, 47, 27, 41, 1, 14, 23, 37, 20, 5, 8, 40, 9, 2, 16, 37, 25, 23, 36, 41, 29, 45, 26, 20, 32, 45, 27, 7, 44, 29, 31, 18, 45, 34, 29, 30, 11, 41, 9, 21, 12, 35, 3, 44, 45, 40, 27, 11, 25, 23, 47, 19, 2, 9, 9, 31, 50, 7, 49, 20, 1, 9, 9, 19, 15, 32, 18, 50, 32, 0, 34, 3, 4, 21, 17, 21, 21, 49, 45, 36, 4, 47, 23, 40, 9, 22, 36, 16, 3, 39, 3, 34, 49, 50, 12, 15, 9, 48, 39, 49, 50, 14, 39, 29, 22, 9]
[8, 38, 7, 32, 5, 43, 28, 47, 37, 26, 26, 11, 5, 7, 3, 4, 25, 43, 45, 0, 48, 14, 7, 13, 9, 7, 0, 25, 36, 9, 27, 38, 33, 3, 15, 9, 5, 33, 8, 21, 5, 21, 8, 14, 18, 29, 40, 4, 43, 46, 44, 29, 31, 43, 44, 23, 28, 23, 19, 25, 24, 36, 22, 19, 2, 2, 24, 28, 16, 32, 32, 46, 21, 31, 40, 22, 8, 41, 8, 19, 7, 36, 26, 38, 16, 49, 36, 10, 3, 3, 19, 32, 31, 20, 12, 3, 41, 7, 19, 16, 20, 36, 16, 10, 14, 26, 24, 48, 43, 42, 32, 37, 8, 44, 16, 4, 20, 49, 45, 10, 49, 32, 7, 3, 25, 34, 29, 26, 50, 14, 48, 18, 38, 45, 12, 49, 19, 10, 35, 49, 4, 14, 0, 30, 50, 8, 39, 18, 46, 3, 10]
[39, 3, 26, 21, 27, 17, 14, 15, 4, 15, 3, 42, 25, 8, 0, 28, 11, 30, 21, 48, 0, 47, 40, 42, 35, 2, 42, 2, 31, 4, 34, 21, 39, 16, 19, 35, 42, 31, 36, 42, 42, 38, 46, 40, 39, 39, 21, 30, 37, 3, 24, 50, 10, 40, 8, 37, 26, 4, 16, 1, 1, 32, 37, 4, 42, 27, 17, 35, 19, 20, 40, 25, 20, 14, 46, 21, 38, 5, 15, 28, 50, 24, 38, 49, 40, 29, 50, 49, 15, 14, 30, 24, 45, 5, 7, 5, 42, 43, 50, 10, 14, 31, 14, 9, 43, 31, 33, 15, 4, 48, 15, 36, 30, 32, 1, 0, 0, 45, 43, 46, 24, 37, 23, 26, 22, 12, 21, 9, 38, 36, 26, 5, 21, 48, 6, 15, 5, 29, 31, 33, 25, 42, 34, 19, 9, 6, 31, 22, 50, 24, 11]
[28, 25, 26, 22, 9, 3, 49, 36, 30, 23, 8, 30, 16, 2, 48, 23, 8, 45, 41, 14, 47, 0, 0, 12, 37, 2, 11, 39, 43, 10, 17, 22, 6, 30, 25, 32, 18, 2, 6, 3, 1, 18, 38, 9, 16, 38, 38, 48, 17, 40, 27, 14, 16, 47, 30, 50, 43, 36, 33, 29, 23, 44, 26, 10, 35, 21, 49, 5, 30, 38, 22, 16, 25, 37, 48, 41, 8, 27, 10, 46, 37, 6, 20, 4, 14, 37, 12, 2, 33, 17, 45, 41, 26, 9, 18, 7, 4, 24, 3, 30, 43, 26, 30, 43, 49, 12, 46, 6, 9, 0, 5, 2, 7, 5, 31, 6, 37, 4, 16, 1, 23, 30, 35, 1, 19, 41, 1, 41, 11, 18, 37, 42, 13, 2, 29, 8, 0, 48, 0, 34, 8, 15, 39, 6, 22, 0, 4, 4, 44, 0, 29]
[25, 25, 48, 17, 35, 47, 7, 18, 50, 27, 48, 21, 21, 37, 30, 28, 24, 36, 13, 7, 40, 0, 0, 48, 14, 2, 44, 33, 40, 43, 4, 19, 39, 14, 17, 28, 45, 8, 15, 2, 45, 5, 23, 13, 7, 49, 1, 20, 22, 33, 50, 19, 10, 42, 9, 47, 23, 35, 6, 17, 47, 25, 35, 46, 50, 48, 0, 6, 9, 30, 24, 46, 29, 25, 8, 13, 20, 23, 39, 30, 21, 35, 2, 46, 4, 30, 50, 20, 40, 32, 13, 15, 30, 35, 46, 7, 5, 18, 5, 2, 40, 36, 1, 50, 23, 49, 43, 45, 23, 40, 38, 30, 26, 48, 10, 1, 22, 19, 41, 16, 1, 26, 39, 21, 10, 35, 15, 35, 35, 48, 31, 8, 46, 34, 1, 24, 19, 0, 41, 35, 44, 12, 17, 27, 9, 11, 22, 34, 3, 15, 35]
[22, 16, 29, 24, 37, 2, 14, 22, 40, 8, 41, 5, 19, 7, 6, 32, 9, 0, 45, 13, 42, 12, 48, 0, 49, 38, 20, 44, 33, 39, 12, 42, 34, 34, 45, 35, 26, 27, 45, 41, 34, 1, 34, 22, 1, 47, 40, 15, 8, 28, 45, 43, 11, 22, 17, 41, 34, 11, 12, 49, 44, 12, 32, 46, 38, 46, 28, 32, 14, 9, 46, 28, 28, 20, 9, 6, 13, 31, 49, 24, 42, 17, 32, 16, 19, 23, 34, 39, 18, 28, 37, 14, 11, 28, 31, 33, 8, 38, 33, 10, 28, 42, 43, 12, 16, 40, 41, 21, 14, 44, 10, 32, 1, 9, 48, 44, 41, 37, 17, 14, 19, 16, 6, 40, 25, 12, 0, 47, 11, 19, 34, 16, 11, 17, 49, 7, 38, 14, 43, 43, 7, 6, 16, 3, 34, 46, 49, 2, 17, 50, 47]
[32, 33, 27, 0, 8, 30, 35, 47, 9, 32, 15, 50, 19, 47, 18, 30, 1, 38, 40, 9, 35, 37, 14, 49, 0, 22, 34, 12, 9, 40, 50, 11, 7, 21, 26, 4, 20, 29, 29, 25, 8, 20, 33, 22, 10, 10, 36, 13, 19, 22, 2, 32, 2, 11, 24, 29, 9, 42, 37, 8, 5, 23, 24, 38, 11, 19, 42, 12, 44, 24, 48, 35, 30, 14, 15, 33, 20, 3, 38, 37, 44, 46, 44, 40, 14, 1, 29, 8, 0, 6, 25, 46, 30, 39, 7, 3, 30, 13, 50, 38, 40, 40, 38, 50, 44, 32, 15, 24, 31, 10, 46, 42, 41, 44, 32, 10, 49, 22, 23, 42, 45, 40, 28, 41, 9, 31, 39, 12, 20, 39, 28, 31, 13, 22, 34, 38, 34, 15, 11, 8, 30, 23, 33, 6, 13, 26, 38, 7, 41, 32, 17]
[35, 35, 7, 50, 43, 5, 3, 5, 32, 30, 7, 5, 19, 16, 41, 19, 12, 47, 16, 7, 2, 2, 2, 38, 22, 0, 42, 16, 8, 9, 28, 3, 46, 30, 22, 16, 46, 42, 47, 31, 37, 32, 22, 27, 21, 34, 38, 9, 35, 19, 28, 39, 24, 32, 7, 28, 30, 29, 31, 37, 42, 47, 3, 23, 19, 45, 12, 26, 29, 24, 10, 48, 41, 5, 14, 21, 26, 8, 12, 22, 39, 50, 50, 28, 40, 49, 29, 32, 41, 43, 42, 41, 27, 45, 39, 2, 32, 23, 24, 1, 49, 15, 46, 24, 49, 19, 23, 50, 50, 7, 13, 19, 2, 24, 29, 37, 37, 18, 14, 46, 42, 19, 31, 49, 10, 42, 41, 10, 35, 28, 1, 34, 40, 44, 10, 23, 35, 0, 50, 27, 21, 49, 6, 8, 45, 24, 14, 34, 35, 42, 42]
[0, 34, 39, 40, 21, 11, 8, 41, 48, 50, 27, 48, 32, 2, 16, 22, 0, 29, 5, 0, 42, 11, 44, 20, 34, 42, 0, 11, 20, 38, 48, 1, 15, 30, 1, 17, 25, 28, 17, 30, 41, 47, 46, 47, 0, 50, 27, 37, 40, 29, 30, 47, 11, 50, 37, 42, 3, 12, 30, 7, 47, 37, 39, 34, 15, 43, 18, 35, 23, 38, 18, 43, 26, 28, 19, 31, 12, 0, 9, 41, 14, 36, 1, 49, 45, 43, 44, 21, 11, 0, 46, 17, 2, 45, 20, 0, 17, 40, 11, 29, 21, 44, 33, 18, 31, 2, 17, 14, 37, 10, 50, 50, 20, 18, 18, 26, 33, 39, 4, 11, 11, 36, 13, 11, 49, 0, 2, 43, 47, 45, 25, 30, 29, 42, 32, 23, 32, 9, 34, 21, 22, 46, 47, 22, 8, 28, 9, 35, 44, 41, 5]
[5, 4, 33, 6, 18, 26, 42, 33, 29, 31, 3, 26, 38, 2, 26, 12, 34, 16, 47, 25, 2, 39, 33, 44, 12, 16, 11, 0, 11, 31, 33, 4, 33, 19, 18, 46, 44, 6, 23, 8, 48, 19, 12, 0, 9, 31, 39, 11, 13, 48, 50, 30, 38, 13, 17, 1, 44, 41, 33, 28, 12, 6, 4, 35, 4, 31, 18, 5, 12, 41, 48, 21, 50, 31, 39, 37, 31, 49, 3, 45, 24, 16, 34, 45, 12, 15, 25, 33, 26, 50, 44, 35, 18, 26, 34, 39, 23, 35, 11, 1, 0, 35, 34, 40, 27, 28, 16, 6, 3, 20, 50, 26, 39, 30, 25, 6, 43, 37, 16, 47, 21, 24, 48, 23, 18, 27, 0, 7, 43, 12, 40, 21, 31, 45, 4, 19, 21, 1, 18, 17, 38, 35, 33, 44, 28, 22, 26, 15, 2, 16, 15]
[28, 34, 33, 15, 43, 40, 23, 31, 28, 28, 41, 5, 49, 47, 3, 10, 40, 4, 5, 36, 31, 43, 40, 33, 9, 8, 20, 11, 0, 8, 21, 49, 34, 24, 3, 16, 21, 40, 11, 24, 32, 19, 24, 0, 50, 36, 10, 41, 43, 42, 12, 10, 28, 36, 24, 7, 15, 9, 16, 4, 2, 26, 25, 31, 14, 47, 24, 17, 7, 40, 29, 10, 26, 38, 32, 37, 38, 10, 17, 11, 35, 4, 30, 32, 19, 33, 44, 11, 22, 28, 23, 42, 2, 29, 14, 19, 23, 33, 48, 32, 20, 50, 28, 23, 48, 29, 48, 44, 25, 7, 28, 22, 18, 15, 22, 8, 16, 16, 27, 10, 38, 32, 20, 19, 9, 15, 44, 45, 19, 37, 28, 50, 15, 15, 13, 15, 9, 6, 48, 11, 42, 14, 35, 21, 41, 34, 29, 11, 29, 37, 42]
[15, 47, 11, 41, 35, 32, 30, 27, 13, 18, 7, 22, 42, 7, 45, 50, 14, 11, 49, 9, 4, 10, 43, 39, 40, 9, 38, 31, 8, 0, 28, 47, 39, 4, 29, 46, 33, 2, 27, 23, 6, 34, 38, 42, 28, 5, 48, 38, 31, 12, 30, 31, 10, 48, 49, 34, 44, 50, 48, 22, 40, 37, 43, 34, 40, 45, 18, 28, 8, 50, 43, 28, 21, 35, 17, 7, 21, 49, 44, 30, 41, 8, 15, 42, 11, 3, 26, 41, 13, 5, 43, 21, 9, 0, 20, 16, 34, 46, 37, 12, 17, 0, 33, 32, 50, 36, 3, 16, 12, 14, 23, 26, 22, 17, 19, 14, 25, 34, 34, 45, 18, 5, 21, 48, 20, 7, 41, 44, 13, 34, 6, 21, 36, 11, 30, 21, 39, 17, 18, 4, 43, 46, 35, 23, 23, 2, 47, 37, 41, 18, 41]
