N1,N2,...,Nx
[2, 0, 2, 37, 22, 26, 8, 27, 6, 10, 0, 12, 2, 38, 14, 45, 26, 12, 6, 19, 10, 11, 24, 18, 0, 1, 21, 5, 27, 22, 45, 42, 19, 42, 33, 21, 5, 5, 2, 25, 13, 21, 2, 27, 48, 35, 23, 20, 6, 33, 22, 10, 46, 34, 27, 28, 22, 28, 31, 46, 26, 21, 1, 8, 12, 28, 48, 32, 40, 27, 0, 4, 13, 44, 47, 26, 44, 49, 35, 3, 49, 44, 35, 19, 47, 40, 12, 23, 22]
[50, 19, 31, 9, 21, 22, 3, 2, 31, 13, 12, 0, 12, 50, 29, 21, 10, 39, 9, 24, 19, 32, 36, 20, 30, 28, 10, 44, 46, 25, 6, 16, 38, 29, 44, 48, 14, 17, 42, 0, 49, 30, 34, 11, 38, 40, 37, 13, 28, 44, 32, 18, 15, 29, 35, 42, 20, 0, 27, 13, 44, 23, 4, 11, 22, 7, 1, 0, 29, 28, 50, 5, 30, 2, 7, 25, 46, 44, 35, 22, 34, 3, 28, 30, 26, 31, 24, 28, 46]
[50, 0, 39, 38, 27, 39, 34, 17, 37, 1, 2, 12, 0, 39, 41, 42, 32, 32, 21, 23, 7, 6, 29, 28, 37, 13, 21, 11, 18, 50, 46, 32, 18, 37, 22, 5, 50, 36, 20, 43, 49, 19, 28, 17, 8, 50, 36, 25, 25, 20, 15, 23, 50, 19, 38, 26, 12, 27, 36, 30, 8, 18, 37, 24, 49, 14, 36, 11, 38, 49, 49, 4, 17, 38, 42, 8, 3, 0, 6, 45, 25, 26, 40, 45, 23, 6, 45, 15, 47]
[5, 5, 10, 31, 4, 10, 33, 14, 46, 24, 38, 50, 39, 0, 40, 29, 31, 8, 41, 19, 32, 4, 23, 50, 43, 44, 47, 35, 21, 40, 13, 10, 19, 48, 48, 45, 22, 35, 6, 5, 38, 41, 17, 33, 8, 4, 38, 13, 37, 5, 40, 25, 50, 32, 21, 38, 4, 29, 47, 23, 23, 5, 22, 22, 49, 13, 43, 47, 30, 32, 1, 38, 19, 27, 38, 35, 10, 24, 20, 21, 36, 18, 50, 17, 46, 18, 12, 33, 20]
[37, 39, 17, 45, 28, 42, 38, 18, 24, 19, 14, 29, 41, 40, 0, 49, 2, 37, 23, 32, 29, 21, 25, 27, 18, 13, 4, 47, 40, 49, 38, 3, 4, 17, 34, 45, 22, 34, 26, 46, 25, 4, 9, 20, 13, 15, 17, 22, 26, 23, 3, 49, 31, 40, 30, 39, 14, 35, 44, 15, 7, 32, 2, 3, 4, 19, 45, 22, 20, 13, 6, 27, 31, 24, 16, 23, 44, 9, 25, 9, 4, 49, 13, 19, 2, 33, 5, 35, 40]
[8, 45, 33, 16, 19, 39, 38, 25, 30, 49, 45, 21, 42, 29, 49, 0, 38, 49, 21, 38, 46, 48, 10, 8, 36, 7, 28, 13, 33, 21, 28, 25, 40, 9, 26, 27, 37, 49, 23, 20, 5, 14, 20, 32, 13, 37, 17, 35, 32, 25, 28, 46, 25, 15, 16, 32, 19, 36, 45, 35, 1, 26, 6, 50, 44, 36, 4, 20, 43, 33, 10, 36, 8, 49, 17, 5, 47, 2, 39, 25, 14, 42, 32, 26, 15, 19, 42, 16, 30]
[15, 42, 8, 3, 21, 21, 15, 45, 5, 29, 26, 10, 32, 31, 2, 38, 0, 4, 12, 27, 31, 44, 25, 39, 7, 32, 8, 2, 21, 6, 0, 14, 19, 9, 32, 50, 28, 42, 22, 29, 50, 27, 31, 40, 41, 33, 43, 40, 18, 28, 6, 42, 43, 2, 39, 5, 38, 17, 2, 39, 41, 2, 16, 25, 46, 9, 13, 48, 42, 21, 12, 21, 6, 40, 30, 0, 44, 19, 15, 4, 3, 42, 13, 47, 17, 31, 49, 0, 9]
[5, 8, 10, 21, 38, 42, 34, 41, 40, 0, 12, 39, 32, 8, 37, 49, 4, 0, 10, 34, 17, 39, 5, 5, 20, 6, 17, 24, 45, 37, 33, 45, 40, 32, 45, 4, 24, 47, 36, 31, 35, 17, 29, 19, 28, 36, 34, 39, 31, 43, 17, 37, 30, 6, 32, 37, 44, 41, 7, 46, 33, 33, 13, 35, 40, 5, 26, 34, 18, 33, 19, 26, 18, 0, 8, 37, 8, 13, 43, 35, 46, 7, 8, 40, 13, 47, 5, 16, 21]
[0, 39, 27, 9, 18, 37, 38, 43, 15, 27, 6, 9, 21, 41, 23, 21, 12, 10, 0, 47, 31, 27, 0, 23, 10, 25, 25, 39, 0, 50, 24, 18, 25, 16, 33, 2, 33, 44, 45, 22, 38, 40, 20, 1, 47, 30, 35, 21, 8, 33, 16, 15, 39, 5, 8, 50, 32, 32, 38, 50, 46, 16, 13, 19, 18, 38, 3, 36, 9, 8, 20, 23, 26, 37, 7, 28, 24, 2, 21, 41, 40, 10, 22, 24, 46, 35, 13, 26, 19]
[21, 29, 40, 39, 27, 8, 46, 9, 47, 1, 19, 24, 23, 19, 32, 38, 27, 34, 47, 0, 22, 35, 39, 13, 32, 32, 50, 11, 20, 50, 18, 28, 23, 28, 34, 5, 5, 50, 12, 9, 38, 20, 8, 37, 14, 26, 27, 4, 1, 4, 39, 2, 10, 30, 11, 15, 13, 2, 41, 21, 7, 1, 3, 43, 25, 12, 46, 11, 43, 23, 14, 44, 0, 5, 9, 11, 24, 41, 28, 45, 32, 3, 23, 10, 36, 27, 23, 20, 20]
[3, 14, 11, 10, 27, 24, 38, 14, 40, 7, 10, 19, 7, 32, 29, 46, 31, 17, 31, 22, 0, 41, 18, 11, 3, 30, 24, 34, 3, 49, 21, 22, 11, 17, 41, 24, 27, 19, 20, 31, 0, 46, 4, 15, 4, 41, 11, 0, 30, 31, 38, 43, 25, 12, 13, 50, 24, 2, 9, 36, 34, 46, 49, 36, 44, 31, 17, 15, 36, 16, 30, 20, 23, 29, 41, 49, 12, 24, 6, 34, 29, 1, 16, 30, 26, 48, 32, 38, 26]
[21, 22, 17, 2, 42, 10, 44, 41, 28, 3, 11, 32, 6, 4, 21, 48, 44, 39, 27, 35, 41, 0, 22, 31, 39, 2, 45, 43, 17, 39, 1, 0, 6, 37, 42, 50, 48, 8, 12, 17, 14, 31, 20, 10, 35, 22, 47, 20, 26, 48, 14, 3, 40, 2, 37, 46, 19, 26, 21, 43, 31, 9, 29, 11, 28, 5, 7, 7, 49, 33, 31, 41, 17, 42, 24, 34, 6, 30, 42, 42, 42, 44, 5, 45, 35, 40, 46, 29, 15]
[32, 50, 28, 10, 22, 11, 22, 40, 14, 34, 24, 36, 29, 23, 25, 10, 25, 5, 0, 39, 18, 22, 0, 2, 43, 41, 45, 50, 39, 12, 32, 44, 27, 35, 50, 6, 8, 8, 29, 38, 15, 20, 44, 36, 36, 44, 15, 42, 20, 25, 40, 15, 45, 47, 20, 36, 39, 22, 7, 50, 44, 43, 33, 24, 37, 29, 14, 9, 16, 49, 14, 21, 29, 50, 10, 37, 43, 1, 44, 20, 46, 27, 23, 44, 34, 24, 7, 22, 45]
[49, 24, 11, 1, 48, 38, 28, 22, 18, 41, 18, 20, 28, 50, 27, 8, 39, 5, 23, 13, 11, 31, 2, 0, 31, 33, 32, 6, 42, 5, 33, 14, 16, 7, 1, 47, 37, 7, 46, 20, 43, 22, 14, 16, 41, 46, 42, 26, 0, 11, 0, 8, 41, 17, 5, 29, 16, 31, 45, 27, 47, 8, 40, 11, 3, 23, 28, 28, 17, 5, 19, 1, 0, 17, 15, 8, 12, 47, 7, 28, 1, 17, 24, 33, 30, 25, 44, 28, 39]
[24, 19, 37, 1, 8, 28, 29, 29, 50, 4, 0, 30, 37, 43, 18, 36, 7, 20, 10, 32, 3, 39, 43, 31, 0, 21, 25, 12, 21, 12, 40, 7, 7, 22, 32, 19, 19, 45, 47, 4, 26, 11, 37, 3, 9, 13, 37, 29, 45, 28, 43, 38, 40, 50, 42, 11, 28, 30, 7, 0, 40, 33, 33, 43, 35, 6, 46, 47, 47, 15, 40, 3, 27, 43, 2, 30, 2, 5, 15, 34, 41, 6, 41, 21, 45, 31, 25, 35, 10]
[44, 14, 39, 41, 10, 6, 25, 14, 45, 12, 1, 28, 13, 44, 13, 7, 32, 6, 25, 32, 30, 2, 41, 33, 21, 0, 21, 24, 18, 29, 15, 28, 48, 45, 4, 7, 35, 26, 46, 30, 15, 12, 12, 20, 8, 20, 36, 10, 9, 21, 42, 1, 42, 21, 20, 0, 32, 5, 15, 32, 50, 40, 12, 25, 27, 22, 46, 13, 4, 28, 12, 17, 23, 36, 33, 4, 12, 32, 47, 35, 12, 8, 20, 25, 30, 5, 27, 48, 1]
[50, 4, 35, 15, 42, 4, 50, 31, 42, 23, 21, 10, 21, 47, 4, 28, 8, 17, 25, 50, 24, 45, 45, 32, 25, 21, 0, 10, 29, 38, 49, 18, 46, 41, 8, 50, 7, 44, 14, 27, 42, 25, 20, 46, 23, 24, 26, 33, 23, 21, 0, 24, 47, 50, 11, 0, 36, 8, 35, 17, 37, 26, 0, 3, 22, 42, 12, 43, 33, 3, 46, 0, 22, 41, 44, 40, 2, 45, 3, 40, 34, 18, 31, 45, 33, 43, 39, 48, 5]
[26, 34, 23, 3, 21, 19, 5, 40, 16, 14, 5, 44, 11, 35, 47, 13, 2, 24, 39, 11, 34, 43, 50, 6, 12, 24, 10, 0, 46, 15, 49, 36, 10, 41, 6, 13, 42, 4, 5, 45, 40, 37, 20, 27, 10, 4, 34, 40, 16, 9, 27, 34, 45, 5, 7, 41, 39, 18, 14, 9, 32, 50, 11, 13, 33, 43, 40, 11, 36, 34, 9, 26, 42, 45, 42, 30, 8, 28, 0, 34, 12, 12, 4, 13, 19, 19, 12, 37, 43]
[9, 31, 47, 18, 9, 32, 22, 48, 34, 11, 27, 46, 18, 21, 40, 33, 21, 45, 0, 20, 3, 17, 39, 42, 21, 18, 29, 46, 0, 41, 31, 31, 16, 33, 23, 39, 40, 16, 39, 16, 48, 25, 18, 7, 44, 40, 35, 37, 25, 20, 15, 46, 48, 44, 43, 27, 42, 9, 44, 33, 30, 15, 21, 9, 1, 41, 43, 38, 7, 38, 43, 17, 1, 30, 9, 46, 24, 14, 24, 20, 21, 38, 15, 16, 9, 43, 11, 5, 31]
[31, 44, 33, 41, 32, 0, 28, 13, 7, 41, 22, 25, 50, 40, 49, 21, 6, 37, 50, 50, 49, 39, 12, 5, 12, 29, 38, 15, 41, 0, 10, 26, 28, 8, 28, 21, 10, 45, 36, 32, 34, 1, 33, 33, 23, 10, 4, 49, 3, 43, 48, 1, 35, 39, 34, 0, 10, 3, 27, 48, 32, 43, 47, 3, 32, 27, 0, 19, 42, 17, 41, 35, 21, 50, 15, 4, 21, 44, 44, 0, 9, 0, 49, 45, 13, 18, 20, 40, 28]
[44, 16, 29, 23, 29, 1, 50, 40, 21, 23, 45, 6, 46, 13, 38, 28, 0, 33, 24, 18, 21, 1, 32, 33, 40, 15, 49, 49, 31, 10, 0, 0, 24, 24, 13, 5, 29, 30, 23, 27, 13, 29, 38, 3, 33, 46, 34, 40, 12, 11, 0, 7, 31, 39, 7, 28, 1, 15, 17, 21, 22, 35, 11, 2, 18, 22, 41, 28, 47, 32, 44, 47, 13, 49, 26, 24, 7, 50, 20, 29, 48, 40, 11, 40, 17, 6, 46, 33, 33]
[8, 9, 40, 8, 11, 47, 22, 13, 7, 4, 42, 16, 32, 10, 3, 25, 14, 45, 18, 28, 22, 0, 44, 14, 7, 28, 18, 36, 31, 26, 0, 0, 35, 49, 38, 46, 29, 14, 13, 25, 5, 47, 20, 28, 21, 21, 18, 12, 47, 33, 12, 46, 45, 24, 29, 47, 27, 9, 45, 18, 9, 30, 17, 46, 44, 10, 1, 24, 7, 27, 0, 37, 30, 24, 48, 35, 6, 30, 1, 32, 50, 45, 23, 4, 41, 9, 24, 12, 50]
[8, 22, 28, 26, 25, 45, 50, 2, 49, 24, 19, 38, 18, 19, 4, 40, 19, 40, 25, 23, 11, 6, 27, 16, 7, 48, 46, 10, 16, 28, 24, 35, 0, 35, 34, 11, 45, 42, 27, 29, 30, 13, 23, 9, 31, 9, 28, 41, 0, 39, 5, 22, 7, 28, 14, 36, 39, 44, 4, 31, 2, 9, 30, 36, 2, 34, 34, 20, 35, 47, 29, 6, 25, 7, 46, 34, 5, 16, 20, 15, 46, 35, 24, 37, 18, 37, 29, 35, 41]
[26, 34, 23, 14, 32, 14, 16, 19, 33, 43, 42, 29, 37, 48, 17, 9, 9, 32, 16, 28, 17, 37, 35, 7, 22, 45, 41, 41, 33, 8, 24, 49, 35, 0, 28, 12, 23, 25, 25, 10, 0, 23, 30, 47, 24, 0, 27, 7, 8, 29, 3, 9, 6, 24, 6, 18, 36, 12, 7, 25, 2, 2, 20, 14, 22, 35, 37, 22, 23, 20, 37, 40, 42, 18, 13, 7, 13, 23, 36, 43, 49, 30, 8, 37, 24, 36, 48, 47, 18]
[8, 31, 24, 5, 0, 9, 45, 15, 47, 35, 33, 44, 22, 48, 34, 26, 32, 45, 33, 34, 41, 42, 50, 1, 32, 4, 8, 6, 23, 28, 13, 38, 34, 28, 0, 2, 31, 10, 35, 2, 0, 44, 40, 37, 43, 7, 14, 46, 34, 18, 23, 42, 28, 14, 3, 9, 7, 49, 20, 48, 42, 2, 1, 38, 32, 42, 40, 47, 43, 36, 19, 14, 10, 5, 43, 34, 13, 21, 20, 43, 4, 5, 36, 2, 10, 38, 42, 11, 35]
[12, 33, 17, 5, 13, 26, 42, 50, 26, 49, 21, 48, 5, 45, 45, 27, 50, 4, 2, 5, 24, 50, 6, 47, 19, 7, 50, 13, 39, 21, 5, 46, 11, 12, 2, 0, 27, 46, 0, 45, 43, 25, 14, 37, 48, 13, 0, 8, 14, 36, 35, 36, 7, 21, 5, 16, 23, 24, 21, 49, 16, 4, 46, 5, 49, 42, 36, 5, 23, 3, 42, 39, 39, 20, 43, 49, 26, 23, 48, 11, 30, 13, 37, 13, 41, 5, 8, 28, 4]
[16, 45, 10, 50, 24, 30, 25, 16, 41, 34, 5, 14, 50, 22, 22, 37, 28, 24, 33, 5, 27, 48, 8, 37, 19, 35, 7, 42, 40, 10, 29, 29, 45, 23, 31, 27, 0, 16, 47, 27, 10, 12, 13, 45, 27, 18, 48, 23, 28, 10, 48, 39, 16, 37, 34, 36, 13, 35, 13, 2, 48, 37, 36, 49, 42, 16, 37, 37, 41, 19, 34, 41, 1, 26, 47, 40, 32, 23, 3, 34, 2, 28, 28, 23, 3, 31, 37, 40, 36]
[45, 11, 49, 33, 3, 22, 10, 3, 8, 15, 5, 17, 36, 35, 34, 49, 42, 47, 44, 50, 19, 8, 8, 7, 45, 26, 44, 4, 16, 45, 30, 14, 42, 25, 10, 46, 16, 0, 25, 19, 8, 30, 34, 16, 33, 6, 6, 7, 33, 46, 47, 36, 14, 34, 7, 32, 22, 24, 48, 4, 39, 7, 43, 34, 0, 45, 19, 27, 44, 23, 37, 1, 2, 10, 13, 36, 36, 4, 38, 32, 18, 49, 23, 13, 23, 39, 1, 8, 30]
[36, 40, 16, 6, 20, 16, 6, 32, 0, 41, 2, 42, 20, 6, 26, 23, 22, 36, 45, 12, 20, 12, 29, 46, 47, 46, 14, 5, 39, 36, 23, 13, 27, 25, 35, 0, 47, 25, 0, 8, 12, 25, 15, 34, 26, 36, 23, 46, 12, 39, 34, 33, 31, 1, 17, 34, 43, 7, 8, 45, 6, 17, 10, 20, 11, 34, 32, 33, 17, 41, 28, 13, 32, 25, 48, 11, 14, 2, 12, 48, 15, 43, 25, 13, 36, 41, 22, 23, 27]
[24, 21, 44, 8, 7, 26, 15, 49, 42, 7, 25, 0, 43, 5, 46, 20, 29, 31, 22, 9, 31, 17, 38, 20, 4, 30, 27, 45, 16, 32, 27, 25, 29, 10, 2, 45, 27, 19, 8, 0, 44, 8, 32, 24, 22, 34, 7, 18, 20, 3, 40, 18, 30, 1, 7, 31, 23, 20, 48, 39, 27, 46, 13, 2, 32, 25, 11, 9, 39, 4, 34, 18, 1, 39, 40, 26, 44, 47, 36, 15, 0, 15, 43, 48, 38, 32, 24, 46, 6]
[43, 16, 3, 3, 36, 3, 49, 16, 0, 1, 13, 49, 49, 38, 25, 5, 50, 35, 38, 38, 0, 14, 15, 43, 26, 15, 42, 40, 48, 34, 13, 5, 30, 0, 0, 43, 10, 8, 12, 44, 0, 38, 13, 40, 30, 23, 31, 36, 38, 36, 36, 43, 44, 12, 14, 27, 32, 29, 34, 47, 14, 44, 21, 27, 50, 25, 50, 12, 14, 13, 5, 5, 48, 18, 11, 39, 36, 47, 41, 11, 19, 39, 49, 50, 1, 1, 26, 15, 0]
[2, 29, 45, 9, 28, 2, 34, 2, 28, 29, 21, 30, 19, 41, 4, 14, 27, 17, 40, 20, 46, 31, 20, 22, 11, 12, 25, 37, 25, 1, 29, 47, 13, 23, 44, 25, 12, 30, 25, 8, 38, 0, 10, 0, 39, 24, 38, 29, 49, 13, 12, 14, 39, 31, 27, 19, 5, 47, 39, 35, 37, 34, 9, 32, 49, 14, 47, 46, 50, 33, 11, 23, 5, 15, 13, 44, 7, 40, 17, 45, 41, 38, 12, 7, 7, 28, 0, 16, 41]
[44, 46, 35, 31, 5, 42, 32, 17, 48, 36, 2, 34, 28, 17, 9, 20, 31, 29, 20, 8, 4, 20, 44, 14, 37, 12, 20, 20, 18, 33, 38, 20, 23, 30, 40, 14, 13, 34, 15, 32, 13, 10, 0, 35, 6, 28, 37, 4, 32, 13, 43, 10, 7, 10, 34, 20, 24, 41, 7, 14, 40, 46, 48, 50, 23, 21, 46, 10, 19, 23, 30, 2, 7, 37, 31, 35, 38, 24, 24, 32, 10, 9, 27, 48, 25, 10, 4, 10, 25]
[26, 31, 48, 3, 6, 6, 30, 47, 0, 47, 27, 11, 17, 33, 20, 32, 40, 19, 1, 37, 15, 10, 36, 16, 3, 20, 46, 27, 7, 33, 3, 28, 9, 47, 37, 37, 45, 16, 34, 24, 40, 0, 35, 0, 33, 33, 29, 37, 12, 8, 34, 50, 0, 12, 46, 13, 8, 6, 26, 9, 27, 37, 46, 34, 50, 48, 38, 47, 14, 38, 45, 41, 39, 47, 29, 47, 47, 47, 4, 25, 37, 11, 46, 20, 16, 8, 8, 15, 1]
[10, 33, 49, 45, 45, 10, 27, 45, 17, 13, 48, 38, 8, 8, 13, 13, 41, 28, 47, 14, 4, 35, 36, 41, 9, 8, 23, 10, 44, 23, 33, 21, 31, 24, 43, 48, 27, 33, 26, 22, 30, 39, 6, 33, 0, 22, 7, 40, 38, 32, 32, 16, 24, 40, 41, 40, 50, 45, 26, 8, 36, 34, 36, 49, 3, 32, 0, 34, 41, 29, 22, 3, 10, 17, 11, 42, 21, 11, 13, 29, 7, 26, 14, 41, 16, 23, 7, 25, 29]
[0, 15, 37, 25, 37, 49, 12, 17, 43, 26, 35, 40, 50, 4, 15, 37, 33, 36, 30, 26, 41, 22, 44, 46, 13, 20, 24, 4, 40, 10, 46, 21, 9, 0, 7, 13, 18, 6, 36, 34, 23, 24, 28, 33, 22, 0, 28, 2, 7, 30, 13, 30, 32, 14, 16, 9, 42, 22, 41, 12, 13, 3, 2, 46, 12, 3, 14, 23, 28, 30, 22, 0, 24, 49, 50, 49, 34, 28, 26, 32, 49, 26, 25, 5, 4, 49, 45, 8, 27]
[29, 9, 22, 8, 18, 9, 6, 20, 43, 46, 23, 37, 36, 38, 17, 17, 43, 34, 35, 27, 11, 47, 15, 42, 37, 36, 26, 34, 35, 4, 34, 18, 28, 27, 14, 0, 48, 6, 23, 7, 31, 38, 37, 29, 7, 28, 0, 26, 6, 19, 20, 15, 38, 18, 17, 2, 42, 28, 38, 33, 1, 25, 3, 37, 30, 25, 42, 24, 2, 7, 16, 25, 38, 31, 32, 44, 35, 15, 35, 45, 37, 34, 4, 13, 43, 19, 8, 2, 40]
[6, 3, 45, 32, 37, 17, 17, 38, 37, 5, 20, 13, 25, 13, 22, 35, 40, 39, 21, 4, 0, 20, 42, 26, 29, 10, 33, 40, 37, 49, 40, 12, 41, 7, 46, 8, 23, 7, 46, 18, 36, 29, 4, 37, 40, 2, 26, 0, 46, 28, 16, 44, 1, 26, 50, 30, 38, 2, 46, 37, 0, 47, 6, 3, 22, 44, 12, 38, 29, 39, 13, 22, 8, 7, 43, 41, 37, 45, 33, 15, 2, 18, 9, 27, 20, 23, 30, 39, 50]
[46, 31, 7, 35, 44, 2, 17, 0, 8, 43, 6, 28, 25, 37, 26, 32, 18, 31, 8, 1, 30, 26, 20, 0, 45, 9, 23, 16, 25, 3, 12, 47, 0, 8, 34, 14, 28, 33, 12, 20, 38, 49, 32, 12, 38, 7, 6, 46, 0, 25, 7, 38, 15, 9, 40, 17, 5, 34, 1, 45, 45, 14, 5, 46, 7, 40, 7, 23, 25, 47, 26, 21, 44, 37, 5, 49, 15, 12, 43, 37, 42, 44, 34, 44, 9, 37, 7, 39, 24]
[42, 33, 39, 17, 44, 7, 27, 16, 13, 26, 33, 44, 20, 5, 23, 25, 28, 43, 33, 4, 31, 48, 25, 11, 28, 21, 21, 9, 20, 43, 11, 33, 39, 29, 18, 36, 10, 46, 39, 3, 36, 13, 13, 8, 32, 30, 19, 28, 25, 0, 45, 48, 31, 49, 49, 42, 33, 24, 33, 25, 46, 30, 23, 18, 3, 29, 15, 38, 39, 10, 21, 4, 24, 23, 27, 31, 42, 33, 40, 31, 9, 44, 0, 29, 41, 4, 5, 2, 26]
[7, 37, 30, 49, 47, 13, 33, 31, 43, 22, 22, 32, 15, 40, 3, 28, 6, 17, 16, 39, 38, 14, 40, 0, 43, 42, 0, 27, 15, 48, 0, 12, 5, 3, 23, 35, 48, 47, 34, 40, 36, 12, 43, 34, 32, 13, 20, 16, 7, 45, 0, 31, 1, 23, 27, 29, 31, 27, 40, 36, 33, 12, 28, 38, 43, 45, 35, 3, 28, 17, 21, 47, 34, 12, 32, 4, 41, 26, 15, 50, 3, 33, 32, 14, 20, 39, 42, 39, 43]
[32, 17, 41, 35, 4, 32, 27, 30, 49, 40, 10, 18, 23, 25, 49, 46, 42, 37, 15, 2, 43, 3, 15, 8, 38, 1, 24, 34, 46, 1, 7, 46, 22, 9, 42, 36, 39, 36, 33, 18, 43, 14, 10, 50, 16, 30, 15, 44, 38, 48, 31, 0, 14, 2, 15, 30, 23, 15, 16, 36, 15, 4, 13, 49, 11, 12, 36, 19, 17, 11, 33, 27, 49, 50, 43, 29, 20, 24, 46, 25, 17, 29, 1, 41, 26, 21, 46, 12, 12]
