N1,N2,...,Nx
[22, 16, 21, 11, 46, 15, 43, 13, 6, 34, 18, 13, 0, 31, 25, 33, 0, 34, 12, 50, 25, 48, 38, 26, 20, 27, 26, 23, 34, 24, 12, 20, 4, 36, 27, 29, 5, 48, 37, 30, 36, 44, 35, 24, 8, 49, 26, 22, 5, 9, 3]
[12, 44, 47, 23, 0, 48, 38, 13, 39, 8, 35, 37, 39, 17, 45, 1, 34, 0, 27, 22, 33, 8, 35, 5, 7, 20, 43, 12, 8, 24, 8, 8, 2, 25, 1, 41, 5, 22, 15, 31, 21, 8, 23, 40, 43, 24, 17, 38, 18, 14, 7]
[16, 3, 11, 41, 4, 21, 46, 28, 39, 6, 45, 33, 3, 17, 12, 8, 12, 27, 0, 4, 0, 49, 28, 22, 31, 35, 7, 6, 39, 3, 0, 3, 24, 28, 33, 30, 31, 41, 0, 26, 12, 26, 20, 12, 9, 21, 35, 38, 15, 42, 26]
[32, 25, 33, 43, 10, 44, 22, 18, 37, 36, 6, 33, 8, 49, 0, 3, 50, 22, 4, 0, 26, 50, 26, 12, 28, 35, 25, 9, 3, 12, 46, 12, 8, 21, 47, 47, 5, 12, 48, 14, 1, 34, 7, 4, 36, 2, 1, 4, 1, 38, 33]
[13, 33, 30, 38, 33, 22, 9, 1, 44, 47, 8, 17, 19, 15, 33, 17, 25, 33, 0, 26, 0, 15, 23, 47, 2, 27, 46, 38, 36, 4, 9, 45, 40, 31, 4, 44, 5, 17, 39, 44, 1, 15, 48, 41, 50, 19, 37, 6, 23, 50, 6]
[30, 5, 4, 42, 19, 18, 33, 24, 48, 9, 33, 30, 41, 15, 38, 7, 48, 8, 49, 50, 15, 0, 14, 35, 13, 0, 43, 34, 24, 27, 49, 18, 33, 17, 2, 42, 38, 11, 13, 23, 10, 27, 29, 4, 4, 21, 49, 8, 6, 25, 27]
[15, 49, 22, 41, 5, 8, 9, 22, 8, 42, 19, 4, 21, 23, 37, 25, 38, 35, 28, 26, 23, 14, 0, 44, 10, 14, 27, 20, 41, 15, 31, 7, 2, 34, 1, 25, 26, 37, 5, 0, 36, 48, 37, 22, 35, 19, 29, 49, 16, 40, 46]
[35, 34, 47, 27, 17, 29, 14, 1, 35, 40, 38, 24, 47, 37, 19, 32, 26, 5, 22, 12, 47, 35, 44, 0, 39, 1, 36, 36, 24, 46, 45, 29, 7, 1, 35, 6, 24, 9, 2, 36, 34, 15, 6, 41, 50, 0, 46, 16, 13, 25, 40]
[39, 1, 41, 26, 26, 6, 44, 23, 0, 13, 32, 17, 36, 43, 6, 4, 20, 7, 31, 28, 2, 13, 10, 39, 0, 18, 0, 41, 15, 22, 0, 8, 31, 33, 16, 38, 37, 5, 0, 29, 12, 4, 6, 49, 9, 44, 5, 32, 38, 43, 9]
[2, 48, 25, 8, 16, 47, 29, 34, 29, 46, 48, 22, 4, 5, 9, 7, 27, 20, 35, 35, 27, 0, 14, 1, 18, 0, 35, 32, 13, 44, 1, 43, 49, 31, 33, 21, 30, 4, 23, 11, 45, 48, 26, 22, 22, 25, 35, 49, 34, 30, 33]
[7, 6, 0, 40, 44, 41, 31, 25, 36, 3, 33, 30, 1, 15, 7, 34, 26, 43, 7, 25, 46, 43, 27, 36, 0, 35, 0, 18, 14, 36, 23, 45, 43, 6, 35, 21, 34, 30, 29, 2, 50, 17, 50, 15, 22, 36, 44, 18, 16, 32, 37]
[37, 11, 19, 7, 35, 8, 3, 26, 23, 33, 49, 36, 33, 50, 40, 35, 23, 12, 6, 9, 38, 34, 20, 36, 41, 32, 18, 0, 3, 11, 28, 27, 17, 41, 35, 1, 10, 28, 35, 24, 12, 33, 44, 23, 48, 19, 20, 32, 0, 38, 7]
[8, 12, 10, 32, 36, 13, 38, 3, 18, 3, 26, 11, 28, 9, 9, 0, 34, 8, 39, 3, 36, 24, 41, 24, 15, 13, 14, 3, 0, 29, 33, 13, 2, 43, 17, 11, 29, 18, 41, 49, 12, 2, 44, 47, 46, 19, 42, 30, 47, 23, 37]
[25, 47, 8, 16, 49, 43, 32, 5, 27, 45, 2, 9, 48, 2, 15, 26, 24, 24, 3, 12, 4, 27, 15, 46, 22, 44, 36, 11, 29, 0, 5, 46, 33, 44, 33, 17, 13, 30, 14, 19, 13, 14, 27, 48, 47, 50, 28, 27, 15, 34, 15]
[12, 28, 32, 47, 28, 15, 5, 32, 24, 5, 10, 29, 34, 29, 48, 34, 12, 8, 0, 46, 9, 49, 31, 45, 0, 1, 23, 28, 33, 5, 0, 22, 0, 34, 42, 5, 43, 41, 14, 13, 31, 2, 3, 38, 20, 20, 4, 19, 28, 34, 18]
[29, 29, 49, 42, 38, 36, 3, 30, 43, 46, 28, 33, 39, 5, 8, 21, 20, 8, 3, 12, 45, 18, 7, 29, 8, 43, 45, 27, 13, 46, 22, 0, 34, 40, 40, 2, 36, 15, 46, 36, 26, 50, 42, 21, 0, 33, 31, 49, 38, 36, 1]
[47, 29, 15, 45, 42, 8, 23, 17, 44, 47, 5, 12, 0, 8, 44, 14, 4, 2, 24, 8, 40, 33, 2, 7, 31, 49, 43, 17, 2, 33, 0, 34, 0, 31, 15, 2, 10, 21, 12, 25, 1, 24, 38, 22, 19, 26, 49, 13, 29, 21, 48]
[25, 14, 31, 29, 28, 25, 13, 29, 36, 23, 15, 4, 5, 10, 14, 39, 36, 25, 28, 21, 31, 17, 34, 1, 33, 31, 6, 41, 43, 44, 34, 40, 31, 0, 27, 26, 27, 31, 39, 24, 12, 15, 9, 31, 5, 14, 30, 16, 5, 7, 39]
[34, 4, 48, 12, 11, 22, 4, 44, 33, 49, 30, 49, 42, 48, 33, 27, 27, 1, 33, 47, 4, 2, 1, 35, 16, 33, 35, 35, 17, 33, 42, 40, 15, 27, 0, 31, 11, 17, 24, 24, 33, 13, 12, 8, 0, 27, 40, 43, 15, 18, 5]
[29, 40, 46, 30, 37, 30, 19, 4, 43, 22, 28, 32, 48, 36, 35, 33, 29, 41, 30, 47, 44, 42, 25, 6, 38, 21, 21, 1, 11, 17, 5, 2, 2, 26, 31, 0, 28, 26, 22, 6, 26, 15, 21, 2, 28, 15, 28, 37, 13, 20, 5]
[15, 24, 20, 19, 47, 41, 18, 37, 21, 8, 30, 0, 18, 12, 11, 10, 5, 5, 31, 5, 5, 38, 26, 24, 37, 30, 34, 10, 29, 13, 43, 36, 10, 27, 11, 28, 0, 24, 34, 44, 29, 35, 40, 39, 25, 8, 3, 47, 46, 7, 8]
[1, 15, 2, 26, 43, 11, 43, 39, 39, 14, 3, 8, 14, 36, 23, 11, 48, 22, 41, 12, 17, 11, 37, 9, 5, 4, 30, 28, 18, 30, 41, 15, 21, 31, 17, 26, 24, 0, 7, 0, 8, 23, 4, 39, 33, 14, 0, 29, 14, 11, 42]
[43, 46, 36, 29, 4, 25, 34, 42, 28, 25, 31, 5, 32, 8, 3, 37, 37, 15, 0, 48, 39, 13, 5, 2, 0, 23, 29, 35, 41, 14, 14, 46, 12, 39, 24, 22, 34, 7, 0, 8, 35, 15, 9, 50, 18, 21, 21, 48, 45, 44, 35]
[7, 13, 29, 29, 37, 4, 28, 17, 9, 20, 11, 30, 10, 50, 20, 37, 30, 31, 26, 14, 44, 23, 0, 36, 29, 11, 2, 24, 49, 19, 13, 36, 25, 24, 24, 6, 44, 0, 8, 0, 4, 28, 37, 4, 12, 21, 19, 12, 39, 10, 36]
[26, 13, 12, 6, 38, 16, 16, 42, 20, 16, 14, 44, 1, 6, 2, 14, 36, 21, 12, 1, 1, 10, 36, 34, 12, 45, 50, 12, 12, 13, 31, 26, 1, 12, 33, 26, 29, 8, 35, 4, 0, 23, 9, 12, 30, 49, 16, 38, 13, 16, 26]
[12, 23, 31, 25, 50, 7, 2, 45, 45, 9, 35, 15, 11, 11, 37, 11, 44, 8, 26, 34, 15, 27, 48, 15, 4, 48, 17, 33, 2, 14, 2, 50, 24, 15, 13, 15, 35, 23, 15, 28, 23, 0, 37, 3, 10, 22, 27, 4, 22, 32, 30]
[2, 43, 0, 17, 17, 45, 26, 7, 23, 35, 5, 22, 26, 47, 42, 40, 35, 23, 20, 7, 48, 29, 37, 6, 6, 26, 50, 44, 44, 27, 3, 42, 38, 9, 12, 21, 40, 4, 9, 37, 9, 37, 0, 46, 27, 20, 45, 25, 48, 40, 48]
[4, 19, 14, 34, 31, 3, 42, 0, 48, 18, 0, 9, 7, 47, 11, 20, 24, 40, 12, 4, 41, 4, 22, 41, 49, 22, 15, 23, 47, 48, 38, 21, 22, 31, 8, 2, 39, 39, 50, 4, 12, 3, 46, 0, 30, 3, 41, 36, 22, 47, 14]
[10, 37, 24, 25, 10, 50, 40, 43, 1, 46, 44, 7, 43, 36, 44, 36, 8, 43, 9, 36, 50, 4, 35, 50, 9, 22, 22, 48, 46, 47, 20, 0, 19, 5, 0, 28, 25, 33, 18, 12, 30, 10, 27, 30, 0, 7, 49, 2, 18, 20, 5]
[24, 20, 0, 43, 41, 30, 20, 32, 4, 49, 41, 48, 31, 6, 42, 5, 49, 24, 21, 2, 19, 21, 19, 0, 44, 25, 36, 19, 19, 50, 20, 33, 26, 14, 27, 15, 8, 14, 21, 21, 49, 22, 20, 3, 7, 0, 14, 37, 34, 37, 41]
[5, 29, 16, 41, 37, 31, 47, 22, 12, 35, 38, 34, 50, 20, 16, 40, 26, 17, 35, 1, 37, 49, 29, 46, 5, 35, 44, 20, 42, 28, 4, 31, 49, 30, 40, 28, 3, 0, 21, 19, 16, 27, 45, 41, 49, 14, 0, 19, 0, 29, 4]
[18, 40, 46, 30, 7, 22, 1, 15, 25, 27, 22, 13, 48, 46, 0, 25, 22, 38, 38, 4, 6, 8, 49, 16, 32, 49, 18, 32, 30, 27, 19, 49, 13, 16, 43, 37, 47, 29, 48, 12, 38, 4, 25, 36, 2, 37, 19, 0, 4, 15, 41]
[43, 11, 38, 39, 37, 7, 0, 18, 19, 5, 23, 14, 6, 13, 30, 3, 5, 18, 15, 1, 23, 6, 16, 13, 38, 34, 16, 0, 47, 15, 28, 38, 29, 5, 15, 13, 46, 14, 45, 39, 13, 22, 48, 22, 18, 34, 0, 4, 0, 23, 37]
[10, 42, 35, 17, 10, 3, 6, 20, 0, 50, 9, 16, 8, 25, 7, 36, 9, 14, 42, 38, 50, 25, 40, 25, 43, 30, 32, 38, 23, 34, 34, 36, 21, 7, 18, 20, 7, 11, 44, 10, 16, 32, 40, 47, 20, 37, 29, 15, 23, 0, 6]
[9, 32, 9, 9, 46, 26, 20, 3, 8, 39, 17, 8, 37, 23, 37, 0, 3, 7, 26, 33, 6, 27, 46, 40, 9, 33, 37, 7, 37, 15, 18, 1, 48, 39, 5, 5, 8, 42, 35, 36, 26, 30, 48, 14, 5, 41, 4, 41, 37, 6, 0]
