N1,N2,...,Nx
[40, 4, 2, 15, 42, 17, 5, 10, 19, 21, 0, 1, 41, 13, 6, 7, 13, 18, 20, 18, 1, 35, 16, 32, 46, 44, 15, 27, 23, 26, 24, 5, 45, 39, 42, 23, 23, 32, 46, 49, 39, 36, 2, 45, 34, 39, 19, 45, 31, 7, 28, 4, 33, 12, 42, 16, 18, 24, 29, 7, 46, 26, 49, 46, 23, 17, 48, 46, 4, 4, 14, 10, 39, 27, 28, 24, 23, 37, 32, 45, 49, 41, 34, 23, 3, 1, 30, 30, 4, 7, 46, 8, 1, 29, 45, 37, 28, 30, 9, 30, 40, 10, 17, 37, 42, 0, 33, 16, 19, 50, 43, 20, 47, 49, 9, 31, 26, 5, 45, 10, 44, 42, 42, 20, 1, 37, 7, 3, 27, 17, 35, 12, 5, 47, 3, 4, 35, 45, 0, 14, 23, 20, 30, 6, 6, 32, 0, 2, 31, 17, 20, 49, 29, 41, 17, 1, 33, 40, 40, 20, 22, 17, 4, 30]
[34, 43, 42, 32, 35, 39, 42, 3, 36, 35, 1, 0, 0, 17, 39, 10, 2, 20, 28, 34, 21, 38, 10, 18, 36, 43, 25, 32, 46, 39, 18, 49, 27, 38, 15, 7, 43, 34, 50, 44, 20, 8, 4, 37, 49, 25, 43, 2, 17, 33, 5, 32, 1, 43, 8, 34, 1, 12, 24, 43, 36, 48, 5, 1, 19, 36, 22, 37, 23, 31, 18, 13, 1, 15, 2, 37, 13, 22, 26, 16, 47, 11, 21, 11, 7, 43, 37, 10, 30, 33, 7, 19, 21, 14, 21, 23, 31, 14, 35, 1, 40, 19, 40, 42, 5, 33, 36, 43, 25, 9, 50, 28, 36, 25, 16, 50, 48, 28, 2, 2, 26, 29, 12, 13, 42, 28, 9, 45, 7, 4, 0, 1, 19, 27, 49, 40, 19, 14, 26, 41, 36, 10, 16, 32, 5, 1, 22, 39, 37, 37, 13, 33, 49, 11, 29, 14, 35, 30, 20, 12, 12, 9, 25, 29]
[38, 26, 44, 36, 45, 27, 0, 41, 20, 1, 41, 0, 0, 27, 0, 44, 18, 16, 10, 42, 16, 36, 42, 38, 24, 24, 1, 11, 12, 40, 21, 11, 16, 47, 37, 50, 26, 48, 43, 36, 49, 23, 44, 40, 27, 20, 28, 48, 29, 40, 12, 4, 6, 48, 5, 38, 21, 47, 26, 5, 5, 28, 34, 1, 20, 5, 27, 6, 41, 22, 14, 4, 23, 23, 5, 45, 15, 9, 35, 0, 8, 0, 13, 23, 14, 36, 6, 21, 1, 12, 9, 38, 23, 12, 25, 25, 14, 3, 25, 18, 28, 14, 14, 16, 25, 1, 9, 36, 12, 12, 16, 47, 48, 18, 16, 45, 12, 40, 49, 1, 48, 43, 11, 39, 11, 25, 10, 45, 16, 20, 2, 3, 17, 48, 6, 32, 17, 22, 20, 8, 48, 28, 43, 17, 38, 4, 11, 30, 28, 31, 23, 36, 44, 21, 34, 3, 23, 32, 17, 22, 45, 17, 5, 39]
[10, 27, 13, 29, 16, 36, 11, 28, 0, 26, 13, 17, 27, 0, 34, 24, 42, 3, 26, 25, 20, 24, 11, 31, 43, 37, 23, 0, 47, 11, 13, 43, 44, 9, 32, 10, 44, 23, 35, 21, 28, 0, 36, 43, 27, 18, 11, 47, 32, 2, 7, 35, 46, 36, 1, 46, 43, 20, 36, 14, 38, 36, 50, 41, 44, 0, 13, 41, 28, 44, 18, 24, 18, 25, 2, 27, 48, 49, 6, 36, 15, 26, 44, 11, 14, 44, 11, 5, 18, 44, 16, 20, 9, 18, 6, 10, 35, 48, 38, 36, 50, 19, 0, 8, 50, 2, 3, 37, 15, 46, 19, 29, 37, 22, 29, 48, 0, 3, 44, 39, 30, 18, 50, 0, 18, 7, 33, 24, 24, 6, 7, 34, 45, 38, 23, 46, 18, 46, 47, 43, 41, 40, 13, 11, 43, 28, 46, 32, 9, 1, 45, 4, 29, 33, 49, 6, 30, 17, 43, 8, 28, 32, 14, 32]
[41, 10, 4, 40, 23, 34, 9, 50, 30, 20, 6, 39, 0, 34, 0, 22, 41, 35, 23, 24, 21, 26, 31, 39, 33, 41, 12, 46, 49, 9, 50, 9, 22, 21, 19, 45, 18, 17, 0, 18, 38, 50, 36, 11, 7, 0, 20, 20, 26, 10, 50, 3, 50, 32, 11, 12, 28, 8, 10, 39, 42, 40, 34, 5, 40, 1, 43, 25, 23, 23, 50, 35, 10, 36, 25, 20, 21, 39, 34, 39, 44, 15, 14, 22, 36, 19, 19, 41, 13, 0, 9, 33, 3, 18, 24, 33, 7, 33, 47, 15, 8, 9, 33, 40, 47, 25, 1, 5, 42, 17, 9, 47, 33, 17, 28, 31, 17, 47, 33, 16, 37, 1, 19, 12, 44, 19, 28, 2, 27, 29, 22, 40, 45, 3, 40, 27, 40, 32, 26, 38, 13, 13, 37, 18, 10, 6, 42, 12, 5, 38, 19, 29, 28, 26, 36, 19, 10, 11, 17, 42, 26, 6, 45, 27]
[27, 27, 29, 23, 4, 47, 8, 47, 46, 19, 7, 10, 44, 24, 22, 0, 21, 8, 48, 12, 34, 8, 46, 37, 50, 33, 14, 44, 41, 10, 37, 26, 45, 6, 31, 10, 27, 18, 35, 3, 33, 44, 28, 3, 40, 10, 3, 3, 31, 39, 27, 28, 31, 37, 23, 11, 17, 12, 3, 50, 22, 15, 40, 29, 8, 29, 0, 48, 42, 0, 33, 34, 47, 13, 39, 8, 32, 26, 17, 3, 32, 38, 29, 33, 31, 1, 33, 29, 8, 19, 44, 5, 29, 24, 2, 44, 22, 50, 37, 25, 1, 25, 49, 29, 45, 9, 38, 11, 15, 10, 31, 8, 12, 50, 37, 4, 46, 32, 38, 38, 20, 12, 35, 10, 46, 37, 49, 5, 35, 2, 29, 13, 10, 44, 28, 2, 16, 18, 33, 9, 29, 17, 32, 11, 41, 8, 45, 4, 9, 24, 14, 22, 47, 29, 21, 18, 28, 35, 45, 22, 2, 0, 42, 21]
[37, 4, 29, 8, 47, 2, 18, 30, 17, 50, 13, 2, 18, 42, 41, 21, 0, 32, 30, 33, 12, 13, 34, 13, 2, 25, 33, 50, 36, 10, 21, 35, 29, 15, 15, 28, 47, 11, 32, 7, 19, 50, 25, 23, 32, 7, 45, 1, 26, 7, 43, 40, 7, 6, 1, 32, 26, 47, 29, 19, 17, 46, 15, 42, 42, 42, 46, 29, 2, 36, 13, 27, 16, 20, 13, 6, 11, 14, 9, 35, 37, 45, 25, 34, 45, 2, 2, 5, 33, 39, 46, 42, 4, 32, 9, 1, 47, 38, 14, 33, 1, 18, 21, 2, 4, 7, 24, 26, 20, 43, 11, 14, 38, 33, 47, 49, 24, 41, 40, 26, 6, 29, 3, 16, 24, 29, 10, 3, 28, 28, 7, 45, 9, 50, 33, 1, 8, 25, 32, 25, 25, 21, 10, 43, 18, 14, 30, 11, 37, 49, 8, 20, 49, 9, 18, 9, 45, 12, 44, 50, 50, 9, 29, 3]
[16, 47, 47, 31, 43, 41, 25, 38, 13, 46, 18, 20, 16, 3, 35, 8, 32, 0, 18, 43, 44, 19, 25, 0, 41, 35, 20, 11, 49, 24, 15, 45, 20, 48, 11, 31, 26, 20, 46, 19, 0, 35, 25, 45, 34, 44, 41, 7, 48, 27, 38, 36, 42, 11, 23, 8, 0, 6, 50, 5, 13, 31, 38, 47, 5, 35, 29, 20, 27, 19, 29, 24, 8, 24, 42, 1, 16, 44, 15, 7, 20, 26, 30, 1, 48, 20, 31, 21, 44, 14, 39, 12, 6, 35, 14, 26, 43, 42, 45, 41, 4, 35, 9, 17, 3, 24, 39, 10, 37, 44, 41, 19, 49, 49, 17, 12, 16, 28, 16, 27, 44, 32, 23, 28, 28, 40, 33, 41, 35, 2, 3, 46, 44, 38, 36, 17, 15, 41, 2, 8, 41, 48, 44, 45, 40, 22, 26, 18, 4, 9, 30, 19, 47, 0, 31, 28, 24, 27, 22, 9, 40, 7, 45, 10]
[50, 14, 50, 24, 16, 34, 18, 17, 39, 13, 20, 28, 10, 26, 23, 48, 30, 18, 0, 33, 43, 47, 49, 5, 11, 12, 14, 6, 21, 32, 41, 17, 2, 27, 3, 47, 2, 35, 17, 38, 40, 7, 26, 8, 14, 43, 39, 42, 4, 24, 32, 6, 19, 30, 15, 11, 47, 30, 27, 1, 49, 43, 41, 48, 46, 13, 31, 0, 50, 2, 12, 14, 37, 14, 26, 49, 36, 39, 21, 49, 10, 19, 35, 15, 27, 9, 14, 22, 10, 12, 3, 13, 0, 48, 36, 24, 43, 31, 37, 24, 5, 47, 48, 6, 24, 35, 13, 19, 20, 6, 41, 2, 2, 28, 24, 44, 36, 2, 47, 50, 39, 5, 44, 5, 34, 35, 0, 23, 9, 23, 30, 12, 34, 40, 35, 6, 16, 1, 20, 2, 14, 23, 16, 46, 32, 21, 20, 6, 44, 26, 20, 34, 8, 28, 8, 41, 37, 46, 32, 19, 39, 11, 22, 48]
[10, 7, 8, 30, 44, 40, 1, 13, 28, 42, 18, 34, 42, 25, 24, 12, 33, 43, 33, 0, 40, 21, 32, 49, 27, 7, 17, 22, 43, 11, 46, 35, 36, 23, 43, 0, 14, 37, 27, 29, 26, 15, 33, 48, 2, 22, 39, 25, 28, 33, 7, 25, 44, 40, 39, 7, 9, 30, 34, 6, 45, 46, 3, 13, 11, 17, 50, 28, 17, 8, 38, 1, 15, 11, 44, 19, 17, 49, 38, 45, 41, 4, 37, 8, 42, 33, 11, 23, 17, 40, 23, 3, 25, 28, 27, 40, 23, 48, 18, 32, 35, 15, 25, 46, 5, 43, 14, 49, 19, 40, 19, 36, 47, 30, 17, 33, 3, 27, 38, 21, 6, 43, 8, 47, 14, 34, 28, 48, 15, 31, 43, 20, 28, 0, 30, 32, 13, 21, 16, 35, 22, 0, 26, 49, 39, 2, 49, 3, 50, 41, 43, 0, 6, 28, 48, 30, 15, 35, 18, 23, 39, 32, 48, 50]
[42, 31, 15, 45, 29, 21, 24, 11, 28, 47, 1, 21, 16, 20, 21, 34, 12, 44, 43, 40, 0, 43, 44, 12, 36, 47, 36, 39, 8, 32, 10, 43, 20, 9, 27, 3, 8, 4, 36, 38, 8, 11, 18, 17, 40, 41, 17, 29, 30, 21, 48, 48, 32, 16, 45, 35, 48, 4, 30, 34, 1, 29, 6, 48, 50, 37, 43, 49, 11, 23, 41, 23, 30, 39, 17, 49, 31, 44, 7, 14, 1, 2, 20, 10, 15, 31, 13, 23, 40, 1, 9, 34, 38, 3, 30, 11, 48, 46, 15, 32, 0, 1, 31, 18, 1, 46, 1, 29, 26, 48, 50, 43, 27, 40, 25, 41, 6, 39, 8, 26, 20, 29, 22, 39, 21, 36, 20, 37, 3, 32, 6, 4, 16, 3, 17, 38, 21, 48, 46, 4, 5, 9, 36, 25, 28, 47, 48, 43, 2, 5, 43, 11, 14, 41, 42, 42, 47, 6, 29, 32, 12, 1, 35, 41]
[15, 6, 41, 17, 11, 47, 2, 31, 9, 38, 35, 38, 36, 24, 26, 8, 13, 19, 47, 21, 43, 0, 8, 27, 30, 32, 8, 32, 35, 34, 18, 20, 2, 42, 43, 49, 1, 28, 45, 1, 8, 13, 26, 13, 21, 14, 37, 21, 6, 19, 33, 19, 24, 47, 16, 10, 48, 27, 32, 29, 0, 26, 4, 35, 46, 8, 45, 34, 41, 29, 21, 9, 31, 2, 8, 40, 21, 25, 21, 37, 18, 14, 18, 21, 11, 17, 50, 25, 13, 22, 20, 38, 26, 20, 44, 50, 4, 48, 21, 41, 48, 29, 24, 27, 50, 12, 2, 17, 0, 34, 44, 40, 10, 20, 38, 3, 39, 18, 43, 32, 32, 11, 27, 24, 40, 27, 0, 16, 10, 49, 10, 34, 34, 28, 2, 36, 42, 43, 15, 34, 32, 15, 46, 47, 22, 18, 19, 19, 14, 30, 32, 36, 50, 0, 47, 28, 36, 12, 32, 39, 42, 30, 35, 43]
[10, 39, 50, 28, 48, 42, 28, 41, 26, 15, 16, 10, 42, 11, 31, 46, 34, 25, 49, 32, 44, 8, 0, 21, 6, 43, 40, 39, 43, 29, 31, 42, 9, 48, 29, 38, 16, 44, 18, 34, 31, 11, 11, 20, 34, 43, 33, 49, 41, 1, 43, 27, 20, 47, 24, 8, 48, 15, 32, 42, 47, 34, 21, 36, 26, 44, 27, 33, 49, 12, 38, 47, 8, 50, 46, 4, 26, 17, 29, 21, 20, 27, 34, 44, 11, 20, 40, 8, 2, 44, 1, 43, 0, 37, 0, 35, 6, 12, 35, 0, 41, 31, 9, 24, 13, 5, 21, 11, 30, 14, 6, 27, 15, 38, 3, 21, 2, 28, 25, 34, 50, 11, 31, 39, 25, 23, 7, 32, 25, 3, 26, 30, 50, 26, 26, 31, 0, 19, 30, 38, 31, 23, 24, 25, 19, 29, 28, 31, 47, 2, 17, 36, 40, 40, 38, 6, 35, 1, 25, 14, 38, 16, 40, 17]
[23, 33, 0, 30, 27, 38, 22, 50, 31, 28, 32, 18, 38, 31, 39, 37, 13, 0, 5, 49, 12, 27, 21, 0, 33, 9, 39, 36, 48, 29, 35, 28, 44, 22, 11, 37, 26, 41, 2, 0, 4, 39, 31, 17, 36, 50, 38, 49, 9, 1, 9, 34, 34, 9, 21, 1, 8, 46, 29, 2, 10, 9, 10, 24, 38, 27, 36, 16, 28, 32, 40, 43, 12, 20, 10, 18, 1, 45, 19, 17, 23, 48, 6, 29, 31, 49, 31, 48, 2, 18, 40, 0, 29, 29, 16, 17, 4, 44, 46, 11, 24, 9, 11, 32, 43, 11, 49, 32, 25, 5, 5, 28, 24, 1, 38, 43, 25, 16, 35, 41, 25, 47, 37, 48, 9, 45, 34, 27, 32, 22, 8, 30, 47, 47, 0, 43, 34, 49, 6, 17, 49, 2, 44, 36, 35, 11, 5, 32, 17, 43, 6, 41, 10, 43, 24, 16, 0, 28, 48, 24, 1, 28, 21, 5]
[40, 9, 23, 38, 13, 47, 39, 10, 41, 36, 46, 36, 24, 43, 33, 50, 2, 41, 11, 27, 36, 30, 6, 33, 0, 34, 40, 0, 50, 23, 17, 17, 28, 2, 16, 26, 29, 3, 15, 40, 22, 26, 37, 41, 28, 4, 7, 24, 18, 40, 19, 13, 21, 6, 6, 11, 36, 13, 1, 9, 0, 14, 0, 3, 36, 46, 42, 14, 20, 29, 10, 2, 50, 11, 7, 32, 1, 22, 34, 50, 7, 19, 24, 3, 16, 26, 38, 1, 29, 44, 46, 18, 2, 38, 46, 4, 44, 31, 18, 4, 13, 21, 37, 22, 5, 30, 7, 16, 28, 34, 38, 48, 37, 20, 27, 33, 31, 8, 48, 48, 13, 30, 41, 6, 19, 29, 9, 16, 12, 23, 25, 45, 30, 1, 46, 18, 48, 43, 49, 15, 6, 15, 47, 32, 23, 32, 7, 26, 8, 42, 43, 17, 3, 28, 38, 0, 36, 15, 29, 48, 27, 36, 17, 5]
[7, 25, 12, 45, 37, 40, 31, 13, 6, 29, 44, 43, 24, 37, 41, 33, 25, 35, 12, 7, 47, 32, 43, 9, 34, 0, 34, 30, 34, 2, 35, 37, 18, 2, 14, 23, 49, 20, 1, 44, 2, 19, 49, 43, 19, 49, 22, 0, 8, 9, 40, 18, 24, 25, 21, 27, 6, 21, 41, 49, 25, 27, 36, 36, 27, 31, 27, 3, 47, 44, 5, 25, 25, 8, 16, 28, 2, 20, 34, 23, 26, 26, 41, 6, 15, 37, 45, 13, 42, 8, 21, 31, 5, 38, 42, 32, 16, 4, 0, 12, 42, 35, 50, 29, 47, 2, 37, 17, 16, 23, 42, 3, 16, 22, 0, 40, 30, 48, 23, 34, 31, 22, 2, 26, 41, 7, 7, 26, 27, 0, 9, 23, 10, 39, 42, 5, 44, 43, 17, 12, 15, 39, 5, 21, 34, 6, 34, 14, 43, 41, 47, 50, 35, 31, 46, 28, 37, 44, 3, 35, 16, 31, 25, 19]
[11, 8, 2, 48, 22, 10, 13, 30, 36, 11, 15, 25, 1, 23, 12, 14, 33, 20, 14, 17, 36, 8, 40, 39, 40, 34, 0, 28, 17, 42, 35, 16, 19, 17, 24, 41, 36, 35, 8, 17, 48, 50, 38, 21, 44, 19, 45, 19, 26, 23, 31, 24, 17, 40, 50, 24, 23, 39, 16, 36, 16, 0, 33, 29, 43, 36, 36, 38, 44, 38, 44, 38, 12, 18, 45, 10, 50, 20, 29, 13, 15, 9, 33, 7, 1, 24, 7, 45, 11, 4, 49, 17, 27, 32, 29, 4, 4, 16, 23, 28, 49, 1, 35, 17, 44, 43, 20, 11, 34, 32, 38, 0, 28, 26, 15, 36, 21, 46, 11, 42, 50, 42, 40, 36, 43, 1, 9, 38, 3, 5, 42, 16, 14, 27, 32, 8, 39, 22, 39, 4, 44, 39, 40, 31, 30, 35, 47, 36, 32, 34, 20, 38, 27, 19, 19, 15, 39, 20, 9, 35, 32, 39, 46, 47]
[11, 48, 21, 11, 20, 42, 15, 13, 28, 3, 27, 32, 11, 0, 46, 44, 50, 11, 6, 22, 39, 32, 39, 36, 0, 30, 28, 0, 45, 39, 7, 26, 45, 33, 14, 25, 40, 12, 46, 25, 26, 23, 3, 32, 16, 34, 4, 22, 16, 3, 44, 46, 43, 24, 35, 45, 3, 9, 18, 25, 41, 36, 0, 38, 41, 43, 47, 33, 33, 37, 23, 4, 43, 22, 19, 29, 5, 46, 30, 23, 27, 17, 15, 30, 35, 23, 25, 26, 32, 16, 8, 34, 36, 8, 4, 7, 20, 1, 19, 39, 22, 40, 27, 17, 0, 25, 34, 6, 6, 8, 45, 26, 49, 11, 35, 37, 0, 12, 19, 44, 1, 29, 35, 16, 40, 11, 2, 30, 21, 33, 32, 25, 46, 50, 24, 12, 22, 16, 1, 20, 33, 33, 16, 22, 40, 36, 24, 40, 35, 13, 42, 1, 33, 45, 4, 3, 32, 43, 17, 27, 7, 31, 28, 25]
