N1,N2,...,Nx
[10, 42, 0, 24, 29, 26, 30, 21, 45, 6, 18, 12, 11, 11, 2, 29, 6, 11, 37, 23, 33, 29, 0, 15, 2, 26, 5, 13, 45, 18, 5, 20, 15, 23, 23, 45, 38, 26, 34, 16, 26, 40, 38, 48, 39, 15, 17, 10, 32, 42, 8, 28, 41, 44, 27, 14, 15, 31, 24, 28, 45, 33, 10, 45, 48, 36, 49, 43, 44, 0, 1, 6, 50, 21, 49, 30, 35, 50, 38, 36, 18, 47, 42, 15, 8, 48, 4, 44, 34, 27, 25, 1, 35, 50, 0, 38, 10, 35, 48, 50, 39, 2, 14, 41, 10, 45, 30, 19, 35, 11, 41, 29, 16, 5, 13, 27, 5, 30, 45, 23, 5, 48, 46, 15, 0, 43, 34, 50, 19, 29, 1, 7, 21, 44, 30, 31, 14, 20]
[11, 48, 46, 32, 2, 20, 11, 8, 2, 17, 42, 17, 14, 44, 16, 43, 40, 22, 27, 46, 10, 21, 15, 0, 11, 45, 7, 24, 38, 3, 13, 44, 27, 16, 21, 23, 37, 17, 10, 24, 6, 8, 28, 2, 42, 22, 43, 12, 17, 26, 12, 22, 18, 45, 42, 27, 43, 4, 43, 35, 16, 43, 21, 47, 49, 9, 15, 28, 7, 35, 20, 48, 41, 12, 11, 26, 24, 36, 12, 8, 20, 1, 31, 0, 38, 21, 48, 44, 4, 28, 45, 8, 28, 4, 37, 17, 26, 43, 21, 5, 25, 47, 35, 14, 28, 29, 20, 49, 36, 47, 49, 20, 29, 34, 48, 2, 32, 10, 25, 38, 7, 2, 11, 40, 25, 21, 37, 49, 8, 15, 36, 50, 5, 8, 19, 35, 38, 8]
[12, 3, 0, 45, 42, 23, 23, 28, 32, 24, 44, 45, 12, 25, 15, 30, 1, 16, 14, 41, 13, 35, 2, 11, 0, 32, 16, 29, 26, 11, 7, 36, 5, 43, 31, 28, 12, 31, 28, 21, 27, 34, 43, 32, 35, 30, 31, 22, 8, 9, 1, 35, 34, 13, 47, 21, 2, 28, 19, 3, 39, 3, 34, 47, 5, 16, 4, 25, 6, 21, 21, 29, 35, 24, 29, 20, 34, 3, 42, 8, 40, 26, 46, 30, 5, 23, 8, 13, 30, 41, 4, 16, 45, 35, 29, 28, 10, 38, 19, 9, 1, 47, 38, 32, 23, 7, 39, 37, 25, 22, 47, 22, 3, 49, 34, 2, 13, 32, 33, 42, 50, 14, 6, 6, 18, 34, 5, 44, 36, 39, 38, 6, 8, 3, 39, 42, 35, 40]
[13, 15, 22, 0, 50, 7, 13, 9, 43, 28, 14, 8, 2, 44, 28, 9, 37, 41, 7, 22, 26, 14, 26, 45, 32, 0, 29, 20, 1, 23, 50, 33, 47, 37, 7, 16, 35, 28, 2, 37, 31, 9, 42, 46, 10, 27, 26, 7, 10, 24, 44, 24, 31, 14, 14, 6, 22, 1, 30, 16, 30, 26, 20, 28, 26, 22, 46, 32, 40, 26, 7, 20, 18, 38, 27, 5, 20, 6, 40, 18, 11, 1, 36, 21, 47, 38, 29, 1, 48, 19, 48, 9, 6, 38, 38, 10, 5, 23, 14, 47, 37, 41, 19, 40, 9, 2, 33, 14, 19, 18, 18, 38, 36, 11, 7, 41, 46, 32, 41, 44, 23, 17, 18, 10, 2, 14, 5, 17, 27, 45, 2, 18, 32, 13, 39, 20, 9, 1]
[39, 1, 41, 33, 36, 10, 8, 28, 8, 16, 1, 10, 43, 48, 4, 36, 3, 37, 48, 30, 33, 4, 5, 7, 16, 29, 0, 43, 44, 49, 49, 12, 47, 47, 0, 49, 9, 5, 43, 6, 23, 43, 45, 35, 28, 8, 5, 47, 38, 15, 47, 4, 28, 34, 21, 41, 12, 48, 33, 37, 15, 43, 33, 47, 5, 4, 19, 40, 42, 6, 16, 39, 37, 41, 47, 43, 18, 6, 42, 1, 33, 32, 31, 37, 27, 11, 5, 8, 20, 42, 32, 29, 17, 7, 0, 46, 16, 5, 15, 16, 2, 47, 35, 49, 1, 40, 41, 10, 11, 41, 31, 48, 13, 33, 23, 37, 49, 28, 18, 32, 24, 14, 18, 1, 50, 15, 6, 18, 44, 36, 29, 21, 18, 16, 13, 13, 6, 40]
[5, 38, 1, 21, 1, 1, 34, 47, 11, 7, 19, 48, 10, 19, 36, 35, 39, 25, 35, 9, 17, 27, 13, 24, 29, 20, 43, 0, 2, 0, 17, 10, 44, 5, 44, 6, 20, 21, 31, 15, 1, 25, 35, 6, 38, 41, 9, 40, 38, 47, 4, 49, 11, 35, 44, 32, 49, 2, 45, 0, 27, 35, 41, 48, 50, 39, 15, 23, 17, 50, 17, 16, 42, 36, 6, 28, 11, 36, 18, 3, 19, 49, 33, 13, 26, 7, 3, 38, 40, 30, 48, 46, 35, 27, 27, 14, 39, 13, 49, 33, 26, 27, 16, 25, 34, 16, 32, 33, 32, 20, 11, 39, 18, 19, 16, 49, 37, 48, 3, 40, 8, 36, 4, 11, 39, 22, 3, 8, 50, 3, 47, 40, 37, 5, 6, 0, 29, 39]
[47, 4, 32, 47, 36, 22, 10, 19, 42, 37, 5, 32, 26, 29, 23, 1, 34, 12, 18, 32, 11, 42, 45, 38, 26, 1, 44, 2, 0, 33, 27, 24, 10, 20, 2, 14, 22, 24, 34, 27, 6, 10, 43, 36, 23, 36, 2, 20, 4, 11, 14, 12, 32, 47, 45, 41, 38, 45, 24, 23, 2, 48, 14, 27, 38, 30, 29, 23, 24, 19, 22, 6, 41, 18, 9, 40, 25, 25, 43, 6, 7, 31, 27, 40, 14, 3, 47, 45, 14, 24, 24, 30, 20, 25, 1, 0, 11, 45, 17, 26, 0, 46, 34, 26, 33, 26, 0, 18, 5, 17, 4, 8, 32, 49, 5, 16, 44, 13, 31, 38, 39, 37, 8, 5, 9, 21, 30, 8, 38, 18, 30, 28, 7, 5, 3, 34, 15, 41]
[37, 24, 10, 3, 14, 4, 3, 19, 19, 5, 23, 5, 31, 35, 45, 37, 10, 44, 41, 24, 6, 38, 18, 3, 11, 23, 49, 0, 33, 0, 30, 26, 47, 29, 37, 16, 18, 3, 44, 21, 15, 42, 25, 9, 48, 27, 26, 10, 44, 42, 17, 46, 46, 37, 13, 42, 44, 19, 28, 10, 38, 38, 10, 24, 38, 29, 39, 12, 30, 28, 23, 25, 0, 23, 48, 40, 42, 0, 50, 33, 49, 8, 4, 38, 21, 34, 8, 14, 19, 22, 43, 32, 14, 16, 15, 4, 45, 50, 39, 49, 50, 36, 32, 1, 39, 22, 36, 42, 46, 6, 26, 21, 41, 36, 11, 10, 6, 23, 31, 14, 41, 28, 33, 6, 45, 30, 5, 3, 26, 48, 46, 30, 3, 30, 45, 24, 38, 36]
[30, 25, 13, 49, 15, 8, 20, 14, 28, 21, 23, 44, 26, 30, 14, 24, 46, 31, 22, 20, 11, 50, 5, 13, 7, 50, 49, 17, 27, 30, 0, 5, 1, 42, 12, 27, 6, 24, 13, 36, 19, 37, 33, 29, 12, 43, 38, 28, 50, 31, 43, 8, 48, 46, 39, 29, 15, 3, 50, 26, 25, 48, 18, 41, 15, 20, 18, 38, 23, 43, 24, 29, 22, 23, 3, 30, 37, 7, 50, 8, 11, 38, 31, 46, 2, 40, 27, 30, 10, 29, 35, 45, 21, 31, 10, 50, 9, 39, 2, 46, 35, 36, 41, 0, 32, 30, 2, 10, 45, 45, 41, 17, 15, 15, 50, 9, 37, 15, 45, 7, 16, 2, 41, 31, 48, 13, 15, 7, 35, 22, 35, 48, 48, 32, 20, 25, 3, 4]
[43, 28, 49, 9, 30, 7, 32, 41, 30, 27, 48, 7, 30, 13, 19, 24, 4, 10, 27, 31, 28, 16, 20, 44, 36, 33, 12, 10, 24, 26, 5, 0, 6, 27, 0, 46, 42, 41, 23, 17, 36, 36, 35, 29, 10, 17, 33, 42, 11, 2, 47, 28, 33, 25, 43, 19, 24, 40, 26, 37, 0, 37, 41, 4, 1, 20, 1, 4, 2, 2, 42, 22, 15, 33, 48, 23, 33, 20, 18, 6, 30, 46, 3, 2, 47, 7, 8, 42, 26, 45, 33, 37, 6, 24, 15, 37, 26, 44, 48, 39, 32, 30, 9, 14, 25, 9, 5, 8, 20, 29, 16, 22, 4, 43, 38, 23, 31, 34, 43, 24, 1, 13, 38, 12, 17, 49, 3, 17, 47, 29, 47, 33, 17, 25, 41, 31, 15, 28]
[25, 45, 46, 36, 20, 37, 12, 50, 4, 33, 49, 19, 43, 46, 41, 42, 5, 28, 36, 28, 30, 28, 15, 27, 5, 47, 47, 44, 10, 47, 1, 6, 0, 24, 1, 50, 49, 21, 40, 25, 6, 46, 46, 3, 26, 16, 45, 42, 12, 29, 17, 42, 43, 0, 33, 26, 0, 36, 43, 44, 10, 40, 19, 42, 7, 34, 12, 9, 40, 14, 14, 8, 37, 33, 11, 19, 23, 11, 5, 30, 0, 9, 31, 20, 24, 40, 24, 0, 46, 21, 23, 4, 42, 41, 16, 41, 35, 12, 0, 0, 11, 10, 46, 23, 22, 21, 39, 26, 6, 31, 4, 2, 43, 11, 38, 10, 42, 13, 42, 42, 40, 50, 13, 37, 9, 49, 25, 15, 22, 40, 50, 29, 8, 14, 48, 30, 39, 41]
