N1,N2,...,Nx
[18, 10, 9, 3, 39, 44, 47, 29, 28, 44, 0, 21, 23, 44, 39, 43, 35, 36, 16, 5, 36, 15, 4, 46, 46, 48, 19, 13, 44, 28, 6, 25, 17, 16, 34, 27, 7, 42, 18, 28, 29, 38, 33, 20, 48, 47, 10, 41, 5, 42, 42, 14, 17, 47, 11, 31, 3, 26, 37, 46, 45, 9, 36, 46, 14, 32, 47, 10, 11, 25, 46, 50, 24, 48, 0, 5, 35, 2, 11, 16, 4, 0, 5, 13, 34, 27, 20, 48, 32, 45, 17, 47, 18, 33, 31, 46, 11, 31, 2, 21, 10, 4, 31, 45, 37, 37, 10, 44, 2, 5, 30, 26, 41, 27, 32, 35, 22, 23, 45, 1, 15, 15, 28, 33, 19, 45, 14, 18, 6, 28, 27, 47, 2, 40, 43, 32, 8, 23, 39, 42, 35, 35, 36, 7, 18, 17, 1, 1, 43, 0, 38, 7, 8, 18, 30, 48, 10, 27, 25, 50, 31, 11, 26, 46, 2, 48, 6, 4]
[12, 24, 16, 13, 17, 12, 0, 38, 46, 26, 21, 0, 42, 0, 0, 14, 24, 46, 17, 26, 5, 46, 7, 30, 26, 35, 5, 38, 49, 43, 37, 23, 32, 41, 39, 17, 14, 47, 40, 23, 22, 46, 15, 20, 12, 16, 35, 30, 20, 32, 38, 23, 25, 21, 34, 37, 44, 8, 1, 10, 25, 28, 21, 24, 3, 24, 4, 7, 17, 26, 20, 19, 6, 12, 8, 47, 2, 3, 34, 22, 35, 34, 34, 10, 26, 22, 25, 50, 42, 26, 34, 20, 17, 5, 36, 22, 29, 24, 41, 36, 35, 42, 2, 16, 27, 13, 16, 41, 3, 34, 18, 15, 29, 19, 10, 49, 15, 37, 0, 30, 12, 19, 48, 11, 24, 18, 22, 12, 43, 35, 10, 36, 12, 11, 18, 45, 32, 43, 32, 35, 34, 12, 30, 17, 38, 0, 23, 16, 31, 29, 49, 10, 27, 11, 48, 40, 7, 32, 38, 42, 6, 18, 36, 24, 29, 42, 20, 24]
[9, 3, 2, 15, 31, 24, 42, 19, 8, 1, 23, 42, 0, 3, 34, 40, 23, 23, 42, 47, 17, 18, 47, 10, 13, 7, 20, 35, 33, 3, 7, 41, 45, 1, 38, 29, 49, 16, 37, 42, 16, 49, 1, 23, 30, 39, 49, 24, 0, 40, 15, 5, 43, 40, 8, 1, 6, 29, 10, 20, 1, 43, 11, 11, 3, 7, 30, 23, 39, 20, 9, 1, 15, 43, 8, 40, 12, 15, 10, 7, 49, 44, 44, 22, 27, 5, 46, 39, 33, 35, 37, 31, 0, 35, 32, 47, 43, 16, 15, 40, 43, 32, 40, 26, 45, 36, 7, 45, 43, 28, 22, 31, 0, 28, 4, 23, 13, 8, 35, 43, 5, 7, 20, 42, 17, 5, 11, 22, 27, 30, 7, 36, 26, 34, 49, 49, 33, 8, 1, 9, 32, 3, 27, 45, 1, 50, 30, 47, 26, 19, 29, 28, 28, 22, 38, 14, 21, 22, 4, 5, 50, 37, 22, 10, 1, 48, 31, 30]
[16, 41, 46, 4, 16, 13, 23, 34, 29, 11, 44, 0, 3, 0, 39, 44, 40, 40, 28, 14, 8, 42, 1, 2, 32, 41, 37, 34, 24, 9, 23, 8, 34, 50, 27, 19, 43, 28, 46, 29, 8, 34, 5, 27, 31, 27, 16, 43, 50, 32, 24, 36, 33, 32, 6, 4, 14, 27, 13, 39, 11, 30, 49, 23, 7, 40, 23, 18, 21, 6, 39, 22, 40, 4, 15, 15, 22, 9, 12, 7, 2, 29, 24, 4, 8, 50, 12, 34, 35, 31, 30, 28, 9, 34, 25, 19, 6, 46, 25, 3, 9, 30, 13, 45, 41, 6, 42, 50, 40, 7, 43, 26, 22, 0, 42, 24, 43, 48, 31, 14, 31, 45, 16, 22, 1, 46, 2, 23, 44, 19, 43, 9, 25, 22, 40, 40, 34, 50, 25, 12, 22, 32, 7, 45, 44, 36, 35, 20, 9, 42, 46, 47, 22, 10, 33, 16, 20, 47, 32, 24, 4, 26, 44, 20, 8, 19, 1, 29]
[49, 8, 34, 31, 7, 13, 23, 27, 16, 14, 39, 0, 34, 39, 0, 29, 6, 8, 26, 0, 15, 37, 5, 47, 18, 30, 37, 31, 19, 19, 18, 45, 17, 10, 21, 50, 39, 4, 41, 41, 50, 45, 42, 21, 49, 31, 0, 45, 49, 23, 12, 45, 15, 44, 26, 39, 13, 21, 14, 46, 45, 2, 24, 14, 22, 22, 39, 11, 48, 15, 36, 39, 23, 38, 34, 7, 35, 37, 49, 1, 43, 7, 4, 1, 21, 41, 47, 5, 40, 37, 36, 16, 9, 30, 37, 20, 33, 44, 15, 1, 50, 38, 5, 19, 1, 31, 16, 49, 7, 46, 5, 50, 9, 28, 28, 28, 23, 11, 45, 33, 17, 41, 4, 31, 27, 45, 11, 36, 26, 34, 10, 1, 37, 28, 18, 12, 19, 41, 35, 29, 33, 32, 30, 9, 20, 42, 40, 37, 37, 2, 23, 21, 26, 27, 16, 16, 45, 1, 33, 48, 49, 9, 5, 14, 42, 36, 50, 20]
[11, 30, 41, 31, 2, 39, 29, 15, 42, 11, 43, 14, 40, 44, 29, 0, 28, 11, 42, 7, 25, 40, 18, 31, 26, 20, 24, 16, 23, 39, 18, 41, 35, 29, 14, 16, 44, 15, 33, 12, 16, 40, 44, 10, 38, 40, 25, 5, 36, 7, 43, 20, 26, 5, 43, 15, 10, 8, 19, 47, 48, 22, 35, 24, 2, 31, 12, 42, 14, 16, 28, 28, 38, 41, 29, 38, 39, 32, 37, 40, 48, 43, 8, 46, 43, 13, 49, 16, 3, 49, 13, 33, 10, 0, 24, 28, 49, 45, 6, 48, 49, 34, 34, 1, 22, 0, 21, 15, 41, 45, 16, 29, 22, 14, 26, 39, 1, 45, 38, 13, 49, 15, 28, 2, 1, 39, 1, 37, 38, 24, 38, 46, 27, 1, 32, 0, 23, 16, 11, 41, 15, 6, 28, 2, 17, 13, 36, 21, 9, 9, 42, 3, 45, 28, 26, 45, 49, 37, 9, 27, 2, 37, 6, 23, 18, 43, 32, 9]
[47, 9, 44, 14, 17, 50, 38, 32, 43, 1, 35, 24, 23, 40, 6, 28, 0, 9, 16, 29, 47, 7, 25, 4, 30, 49, 16, 0, 49, 9, 18, 7, 17, 21, 6, 14, 45, 28, 40, 35, 50, 3, 36, 20, 26, 34, 1, 43, 48, 14, 21, 48, 29, 24, 16, 34, 40, 28, 49, 16, 17, 31, 12, 20, 35, 48, 1, 46, 34, 48, 7, 43, 46, 16, 28, 10, 17, 46, 32, 9, 0, 5, 5, 29, 2, 23, 0, 4, 38, 14, 4, 48, 11, 4, 8, 18, 3, 10, 36, 11, 14, 44, 1, 0, 25, 48, 46, 48, 48, 10, 48, 4, 5, 34, 13, 16, 44, 13, 33, 13, 5, 14, 0, 37, 37, 30, 14, 22, 8, 3, 22, 40, 37, 46, 23, 13, 11, 38, 48, 36, 41, 4, 30, 6, 25, 13, 16, 19, 23, 39, 33, 42, 5, 28, 43, 40, 33, 0, 18, 11, 34, 44, 27, 35, 8, 46, 14, 12]
[23, 20, 50, 39, 19, 36, 15, 32, 46, 36, 36, 46, 23, 40, 8, 11, 9, 0, 36, 32, 35, 19, 41, 15, 12, 10, 3, 6, 6, 11, 22, 9, 34, 17, 13, 46, 33, 5, 41, 40, 33, 20, 28, 13, 23, 14, 21, 6, 45, 48, 35, 40, 40, 20, 35, 36, 33, 50, 45, 4, 2, 28, 10, 14, 50, 48, 47, 32, 19, 40, 40, 33, 43, 40, 13, 14, 47, 34, 14, 16, 17, 21, 23, 49, 10, 23, 14, 36, 9, 33, 27, 45, 33, 33, 39, 41, 32, 27, 33, 27, 27, 13, 46, 21, 19, 20, 18, 24, 36, 33, 5, 1, 49, 37, 32, 39, 2, 36, 12, 26, 32, 33, 46, 25, 28, 13, 31, 14, 29, 10, 39, 13, 1, 20, 33, 20, 49, 41, 20, 0, 41, 29, 41, 17, 17, 7, 43, 32, 26, 13, 24, 43, 24, 26, 33, 20, 48, 26, 32, 14, 4, 10, 0, 31, 17, 45, 47, 50]
[4, 43, 12, 50, 14, 40, 4, 49, 29, 34, 16, 17, 42, 28, 26, 42, 16, 36, 0, 21, 47, 3, 16, 22, 41, 36, 24, 36, 35, 20, 10, 12, 50, 3, 5, 16, 35, 13, 10, 40, 25, 13, 8, 39, 50, 0, 16, 18, 36, 49, 22, 1, 8, 20, 21, 36, 5, 47, 29, 2, 3, 29, 2, 18, 3, 41, 19, 31, 16, 9, 40, 31, 6, 2, 17, 19, 1, 25, 13, 20, 19, 37, 21, 34, 33, 23, 24, 30, 27, 9, 32, 15, 15, 29, 32, 49, 44, 46, 0, 13, 6, 50, 15, 20, 18, 42, 47, 37, 12, 23, 48, 32, 41, 28, 19, 0, 42, 47, 18, 31, 18, 33, 7, 36, 28, 39, 9, 27, 0, 7, 17, 12, 34, 9, 17, 23, 32, 24, 41, 37, 41, 36, 43, 11, 25, 26, 17, 39, 27, 44, 40, 19, 11, 33, 33, 2, 13, 0, 37, 49, 7, 3, 43, 47, 36, 36, 34, 48]
[9, 2, 49, 13, 48, 12, 29, 8, 46, 15, 5, 26, 47, 14, 0, 7, 29, 32, 21, 0, 44, 49, 16, 23, 9, 18, 0, 7, 37, 33, 18, 0, 48, 25, 1, 41, 50, 49, 23, 20, 48, 21, 23, 44, 44, 17, 41, 18, 2, 3, 0, 38, 7, 50, 5, 20, 8, 26, 19, 6, 33, 44, 23, 39, 48, 24, 11, 8, 35, 22, 18, 5, 45, 41, 17, 18, 15, 22, 33, 2, 37, 35, 26, 18, 2, 20, 41, 27, 21, 18, 12, 30, 47, 42, 8, 18, 37, 7, 38, 46, 9, 23, 25, 9, 46, 14, 21, 33, 6, 19, 37, 34, 14, 37, 48, 41, 41, 46, 44, 31, 41, 49, 46, 13, 26, 46, 7, 20, 11, 32, 32, 42, 34, 26, 34, 25, 16, 2, 21, 48, 39, 36, 44, 2, 40, 41, 31, 25, 29, 13, 45, 11, 14, 19, 0, 33, 30, 42, 44, 47, 8, 40, 3, 49, 5, 1, 0, 24]
[0, 46, 16, 24, 8, 35, 7, 23, 36, 8, 36, 5, 17, 8, 15, 25, 47, 35, 47, 44, 0, 29, 25, 34, 44, 50, 14, 12, 46, 40, 30, 44, 49, 13, 35, 35, 27, 21, 38, 2, 43, 24, 23, 13, 30, 27, 8, 20, 3, 42, 5, 22, 34, 42, 14, 9, 50, 39, 46, 13, 31, 10, 4, 21, 28, 44, 13, 40, 34, 9, 17, 21, 11, 15, 22, 0, 48, 2, 2, 46, 47, 32, 31, 25, 37, 30, 33, 40, 29, 2, 17, 36, 9, 36, 13, 40, 31, 33, 39, 25, 18, 36, 3, 29, 40, 46, 35, 40, 1, 15, 17, 37, 32, 4, 11, 11, 50, 26, 34, 48, 8, 16, 40, 14, 7, 10, 13, 25, 17, 18, 20, 16, 35, 20, 41, 6, 24, 26, 32, 45, 42, 0, 18, 17, 39, 35, 22, 10, 47, 41, 25, 17, 47, 30, 1, 42, 32, 2, 3, 37, 16, 25, 23, 9, 39, 16, 20, 13]
[15, 39, 33, 5, 38, 26, 41, 22, 6, 2, 15, 46, 18, 42, 37, 40, 7, 19, 3, 49, 29, 0, 50, 5, 42, 8, 4, 2, 20, 15, 20, 4, 1, 46, 10, 0, 36, 19, 12, 32, 11, 5, 20, 11, 43, 13, 44, 31, 49, 18, 6, 2, 45, 5, 7, 12, 19, 4, 27, 42, 23, 7, 15, 23, 8, 7, 17, 31, 49, 49, 34, 1, 33, 12, 18, 50, 16, 33, 36, 45, 44, 28, 5, 40, 26, 46, 46, 17, 9, 20, 15, 19, 23, 17, 14, 36, 34, 24, 23, 30, 35, 34, 49, 37, 48, 20, 25, 0, 29, 13, 7, 32, 12, 19, 35, 30, 11, 45, 31, 16, 31, 25, 33, 46, 9, 39, 37, 9, 21, 31, 7, 4, 13, 26, 14, 21, 23, 27, 31, 30, 15, 33, 30, 42, 21, 0, 4, 4, 44, 36, 6, 9, 9, 39, 15, 0, 6, 29, 20, 32, 7, 28, 26, 50, 45, 29, 36, 25]
[2, 7, 11, 11, 4, 0, 49, 26, 42, 34, 4, 7, 47, 1, 5, 18, 25, 41, 16, 16, 25, 50, 0, 30, 46, 30, 6, 5, 37, 45, 11, 39, 1, 17, 17, 21, 15, 9, 4, 11, 50, 27, 50, 34, 20, 19, 26, 38, 7, 45, 34, 18, 3, 23, 23, 24, 48, 49, 22, 43, 11, 41, 4, 22, 8, 41, 21, 14, 28, 36, 32, 8, 20, 12, 32, 3, 31, 38, 11, 1, 2, 14, 9, 3, 18, 24, 8, 2, 2, 44, 9, 15, 29, 14, 11, 13, 27, 1, 14, 44, 16, 50, 21, 47, 15, 34, 25, 34, 4, 44, 21, 22, 14, 14, 36, 20, 4, 14, 2, 2, 43, 28, 18, 37, 50, 30, 39, 50, 0, 18, 47, 5, 1, 10, 2, 22, 24, 11, 12, 24, 31, 24, 15, 18, 10, 48, 29, 13, 2, 21, 19, 28, 34, 50, 32, 6, 18, 32, 49, 30, 44, 13, 23, 43, 47, 42, 25, 37]
[36, 24, 5, 5, 43, 30, 20, 30, 41, 36, 46, 30, 10, 2, 47, 31, 4, 15, 22, 23, 34, 5, 30, 0, 2, 1, 49, 49, 31, 20, 37, 27, 13, 4, 26, 36, 19, 50, 35, 26, 35, 4, 23, 49, 28, 27, 5, 13, 34, 1, 7, 40, 31, 5, 46, 1, 47, 9, 45, 9, 47, 44, 15, 9, 43, 9, 50, 7, 36, 23, 48, 4, 9, 24, 2, 19, 38, 12, 50, 49, 31, 2, 38, 41, 36, 21, 2, 20, 8, 27, 29, 11, 42, 39, 4, 3, 2, 28, 47, 19, 45, 12, 36, 41, 2, 28, 31, 15, 7, 46, 21, 35, 45, 24, 40, 23, 1, 7, 43, 48, 43, 32, 20, 27, 48, 34, 19, 48, 44, 1, 9, 5, 21, 30, 18, 4, 5, 2, 21, 48, 5, 31, 10, 7, 14, 30, 44, 26, 14, 8, 42, 38, 50, 44, 42, 39, 0, 22, 1, 9, 35, 1, 32, 2, 27, 20, 16, 35]
[7, 24, 28, 49, 2, 29, 50, 21, 42, 35, 46, 26, 13, 32, 18, 26, 30, 12, 41, 9, 44, 42, 46, 2, 0, 50, 43, 33, 13, 9, 14, 12, 41, 35, 16, 0, 33, 15, 14, 8, 39, 49, 46, 47, 38, 5, 35, 40, 38, 1, 33, 40, 3, 10, 18, 13, 14, 35, 8, 48, 35, 30, 8, 48, 40, 50, 21, 25, 16, 6, 19, 1, 7, 47, 18, 27, 38, 43, 45, 49, 40, 46, 29, 34, 17, 17, 2, 40, 22, 5, 32, 0, 31, 22, 44, 19, 46, 39, 5, 3, 3, 0, 45, 37, 21, 17, 22, 0, 36, 32, 0, 21, 0, 20, 1, 37, 34, 21, 46, 39, 19, 21, 6, 18, 21, 16, 25, 30, 2, 41, 31, 25, 34, 46, 41, 21, 32, 41, 35, 40, 19, 26, 39, 45, 3, 5, 40, 3, 13, 29, 42, 32, 35, 6, 32, 12, 7, 13, 21, 27, 36, 46, 50, 29, 12, 38, 19, 38]
[12, 22, 22, 5, 20, 4, 3, 46, 46, 38, 48, 35, 7, 41, 30, 20, 49, 10, 36, 18, 50, 8, 30, 1, 50, 0, 18, 0, 5, 8, 6, 8, 33, 21, 7, 4, 27, 20, 42, 31, 10, 18, 14, 30, 47, 48, 40, 25, 19, 11, 32, 24, 46, 9, 44, 41, 15, 44, 18, 43, 2, 44, 42, 33, 29, 15, 49, 46, 50, 25, 10, 5, 15, 10, 23, 43, 23, 12, 37, 44, 8, 18, 21, 33, 2, 41, 48, 38, 1, 8, 38, 30, 11, 45, 7, 42, 43, 31, 23, 7, 49, 40, 30, 12, 32, 9, 13, 45, 17, 2, 49, 25, 29, 24, 5, 27, 25, 35, 48, 32, 19, 22, 44, 50, 29, 13, 13, 31, 19, 16, 0, 5, 35, 45, 27, 4, 18, 30, 43, 29, 0, 32, 43, 15, 23, 49, 49, 3, 14, 24, 10, 30, 25, 21, 7, 40, 38, 39, 35, 38, 11, 15, 11, 37, 38, 21, 31, 41]
[40, 1, 48, 29, 14, 24, 2, 36, 38, 37, 19, 5, 20, 37, 37, 24, 16, 3, 24, 0, 14, 4, 6, 49, 43, 18, 0, 37, 36, 5, 29, 2, 39, 37, 6, 27, 17, 22, 46, 23, 17, 12, 42, 4, 41, 45, 34, 15, 30, 42, 15, 9, 41, 49, 13, 19, 25, 6, 20, 45, 3, 27, 25, 20, 21, 46, 23, 8, 14, 18, 4, 39, 19, 12, 8, 45, 40, 49, 36, 42, 9, 34, 30, 1, 41, 49, 23, 12, 49, 12, 42, 30, 20, 27, 29, 0, 2, 48, 1, 2, 3, 2, 31, 5, 48, 18, 34, 13, 46, 30, 16, 14, 41, 39, 24, 12, 19, 26, 37, 1, 10, 39, 4, 13, 6, 29, 25, 43, 35, 17, 29, 41, 22, 40, 45, 5, 49, 1, 6, 30, 44, 48, 30, 37, 0, 19, 38, 29, 27, 33, 21, 42, 22, 45, 21, 40, 5, 33, 19, 48, 31, 17, 25, 27, 4, 4, 34, 11]
