N1,N2,...,Nx
[17, 47, 13, 48, 32, 25, 27, 29, 16, 22, 0, 14, 28, 27, 27, 8, 20, 22, 36, 49, 26, 19, 39, 33, 46, 39, 17, 24, 28, 7, 34, 44, 47, 7, 38, 38, 34, 36, 8, 23, 22, 11, 38, 34, 13, 1, 3, 36, 34, 29, 45, 45, 45, 28, 19, 27, 9, 29, 20, 9, 23, 5, 15, 32, 11, 25, 6, 25, 24, 8, 16, 31, 13, 33, 7, 13, 30, 3, 11, 7, 1, 42, 15, 7, 23, 33, 38, 4, 31, 23, 32, 7, 24, 24, 11, 13, 31, 44, 48, 13, 45, 40, 10, 23, 29]
[38, 6, 37, 18, 39, 37, 17, 17, 5, 42, 14, 0, 26, 50, 24, 2, 10, 12, 24, 47, 31, 34, 17, 34, 0, 31, 40, 13, 33, 25, 41, 13, 30, 32, 5, 17, 47, 42, 11, 47, 50, 7, 47, 6, 30, 11, 28, 0, 15, 34, 16, 47, 5, 30, 36, 1, 37, 42, 21, 48, 50, 42, 9, 27, 26, 35, 42, 5, 32, 7, 49, 5, 21, 15, 26, 26, 15, 35, 25, 36, 34, 42, 25, 15, 40, 23, 22, 33, 11, 2, 20, 37, 35, 28, 2, 47, 48, 7, 33, 24, 29, 15, 25, 21, 0]
[31, 4, 37, 20, 45, 12, 8, 45, 44, 7, 28, 26, 0, 1, 14, 50, 14, 30, 45, 48, 28, 45, 50, 3, 30, 13, 19, 28, 48, 16, 14, 50, 45, 39, 9, 12, 15, 6, 43, 4, 29, 36, 47, 30, 13, 11, 8, 41, 29, 50, 10, 21, 39, 29, 13, 20, 10, 17, 27, 37, 19, 20, 25, 33, 24, 17, 22, 22, 13, 13, 30, 20, 1, 15, 25, 48, 44, 25, 19, 40, 19, 10, 20, 26, 38, 44, 36, 0, 50, 49, 1, 48, 18, 35, 6, 29, 40, 22, 7, 49, 25, 33, 49, 22, 6]
[49, 46, 29, 25, 44, 21, 28, 12, 34, 25, 27, 50, 1, 0, 23, 23, 22, 10, 17, 11, 26, 9, 18, 40, 34, 8, 42, 29, 36, 45, 23, 3, 12, 37, 12, 33, 14, 14, 49, 3, 46, 18, 34, 7, 8, 2, 47, 16, 12, 47, 49, 33, 15, 3, 18, 16, 35, 15, 28, 32, 48, 43, 31, 18, 3, 6, 46, 37, 16, 44, 49, 9, 2, 35, 35, 46, 22, 43, 14, 20, 15, 31, 25, 46, 11, 8, 4, 25, 44, 30, 7, 16, 25, 13, 33, 23, 13, 34, 36, 19, 17, 1, 10, 49, 33]
[7, 50, 16, 38, 5, 37, 2, 42, 48, 10, 27, 24, 14, 23, 0, 1, 9, 48, 32, 23, 26, 14, 10, 32, 3, 22, 12, 0, 45, 13, 12, 29, 36, 24, 35, 10, 32, 1, 10, 32, 18, 5, 49, 11, 34, 29, 22, 43, 7, 23, 35, 40, 49, 5, 24, 25, 38, 1, 25, 48, 28, 29, 28, 34, 13, 32, 10, 32, 22, 28, 10, 10, 6, 11, 7, 26, 9, 23, 16, 6, 20, 32, 50, 17, 22, 6, 25, 19, 33, 19, 27, 13, 36, 45, 10, 2, 3, 25, 22, 23, 44, 2, 18, 26, 50]
[42, 22, 4, 11, 31, 32, 29, 0, 22, 16, 8, 2, 50, 23, 1, 0, 26, 47, 29, 1, 20, 31, 47, 33, 5, 19, 37, 41, 27, 12, 37, 20, 35, 9, 4, 5, 9, 20, 10, 15, 17, 50, 47, 37, 4, 31, 43, 41, 42, 28, 40, 41, 21, 38, 10, 16, 12, 29, 22, 27, 13, 45, 21, 25, 7, 45, 23, 33, 18, 19, 36, 35, 2, 12, 26, 36, 47, 49, 24, 9, 45, 38, 23, 40, 12, 27, 23, 10, 25, 34, 22, 22, 32, 32, 4, 42, 12, 35, 17, 31, 48, 16, 19, 43, 20]
[43, 25, 49, 19, 21, 13, 18, 42, 25, 15, 20, 10, 14, 22, 9, 26, 0, 12, 41, 30, 19, 19, 33, 42, 45, 12, 13, 9, 39, 9, 48, 4, 45, 6, 27, 40, 6, 14, 27, 26, 27, 37, 22, 18, 19, 39, 43, 38, 44, 50, 16, 23, 39, 8, 44, 28, 6, 0, 20, 1, 46, 8, 33, 22, 6, 16, 43, 42, 24, 26, 8, 48, 7, 33, 39, 43, 17, 37, 1, 17, 47, 22, 3, 24, 33, 13, 11, 37, 25, 47, 49, 12, 1, 2, 43, 36, 20, 5, 24, 12, 38, 13, 7, 40, 9]
[36, 30, 26, 43, 32, 9, 1, 36, 21, 15, 22, 12, 30, 10, 48, 47, 12, 0, 30, 13, 27, 39, 36, 10, 15, 46, 18, 45, 10, 50, 22, 23, 1, 7, 41, 44, 2, 42, 12, 20, 10, 49, 41, 3, 34, 50, 11, 40, 6, 30, 38, 44, 36, 19, 7, 49, 3, 0, 44, 50, 22, 43, 12, 44, 42, 19, 5, 16, 17, 40, 24, 37, 30, 41, 3, 47, 49, 37, 27, 25, 6, 50, 16, 11, 41, 50, 28, 34, 50, 18, 5, 47, 28, 12, 7, 8, 28, 14, 47, 21, 23, 30, 5, 6, 29]
[43, 49, 46, 26, 17, 35, 39, 23, 34, 32, 36, 24, 45, 17, 32, 29, 41, 30, 0, 6, 16, 11, 28, 17, 26, 4, 3, 2, 31, 26, 17, 45, 1, 5, 0, 41, 42, 22, 5, 27, 48, 1, 37, 14, 33, 33, 9, 41, 18, 25, 34, 40, 7, 42, 35, 41, 7, 30, 49, 49, 36, 12, 45, 37, 37, 8, 24, 12, 47, 38, 20, 50, 24, 31, 44, 9, 48, 43, 1, 8, 16, 46, 37, 8, 47, 0, 27, 43, 36, 3, 23, 33, 8, 39, 3, 25, 46, 28, 47, 19, 19, 6, 17, 49, 1]
[45, 38, 22, 40, 20, 10, 16, 47, 26, 15, 49, 47, 48, 11, 23, 1, 30, 13, 6, 0, 2, 43, 41, 5, 11, 29, 38, 24, 24, 39, 48, 30, 19, 46, 38, 47, 12, 28, 29, 35, 25, 45, 28, 10, 14, 24, 13, 11, 11, 24, 44, 24, 25, 5, 19, 24, 13, 24, 15, 39, 9, 49, 32, 16, 27, 8, 31, 5, 48, 29, 32, 36, 17, 31, 47, 33, 29, 27, 2, 20, 43, 23, 23, 43, 32, 13, 16, 14, 24, 28, 24, 19, 50, 42, 50, 43, 17, 2, 47, 16, 15, 2, 26, 35, 12]
[15, 24, 42, 45, 13, 0, 29, 28, 13, 45, 26, 31, 28, 26, 26, 20, 19, 27, 16, 2, 0, 32, 48, 27, 21, 7, 21, 46, 28, 4, 9, 19, 26, 2, 45, 1, 9, 43, 24, 46, 24, 47, 19, 40, 33, 39, 13, 47, 30, 27, 40, 20, 2, 41, 1, 33, 26, 33, 4, 18, 42, 46, 35, 28, 11, 47, 42, 31, 16, 7, 32, 30, 4, 2, 13, 39, 46, 48, 22, 29, 21, 43, 32, 42, 4, 25, 44, 10, 4, 50, 38, 11, 0, 29, 19, 23, 33, 8, 4, 1, 38, 44, 28, 12, 35]
[10, 16, 13, 38, 11, 1, 36, 24, 29, 14, 19, 34, 45, 9, 14, 31, 19, 39, 11, 43, 32, 0, 2, 10, 8, 22, 22, 26, 18, 48, 32, 5, 27, 30, 31, 6, 27, 9, 39, 9, 10, 49, 41, 12, 44, 27, 4, 20, 12, 14, 0, 37, 30, 41, 2, 34, 32, 41, 23, 7, 3, 21, 46, 48, 26, 48, 50, 47, 38, 15, 19, 33, 6, 1, 13, 33, 25, 34, 22, 29, 42, 11, 0, 24, 20, 37, 39, 3, 9, 32, 15, 22, 20, 44, 39, 37, 28, 46, 37, 27, 7, 41, 40, 8, 20]
[33, 18, 11, 11, 49, 45, 10, 46, 3, 3, 39, 17, 50, 18, 10, 47, 33, 36, 28, 41, 48, 2, 0, 34, 12, 50, 20, 25, 32, 14, 6, 8, 6, 24, 37, 17, 49, 20, 1, 3, 34, 15, 36, 44, 3, 8, 18, 10, 17, 38, 18, 23, 34, 17, 50, 48, 23, 29, 24, 3, 19, 26, 43, 4, 2, 36, 10, 18, 49, 29, 46, 8, 11, 26, 45, 26, 5, 29, 50, 0, 8, 0, 37, 34, 22, 19, 19, 32, 50, 1, 9, 23, 24, 47, 4, 33, 40, 25, 18, 22, 9, 27, 42, 23, 15]
[50, 36, 48, 0, 14, 29, 6, 8, 13, 27, 33, 34, 3, 40, 32, 33, 42, 10, 17, 5, 27, 10, 34, 0, 49, 21, 0, 41, 44, 8, 10, 0, 10, 17, 33, 6, 33, 24, 43, 3, 41, 17, 9, 50, 12, 34, 27, 30, 44, 16, 10, 48, 48, 12, 26, 12, 49, 50, 28, 5, 2, 17, 15, 17, 47, 12, 45, 28, 27, 20, 44, 9, 10, 40, 23, 4, 45, 35, 31, 16, 45, 27, 18, 27, 25, 13, 41, 27, 38, 17, 42, 27, 27, 49, 0, 23, 29, 9, 16, 38, 31, 12, 13, 47, 2]
[40, 15, 40, 1, 15, 36, 8, 22, 39, 28, 46, 0, 30, 34, 3, 5, 45, 15, 26, 11, 21, 8, 12, 49, 0, 16, 26, 50, 41, 35, 47, 8, 23, 7, 47, 2, 3, 48, 2, 3, 23, 34, 42, 46, 23, 30, 39, 44, 2, 48, 45, 44, 9, 20, 41, 5, 11, 38, 15, 40, 34, 41, 12, 23, 41, 29, 38, 37, 44, 2, 25, 34, 14, 27, 3, 6, 26, 2, 17, 45, 20, 6, 18, 42, 14, 17, 10, 12, 12, 24, 46, 14, 18, 12, 6, 4, 7, 41, 20, 37, 11, 48, 25, 45, 32]
[47, 36, 45, 20, 22, 5, 15, 34, 39, 5, 39, 31, 13, 8, 22, 19, 12, 46, 4, 29, 7, 22, 50, 21, 16, 0, 36, 34, 41, 21, 38, 26, 10, 42, 0, 1, 47, 23, 22, 3, 8, 23, 21, 44, 31, 24, 36, 34, 45, 19, 3, 13, 48, 30, 23, 26, 47, 26, 32, 1, 21, 22, 29, 4, 29, 31, 14, 22, 48, 30, 46, 35, 8, 16, 19, 35, 46, 22, 35, 39, 39, 1, 7, 22, 38, 45, 28, 29, 8, 5, 49, 19, 33, 15, 5, 27, 47, 34, 5, 14, 44, 18, 11, 39, 42]
[27, 46, 7, 19, 6, 29, 24, 16, 42, 6, 17, 40, 19, 42, 12, 37, 13, 18, 3, 38, 21, 22, 20, 0, 26, 36, 0, 21, 49, 12, 19, 45, 46, 19, 40, 4, 3, 22, 32, 45, 49, 40, 11, 6, 16, 13, 42, 8, 32, 43, 7, 31, 12, 15, 6, 9, 29, 5, 3, 16, 34, 10, 1, 11, 1, 15, 32, 22, 33, 28, 16, 19, 17, 1, 29, 0, 5, 6, 33, 2, 17, 22, 6, 36, 48, 42, 15, 13, 25, 13, 13, 48, 1, 25, 35, 20, 24, 21, 10, 33, 34, 26, 15, 45, 15]
[37, 18, 27, 43, 17, 14, 3, 3, 47, 3, 24, 13, 28, 29, 0, 41, 9, 45, 2, 24, 46, 26, 25, 41, 50, 34, 21, 0, 18, 34, 27, 12, 49, 36, 43, 40, 38, 11, 12, 32, 42, 33, 17, 34, 18, 19, 11, 41, 50, 36, 36, 47, 45, 2, 42, 44, 41, 40, 31, 41, 43, 37, 21, 10, 49, 48, 6, 18, 35, 4, 44, 19, 31, 29, 5, 33, 25, 22, 38, 10, 48, 27, 35, 36, 5, 3, 24, 17, 31, 32, 22, 15, 24, 40, 1, 13, 30, 0, 13, 10, 26, 36, 17, 31, 19]
[31, 33, 48, 2, 49, 3, 9, 41, 15, 3, 28, 33, 48, 36, 45, 27, 39, 10, 31, 24, 28, 18, 32, 44, 41, 41, 49, 18, 0, 47, 12, 40, 36, 47, 34, 20, 49, 47, 19, 16, 33, 47, 41, 40, 7, 23, 31, 26, 39, 13, 44, 44, 38, 5, 23, 30, 29, 24, 37, 13, 0, 27, 40, 11, 19, 32, 2, 32, 2, 31, 4, 19, 24, 26, 17, 35, 0, 15, 32, 19, 13, 18, 24, 30, 22, 43, 33, 25, 34, 30, 8, 30, 21, 37, 33, 48, 13, 15, 45, 22, 27, 23, 34, 40, 2]
[31, 39, 29, 23, 28, 16, 28, 44, 5, 36, 7, 25, 16, 45, 13, 12, 9, 50, 26, 39, 4, 48, 14, 8, 35, 21, 12, 34, 47, 0, 50, 41, 3, 36, 17, 17, 37, 43, 0, 7, 49, 47, 15, 49, 47, 43, 21, 1, 28, 1, 35, 46, 17, 20, 25, 22, 9, 44, 0, 26, 45, 27, 41, 1, 16, 29, 7, 47, 19, 10, 22, 16, 4, 4, 34, 1, 2, 15, 34, 32, 30, 36, 0, 41, 1, 11, 3, 15, 24, 25, 17, 38, 8, 11, 32, 27, 13, 44, 40, 41, 13, 45, 47, 13, 30]
[19, 15, 16, 48, 41, 44, 37, 21, 47, 5, 34, 41, 14, 23, 12, 37, 48, 22, 17, 48, 9, 32, 6, 10, 47, 38, 19, 27, 12, 50, 0, 42, 22, 46, 44, 41, 8, 36, 35, 21, 31, 10, 47, 41, 49, 32, 14, 20, 38, 19, 18, 17, 38, 33, 0, 10, 2, 5, 12, 27, 34, 18, 43, 23, 15, 1, 31, 21, 43, 17, 30, 6, 48, 21, 36, 36, 50, 46, 37, 26, 45, 40, 23, 22, 34, 12, 5, 0, 44, 8, 49, 47, 30, 41, 50, 18, 20, 47, 33, 8, 39, 5, 46, 29, 42]
[47, 43, 15, 45, 45, 33, 3, 16, 28, 22, 44, 13, 50, 3, 29, 20, 4, 23, 45, 30, 19, 5, 8, 0, 8, 26, 45, 12, 40, 41, 42, 0, 24, 45, 49, 18, 43, 0, 7, 24, 26, 14, 25, 14, 28, 49, 19, 8, 18, 0, 25, 14, 15, 15, 13, 20, 4, 46, 9, 14, 26, 19, 12, 19, 1, 5, 0, 14, 49, 36, 36, 5, 19, 23, 4, 5, 47, 43, 25, 3, 11, 0, 5, 47, 8, 32, 48, 37, 20, 1, 13, 29, 38, 13, 8, 13, 34, 10, 47, 19, 15, 20, 29, 7, 22]
[12, 45, 32, 28, 38, 13, 0, 20, 28, 20, 47, 30, 45, 12, 36, 35, 45, 1, 1, 19, 26, 27, 6, 10, 23, 10, 46, 49, 36, 3, 22, 24, 0, 44, 22, 47, 8, 29, 30, 6, 14, 47, 27, 48, 34, 25, 31, 6, 5, 28, 6, 10, 41, 32, 35, 23, 32, 8, 49, 25, 34, 23, 26, 40, 28, 35, 24, 3, 4, 24, 15, 50, 33, 45, 24, 11, 9, 41, 35, 48, 0, 45, 37, 35, 12, 31, 27, 38, 43, 5, 47, 41, 49, 0, 19, 38, 6, 48, 44, 8, 25, 47, 26, 41, 18]
[12, 2, 5, 7, 24, 14, 35, 8, 14, 7, 7, 32, 39, 37, 24, 9, 6, 7, 5, 46, 2, 30, 24, 17, 7, 42, 19, 36, 47, 36, 46, 45, 44, 0, 21, 7, 28, 16, 17, 18, 20, 24, 34, 44, 16, 32, 19, 8, 12, 13, 33, 18, 34, 12, 17, 16, 34, 16, 41, 46, 48, 16, 9, 20, 25, 16, 44, 3, 39, 6, 7, 35, 27, 1, 5, 17, 44, 50, 11, 9, 2, 48, 20, 6, 44, 7, 11, 16, 15, 49, 43, 50, 30, 29, 50, 6, 10, 46, 40, 24, 28, 10, 32, 38, 26]
[0, 0, 18, 18, 12, 36, 36, 26, 35, 3, 38, 5, 9, 12, 35, 4, 27, 41, 0, 38, 45, 31, 37, 33, 47, 0, 40, 43, 34, 17, 44, 49, 22, 21, 0, 50, 15, 31, 34, 42, 48, 26, 25, 28, 13, 6, 22, 16, 1, 14, 37, 30, 11, 47, 36, 48, 24, 47, 39, 11, 21, 39, 28, 8, 46, 45, 46, 45, 45, 3, 37, 18, 40, 14, 11, 44, 0, 37, 40, 22, 2, 28, 5, 18, 40, 6, 21, 3, 18, 35, 37, 36, 33, 8, 46, 2, 32, 12, 27, 8, 39, 39, 20, 39, 46]
[48, 23, 34, 0, 30, 25, 19, 3, 35, 0, 38, 17, 12, 33, 10, 5, 40, 44, 41, 47, 1, 6, 17, 6, 2, 1, 4, 40, 20, 17, 41, 18, 47, 7, 50, 0, 0, 39, 27, 17, 41, 42, 44, 23, 46, 5, 12, 5, 16, 44, 7, 18, 49, 25, 28, 29, 45, 50, 31, 18, 23, 15, 45, 17, 0, 7, 49, 20, 14, 3, 8, 17, 19, 9, 6, 29, 48, 12, 37, 10, 1, 26, 32, 12, 15, 27, 40, 49, 19, 18, 26, 9, 16, 21, 36, 40, 4, 13, 47, 32, 49, 10, 27, 12, 49]
[41, 32, 7, 17, 41, 46, 13, 2, 0, 46, 34, 47, 15, 14, 32, 9, 6, 2, 42, 12, 9, 27, 49, 33, 3, 47, 3, 38, 49, 37, 8, 43, 8, 28, 15, 0, 0, 43, 16, 33, 29, 43, 26, 48, 23, 32, 28, 5, 22, 27, 4, 7, 38, 41, 8, 31, 36, 40, 45, 8, 18, 17, 9, 26, 14, 10, 23, 25, 3, 49, 4, 25, 12, 9, 34, 46, 10, 37, 32, 4, 1, 9, 50, 35, 13, 36, 8, 35, 26, 24, 34, 13, 30, 29, 15, 3, 13, 4, 11, 14, 16, 41, 17, 37, 45]
[36, 6, 21, 20, 41, 26, 18, 7, 13, 12, 36, 42, 6, 14, 1, 20, 14, 42, 22, 28, 43, 9, 20, 24, 48, 23, 22, 11, 47, 43, 36, 0, 29, 16, 31, 39, 43, 0, 30, 1, 27, 17, 3, 48, 28, 5, 37, 7, 34, 4, 3, 5, 33, 50, 13, 47, 9, 33, 1, 17, 50, 6, 30, 44, 1, 50, 33, 36, 41, 36, 22, 2, 16, 10, 16, 2, 30, 2, 43, 47, 26, 13, 41, 23, 1, 12, 0, 25, 29, 4, 37, 16, 45, 22, 47, 29, 26, 47, 38, 27, 4, 42, 24, 39, 38]
[50, 46, 40, 21, 27, 19, 39, 3, 7, 0, 8, 11, 43, 49, 10, 10, 27, 12, 5, 29, 24, 39, 1, 43, 2, 22, 32, 12, 19, 0, 35, 7, 30, 17, 34, 27, 16, 30, 0, 9, 36, 12, 38, 24, 6, 38, 15, 2, 2, 45, 30, 28, 40, 11, 11, 4, 13, 13, 44, 37, 38, 22, 43, 10, 15, 17, 18, 27, 29, 4, 14, 38, 26, 32, 23, 44, 2, 34, 27, 33, 14, 45, 15, 46, 13, 17, 38, 21, 49, 37, 18, 11, 35, 38, 46, 30, 22, 24, 39, 14, 49, 22, 29, 36, 11]
[37, 21, 22, 49, 17, 22, 43, 16, 46, 24, 23, 47, 4, 3, 32, 15, 26, 20, 27, 35, 46, 9, 3, 3, 3, 3, 45, 32, 16, 7, 21, 24, 6, 18, 42, 17, 33, 1, 9, 0, 24, 17, 11, 26, 38, 3, 23, 20, 23, 15, 36, 50, 43, 12, 39, 3, 32, 25, 48, 40, 40, 26, 22, 6, 0, 24, 45, 46, 20, 17, 40, 16, 13, 30, 13, 34, 11, 13, 45, 16, 36, 6, 28, 0, 13, 49, 47, 28, 43, 3, 3, 32, 1, 29, 38, 47, 1, 11, 45, 43, 14, 8, 30, 19, 22]
[32, 18, 37, 45, 24, 5, 29, 8, 44, 1, 22, 50, 29, 46, 18, 17, 27, 10, 48, 25, 24, 10, 34, 41, 23, 8, 49, 42, 33, 49, 31, 26, 14, 20, 48, 41, 29, 27, 36, 24, 0, 46, 8, 32, 38, 23, 17, 4, 30, 17, 41, 10, 16, 7, 9, 27, 9, 29, 21, 31, 45, 38, 0, 1, 29, 23, 4, 46, 7, 15, 9, 24, 27, 22, 44, 19, 23, 16, 24, 36, 34, 34, 9, 9, 27, 21, 13, 7, 39, 17, 30, 15, 13, 14, 39, 20, 21, 41, 49, 1, 36, 19, 7, 15, 14]
[26, 41, 44, 4, 26, 41, 6, 41, 30, 26, 11, 7, 36, 18, 5, 50, 37, 49, 1, 45, 47, 49, 15, 17, 34, 23, 40, 33, 47, 47, 10, 14, 47, 24, 26, 42, 43, 17, 12, 17, 46, 0, 0, 2, 37, 34, 7, 23, 40, 31, 44, 31, 49, 1, 18, 48, 37, 17, 26, 41, 4, 2, 50, 18, 32, 2, 3, 30, 34, 37, 21, 25, 1, 47, 19, 30, 2, 19, 1, 31, 10, 8, 17, 15, 45, 34, 12, 25, 4, 22, 40, 39, 45, 11, 18, 7, 50, 12, 14, 30, 43, 39, 13, 22, 36]
[49, 22, 3, 40, 18, 10, 47, 11, 41, 16, 38, 47, 47, 34, 49, 47, 22, 41, 37, 28, 19, 41, 36, 9, 42, 21, 11, 17, 41, 15, 47, 25, 27, 34, 25, 44, 26, 3, 38, 11, 8, 0, 0, 1, 50, 45, 27, 39, 21, 34, 50, 28, 24, 19, 35, 42, 26, 31, 40, 8, 17, 35, 10, 35, 45, 2, 42, 2, 18, 20, 9, 16, 39, 39, 18, 26, 22, 9, 14, 13, 0, 13, 4, 48, 45, 33, 49, 46, 27, 5, 0, 6, 37, 10, 44, 29, 22, 20, 0, 50, 2, 22, 44, 40, 13]
[23, 6, 43, 39, 35, 31, 32, 9, 9, 2, 34, 6, 30, 7, 11, 37, 18, 3, 14, 10, 40, 12, 44, 50, 46, 44, 6, 34, 40, 49, 41, 14, 48, 44, 28, 23, 48, 48, 24, 26, 32, 2, 1, 0, 11, 25, 39, 36, 8, 49, 26, 4, 36, 45, 48, 18, 38, 27, 17, 0, 24, 10, 45, 23, 17, 11, 4, 23, 1, 26, 8, 17, 40, 18, 31, 36, 32, 44, 2, 6, 14, 39, 45, 30, 15, 28, 31, 33, 21, 42, 39, 48, 1, 14, 34, 26, 10, 43, 6, 17, 39, 21, 32, 11, 31]
