N1,N2,...,Nx
[16, 13, 9, 33, 28, 24, 40, 43, 12, 7, 32, 36, 23, 35, 15, 9, 28, 0, 26, 35, 48, 10, 20, 15, 25, 37, 10, 22, 1, 14, 36, 6, 42, 36, 31, 42, 12]
[7, 2, 32, 13, 5, 6, 39, 17, 50, 50, 44, 29, 17, 22, 10, 22, 38, 26, 0, 49, 19, 33, 24, 45, 36, 37, 46, 45, 22, 32, 14, 20, 48, 39, 23, 49, 17]
[34, 26, 17, 27, 46, 48, 45, 25, 50, 38, 43, 21, 45, 38, 26, 21, 13, 35, 49, 0, 21, 14, 31, 30, 26, 2, 3, 28, 31, 17, 4, 5, 12, 33, 38, 39, 27]
[23, 41, 24, 27, 25, 37, 27, 48, 2, 29, 8, 44, 16, 9, 25, 19, 50, 48, 19, 21, 0, 43, 45, 13, 37, 39, 9, 13, 8, 27, 11, 18, 11, 46, 40, 1, 21]
[46, 46, 9, 8, 3, 43, 47, 13, 30, 1, 21, 45, 11, 36, 50, 15, 40, 10, 33, 14, 43, 0, 23, 18, 6, 47, 47, 33, 25, 17, 23, 49, 2, 34, 38, 13, 19]
[7, 31, 10, 7, 33, 24, 42, 28, 4, 10, 0, 33, 1, 2, 0, 3, 41, 20, 24, 31, 45, 23, 0, 24, 28, 32, 21, 26, 2, 50, 50, 21, 27, 28, 30, 24, 0]
[1, 29, 45, 21, 4, 25, 5, 6, 29, 8, 44, 25, 14, 44, 2, 27, 22, 15, 45, 30, 13, 18, 24, 0, 18, 35, 19, 34, 37, 42, 39, 43, 27, 1, 21, 27, 1]
[19, 4, 21, 23, 25, 23, 20, 32, 35, 10, 24, 41, 29, 44, 50, 20, 45, 25, 36, 26, 37, 6, 28, 18, 0, 25, 48, 44, 22, 13, 37, 2, 22, 8, 49, 18, 25]
[16, 11, 48, 18, 1, 0, 30, 2, 12, 27, 3, 29, 34, 29, 49, 38, 36, 37, 37, 2, 39, 47, 32, 35, 25, 0, 47, 27, 32, 11, 21, 6, 41, 42, 24, 9, 26]
[5, 30, 47, 37, 28, 5, 21, 5, 3, 14, 5, 36, 37, 4, 31, 3, 25, 10, 46, 3, 9, 47, 21, 19, 48, 47, 0, 30, 49, 26, 28, 48, 46, 29, 27, 41, 16]
[5, 50, 29, 11, 2, 27, 23, 49, 33, 30, 29, 43, 43, 49, 12, 34, 13, 22, 45, 28, 13, 33, 26, 34, 44, 27, 30, 0, 17, 46, 47, 11, 22, 41, 7, 8, 39]
[37, 36, 46, 7, 41, 30, 17, 27, 41, 5, 43, 24, 14, 1, 31, 10, 46, 1, 22, 31, 8, 25, 2, 37, 22, 32, 49, 17, 0, 3, 13, 39, 1, 27, 10, 37, 12]
[50, 19, 39, 40, 50, 9, 11, 45, 47, 22, 35, 19, 7, 40, 42, 26, 1, 14, 32, 17, 27, 17, 50, 42, 13, 11, 26, 46, 3, 0, 36, 17, 17, 17, 17, 32, 4]
[43, 15, 42, 11, 13, 14, 37, 25, 41, 30, 14, 9, 37, 32, 40, 47, 45, 36, 14, 4, 11, 23, 50, 39, 37, 21, 28, 47, 13, 36, 0, 35, 13, 40, 34, 34, 10]
[24, 27, 14, 15, 32, 35, 40, 43, 41, 14, 23, 38, 31, 4, 33, 26, 8, 6, 20, 5, 18, 49, 21, 43, 2, 6, 48, 11, 39, 17, 35, 0, 17, 37, 42, 35, 16]
[26, 33, 17, 37, 37, 14, 1, 2, 13, 34, 41, 38, 2, 14, 48, 44, 42, 42, 48, 12, 11, 2, 27, 27, 22, 41, 46, 22, 1, 17, 13, 17, 0, 36, 29, 43, 25]
[27, 10, 4, 25, 47, 7, 16, 31, 29, 1, 39, 36, 4, 29, 1, 26, 50, 36, 39, 33, 46, 34, 28, 1, 8, 42, 29, 41, 27, 17, 40, 37, 36, 0, 49, 33, 37]
[6, 3, 44, 37, 45, 21, 36, 35, 17, 22, 3, 24, 40, 32, 1, 17, 40, 31, 23, 38, 40, 38, 30, 21, 49, 24, 27, 7, 10, 17, 34, 42, 29, 49, 0, 22, 17]
[22, 44, 1, 43, 22, 9, 18, 40, 41, 8, 6, 9, 4, 2, 46, 50, 9, 42, 49, 39, 1, 13, 24, 27, 18, 9, 41, 8, 37, 32, 34, 35, 43, 33, 22, 0, 35]
[46, 47, 16, 24, 32, 41, 43, 50, 15, 11, 26, 41, 26, 6, 13, 43, 49, 12, 17, 27, 21, 19, 0, 1, 25, 26, 16, 39, 12, 4, 10, 16, 25, 37, 17, 35, 0]
