N1,N2,...,Nx
[32, 28, 25, 18, 1, 19, 13, 49, 3, 14, 0, 23, 35, 4, 3, 42, 26, 41, 7, 34, 30, 23, 8, 24, 29, 30, 29, 42, 49, 33, 50, 40, 10, 47, 45, 15, 10, 20, 39, 6, 44, 19, 22, 49, 6, 13, 31, 6, 34, 0, 17, 0, 24, 18, 34, 46, 38, 18, 44, 9, 6, 21, 15, 25, 27, 30, 37, 9, 45, 19, 17, 26, 3, 15, 20, 27, 6, 12, 19, 16, 29, 2, 15, 6, 27, 14, 30, 42, 7, 4]
[9, 3, 27, 50, 22, 12, 32, 11, 14, 47, 23, 0, 8, 8, 39, 21, 0, 9, 3, 21, 15, 21, 5, 49, 41, 10, 41, 4, 27, 46, 5, 35, 29, 49, 39, 34, 48, 37, 16, 4, 50, 35, 19, 36, 43, 37, 17, 12, 2, 6, 45, 45, 20, 31, 27, 25, 32, 34, 49, 6, 22, 3, 40, 33, 15, 38, 42, 0, 30, 0, 29, 41, 46, 18, 15, 8, 0, 23, 9, 48, 7, 14, 27, 6, 46, 11, 45, 1, 1, 33]
[6, 47, 31, 49, 41, 19, 17, 29, 41, 42, 35, 8, 0, 26, 43, 11, 16, 3, 9, 13, 27, 7, 27, 14, 48, 49, 1, 9, 1, 46, 1, 49, 22, 12, 25, 10, 45, 11, 36, 50, 3, 6, 37, 39, 27, 7, 24, 2, 5, 33, 17, 42, 5, 16, 44, 15, 3, 11, 44, 30, 18, 25, 22, 2, 49, 17, 16, 17, 14, 21, 31, 8, 12, 16, 10, 28, 39, 2, 31, 35, 44, 45, 5, 4, 15, 3, 27, 39, 32, 50]
[49, 49, 28, 41, 24, 25, 3, 22, 31, 13, 4, 8, 26, 0, 13, 18, 7, 39, 4, 32, 44, 24, 18, 24, 8, 12, 19, 0, 45, 7, 27, 10, 33, 34, 6, 50, 37, 5, 21, 34, 28, 17, 21, 47, 21, 20, 44, 19, 38, 14, 6, 7, 17, 16, 6, 3, 49, 0, 17, 29, 41, 2, 41, 17, 7, 19, 6, 29, 13, 25, 32, 50, 20, 2, 39, 31, 32, 28, 2, 19, 49, 49, 5, 0, 9, 12, 18, 2, 45, 34]
[39, 47, 30, 19, 18, 19, 15, 21, 0, 17, 3, 39, 43, 13, 0, 17, 23, 3, 22, 21, 14, 6, 26, 40, 40, 17, 6, 37, 21, 20, 49, 0, 13, 1, 41, 23, 32, 9, 39, 14, 31, 37, 27, 33, 7, 45, 39, 37, 6, 1, 2, 32, 27, 39, 38, 47, 10, 37, 48, 29, 37, 24, 43, 12, 39, 44, 1, 31, 14, 1, 36, 37, 46, 19, 40, 30, 39, 16, 16, 16, 17, 47, 27, 49, 23, 2, 18, 46, 29, 0]
[44, 10, 10, 14, 44, 12, 38, 17, 44, 29, 42, 21, 11, 18, 17, 0, 19, 7, 28, 33, 23, 38, 39, 41, 47, 20, 47, 7, 34, 43, 15, 34, 4, 40, 22, 44, 6, 21, 11, 36, 50, 33, 29, 6, 47, 37, 38, 44, 28, 16, 39, 9, 47, 21, 32, 9, 21, 25, 25, 16, 15, 8, 19, 26, 14, 33, 10, 19, 6, 42, 13, 23, 10, 13, 39, 24, 26, 15, 29, 19, 12, 50, 2, 50, 26, 40, 35, 30, 30, 22]
[24, 11, 6, 40, 48, 11, 18, 6, 30, 8, 26, 0, 16, 7, 23, 19, 0, 48, 4, 4, 42, 5, 5, 15, 46, 16, 21, 29, 31, 5, 35, 43, 49, 31, 7, 45, 3, 45, 12, 23, 36, 32, 37, 27, 5, 34, 42, 27, 35, 26, 35, 38, 49, 13, 8, 26, 37, 7, 35, 22, 25, 31, 20, 34, 24, 8, 7, 15, 5, 50, 28, 14, 28, 49, 27, 9, 43, 38, 21, 27, 10, 13, 41, 4, 32, 44, 27, 25, 44, 12]
[15, 23, 10, 26, 31, 16, 4, 7, 29, 44, 41, 9, 3, 39, 3, 7, 48, 0, 4, 9, 20, 36, 21, 36, 43, 30, 24, 16, 50, 20, 20, 24, 5, 9, 18, 35, 14, 48, 23, 3, 9, 18, 14, 9, 35, 47, 5, 35, 15, 47, 19, 12, 11, 38, 25, 6, 17, 11, 23, 44, 14, 15, 18, 23, 15, 31, 19, 24, 34, 6, 6, 39, 12, 11, 37, 30, 2, 12, 16, 32, 11, 2, 37, 20, 47, 19, 40, 27, 14, 5]
[7, 50, 50, 26, 31, 40, 34, 3, 42, 42, 7, 3, 9, 4, 22, 28, 4, 4, 0, 40, 1, 11, 10, 50, 13, 25, 35, 30, 2, 33, 15, 12, 12, 11, 33, 45, 29, 28, 29, 14, 31, 28, 48, 28, 0, 17, 39, 0, 34, 24, 47, 35, 35, 13, 8, 30, 33, 1, 41, 9, 27, 40, 32, 1, 29, 44, 29, 4, 8, 34, 22, 22, 4, 25, 39, 1, 38, 45, 2, 21, 11, 46, 4, 26, 21, 20, 20, 41, 24, 5]
[21, 23, 22, 4, 37, 30, 27, 30, 38, 21, 34, 21, 13, 32, 21, 33, 4, 9, 40, 0, 35, 20, 17, 50, 44, 2, 30, 19, 14, 46, 10, 35, 27, 3, 37, 28, 19, 5, 10, 26, 4, 7, 42, 34, 26, 44, 20, 38, 9, 25, 39, 18, 36, 25, 14, 26, 32, 26, 46, 48, 50, 10, 21, 42, 13, 40, 23, 33, 19, 47, 38, 48, 5, 41, 44, 1, 12, 33, 2, 30, 1, 44, 31, 9, 50, 49, 28, 47, 32, 8]
[12, 41, 6, 34, 20, 4, 33, 39, 19, 12, 30, 15, 27, 44, 14, 23, 42, 20, 1, 35, 0, 29, 5, 8, 40, 2, 14, 39, 39, 44, 30, 50, 33, 29, 20, 45, 11, 7, 28, 41, 40, 17, 6, 22, 1, 24, 16, 22, 41, 13, 32, 36, 44, 39, 0, 40, 40, 24, 31, 2, 45, 34, 38, 47, 26, 3, 23, 10, 8, 2, 11, 26, 27, 26, 29, 24, 8, 2, 39, 12, 44, 39, 3, 38, 27, 1, 22, 32, 34, 35]
[25, 46, 40, 19, 19, 35, 4, 17, 33, 37, 23, 21, 7, 24, 6, 38, 5, 36, 11, 20, 29, 0, 23, 12, 49, 46, 41, 40, 46, 36, 34, 44, 35, 25, 45, 19, 17, 20, 11, 34, 45, 29, 20, 27, 45, 42, 35, 37, 10, 38, 31, 20, 19, 10, 8, 49, 3, 38, 46, 13, 33, 14, 20, 8, 38, 16, 16, 0, 18, 39, 28, 19, 0, 41, 48, 21, 9, 45, 14, 28, 5, 20, 28, 0, 11, 50, 0, 44, 7, 17]
[15, 9, 38, 9, 17, 41, 14, 13, 8, 2, 8, 5, 27, 18, 26, 39, 5, 21, 10, 17, 5, 23, 0, 43, 43, 0, 42, 22, 11, 2, 49, 35, 41, 31, 16, 41, 10, 17, 34, 48, 7, 42, 39, 44, 37, 34, 9, 20, 44, 46, 31, 36, 9, 17, 40, 9, 12, 38, 20, 39, 41, 32, 7, 46, 16, 9, 41, 13, 25, 15, 35, 7, 40, 37, 38, 42, 6, 7, 3, 31, 17, 21, 9, 48, 10, 50, 22, 48, 43, 45]
[25, 0, 4, 5, 8, 5, 29, 14, 46, 17, 24, 49, 14, 24, 40, 41, 15, 36, 50, 50, 8, 12, 43, 0, 15, 29, 21, 48, 1, 37, 37, 46, 38, 25, 28, 3, 15, 12, 9, 43, 0, 21, 29, 22, 23, 41, 46, 47, 6, 11, 13, 41, 13, 16, 7, 38, 6, 17, 10, 4, 24, 23, 49, 18, 20, 17, 42, 20, 20, 47, 49, 9, 46, 34, 44, 33, 33, 45, 19, 8, 23, 17, 21, 36, 49, 30, 26, 50, 40, 42]
[44, 45, 4, 18, 15, 9, 17, 25, 27, 46, 29, 41, 48, 8, 40, 47, 46, 43, 13, 44, 40, 49, 43, 15, 0, 10, 3, 36, 47, 37, 42, 7, 35, 38, 27, 7, 44, 10, 37, 16, 41, 9, 45, 38, 44, 15, 47, 40, 17, 27, 29, 50, 17, 33, 47, 5, 34, 37, 46, 4, 22, 16, 29, 21, 5, 27, 36, 28, 19, 46, 45, 47, 24, 13, 20, 39, 23, 39, 40, 41, 45, 33, 24, 49, 26, 36, 6, 16, 12, 26]
[32, 8, 29, 50, 32, 5, 10, 38, 12, 2, 30, 10, 49, 12, 17, 20, 16, 30, 25, 2, 2, 46, 0, 29, 10, 0, 8, 24, 14, 39, 35, 31, 13, 18, 44, 22, 17, 27, 21, 36, 29, 21, 22, 33, 43, 3, 20, 32, 21, 11, 42, 23, 20, 7, 28, 8, 22, 19, 25, 36, 46, 11, 17, 10, 22, 43, 36, 24, 22, 18, 39, 31, 22, 46, 35, 19, 36, 10, 42, 44, 5, 25, 14, 42, 50, 27, 36, 27, 1, 41]
[16, 14, 41, 11, 14, 43, 44, 32, 28, 25, 29, 41, 1, 19, 6, 47, 21, 24, 35, 30, 14, 41, 42, 21, 3, 8, 0, 43, 44, 7, 4, 2, 15, 11, 35, 22, 22, 28, 49, 48, 2, 26, 48, 32, 48, 9, 47, 23, 3, 13, 41, 13, 1, 29, 28, 41, 42, 44, 44, 11, 2, 3, 7, 26, 34, 48, 33, 12, 48, 0, 15, 10, 39, 47, 28, 11, 42, 12, 46, 24, 31, 28, 0, 18, 23, 22, 34, 29, 43, 16]
[27, 50, 32, 46, 31, 50, 14, 39, 46, 34, 42, 4, 9, 0, 37, 7, 29, 16, 30, 19, 39, 40, 22, 48, 36, 24, 43, 0, 43, 12, 40, 5, 43, 0, 21, 12, 34, 24, 32, 44, 33, 30, 8, 13, 8, 44, 32, 7, 44, 34, 13, 39, 4, 24, 19, 42, 38, 3, 44, 17, 12, 7, 32, 8, 16, 30, 23, 18, 12, 11, 18, 20, 50, 13, 13, 15, 27, 17, 28, 21, 36, 40, 17, 32, 9, 50, 25, 15, 38, 5]
[42, 27, 48, 4, 12, 10, 32, 21, 37, 48, 49, 27, 1, 45, 21, 34, 31, 50, 2, 14, 39, 46, 11, 1, 47, 14, 44, 43, 0, 36, 32, 35, 33, 39, 15, 15, 22, 41, 49, 14, 25, 9, 26, 25, 21, 30, 31, 2, 21, 16, 39, 10, 14, 2, 32, 34, 15, 43, 21, 22, 27, 30, 0, 12, 45, 17, 44, 36, 25, 6, 3, 19, 14, 28, 12, 17, 17, 26, 8, 36, 48, 8, 14, 29, 33, 28, 3, 16, 2, 34]
[3, 11, 42, 5, 50, 17, 46, 5, 42, 4, 33, 46, 46, 7, 20, 43, 5, 20, 33, 46, 44, 36, 2, 37, 37, 39, 7, 12, 36, 0, 41, 22, 16, 4, 28, 30, 47, 25, 46, 49, 1, 13, 18, 6, 10, 49, 50, 31, 27, 36, 23, 3, 50, 12, 19, 19, 47, 36, 35, 22, 8, 15, 36, 10, 46, 2, 42, 33, 29, 47, 10, 11, 49, 10, 4, 43, 28, 18, 19, 25, 4, 16, 40, 14, 29, 6, 7, 39, 31, 0]
[2, 17, 21, 24, 35, 19, 50, 17, 34, 49, 50, 5, 1, 27, 49, 15, 35, 20, 15, 10, 30, 34, 49, 37, 42, 35, 4, 40, 32, 41, 0, 15, 25, 26, 12, 0, 24, 4, 50, 48, 40, 5, 36, 38, 46, 10, 24, 35, 45, 41, 4, 35, 38, 19, 12, 29, 23, 15, 21, 39, 41, 24, 42, 33, 27, 20, 12, 13, 5, 15, 23, 30, 43, 41, 10, 15, 32, 5, 2, 48, 23, 15, 48, 9, 38, 49, 15, 42, 26, 8]
[26, 24, 27, 41, 48, 38, 17, 8, 30, 33, 40, 35, 49, 10, 0, 34, 43, 24, 12, 35, 50, 44, 35, 46, 7, 31, 2, 5, 35, 22, 15, 0, 49, 13, 42, 30, 39, 40, 32, 37, 32, 26, 21, 20, 13, 4, 11, 3, 24, 15, 3, 45, 32, 2, 23, 21, 30, 38, 16, 22, 21, 24, 23, 28, 6, 6, 8, 16, 41, 10, 47, 43, 8, 14, 34, 4, 23, 16, 18, 9, 40, 34, 34, 10, 8, 13, 17, 8, 22, 40]
[35, 18, 35, 4, 14, 6, 13, 16, 11, 32, 10, 29, 22, 33, 13, 4, 49, 5, 12, 27, 33, 35, 41, 38, 35, 13, 15, 43, 33, 16, 25, 49, 0, 31, 50, 6, 25, 35, 7, 17, 35, 49, 33, 43, 46, 15, 15, 36, 3, 32, 50, 40, 38, 32, 29, 18, 11, 33, 35, 9, 21, 25, 24, 15, 39, 35, 14, 2, 5, 35, 46, 28, 2, 49, 38, 14, 29, 47, 45, 5, 21, 6, 26, 3, 44, 5, 43, 49, 40, 45]
[8, 20, 10, 2, 2, 42, 0, 16, 1, 30, 47, 49, 12, 34, 1, 40, 31, 9, 11, 3, 29, 25, 31, 25, 38, 18, 11, 0, 39, 4, 26, 13, 31, 0, 43, 6, 0, 34, 10, 7, 6, 3, 4, 48, 27, 5, 46, 17, 25, 42, 8, 25, 35, 15, 49, 16, 3, 1, 17, 34, 15, 29, 8, 5, 38, 18, 24, 44, 14, 4, 17, 49, 34, 30, 30, 42, 5, 8, 16, 40, 15, 27, 29, 11, 27, 43, 33, 33, 44, 9]
[17, 39, 15, 50, 27, 47, 44, 4, 42, 35, 45, 39, 25, 6, 41, 22, 7, 18, 33, 37, 20, 45, 16, 28, 27, 44, 35, 21, 15, 28, 12, 42, 50, 43, 0, 13, 17, 31, 1, 7, 50, 27, 32, 12, 21, 27, 5, 21, 19, 8, 38, 42, 22, 16, 44, 12, 24, 43, 7, 7, 45, 42, 20, 1, 15, 2, 45, 18, 8, 14, 49, 16, 29, 35, 45, 27, 20, 5, 2, 12, 18, 22, 5, 49, 39, 40, 39, 44, 50, 10]
[23, 43, 5, 37, 38, 37, 11, 27, 5, 2, 15, 34, 10, 50, 23, 44, 45, 35, 45, 28, 45, 19, 41, 3, 7, 22, 22, 12, 15, 30, 0, 30, 6, 6, 13, 0, 24, 30, 19, 11, 5, 44, 7, 6, 2, 34, 48, 37, 16, 34, 16, 12, 0, 25, 15, 29, 24, 35, 33, 25, 37, 12, 18, 37, 44, 42, 23, 36, 37, 40, 32, 39, 28, 14, 19, 21, 14, 9, 47, 42, 10, 40, 49, 24, 35, 19, 45, 17, 14, 25]
[3, 3, 4, 8, 35, 45, 18, 22, 47, 13, 10, 48, 45, 37, 32, 6, 3, 14, 29, 19, 11, 17, 10, 15, 44, 17, 22, 34, 22, 47, 24, 39, 25, 0, 17, 24, 0, 1, 25, 48, 40, 9, 0, 33, 20, 42, 44, 9, 20, 32, 41, 2, 3, 42, 46, 0, 28, 19, 37, 42, 26, 17, 33, 50, 10, 45, 47, 48, 11, 15, 48, 6, 6, 32, 43, 18, 43, 7, 41, 11, 22, 1, 8, 40, 43, 45, 33, 19, 1, 44]
[37, 24, 24, 13, 34, 21, 48, 5, 23, 22, 20, 37, 11, 5, 9, 21, 45, 48, 28, 5, 7, 20, 17, 12, 10, 27, 28, 24, 41, 25, 4, 40, 35, 34, 31, 30, 1, 0, 39, 2, 36, 12, 3, 30, 12, 4, 25, 48, 24, 48, 43, 31, 10, 34, 9, 6, 5, 13, 0, 40, 47, 49, 30, 38, 1, 29, 45, 33, 41, 27, 7, 10, 25, 31, 24, 50, 49, 50, 32, 38, 11, 9, 3, 32, 28, 30, 45, 47, 48, 49]
[32, 19, 15, 10, 19, 25, 37, 45, 5, 6, 39, 16, 36, 21, 39, 11, 12, 23, 29, 10, 28, 11, 34, 9, 37, 21, 49, 32, 49, 46, 50, 32, 7, 10, 1, 19, 25, 39, 0, 27, 9, 8, 15, 48, 12, 23, 2, 20, 26, 31, 49, 17, 39, 37, 40, 5, 5, 22, 34, 9, 8, 18, 3, 18, 45, 7, 34, 17, 13, 31, 4, 18, 34, 22, 29, 15, 46, 21, 16, 29, 0, 35, 21, 25, 31, 47, 3, 36, 38, 7]
[4, 1, 38, 42, 27, 31, 45, 44, 2, 1, 6, 4, 50, 34, 14, 36, 23, 3, 14, 26, 41, 34, 48, 43, 16, 36, 48, 44, 14, 49, 48, 37, 17, 7, 7, 11, 48, 2, 27, 0, 14, 5, 46, 24, 3, 40, 10, 8, 3, 14, 29, 11, 16, 39, 7, 42, 11, 15, 9, 7, 28, 39, 41, 47, 27, 44, 36, 47, 27, 16, 26, 4, 22, 10, 25, 50, 9, 5, 32, 36, 39, 4, 28, 42, 43, 37, 21, 45, 22, 40]
[50, 20, 30, 26, 29, 42, 46, 19, 49, 17, 44, 50, 3, 28, 31, 50, 36, 9, 31, 4, 40, 45, 7, 0, 41, 29, 2, 33, 25, 1, 40, 32, 35, 6, 50, 5, 40, 36, 9, 14, 0, 23, 38, 39, 37, 24, 33, 48, 3, 42, 17, 28, 29, 39, 44, 27, 6, 31, 31, 40, 30, 18, 47, 34, 48, 37, 8, 33, 9, 35, 14, 11, 48, 11, 17, 37, 18, 48, 25, 28, 46, 43, 8, 12, 24, 49, 41, 22, 0, 35]
[49, 21, 1, 21, 49, 25, 6, 3, 15, 2, 19, 35, 6, 17, 37, 33, 32, 18, 28, 7, 17, 29, 42, 21, 9, 21, 26, 30, 9, 13, 5, 26, 49, 3, 27, 44, 9, 12, 8, 5, 23, 0, 19, 48, 41, 21, 30, 42, 42, 37, 50, 26, 41, 13, 49, 9, 7, 35, 49, 27, 21, 3, 49, 19, 29, 26, 41, 50, 3, 16, 22, 1, 24, 30, 6, 17, 3, 0, 25, 24, 4, 10, 7, 27, 25, 30, 42, 2, 42, 36]
[26, 24, 4, 33, 15, 50, 42, 17, 12, 14, 22, 19, 37, 21, 27, 29, 37, 14, 48, 42, 6, 20, 39, 29, 45, 22, 48, 8, 26, 18, 36, 21, 33, 4, 32, 7, 0, 3, 15, 46, 38, 19, 0, 25, 28, 49, 14, 15, 23, 45, 2, 41, 23, 4, 6, 22, 2, 24, 15, 0, 14, 21, 2, 1, 9, 24, 23, 37, 30, 24, 49, 40, 16, 22, 10, 40, 18, 46, 36, 48, 28, 22, 8, 0, 20, 42, 17, 42, 14, 47]
[10, 4, 46, 15, 35, 42, 1, 28, 49, 10, 49, 36, 39, 47, 33, 6, 27, 9, 28, 34, 22, 27, 44, 22, 38, 33, 32, 13, 25, 6, 38, 20, 43, 48, 12, 6, 33, 30, 48, 24, 39, 48, 25, 0, 50, 17, 38, 28, 8, 49, 16, 28, 23, 24, 36, 33, 11, 47, 13, 33, 39, 1, 22, 25, 25, 12, 31, 15, 16, 48, 33, 47, 6, 30, 25, 39, 15, 12, 20, 27, 26, 26, 37, 31, 48, 3, 35, 43, 4, 30]
[43, 9, 16, 11, 9, 23, 41, 9, 45, 6, 6, 43, 27, 21, 7, 47, 5, 35, 0, 26, 1, 45, 37, 23, 44, 43, 48, 8, 21, 10, 46, 13, 46, 27, 21, 2, 20, 12, 12, 3, 37, 41, 28, 50, 0, 23, 0, 22, 50, 8, 1, 27, 22, 0, 11, 26, 21, 28, 29, 27, 47, 44, 44, 8, 4, 5, 11, 15, 21, 11, 16, 50, 41, 42, 0, 21, 36, 31, 33, 18, 23, 35, 17, 23, 2, 46, 38, 0, 45, 5]
[13, 13, 36, 20, 14, 4, 21, 50, 18, 13, 13, 37, 7, 20, 45, 37, 34, 47, 17, 44, 24, 42, 34, 41, 15, 3, 9, 44, 30, 49, 10, 4, 15, 5, 27, 34, 42, 4, 23, 40, 24, 21, 49, 17, 23, 0, 38, 33, 34, 10, 43, 50, 6, 41, 37, 11, 42, 24, 27, 40, 5, 29, 50, 25, 1, 20, 12, 8, 44, 18, 1, 14, 1, 20, 42, 15, 13, 23, 10, 12, 10, 28, 19, 9, 15, 23, 29, 36, 11, 14]
[44, 16, 26, 41, 44, 47, 45, 38, 38, 46, 31, 17, 24, 44, 39, 38, 42, 5, 39, 20, 16, 35, 9, 46, 47, 20, 47, 32, 31, 50, 24, 11, 15, 46, 5, 48, 44, 25, 2, 10, 33, 30, 14, 38, 0, 38, 0, 5, 36, 15, 50, 11, 26, 39, 8, 48, 23, 24, 18, 48, 16, 18, 5, 48, 48, 34, 0, 48, 34, 40, 45, 5, 3, 37, 33, 16, 21, 1, 35, 28, 6, 48, 3, 31, 29, 8, 40, 49, 45, 38]
[1, 45, 30, 41, 28, 0, 48, 31, 9, 13, 6, 12, 2, 19, 37, 44, 27, 35, 0, 38, 22, 37, 20, 47, 40, 32, 23, 7, 2, 31, 35, 3, 36, 17, 21, 37, 9, 48, 20, 8, 48, 42, 15, 28, 22, 33, 5, 0, 38, 15, 45, 15, 10, 14, 26, 27, 19, 49, 12, 21, 41, 29, 1, 13, 22, 44, 29, 50, 18, 43, 23, 8, 15, 21, 2, 38, 27, 3, 18, 41, 36, 7, 19, 41, 4, 16, 38, 9, 48, 21]
[34, 26, 4, 24, 39, 39, 39, 10, 47, 50, 34, 2, 5, 38, 6, 28, 35, 15, 34, 9, 41, 10, 44, 6, 17, 21, 3, 44, 21, 27, 45, 24, 3, 25, 19, 16, 20, 24, 26, 3, 3, 42, 23, 8, 50, 34, 36, 38, 0, 24, 44, 26, 50, 1, 42, 12, 23, 12, 43, 30, 13, 19, 23, 19, 2, 37, 36, 6, 27, 36, 44, 46, 40, 8, 24, 13, 19, 13, 44, 30, 15, 23, 8, 28, 9, 14, 39, 22, 1, 26]
[13, 20, 28, 43, 35, 3, 37, 40, 38, 2, 0, 6, 33, 14, 1, 16, 26, 47, 24, 25, 13, 38, 46, 11, 27, 11, 13, 34, 16, 36, 41, 15, 32, 42, 8, 34, 32, 48, 31, 14, 42, 37, 45, 49, 8, 10, 15, 15, 24, 0, 11, 38, 30, 7, 41, 5, 11, 10, 33, 14, 32, 28, 3, 18, 25, 38, 11, 18, 38, 25, 18, 29, 41, 17, 28, 25, 39, 17, 0, 46, 36, 13, 38, 1, 46, 42, 33, 22, 20, 9]
[43, 48, 16, 42, 2, 24, 19, 29, 5, 2, 17, 45, 17, 6, 2, 39, 35, 19, 47, 39, 32, 31, 31, 13, 29, 42, 41, 13, 39, 23, 4, 3, 50, 8, 38, 16, 41, 43, 49, 29, 17, 50, 2, 16, 1, 43, 50, 45, 44, 11, 0, 10, 43, 35, 28, 28, 9, 40, 20, 1, 32, 10, 44, 19, 2, 13, 13, 14, 1, 7, 35, 10, 7, 43, 41, 3, 1, 11, 35, 35, 47, 30, 14, 18, 38, 23, 21, 48, 24, 40]
