N1,N2,...,Nx
[35, 5, 21, 15, 19, 13, 41, 46, 32, 29, 0, 29, 35, 20, 27, 40, 17, 25, 12, 1, 27, 10, 25, 15, 18, 24, 15, 11, 3, 39, 31, 29, 6, 40, 13, 47, 48, 46, 23, 13, 35, 21, 4, 23, 15, 44, 19, 0, 45, 37, 46, 41, 41, 7, 7, 12, 30, 41, 47, 13, 31, 6, 8, 1, 41, 7, 25, 47, 47, 3, 26, 21, 3, 35, 29, 5, 50, 36, 37, 50, 19, 1, 9, 15, 42, 38, 28, 3, 33, 48, 2, 11, 28, 32, 8, 38, 14, 13, 17, 3, 42, 23, 44, 40, 2, 46, 6, 17, 9, 24, 37, 7, 33, 1, 44, 7, 0, 3, 42]
[16, 33, 34, 29, 20, 10, 47, 33, 10, 3, 29, 0, 14, 2, 31, 35, 36, 29, 36, 16, 41, 36, 3, 4, 33, 39, 24, 15, 4, 31, 42, 16, 18, 32, 0, 0, 2, 14, 11, 0, 4, 49, 3, 31, 24, 44, 40, 49, 40, 36, 6, 23, 4, 48, 33, 8, 36, 41, 42, 40, 16, 38, 1, 13, 40, 25, 40, 35, 43, 8, 2, 25, 50, 16, 50, 2, 6, 38, 4, 1, 36, 21, 10, 29, 21, 5, 41, 11, 9, 39, 16, 7, 15, 12, 22, 48, 48, 12, 4, 28, 30, 36, 36, 46, 48, 46, 42, 45, 6, 11, 6, 50, 1, 45, 38, 2, 21, 18, 48]
[26, 11, 40, 26, 27, 48, 25, 20, 44, 39, 35, 14, 0, 48, 14, 0, 50, 23, 21, 13, 28, 8, 17, 23, 46, 25, 28, 34, 20, 8, 26, 14, 25, 35, 4, 36, 32, 40, 1, 24, 35, 28, 39, 17, 9, 31, 1, 46, 21, 33, 18, 5, 19, 13, 48, 1, 18, 36, 35, 13, 44, 29, 3, 40, 29, 42, 33, 19, 5, 44, 42, 48, 1, 11, 10, 49, 5, 42, 27, 12, 22, 28, 19, 40, 43, 31, 10, 12, 42, 25, 37, 0, 44, 21, 9, 25, 36, 1, 42, 8, 46, 4, 35, 7, 36, 37, 24, 17, 28, 47, 5, 38, 36, 35, 32, 46, 28, 15, 48]
[33, 12, 19, 12, 22, 9, 0, 44, 28, 42, 20, 2, 48, 0, 5, 30, 41, 26, 22, 28, 48, 46, 34, 42, 21, 12, 31, 15, 3, 37, 29, 16, 8, 19, 12, 1, 39, 5, 1, 50, 30, 46, 30, 46, 44, 10, 16, 35, 21, 5, 18, 33, 47, 21, 1, 10, 15, 45, 16, 5, 15, 22, 12, 42, 20, 33, 44, 3, 36, 12, 13, 4, 9, 19, 1, 34, 32, 32, 15, 48, 30, 19, 17, 8, 22, 38, 35, 17, 15, 17, 45, 13, 42, 37, 15, 4, 41, 18, 3, 13, 43, 45, 31, 48, 16, 49, 15, 2, 8, 24, 50, 42, 41, 14, 18, 36, 19, 45, 11]
[21, 34, 33, 43, 13, 9, 18, 23, 30, 9, 27, 31, 14, 5, 0, 8, 32, 9, 12, 19, 23, 6, 31, 29, 46, 38, 25, 43, 2, 47, 46, 7, 28, 31, 50, 7, 35, 30, 5, 18, 9, 38, 25, 1, 42, 30, 21, 14, 49, 26, 43, 19, 15, 28, 3, 6, 39, 0, 44, 39, 6, 31, 10, 11, 12, 38, 46, 6, 26, 48, 25, 27, 38, 9, 35, 20, 9, 11, 23, 36, 21, 8, 2, 7, 13, 45, 32, 50, 25, 2, 5, 44, 35, 3, 19, 1, 11, 33, 28, 36, 13, 9, 28, 16, 12, 33, 16, 22, 29, 33, 16, 4, 23, 14, 23, 4, 18, 20, 18]
[2, 7, 20, 45, 27, 14, 36, 25, 10, 1, 40, 35, 0, 30, 8, 0, 9, 22, 33, 41, 8, 35, 18, 32, 31, 33, 42, 16, 40, 7, 46, 9, 50, 41, 39, 37, 24, 33, 23, 3, 5, 42, 14, 29, 4, 14, 19, 39, 23, 13, 44, 23, 50, 9, 50, 1, 20, 36, 30, 5, 16, 49, 0, 46, 7, 18, 5, 13, 44, 31, 9, 15, 47, 41, 14, 4, 5, 13, 3, 9, 22, 30, 39, 41, 22, 28, 10, 46, 10, 34, 50, 3, 13, 48, 45, 15, 32, 21, 47, 16, 26, 50, 46, 27, 4, 1, 35, 45, 26, 47, 21, 23, 19, 22, 50, 24, 48, 43, 13]
[4, 11, 2, 28, 11, 4, 27, 2, 24, 0, 17, 36, 50, 41, 32, 9, 0, 21, 3, 10, 28, 6, 12, 8, 35, 19, 10, 5, 12, 27, 15, 47, 15, 19, 40, 15, 16, 8, 7, 48, 38, 31, 41, 50, 39, 26, 19, 2, 41, 25, 31, 31, 26, 25, 40, 24, 18, 44, 6, 7, 18, 31, 48, 30, 3, 47, 3, 8, 29, 35, 36, 25, 30, 37, 36, 21, 5, 31, 35, 46, 16, 45, 20, 23, 45, 41, 6, 39, 33, 38, 33, 23, 5, 28, 1, 29, 43, 17, 20, 29, 1, 3, 3, 49, 17, 19, 37, 16, 13, 15, 47, 41, 10, 0, 1, 40, 0, 42, 23]
[12, 18, 26, 22, 31, 38, 18, 15, 45, 41, 25, 29, 23, 26, 9, 22, 21, 0, 11, 45, 45, 36, 21, 13, 41, 31, 21, 0, 33, 26, 40, 7, 43, 7, 18, 4, 33, 8, 41, 0, 30, 27, 7, 40, 19, 28, 6, 50, 46, 33, 45, 19, 11, 6, 5, 21, 30, 38, 38, 34, 13, 6, 14, 48, 35, 3, 5, 36, 23, 48, 42, 45, 37, 33, 1, 7, 28, 38, 15, 15, 5, 30, 37, 6, 4, 6, 48, 10, 49, 4, 43, 45, 20, 29, 41, 46, 13, 50, 11, 17, 25, 10, 20, 28, 4, 20, 7, 19, 43, 32, 8, 7, 42, 8, 23, 29, 34, 49, 5]
[39, 1, 19, 34, 46, 37, 10, 11, 47, 46, 12, 36, 21, 22, 12, 33, 3, 11, 0, 30, 38, 6, 45, 29, 35, 45, 3, 14, 50, 28, 21, 47, 12, 48, 5, 0, 21, 9, 34, 16, 12, 38, 45, 38, 25, 13, 16, 6, 40, 29, 36, 18, 47, 41, 5, 26, 48, 10, 34, 15, 43, 21, 32, 24, 36, 31, 44, 4, 47, 22, 39, 22, 31, 17, 36, 33, 24, 24, 4, 2, 43, 47, 4, 14, 16, 12, 24, 1, 46, 3, 47, 16, 0, 9, 27, 36, 10, 18, 22, 12, 48, 41, 22, 39, 43, 11, 23, 18, 36, 41, 39, 10, 4, 19, 3, 4, 35, 23, 42]
[39, 25, 25, 21, 11, 2, 50, 27, 6, 33, 1, 16, 13, 28, 19, 41, 10, 45, 30, 0, 14, 35, 26, 49, 44, 37, 44, 25, 3, 16, 6, 26, 25, 2, 44, 19, 18, 7, 25, 15, 17, 0, 14, 49, 16, 26, 19, 27, 20, 12, 18, 34, 25, 33, 30, 18, 30, 6, 8, 37, 45, 7, 7, 48, 27, 18, 45, 0, 35, 50, 26, 9, 38, 29, 14, 45, 21, 42, 38, 18, 23, 5, 23, 2, 38, 8, 11, 38, 14, 34, 5, 2, 44, 41, 12, 45, 45, 14, 5, 2, 14, 5, 23, 11, 23, 15, 11, 11, 16, 1, 40, 8, 12, 14, 48, 10, 41, 15, 25]
[3, 2, 32, 24, 36, 14, 33, 2, 32, 11, 27, 41, 28, 48, 23, 8, 28, 45, 38, 14, 0, 11, 50, 8, 28, 7, 41, 50, 2, 28, 5, 10, 17, 50, 45, 7, 27, 25, 13, 28, 50, 33, 33, 3, 23, 36, 34, 19, 45, 29, 11, 21, 49, 14, 16, 23, 19, 28, 27, 9, 42, 34, 28, 41, 37, 39, 46, 47, 0, 14, 4, 20, 17, 50, 23, 35, 3, 15, 35, 41, 43, 25, 40, 41, 6, 29, 0, 38, 26, 3, 14, 44, 9, 44, 41, 42, 11, 49, 49, 4, 28, 8, 28, 15, 36, 49, 41, 15, 15, 41, 39, 7, 46, 36, 4, 6, 0, 44, 32]
[14, 36, 44, 31, 26, 21, 20, 17, 37, 12, 10, 36, 8, 46, 6, 35, 6, 36, 6, 35, 11, 0, 49, 39, 43, 44, 7, 49, 18, 45, 34, 18, 44, 31, 4, 2, 21, 29, 0, 4, 39, 41, 26, 9, 28, 18, 21, 23, 47, 1, 19, 37, 20, 1, 36, 28, 36, 26, 44, 9, 41, 27, 32, 38, 5, 39, 47, 19, 44, 42, 31, 19, 39, 30, 2, 19, 18, 36, 28, 38, 14, 38, 29, 19, 13, 6, 39, 30, 5, 29, 11, 43, 15, 48, 28, 30, 17, 37, 0, 4, 14, 7, 5, 3, 8, 33, 27, 47, 27, 22, 25, 0, 15, 17, 10, 37, 47, 37, 49]
[9, 41, 45, 28, 43, 44, 0, 8, 0, 40, 25, 3, 17, 34, 31, 18, 12, 21, 45, 26, 50, 49, 0, 8, 18, 14, 10, 13, 10, 7, 24, 21, 48, 37, 37, 2, 5, 34, 14, 42, 10, 11, 10, 5, 42, 18, 31, 28, 8, 39, 1, 0, 4, 6, 36, 1, 2, 6, 14, 32, 17, 50, 17, 17, 30, 41, 19, 36, 21, 31, 15, 38, 11, 23, 12, 17, 16, 21, 37, 42, 8, 3, 50, 20, 8, 30, 33, 24, 21, 31, 43, 38, 11, 34, 36, 3, 40, 49, 0, 2, 38, 1, 8, 47, 15, 17, 49, 32, 40, 13, 49, 17, 10, 31, 34, 36, 11, 42, 9]
[50, 37, 30, 48, 27, 37, 24, 8, 20, 16, 15, 4, 23, 42, 29, 32, 8, 13, 29, 49, 8, 39, 8, 0, 45, 47, 47, 46, 38, 50, 26, 35, 50, 3, 46, 1, 31, 11, 33, 39, 45, 8, 27, 31, 18, 38, 21, 49, 46, 42, 4, 47, 41, 38, 15, 21, 27, 12, 34, 11, 38, 24, 1, 38, 22, 0, 32, 41, 50, 46, 49, 9, 4, 14, 43, 49, 48, 3, 44, 32, 45, 36, 21, 14, 35, 38, 0, 1, 0, 10, 29, 14, 0, 42, 1, 0, 44, 1, 26, 26, 4, 13, 0, 15, 9, 8, 38, 47, 31, 6, 8, 27, 44, 10, 43, 40, 11, 10, 0]
[49, 17, 14, 6, 45, 15, 49, 21, 42, 3, 18, 33, 46, 21, 46, 31, 35, 41, 35, 44, 28, 43, 18, 45, 0, 38, 33, 5, 0, 5, 34, 19, 0, 47, 14, 16, 3, 5, 42, 28, 38, 8, 41, 44, 29, 47, 26, 16, 0, 28, 6, 25, 14, 7, 12, 50, 16, 41, 12, 17, 46, 34, 5, 25, 20, 48, 6, 34, 33, 32, 23, 49, 29, 43, 19, 42, 41, 22, 15, 23, 35, 40, 41, 43, 33, 32, 6, 11, 10, 46, 5, 11, 38, 1, 2, 35, 25, 10, 29, 29, 36, 12, 2, 14, 41, 42, 8, 20, 14, 30, 45, 13, 8, 22, 20, 8, 3, 34, 48]
[33, 44, 1, 23, 39, 39, 20, 41, 25, 13, 24, 39, 25, 12, 38, 33, 19, 31, 45, 37, 7, 44, 14, 47, 38, 0, 5, 19, 19, 48, 13, 33, 30, 24, 27, 13, 13, 47, 33, 41, 36, 34, 12, 36, 12, 18, 45, 30, 40, 3, 30, 23, 7, 32, 31, 14, 11, 9, 12, 40, 6, 7, 12, 14, 47, 41, 7, 27, 40, 15, 50, 36, 6, 18, 7, 7, 21, 48, 36, 47, 47, 0, 32, 49, 23, 6, 0, 16, 29, 27, 14, 45, 46, 34, 14, 6, 5, 29, 13, 37, 28, 26, 36, 50, 28, 43, 8, 7, 21, 3, 34, 24, 20, 20, 36, 29, 7, 13, 4]
[21, 43, 45, 16, 37, 16, 33, 19, 18, 15, 15, 24, 28, 31, 25, 42, 10, 21, 3, 44, 41, 7, 10, 47, 33, 5, 0, 14, 31, 35, 8, 30, 43, 13, 43, 20, 19, 39, 30, 49, 28, 21, 4, 29, 14, 27, 20, 48, 8, 34, 29, 37, 3, 46, 41, 36, 28, 33, 47, 22, 38, 49, 50, 34, 21, 3, 6, 39, 0, 31, 7, 11, 36, 41, 16, 18, 26, 21, 3, 17, 42, 43, 6, 6, 28, 1, 29, 1, 4, 39, 14, 36, 41, 33, 36, 7, 32, 44, 11, 43, 37, 48, 45, 41, 39, 3, 2, 15, 36, 37, 41, 50, 37, 0, 45, 48, 46, 11, 43]
[35, 5, 7, 23, 47, 4, 2, 41, 47, 10, 11, 15, 34, 15, 43, 16, 5, 0, 14, 25, 50, 49, 13, 46, 5, 19, 14, 0, 7, 26, 1, 10, 17, 18, 28, 47, 23, 45, 1, 45, 50, 10, 3, 20, 36, 8, 26, 26, 11, 7, 35, 47, 15, 41, 49, 2, 28, 44, 3, 6, 34, 42, 40, 44, 4, 44, 27, 7, 13, 19, 31, 7, 50, 36, 22, 25, 43, 34, 19, 24, 29, 40, 37, 5, 11, 27, 24, 35, 28, 7, 40, 26, 41, 30, 17, 42, 45, 40, 33, 42, 34, 18, 9, 37, 21, 33, 46, 13, 48, 38, 31, 11, 12, 36, 11, 13, 10, 5, 39]
[44, 6, 11, 48, 18, 35, 10, 50, 42, 46, 3, 4, 20, 3, 2, 40, 12, 33, 50, 3, 2, 18, 10, 38, 0, 19, 31, 7, 0, 48, 23, 19, 31, 39, 37, 47, 4, 5, 38, 46, 22, 21, 42, 29, 10, 46, 8, 27, 49, 40, 21, 7, 39, 9, 4, 4, 46, 31, 42, 27, 26, 44, 5, 0, 10, 21, 46, 47, 16, 3, 34, 32, 3, 46, 19, 41, 16, 41, 28, 16, 33, 32, 40, 30, 46, 2, 7, 40, 16, 44, 10, 38, 0, 22, 2, 27, 6, 37, 11, 47, 15, 31, 20, 41, 15, 23, 23, 46, 26, 47, 23, 17, 24, 47, 3, 29, 1, 22, 39]
[45, 48, 5, 13, 21, 13, 28, 8, 19, 43, 39, 31, 8, 37, 47, 7, 27, 26, 28, 16, 28, 45, 7, 50, 5, 48, 35, 26, 48, 0, 43, 2, 6, 8, 46, 21, 6, 0, 8, 31, 12, 7, 14, 0, 9, 41, 41, 34, 35, 18, 34, 3, 6, 37, 29, 25, 19, 14, 3, 40, 45, 18, 11, 19, 6, 32, 36, 17, 11, 1, 27, 11, 16, 49, 50, 12, 20, 40, 19, 23, 1, 38, 12, 9, 42, 50, 22, 31, 39, 2, 43, 17, 28, 3, 4, 4, 37, 12, 27, 32, 26, 25, 40, 36, 36, 37, 39, 9, 6, 3, 13, 3, 19, 17, 23, 35, 26, 43, 24]
[5, 3, 21, 32, 38, 30, 20, 38, 34, 29, 31, 42, 26, 29, 46, 46, 15, 40, 21, 6, 5, 34, 24, 26, 34, 13, 8, 1, 23, 43, 0, 35, 37, 13, 36, 0, 37, 12, 39, 36, 22, 17, 46, 44, 7, 14, 4, 46, 6, 22, 40, 0, 6, 19, 38, 20, 49, 17, 44, 9, 19, 27, 7, 18, 47, 5, 11, 12, 36, 35, 8, 48, 46, 7, 4, 45, 19, 17, 20, 11, 26, 42, 2, 34, 48, 24, 46, 5, 36, 33, 2, 24, 38, 29, 0, 45, 45, 37, 4, 4, 6, 5, 46, 35, 29, 20, 25, 48, 1, 33, 1, 6, 37, 11, 32, 20, 39, 42, 37]
[45, 16, 30, 4, 21, 40, 24, 14, 21, 17, 29, 16, 14, 16, 7, 9, 47, 7, 47, 26, 10, 18, 21, 35, 19, 33, 30, 10, 19, 2, 35, 0, 22, 9, 15, 35, 29, 49, 2, 42, 36, 44, 46, 10, 44, 20, 43, 14, 18, 41, 38, 28, 3, 34, 22, 11, 40, 9, 45, 3, 29, 47, 44, 5, 33, 4, 25, 40, 32, 39, 18, 39, 24, 43, 6, 48, 43, 23, 43, 39, 10, 50, 32, 1, 33, 6, 6, 21, 4, 2, 33, 44, 42, 34, 39, 33, 28, 26, 13, 48, 4, 44, 50, 1, 37, 30, 40, 0, 19, 34, 48, 33, 15, 36, 31, 13, 46, 43, 23]
[15, 15, 46, 25, 27, 50, 33, 5, 9, 10, 6, 18, 25, 8, 28, 50, 15, 43, 12, 25, 17, 44, 48, 50, 0, 30, 43, 17, 31, 6, 37, 22, 0, 26, 6, 41, 32, 31, 43, 50, 14, 28, 29, 6, 15, 28, 38, 34, 28, 48, 44, 8, 10, 37, 22, 8, 50, 48, 5, 19, 7, 11, 46, 12, 49, 48, 7, 44, 50, 46, 27, 27, 25, 7, 4, 14, 2, 35, 36, 38, 13, 38, 44, 46, 20, 5, 30, 22, 0, 50, 22, 36, 2, 22, 39, 28, 25, 1, 27, 25, 44, 47, 4, 16, 40, 49, 27, 33, 5, 39, 50, 32, 17, 0, 5, 23, 28, 8, 14]
[6, 4, 24, 8, 7, 1, 32, 45, 6, 43, 40, 32, 35, 19, 31, 41, 19, 7, 48, 2, 50, 31, 37, 3, 47, 24, 13, 18, 39, 8, 13, 9, 26, 0, 24, 10, 5, 24, 26, 50, 17, 6, 2, 8, 3, 50, 19, 32, 24, 41, 9, 40, 45, 46, 21, 24, 43, 14, 22, 11, 14, 37, 44, 42, 39, 28, 7, 21, 1, 14, 39, 25, 43, 24, 37, 4, 25, 39, 50, 11, 49, 32, 50, 28, 20, 35, 7, 47, 47, 44, 5, 20, 29, 39, 10, 17, 21, 5, 27, 33, 9, 5, 40, 12, 46, 6, 39, 34, 24, 37, 24, 22, 17, 25, 4, 42, 15, 33, 3]
[14, 20, 24, 31, 2, 47, 33, 24, 41, 7, 13, 0, 4, 12, 50, 39, 40, 18, 5, 44, 45, 4, 37, 46, 14, 27, 43, 28, 37, 46, 36, 15, 6, 24, 0, 20, 14, 15, 2, 46, 25, 17, 1, 32, 33, 24, 31, 14, 27, 35, 1, 8, 22, 32, 15, 50, 9, 22, 19, 23, 3, 13, 1, 17, 39, 25, 37, 22, 2, 43, 8, 19, 29, 49, 8, 17, 14, 1, 40, 45, 18, 34, 19, 33, 2, 50, 42, 20, 48, 8, 10, 41, 1, 43, 12, 29, 3, 25, 8, 32, 9, 40, 25, 49, 21, 12, 25, 44, 49, 39, 39, 0, 22, 37, 31, 18, 44, 41, 4]
[33, 15, 28, 11, 21, 45, 22, 1, 34, 18, 47, 0, 36, 1, 7, 37, 15, 4, 0, 19, 7, 2, 2, 1, 16, 13, 20, 47, 47, 21, 0, 35, 41, 10, 20, 0, 44, 32, 7, 24, 19, 30, 11, 41, 50, 42, 36, 29, 23, 19, 0, 46, 22, 44, 9, 9, 25, 2, 20, 15, 39, 5, 24, 22, 1, 25, 46, 46, 41, 14, 14, 35, 13, 45, 46, 49, 50, 50, 26, 2, 26, 2, 24, 32, 14, 30, 43, 2, 42, 0, 7, 8, 27, 2, 41, 31, 12, 37, 50, 40, 39, 32, 45, 32, 41, 22, 9, 8, 46, 12, 31, 46, 16, 38, 0, 38, 49, 33, 8]
[3, 21, 49, 38, 32, 43, 32, 26, 11, 42, 48, 2, 32, 39, 35, 24, 16, 33, 21, 18, 27, 21, 5, 31, 3, 13, 19, 23, 4, 6, 37, 29, 32, 5, 14, 44, 0, 26, 10, 49, 6, 49, 23, 30, 27, 31, 20, 22, 39, 41, 34, 46, 9, 32, 2, 24, 50, 21, 48, 48, 30, 1, 19, 16, 28, 37, 0, 8, 26, 19, 41, 34, 40, 10, 30, 33, 7, 1, 24, 43, 31, 10, 37, 20, 1, 13, 44, 6, 26, 0, 36, 30, 32, 36, 44, 26, 1, 19, 43, 20, 20, 9, 28, 34, 33, 38, 40, 6, 17, 47, 6, 18, 49, 12, 19, 7, 34, 21, 4]
[28, 41, 29, 8, 25, 22, 39, 15, 50, 12, 46, 14, 40, 5, 30, 33, 8, 8, 9, 7, 25, 29, 34, 11, 5, 47, 39, 45, 5, 0, 12, 49, 31, 24, 15, 32, 26, 0, 27, 29, 19, 34, 26, 34, 29, 44, 12, 22, 0, 30, 10, 47, 35, 50, 46, 21, 38, 44, 41, 36, 9, 47, 47, 21, 2, 33, 34, 0, 45, 40, 30, 42, 4, 16, 12, 9, 33, 37, 10, 30, 50, 28, 21, 35, 1, 34, 28, 38, 47, 20, 0, 48, 8, 2, 7, 33, 16, 31, 15, 0, 4, 0, 21, 31, 7, 5, 0, 35, 12, 6, 46, 33, 22, 7, 3, 29, 27, 38, 30]
[38, 5, 43, 48, 7, 22, 9, 26, 32, 35, 23, 11, 1, 1, 5, 23, 7, 41, 34, 25, 13, 0, 14, 33, 42, 33, 30, 1, 38, 8, 39, 2, 43, 26, 2, 7, 10, 27, 0, 34, 35, 27, 5, 23, 36, 46, 50, 46, 49, 9, 11, 16, 19, 26, 43, 22, 31, 32, 25, 36, 15, 0, 47, 23, 26, 6, 8, 7, 25, 15, 32, 41, 28, 11, 42, 12, 10, 16, 11, 1, 13, 41, 12, 38, 14, 50, 22, 29, 37, 27, 30, 32, 0, 0, 12, 42, 0, 15, 15, 15, 8, 28, 47, 48, 10, 42, 8, 29, 25, 1, 5, 21, 10, 18, 48, 39, 12, 50, 32]
