N1,N2,...,Nx
[15, 16, 14, 9, 8, 6, 17, 30, 36, 17, 30, 47, 33, 20, 31, 44, 11, 13, 48, 37, 20, 0, 35, 27, 7, 32, 43, 3, 47, 9, 34, 22, 21, 26, 47, 28, 49, 12, 48, 5, 15, 33, 14, 32, 35, 32, 40, 1, 23, 16, 17, 2, 12, 41, 50, 39, 28, 44, 2, 31, 35, 21, 9, 10, 9, 14, 8, 1, 3, 3, 42, 11, 40, 50, 47, 29, 31, 33, 30, 17, 50]
[36, 49, 43, 15, 11, 45, 47, 38, 31, 24, 34, 22, 23, 4, 50, 22, 49, 17, 36, 22, 41, 35, 0, 50, 30, 40, 21, 49, 35, 49, 6, 44, 7, 18, 39, 2, 1, 33, 3, 41, 27, 41, 28, 46, 20, 33, 43, 27, 31, 41, 21, 29, 48, 34, 40, 7, 13, 31, 29, 4, 9, 22, 8, 30, 29, 22, 45, 20, 50, 23, 24, 38, 29, 8, 14, 45, 37, 3, 48, 23, 3]
[14, 11, 44, 50, 27, 0, 45, 25, 28, 47, 1, 4, 37, 38, 1, 31, 37, 18, 9, 31, 28, 27, 50, 0, 29, 2, 30, 8, 10, 50, 46, 7, 38, 37, 37, 32, 9, 23, 47, 26, 8, 25, 29, 0, 24, 25, 4, 34, 46, 12, 47, 8, 5, 3, 23, 20, 33, 8, 29, 21, 50, 50, 0, 28, 29, 1, 40, 48, 21, 20, 46, 14, 43, 34, 27, 28, 50, 39, 37, 31, 29]
[8, 17, 46, 29, 13, 6, 0, 25, 16, 44, 46, 26, 3, 17, 19, 0, 26, 22, 12, 12, 0, 7, 30, 29, 0, 17, 48, 27, 47, 28, 1, 4, 39, 14, 49, 49, 16, 22, 16, 32, 46, 36, 50, 28, 0, 40, 18, 23, 31, 34, 8, 17, 13, 46, 30, 34, 22, 24, 15, 47, 38, 22, 29, 3, 22, 26, 14, 26, 17, 22, 25, 2, 31, 50, 33, 48, 1, 33, 0, 40, 16]
[28, 36, 36, 14, 7, 17, 47, 24, 3, 8, 49, 41, 23, 47, 23, 9, 4, 5, 14, 13, 23, 32, 40, 2, 17, 0, 28, 38, 6, 41, 46, 5, 33, 30, 8, 29, 27, 8, 30, 43, 30, 9, 27, 16, 32, 27, 1, 9, 31, 13, 26, 3, 28, 3, 14, 50, 12, 12, 14, 29, 41, 25, 44, 37, 34, 33, 38, 26, 41, 43, 23, 14, 0, 45, 15, 17, 37, 30, 30, 41, 8]
[24, 34, 4, 39, 0, 40, 2, 7, 26, 29, 45, 26, 33, 24, 20, 2, 5, 26, 9, 17, 38, 43, 21, 30, 48, 28, 0, 42, 49, 45, 3, 10, 3, 9, 32, 24, 19, 43, 47, 1, 28, 34, 46, 31, 9, 18, 46, 4, 19, 9, 33, 2, 40, 32, 7, 26, 20, 23, 47, 40, 48, 26, 26, 30, 24, 10, 46, 36, 15, 35, 40, 10, 36, 19, 18, 4, 20, 40, 42, 30, 8]
[3, 34, 23, 12, 33, 45, 1, 47, 27, 36, 12, 39, 20, 16, 41, 29, 29, 33, 12, 12, 43, 3, 49, 8, 27, 38, 42, 0, 48, 12, 37, 29, 50, 12, 38, 6, 1, 37, 48, 20, 34, 34, 0, 26, 31, 43, 19, 20, 13, 23, 50, 19, 18, 17, 9, 25, 45, 26, 43, 36, 41, 37, 22, 15, 44, 6, 0, 36, 2, 12, 44, 31, 46, 34, 22, 45, 21, 44, 9, 37, 11]
[32, 13, 31, 44, 39, 49, 26, 36, 22, 1, 19, 17, 35, 29, 42, 7, 10, 50, 13, 10, 28, 47, 35, 10, 47, 6, 49, 48, 0, 3, 30, 22, 49, 41, 25, 11, 26, 44, 35, 43, 32, 28, 4, 0, 31, 35, 12, 2, 11, 34, 0, 18, 15, 29, 21, 47, 46, 7, 39, 8, 35, 1, 40, 46, 25, 32, 16, 41, 25, 39, 49, 38, 38, 47, 17, 44, 11, 20, 2, 44, 15]
[40, 1, 25, 42, 39, 30, 4, 9, 7, 36, 22, 34, 32, 49, 0, 35, 24, 39, 17, 12, 23, 9, 49, 50, 28, 41, 45, 12, 3, 0, 18, 49, 35, 9, 37, 3, 4, 31, 10, 30, 49, 16, 8, 8, 21, 0, 28, 17, 45, 33, 42, 5, 35, 36, 27, 18, 36, 40, 16, 40, 48, 49, 15, 47, 38, 2, 11, 27, 30, 16, 32, 35, 23, 32, 13, 31, 11, 36, 19, 5, 23]
[40, 0, 18, 5, 21, 24, 47, 49, 13, 34, 27, 8, 33, 26, 15, 50, 45, 44, 50, 19, 6, 34, 6, 46, 1, 46, 3, 37, 30, 18, 0, 45, 7, 0, 37, 47, 2, 41, 39, 1, 1, 12, 1, 13, 17, 27, 17, 16, 15, 46, 11, 5, 15, 40, 33, 7, 6, 12, 21, 6, 37, 17, 36, 45, 44, 46, 16, 27, 25, 3, 4, 24, 46, 5, 31, 42, 40, 49, 23, 18, 23]
[21, 24, 18, 46, 43, 29, 32, 45, 50, 33, 22, 5, 15, 41, 43, 13, 17, 36, 36, 46, 19, 22, 44, 7, 4, 5, 10, 29, 22, 49, 45, 0, 20, 33, 23, 43, 5, 26, 10, 10, 15, 31, 43, 13, 25, 21, 39, 22, 8, 28, 16, 15, 21, 25, 46, 19, 45, 46, 30, 33, 5, 32, 34, 3, 10, 24, 7, 25, 17, 17, 40, 47, 47, 36, 20, 36, 38, 8, 40, 48, 50]
[6, 0, 27, 23, 42, 11, 38, 38, 16, 38, 15, 50, 50, 2, 13, 42, 9, 8, 14, 39, 6, 21, 7, 38, 39, 33, 3, 50, 49, 35, 7, 20, 0, 16, 17, 48, 50, 38, 34, 22, 41, 5, 48, 31, 19, 29, 15, 45, 22, 9, 9, 19, 18, 1, 29, 34, 9, 40, 28, 18, 38, 39, 46, 25, 41, 2, 0, 2, 32, 2, 27, 48, 28, 21, 5, 35, 31, 34, 49, 14, 8]
[25, 12, 23, 37, 34, 31, 0, 38, 45, 36, 48, 48, 5, 49, 7, 11, 26, 46, 39, 12, 33, 26, 18, 37, 14, 30, 9, 12, 41, 9, 0, 33, 16, 0, 11, 17, 1, 21, 44, 14, 28, 13, 14, 43, 7, 0, 47, 35, 1, 7, 1, 15, 3, 6, 26, 40, 2, 18, 37, 38, 9, 15, 44, 47, 29, 45, 48, 26, 31, 3, 13, 47, 45, 19, 13, 8, 44, 50, 15, 12, 8]
[24, 3, 11, 45, 40, 35, 33, 27, 7, 43, 49, 5, 19, 7, 5, 6, 11, 50, 28, 26, 18, 47, 39, 37, 49, 8, 32, 38, 25, 37, 37, 23, 17, 11, 0, 37, 20, 26, 8, 24, 20, 46, 37, 13, 26, 49, 49, 3, 39, 1, 38, 9, 25, 48, 30, 17, 5, 44, 25, 24, 6, 3, 43, 36, 20, 15, 20, 27, 31, 1, 33, 17, 34, 5, 41, 34, 2, 14, 8, 39, 4]
[34, 9, 33, 1, 47, 35, 49, 6, 20, 39, 15, 24, 18, 8, 35, 9, 49, 45, 49, 18, 28, 28, 2, 32, 49, 29, 24, 6, 11, 3, 47, 43, 48, 17, 37, 0, 24, 39, 43, 34, 26, 21, 10, 35, 28, 34, 8, 40, 1, 14, 20, 48, 26, 18, 42, 11, 45, 32, 50, 25, 46, 33, 32, 24, 4, 9, 43, 16, 47, 16, 26, 8, 17, 5, 14, 44, 44, 1, 24, 5, 16]
[23, 24, 43, 13, 36, 50, 27, 46, 3, 38, 36, 35, 42, 44, 31, 32, 46, 8, 5, 6, 33, 49, 1, 9, 16, 27, 19, 1, 26, 4, 2, 5, 50, 1, 20, 24, 0, 16, 27, 5, 41, 23, 45, 30, 12, 29, 5, 6, 37, 24, 45, 19, 26, 33, 2, 18, 50, 49, 17, 24, 29, 39, 34, 47, 10, 1, 3, 16, 1, 49, 46, 42, 28, 19, 30, 45, 6, 1, 25, 43, 5]
[47, 4, 18, 25, 28, 19, 25, 3, 19, 50, 20, 39, 11, 5, 33, 45, 46, 22, 48, 14, 44, 12, 33, 23, 22, 8, 43, 37, 44, 31, 41, 26, 38, 21, 26, 39, 16, 0, 49, 38, 25, 3, 29, 33, 21, 32, 27, 37, 17, 8, 21, 1, 19, 27, 20, 40, 18, 10, 15, 9, 50, 20, 37, 41, 2, 4, 38, 1, 39, 36, 8, 37, 23, 19, 16, 43, 14, 10, 16, 32, 5]
[28, 30, 18, 21, 49, 5, 31, 40, 17, 4, 13, 38, 42, 46, 26, 6, 17, 3, 30, 46, 18, 48, 3, 47, 16, 30, 47, 48, 35, 10, 39, 10, 34, 44, 8, 43, 27, 49, 0, 10, 3, 42, 14, 29, 28, 36, 41, 2, 1, 45, 23, 26, 27, 12, 3, 19, 42, 24, 34, 16, 6, 31, 3, 49, 46, 40, 8, 4, 17, 15, 38, 46, 31, 40, 16, 46, 36, 35, 19, 23, 16]
[35, 25, 14, 25, 46, 38, 30, 2, 35, 10, 46, 33, 27, 44, 34, 8, 22, 35, 23, 17, 33, 5, 41, 26, 32, 43, 1, 20, 43, 30, 1, 10, 22, 14, 24, 34, 5, 38, 10, 0, 9, 27, 2, 9, 0, 23, 19, 22, 9, 0, 4, 9, 45, 22, 0, 33, 5, 14, 10, 27, 32, 39, 45, 2, 29, 45, 36, 23, 41, 43, 16, 28, 35, 39, 40, 5, 9, 8, 46, 11, 48]
[1, 36, 32, 16, 16, 30, 38, 16, 22, 25, 2, 3, 19, 35, 14, 28, 34, 3, 44, 41, 20, 15, 27, 8, 46, 30, 28, 34, 32, 49, 1, 15, 41, 28, 20, 26, 41, 25, 3, 9, 0, 34, 39, 42, 49, 10, 25, 27, 43, 1, 29, 44, 34, 16, 26, 36, 14, 11, 10, 50, 7, 26, 48, 24, 41, 10, 50, 45, 43, 18, 30, 44, 38, 22, 19, 24, 2, 7, 16, 13, 35]
[45, 45, 36, 3, 14, 10, 20, 18, 28, 30, 1, 42, 20, 11, 10, 14, 28, 47, 37, 41, 37, 33, 41, 25, 36, 9, 34, 34, 28, 16, 12, 31, 5, 13, 46, 21, 23, 3, 42, 27, 34, 0, 37, 0, 23, 36, 0, 26, 15, 23, 27, 5, 34, 45, 2, 22, 30, 24, 0, 38, 47, 28, 25, 31, 10, 49, 9, 21, 21, 24, 43, 0, 34, 23, 1, 9, 38, 13, 33, 8, 45]
[36, 18, 31, 1, 16, 37, 40, 6, 44, 4, 35, 12, 35, 27, 34, 39, 8, 31, 31, 35, 45, 14, 28, 29, 50, 27, 46, 0, 4, 8, 1, 43, 48, 14, 37, 10, 45, 29, 14, 2, 39, 37, 0, 20, 4, 37, 9, 16, 1, 40, 25, 21, 48, 26, 26, 10, 2, 33, 10, 10, 41, 11, 32, 12, 50, 48, 9, 0, 41, 16, 16, 18, 50, 13, 48, 1, 34, 42, 23, 12, 7]
[46, 5, 26, 12, 31, 11, 4, 37, 30, 46, 20, 19, 0, 16, 46, 10, 1, 42, 18, 25, 16, 32, 46, 0, 28, 16, 31, 26, 0, 8, 13, 13, 31, 43, 13, 35, 30, 33, 29, 9, 42, 0, 20, 0, 2, 35, 31, 42, 45, 1, 46, 31, 11, 24, 38, 4, 49, 24, 44, 10, 4, 42, 38, 14, 48, 33, 24, 22, 4, 40, 13, 38, 38, 34, 23, 14, 17, 15, 24, 26, 35]
[5, 31, 31, 41, 44, 44, 24, 35, 29, 14, 41, 46, 34, 40, 11, 43, 29, 11, 45, 18, 36, 35, 20, 24, 0, 32, 9, 31, 31, 21, 17, 25, 19, 7, 26, 28, 12, 21, 28, 0, 49, 23, 4, 2, 0, 12, 3, 27, 42, 39, 38, 24, 33, 20, 48, 43, 35, 26, 36, 23, 5, 38, 6, 35, 45, 7, 34, 25, 12, 6, 31, 28, 18, 23, 2, 31, 40, 23, 50, 14, 35]
[26, 19, 3, 30, 45, 17, 17, 6, 27, 32, 8, 29, 25, 8, 7, 7, 50, 12, 46, 29, 34, 32, 33, 25, 40, 27, 18, 43, 35, 0, 27, 21, 29, 0, 49, 34, 29, 32, 36, 23, 10, 36, 37, 35, 12, 0, 37, 34, 24, 30, 8, 2, 15, 39, 26, 24, 29, 48, 29, 13, 25, 42, 21, 32, 9, 34, 14, 20, 43, 6, 0, 16, 8, 28, 37, 50, 34, 6, 5, 8, 42]
[17, 47, 5, 14, 1, 50, 8, 25, 34, 15, 1, 47, 26, 2, 4, 0, 30, 3, 36, 29, 36, 40, 43, 4, 18, 1, 46, 19, 12, 28, 17, 39, 15, 47, 49, 8, 5, 27, 41, 19, 25, 0, 9, 31, 3, 37, 0, 11, 42, 8, 6, 5, 32, 3, 27, 40, 42, 32, 14, 6, 41, 21, 26, 5, 25, 13, 20, 23, 49, 3, 23, 19, 0, 13, 29, 46, 37, 2, 33, 30, 42]
[0, 6, 11, 39, 4, 47, 50, 46, 28, 36, 45, 44, 7, 42, 35, 48, 31, 13, 5, 34, 42, 1, 27, 34, 23, 9, 4, 20, 2, 17, 16, 22, 45, 35, 3, 40, 6, 37, 2, 22, 27, 26, 16, 42, 27, 34, 11, 0, 10, 19, 16, 40, 48, 26, 16, 4, 10, 7, 13, 22, 48, 10, 6, 45, 18, 16, 47, 19, 45, 31, 21, 15, 40, 48, 19, 26, 19, 40, 38, 42, 2]
[32, 7, 45, 11, 10, 24, 20, 18, 3, 5, 41, 39, 26, 5, 2, 4, 14, 12, 14, 4, 14, 23, 31, 46, 31, 31, 19, 13, 11, 45, 15, 8, 22, 1, 39, 1, 37, 17, 1, 9, 43, 15, 1, 45, 42, 24, 42, 10, 0, 46, 23, 13, 31, 14, 12, 18, 42, 32, 34, 22, 17, 21, 5, 26, 14, 32, 48, 45, 50, 29, 38, 13, 35, 1, 28, 19, 34, 48, 34, 34, 38]
[0, 6, 15, 43, 13, 33, 45, 41, 10, 15, 45, 46, 16, 7, 34, 6, 24, 42, 44, 30, 25, 16, 41, 12, 34, 13, 9, 23, 34, 33, 46, 28, 9, 7, 1, 14, 24, 8, 45, 0, 1, 23, 40, 1, 39, 30, 8, 19, 46, 0, 17, 0, 20, 32, 26, 20, 35, 8, 25, 4, 8, 41, 27, 43, 39, 8, 7, 2, 7, 40, 12, 41, 24, 11, 4, 25, 7, 47, 9, 32, 50]
[12, 25, 9, 11, 36, 24, 25, 41, 29, 49, 16, 13, 21, 36, 18, 3, 0, 9, 27, 19, 10, 17, 21, 47, 8, 26, 33, 50, 0, 42, 11, 16, 9, 1, 38, 20, 45, 21, 23, 4, 29, 27, 25, 46, 38, 8, 6, 16, 23, 17, 0, 4, 14, 41, 14, 11, 36, 9, 31, 19, 48, 44, 32, 0, 48, 22, 41, 1, 23, 20, 41, 41, 28, 17, 28, 45, 10, 33, 40, 8, 7]
[17, 42, 5, 33, 50, 28, 34, 39, 2, 0, 40, 9, 40, 21, 18, 10, 29, 1, 24, 14, 50, 2, 29, 8, 17, 3, 2, 19, 18, 5, 5, 15, 19, 15, 9, 48, 19, 1, 26, 9, 44, 5, 21, 31, 24, 2, 5, 40, 13, 0, 4, 0, 13, 21, 26, 37, 19, 21, 47, 12, 22, 45, 45, 26, 13, 2, 49, 21, 22, 36, 8, 1, 42, 20, 0, 27, 4, 50, 4, 8, 27]
[29, 23, 25, 14, 9, 32, 12, 15, 16, 35, 22, 32, 13, 5, 46, 35, 10, 36, 5, 43, 15, 12, 48, 5, 13, 28, 40, 18, 15, 35, 15, 21, 18, 3, 25, 26, 26, 19, 27, 45, 34, 34, 48, 11, 33, 15, 32, 48, 31, 20, 14, 13, 0, 4, 43, 20, 0, 3, 19, 49, 42, 27, 47, 27, 9, 34, 43, 50, 11, 38, 22, 24, 45, 35, 26, 45, 39, 28, 32, 7, 29]
[42, 30, 42, 9, 26, 44, 3, 6, 35, 37, 21, 11, 50, 16, 3, 44, 2, 50, 42, 22, 23, 41, 34, 3, 46, 3, 32, 17, 29, 36, 40, 25, 1, 6, 48, 18, 33, 27, 12, 22, 16, 45, 26, 24, 20, 39, 3, 26, 14, 32, 41, 21, 4, 0, 25, 4, 26, 44, 34, 35, 30, 47, 27, 18, 43, 14, 41, 19, 36, 15, 30, 22, 21, 45, 27, 48, 18, 40, 35, 18, 29]
[0, 47, 41, 12, 28, 49, 0, 23, 43, 40, 39, 43, 9, 34, 36, 2, 8, 5, 16, 19, 32, 50, 40, 23, 30, 14, 7, 9, 21, 27, 33, 46, 29, 26, 30, 42, 2, 20, 3, 0, 26, 2, 26, 38, 48, 26, 27, 16, 12, 26, 14, 26, 43, 25, 0, 41, 18, 6, 5, 27, 1, 2, 24, 44, 19, 16, 34, 14, 29, 31, 31, 3, 12, 40, 46, 36, 42, 23, 43, 23, 30]
[23, 35, 9, 11, 10, 3, 47, 14, 18, 26, 33, 8, 7, 11, 15, 3, 5, 26, 9, 4, 5, 39, 7, 20, 34, 50, 26, 25, 47, 18, 7, 19, 34, 40, 17, 11, 18, 40, 19, 33, 36, 22, 10, 4, 43, 24, 40, 4, 18, 20, 11, 37, 20, 4, 41, 0, 29, 10, 45, 10, 34, 42, 42, 45, 21, 29, 45, 12, 12, 1, 30, 2, 45, 11, 7, 21, 0, 10, 3, 22, 32]
[32, 13, 30, 12, 35, 0, 18, 44, 34, 9, 21, 16, 3, 43, 16, 25, 15, 36, 24, 24, 1, 28, 13, 33, 22, 12, 20, 45, 46, 36, 6, 45, 9, 2, 5, 45, 50, 18, 42, 5, 14, 30, 2, 49, 35, 29, 42, 10, 42, 35, 36, 19, 0, 26, 18, 29, 0, 0, 42, 1, 47, 33, 44, 45, 13, 41, 26, 19, 0, 47, 1, 45, 8, 49, 25, 20, 19, 50, 24, 22, 4]
