N1,N2,...,Nx
[2, 24, 16, 31, 36, 49, 46, 18, 11, 39, 0, 1, 25, 36, 46, 18, 31, 10, 25, 4, 33, 27, 2, 40, 44, 43, 37, 36, 10, 2, 29, 12, 1, 17, 13, 43, 3, 9, 14, 9, 41, 29, 34, 26, 19, 50, 48, 48, 14, 30, 0, 9, 6, 50, 32, 31, 20, 21, 45, 12, 2, 9, 29]
[7, 24, 50, 29, 33, 50, 41, 1, 13, 39, 1, 0, 21, 16, 37, 5, 27, 19, 26, 16, 32, 39, 40, 26, 29, 43, 25, 9, 24, 36, 10, 26, 2, 36, 45, 24, 32, 38, 7, 13, 40, 45, 41, 50, 15, 20, 9, 1, 22, 12, 19, 12, 12, 35, 10, 28, 16, 33, 9, 26, 34, 22, 1]
[30, 31, 48, 11, 49, 26, 28, 15, 12, 45, 25, 21, 0, 0, 50, 43, 26, 2, 49, 23, 13, 17, 14, 36, 18, 4, 14, 28, 27, 30, 25, 11, 45, 22, 2, 0, 32, 19, 5, 0, 21, 28, 46, 30, 47, 31, 41, 31, 41, 6, 4, 30, 8, 5, 16, 25, 18, 50, 13, 13, 25, 36, 29]
[39, 14, 46, 7, 40, 42, 31, 48, 45, 21, 36, 16, 0, 0, 34, 21, 29, 15, 18, 38, 44, 29, 23, 2, 34, 22, 42, 42, 36, 50, 40, 4, 34, 32, 27, 35, 6, 8, 11, 24, 3, 13, 0, 47, 22, 26, 40, 32, 34, 2, 50, 0, 20, 38, 10, 49, 48, 5, 12, 1, 38, 14, 4]
[39, 15, 34, 37, 4, 49, 2, 48, 37, 49, 46, 37, 50, 34, 0, 31, 35, 47, 15, 4, 21, 49, 26, 49, 43, 27, 30, 40, 9, 4, 49, 33, 32, 8, 22, 36, 13, 20, 36, 6, 41, 43, 44, 44, 46, 15, 41, 21, 42, 10, 31, 17, 23, 2, 41, 10, 19, 37, 13, 41, 41, 21, 29]
[47, 19, 23, 10, 21, 29, 14, 14, 42, 26, 18, 5, 43, 21, 31, 0, 23, 27, 49, 24, 15, 5, 19, 11, 21, 25, 12, 47, 15, 21, 25, 39, 31, 18, 35, 8, 21, 4, 23, 42, 4, 35, 16, 17, 13, 23, 1, 43, 13, 40, 36, 47, 10, 25, 37, 44, 25, 29, 6, 0, 50, 28, 32]
[25, 4, 6, 18, 15, 2, 2, 14, 36, 15, 31, 27, 26, 29, 35, 23, 0, 48, 9, 2, 28, 50, 41, 34, 17, 31, 24, 11, 43, 30, 17, 50, 17, 4, 14, 45, 5, 2, 24, 42, 13, 17, 47, 45, 9, 29, 25, 28, 33, 25, 0, 40, 40, 13, 18, 3, 26, 21, 42, 48, 49, 17, 24]
[6, 15, 37, 31, 22, 29, 6, 8, 5, 21, 10, 19, 2, 15, 47, 27, 48, 0, 6, 9, 44, 39, 10, 6, 27, 17, 44, 18, 33, 2, 27, 37, 3, 41, 11, 34, 30, 9, 26, 50, 17, 33, 48, 9, 33, 45, 33, 20, 49, 49, 15, 33, 34, 2, 19, 33, 29, 29, 43, 26, 3, 36, 33]
[37, 9, 15, 22, 39, 33, 19, 10, 15, 48, 25, 26, 49, 18, 15, 49, 9, 6, 0, 50, 15, 42, 49, 27, 32, 44, 12, 28, 13, 7, 35, 23, 26, 3, 46, 44, 46, 24, 26, 45, 19, 40, 27, 25, 11, 47, 19, 43, 38, 12, 29, 25, 14, 33, 29, 32, 15, 47, 34, 39, 22, 22, 26]
[37, 19, 50, 7, 7, 12, 8, 41, 26, 38, 4, 16, 23, 38, 4, 24, 2, 9, 50, 0, 15, 49, 8, 14, 31, 24, 34, 7, 23, 39, 29, 31, 27, 45, 36, 44, 41, 17, 14, 5, 42, 7, 31, 19, 9, 39, 22, 1, 13, 35, 49, 49, 7, 45, 42, 36, 27, 16, 49, 18, 37, 33, 41]
[11, 40, 18, 30, 5, 10, 22, 44, 8, 33, 33, 32, 13, 44, 21, 15, 28, 44, 15, 15, 0, 40, 19, 3, 26, 27, 43, 8, 47, 34, 30, 1, 50, 39, 41, 24, 25, 15, 46, 3, 23, 36, 26, 37, 23, 27, 36, 23, 8, 49, 27, 7, 30, 43, 44, 43, 14, 27, 44, 3, 17, 45, 16]
[13, 14, 11, 27, 28, 18, 25, 26, 35, 21, 27, 39, 17, 29, 49, 5, 50, 39, 42, 49, 40, 0, 3, 34, 28, 1, 40, 0, 24, 12, 12, 20, 36, 47, 4, 5, 3, 41, 24, 49, 32, 33, 6, 15, 25, 33, 46, 10, 16, 30, 22, 45, 15, 40, 34, 47, 24, 1, 12, 2, 45, 34, 45]
[32, 43, 22, 4, 47, 41, 25, 15, 47, 9, 2, 40, 14, 23, 26, 19, 41, 10, 49, 8, 19, 3, 0, 38, 26, 13, 13, 29, 12, 24, 10, 43, 32, 50, 47, 38, 11, 0, 41, 26, 40, 1, 31, 34, 3, 22, 0, 48, 30, 41, 12, 20, 21, 8, 31, 30, 16, 13, 17, 48, 7, 31, 7]
[0, 40, 34, 41, 15, 8, 39, 37, 31, 22, 40, 26, 36, 2, 49, 11, 34, 6, 27, 14, 3, 34, 38, 0, 39, 8, 40, 7, 5, 33, 34, 31, 8, 10, 34, 14, 31, 31, 32, 26, 44, 5, 11, 11, 47, 23, 7, 40, 3, 10, 1, 46, 39, 23, 3, 48, 36, 23, 32, 21, 0, 18, 33]
[22, 25, 17, 5, 7, 30, 28, 26, 5, 11, 44, 29, 18, 34, 43, 21, 17, 27, 32, 31, 26, 28, 26, 39, 0, 10, 2, 20, 32, 6, 16, 11, 23, 13, 30, 1, 36, 6, 42, 8, 49, 5, 46, 20, 36, 17, 45, 21, 29, 50, 0, 31, 47, 37, 3, 35, 17, 39, 29, 3, 0, 23, 29]
[0, 2, 24, 16, 16, 24, 40, 14, 24, 38, 43, 43, 4, 22, 27, 25, 31, 17, 44, 24, 27, 1, 13, 8, 10, 0, 16, 0, 30, 25, 29, 46, 29, 41, 10, 43, 35, 5, 7, 15, 45, 10, 49, 35, 17, 19, 22, 10, 6, 26, 38, 21, 39, 24, 35, 39, 15, 12, 44, 6, 9, 18, 47]
[13, 33, 30, 49, 16, 46, 17, 25, 16, 31, 37, 25, 14, 42, 30, 12, 24, 44, 12, 34, 43, 40, 13, 40, 2, 16, 0, 24, 44, 18, 19, 8, 7, 30, 18, 41, 41, 3, 22, 23, 20, 18, 4, 8, 3, 15, 48, 0, 42, 39, 26, 19, 38, 44, 26, 28, 11, 20, 44, 45, 43, 3, 36]
[50, 6, 16, 21, 19, 4, 36, 35, 27, 49, 36, 9, 28, 42, 40, 47, 11, 18, 28, 7, 8, 0, 29, 7, 20, 0, 24, 0, 47, 13, 31, 40, 19, 46, 46, 14, 15, 0, 46, 6, 20, 6, 2, 29, 21, 42, 14, 3, 36, 12, 31, 43, 29, 19, 44, 37, 10, 0, 32, 3, 37, 33, 11]
[4, 8, 44, 27, 42, 0, 42, 28, 11, 14, 10, 24, 27, 36, 9, 15, 43, 33, 13, 23, 47, 24, 12, 5, 32, 30, 44, 47, 0, 21, 32, 8, 24, 45, 30, 47, 50, 32, 40, 5, 21, 30, 1, 8, 1, 43, 42, 5, 27, 25, 41, 1, 26, 43, 38, 37, 18, 0, 39, 25, 10, 13, 46]
[43, 32, 30, 32, 31, 17, 26, 34, 41, 34, 2, 36, 30, 50, 4, 21, 30, 2, 7, 39, 34, 12, 24, 33, 6, 25, 18, 13, 21, 0, 40, 49, 4, 36, 18, 11, 28, 29, 45, 10, 2, 25, 36, 22, 19, 27, 17, 23, 29, 37, 1, 16, 14, 29, 28, 8, 30, 28, 43, 23, 1, 12, 23]
[24, 44, 27, 20, 19, 12, 9, 9, 20, 47, 29, 10, 25, 40, 49, 25, 17, 27, 35, 29, 30, 12, 10, 34, 16, 29, 19, 31, 32, 40, 0, 20, 6, 1, 31, 35, 49, 11, 1, 44, 24, 21, 15, 50, 2, 2, 25, 41, 33, 10, 30, 9, 46, 13, 44, 23, 3, 40, 15, 23, 45, 21, 36]
[2, 13, 44, 34, 14, 46, 32, 45, 31, 16, 12, 26, 11, 4, 33, 39, 50, 37, 23, 31, 1, 20, 43, 31, 11, 46, 8, 40, 8, 49, 20, 0, 45, 13, 41, 9, 34, 45, 15, 15, 4, 14, 36, 3, 23, 40, 26, 2, 32, 41, 36, 2, 50, 3, 46, 27, 18, 49, 5, 7, 29, 38, 25]
[4, 31, 25, 1, 7, 21, 33, 49, 26, 45, 1, 2, 45, 34, 32, 31, 17, 3, 26, 27, 50, 36, 32, 8, 23, 29, 7, 19, 24, 4, 6, 45, 0, 38, 12, 29, 44, 10, 3, 31, 41, 0, 32, 9, 41, 43, 50, 49, 29, 30, 47, 10, 4, 18, 21, 38, 34, 43, 28, 40, 43, 0, 38]
[40, 46, 45, 11, 45, 14, 18, 5, 45, 42, 17, 36, 22, 32, 8, 18, 4, 41, 3, 45, 39, 47, 50, 10, 13, 41, 30, 46, 45, 36, 1, 13, 38, 0, 25, 30, 0, 48, 46, 3, 18, 50, 26, 4, 30, 2, 36, 27, 6, 35, 3, 44, 17, 46, 45, 17, 22, 13, 29, 30, 43, 12, 21]
[50, 44, 8, 8, 21, 9, 33, 0, 18, 28, 13, 45, 2, 27, 22, 35, 14, 11, 46, 36, 41, 4, 47, 34, 30, 10, 18, 46, 30, 18, 31, 41, 12, 25, 0, 40, 48, 44, 6, 47, 23, 3, 33, 29, 33, 40, 36, 2, 32, 24, 44, 48, 44, 27, 20, 16, 17, 32, 45, 50, 2, 47, 48]
[0, 29, 29, 23, 0, 38, 15, 27, 14, 36, 43, 24, 0, 35, 36, 8, 45, 34, 44, 44, 24, 5, 38, 14, 1, 43, 41, 14, 47, 11, 35, 9, 29, 30, 40, 0, 18, 39, 9, 28, 39, 31, 50, 15, 30, 48, 11, 39, 11, 36, 20, 9, 45, 14, 35, 7, 32, 22, 3, 24, 16, 39, 38]
[46, 1, 30, 17, 43, 47, 19, 0, 3, 23, 3, 32, 32, 6, 13, 21, 5, 30, 46, 41, 25, 3, 11, 31, 36, 35, 41, 15, 50, 28, 49, 34, 44, 0, 48, 18, 0, 19, 23, 42, 23, 19, 14, 18, 37, 6, 10, 35, 16, 30, 4, 30, 33, 1, 0, 30, 39, 19, 10, 6, 2, 28, 41]
[41, 17, 2, 36, 49, 38, 42, 9, 23, 13, 9, 38, 19, 8, 20, 4, 2, 9, 24, 17, 15, 41, 0, 31, 6, 5, 3, 0, 32, 29, 11, 45, 10, 48, 44, 39, 19, 0, 39, 44, 1, 16, 10, 35, 21, 29, 38, 2, 16, 34, 15, 17, 50, 24, 10, 17, 6, 37, 18, 20, 32, 25, 3]
[48, 33, 30, 35, 5, 42, 45, 4, 7, 41, 14, 7, 5, 11, 36, 23, 24, 26, 26, 14, 46, 24, 41, 32, 42, 7, 22, 46, 40, 45, 1, 15, 3, 46, 6, 9, 23, 39, 0, 41, 21, 23, 13, 18, 4, 1, 41, 16, 18, 21, 49, 9, 7, 8, 35, 45, 9, 32, 8, 48, 26, 28, 33]
[48, 6, 48, 29, 20, 44, 25, 19, 46, 44, 9, 13, 0, 24, 6, 42, 42, 50, 45, 5, 3, 49, 26, 26, 8, 15, 23, 6, 5, 10, 44, 15, 31, 3, 47, 28, 42, 44, 41, 0, 50, 20, 4, 14, 15, 4, 25, 16, 36, 8, 35, 14, 31, 32, 21, 0, 9, 22, 16, 21, 3, 39, 8]
[28, 50, 18, 35, 9, 43, 33, 48, 46, 24, 41, 40, 21, 3, 41, 4, 13, 17, 19, 42, 23, 32, 40, 44, 49, 45, 20, 20, 21, 2, 24, 4, 41, 18, 23, 39, 23, 1, 21, 50, 0, 10, 50, 34, 10, 22, 31, 32, 28, 13, 29, 10, 37, 13, 39, 30, 9, 31, 26, 38, 16, 50, 17]
[32, 43, 27, 4, 8, 47, 2, 47, 48, 22, 29, 45, 28, 13, 43, 35, 17, 33, 40, 7, 36, 33, 1, 5, 5, 10, 18, 6, 30, 25, 21, 14, 0, 50, 3, 31, 19, 16, 23, 20, 10, 0, 44, 38, 32, 5, 35, 34, 1, 14, 23, 17, 41, 9, 37, 34, 29, 16, 47, 40, 32, 42, 24]
[45, 39, 45, 35, 47, 27, 16, 30, 9, 0, 34, 41, 46, 0, 44, 16, 47, 48, 27, 31, 26, 6, 31, 11, 46, 49, 4, 2, 1, 36, 15, 36, 32, 26, 33, 50, 14, 10, 13, 4, 50, 44, 0, 44, 40, 25, 16, 0, 9, 8, 1, 49, 33, 11, 41, 36, 6, 50, 23, 11, 1, 12, 16]
[29, 48, 40, 50, 12, 48, 16, 38, 41, 9, 26, 50, 30, 47, 44, 17, 45, 9, 25, 19, 37, 15, 34, 11, 20, 35, 8, 29, 8, 22, 50, 3, 9, 4, 29, 15, 18, 35, 18, 14, 34, 38, 44, 0, 9, 19, 22, 34, 37, 2, 24, 41, 13, 12, 18, 8, 19, 9, 31, 26, 8, 2, 27]
[23, 48, 31, 38, 1, 2, 12, 14, 35, 44, 19, 15, 47, 22, 46, 13, 9, 33, 11, 9, 23, 25, 3, 47, 36, 17, 3, 21, 1, 19, 2, 23, 41, 30, 33, 30, 37, 21, 4, 15, 10, 32, 40, 9, 0, 9, 38, 41, 2, 39, 23, 26, 38, 14, 9, 37, 27, 9, 32, 23, 50, 39, 35]
[17, 24, 1, 48, 5, 50, 26, 11, 35, 15, 50, 20, 31, 26, 15, 23, 29, 45, 47, 39, 27, 33, 22, 23, 17, 19, 15, 42, 43, 27, 2, 40, 43, 2, 40, 48, 6, 29, 1, 4, 22, 5, 25, 19, 9, 0, 23, 2, 45, 9, 13, 42, 8, 47, 37, 50, 34, 28, 36, 44, 19, 24, 37]
[19, 39, 17, 34, 20, 29, 36, 40, 42, 36, 48, 9, 41, 40, 41, 1, 25, 33, 19, 22, 36, 46, 0, 7, 45, 22, 48, 14, 42, 17, 25, 26, 50, 36, 36, 11, 10, 38, 41, 25, 31, 35, 16, 22, 38, 23, 0, 30, 1, 37, 2, 33, 23, 30, 2, 12, 35, 50, 13, 4, 13, 42, 22]
[6, 47, 32, 0, 20, 48, 19, 10, 8, 46, 48, 1, 31, 32, 21, 43, 28, 20, 43, 1, 23, 10, 48, 40, 21, 10, 0, 3, 5, 23, 41, 2, 49, 27, 2, 39, 35, 2, 16, 16, 32, 34, 0, 34, 41, 2, 30, 0, 48, 11, 27, 47, 22, 14, 24, 13, 3, 48, 50, 23, 30, 27, 7]
[39, 43, 40, 5, 35, 29, 9, 3, 1, 13, 14, 22, 41, 34, 42, 13, 33, 49, 38, 13, 8, 16, 30, 3, 29, 6, 42, 36, 27, 29, 33, 32, 29, 6, 32, 11, 16, 16, 18, 36, 28, 1, 9, 37, 2, 45, 1, 48, 0, 41, 47, 48, 9, 41, 27, 48, 8, 25, 24, 44, 38, 16, 31]
[45, 38, 43, 46, 9, 25, 10, 16, 17, 5, 30, 12, 6, 2, 10, 40, 25, 49, 12, 35, 49, 30, 41, 10, 50, 26, 39, 12, 25, 37, 10, 41, 30, 35, 24, 36, 30, 34, 21, 8, 13, 14, 8, 2, 39, 9, 37, 11, 41, 0, 41, 49, 29, 10, 14, 23, 4, 2, 43, 30, 22, 25, 35]
[47, 0, 16, 41, 1, 5, 15, 49, 41, 49, 0, 19, 4, 50, 31, 36, 0, 15, 29, 49, 27, 22, 12, 1, 0, 38, 26, 31, 41, 1, 30, 36, 47, 3, 44, 20, 4, 15, 49, 35, 29, 23, 1, 24, 23, 13, 2, 27, 47, 41, 0, 49, 6, 39, 39, 33, 20, 4, 29, 23, 27, 34, 23]
[41, 45, 43, 42, 11, 37, 29, 31, 32, 8, 9, 12, 30, 0, 17, 47, 40, 33, 25, 49, 7, 45, 20, 46, 31, 21, 19, 43, 1, 16, 9, 2, 10, 44, 48, 9, 30, 17, 9, 14, 10, 17, 49, 41, 26, 42, 33, 47, 48, 49, 49, 0, 48, 14, 33, 5, 36, 23, 9, 13, 22, 23, 25]
[15, 47, 31, 45, 24, 8, 23, 12, 20, 14, 6, 12, 8, 20, 23, 10, 40, 34, 14, 7, 30, 15, 21, 39, 47, 39, 38, 29, 26, 14, 46, 50, 4, 17, 44, 45, 33, 50, 7, 31, 37, 41, 33, 13, 38, 8, 23, 22, 9, 29, 6, 48, 0, 3, 17, 49, 38, 34, 23, 4, 36, 17, 34]
[4, 0, 38, 5, 49, 28, 30, 26, 5, 47, 50, 35, 5, 38, 2, 25, 13, 2, 33, 45, 43, 40, 8, 23, 37, 24, 44, 19, 43, 29, 13, 3, 18, 46, 27, 14, 1, 24, 8, 32, 13, 9, 11, 12, 14, 47, 30, 14, 41, 10, 39, 14, 3, 0, 46, 23, 24, 33, 22, 31, 48, 48, 14]
[25, 4, 37, 7, 25, 38, 4, 14, 10, 15, 32, 10, 16, 10, 41, 37, 18, 19, 29, 42, 44, 34, 31, 3, 3, 35, 26, 44, 38, 28, 44, 46, 21, 45, 20, 35, 0, 10, 35, 21, 39, 37, 41, 18, 9, 37, 2, 24, 27, 14, 39, 33, 17, 46, 0, 46, 49, 15, 12, 15, 7, 43, 39]
[33, 11, 23, 40, 8, 5, 37, 0, 29, 9, 31, 28, 25, 49, 10, 44, 3, 33, 32, 36, 43, 47, 30, 48, 35, 39, 28, 37, 37, 8, 23, 27, 38, 17, 16, 7, 30, 17, 45, 0, 30, 34, 36, 8, 37, 50, 12, 13, 48, 23, 33, 5, 49, 23, 46, 0, 1, 14, 3, 36, 1, 49, 15]
[44, 32, 24, 6, 21, 6, 45, 25, 36, 19, 20, 16, 18, 48, 19, 25, 26, 29, 15, 27, 14, 24, 16, 36, 17, 15, 11, 10, 18, 30, 3, 18, 34, 22, 17, 32, 39, 6, 9, 9, 9, 29, 6, 19, 27, 34, 35, 3, 8, 4, 20, 36, 38, 24, 49, 1, 0, 4, 26, 14, 0, 26, 19]
[35, 27, 24, 49, 15, 2, 30, 34, 36, 50, 21, 33, 50, 5, 37, 29, 21, 29, 47, 16, 27, 1, 13, 23, 39, 12, 20, 0, 0, 28, 40, 49, 43, 13, 32, 22, 19, 37, 32, 22, 31, 16, 50, 9, 9, 28, 50, 48, 25, 2, 4, 23, 34, 33, 15, 14, 4, 0, 22, 26, 11, 41, 4]
[22, 7, 13, 50, 39, 39, 7, 16, 3, 15, 45, 9, 13, 12, 13, 6, 42, 43, 34, 49, 44, 12, 17, 32, 29, 44, 44, 32, 39, 43, 15, 5, 28, 29, 45, 3, 10, 18, 8, 16, 26, 47, 23, 31, 32, 36, 13, 50, 24, 43, 29, 9, 23, 22, 12, 3, 26, 22, 0, 48, 42, 13, 50]
[46, 3, 48, 20, 44, 16, 14, 18, 25, 5, 12, 26, 13, 1, 41, 0, 48, 26, 39, 18, 3, 2, 48, 21, 3, 6, 45, 3, 25, 23, 23, 7, 40, 30, 50, 24, 6, 20, 48, 21, 38, 40, 11, 26, 23, 44, 4, 23, 44, 30, 23, 13, 4, 31, 15, 36, 14, 26, 48, 0, 37, 35, 41]
[49, 33, 30, 24, 32, 5, 6, 23, 18, 41, 2, 34, 25, 38, 41, 50, 49, 3, 22, 37, 17, 45, 7, 0, 0, 9, 43, 37, 10, 1, 45, 29, 43, 43, 2, 16, 2, 32, 26, 3, 16, 32, 1, 8, 50, 19, 13, 30, 38, 22, 27, 22, 36, 48, 7, 1, 0, 11, 42, 37, 0, 10, 34]
[43, 40, 16, 14, 37, 28, 19, 23, 21, 23, 9, 22, 36, 14, 21, 28, 17, 36, 22, 33, 45, 34, 31, 18, 23, 18, 3, 33, 13, 12, 21, 38, 0, 12, 47, 39, 28, 25, 28, 39, 50, 42, 12, 2, 39, 24, 42, 27, 16, 25, 34, 23, 17, 48, 43, 49, 26, 41, 13, 35, 10, 0, 6]
[24, 49, 32, 7, 3, 43, 32, 1, 48, 23, 29, 1, 29, 4, 29, 32, 24, 33, 26, 41, 16, 45, 7, 33, 29, 47, 36, 11, 46, 23, 36, 25, 38, 21, 48, 38, 41, 3, 33, 8, 17, 24, 16, 27, 35, 37, 22, 7, 31, 35, 23, 25, 34, 14, 39, 15, 19, 4, 50, 41, 34, 6, 0]
