N1,N2,...,Nx
[16, 0, 22, 23, 21, 18, 8, 20, 20, 2, 0, 34, 36, 34, 42, 19, 2, 16, 41, 1, 35, 30, 24, 34, 37, 20, 48, 3, 43, 9, 15, 48, 44, 13, 44, 19, 23, 24, 34, 26, 50, 27, 14, 43, 35, 48, 2, 21, 0, 2, 48, 37, 20, 25, 49, 5, 22, 0, 37, 44, 40, 45, 48, 42, 10, 16, 42, 7, 16, 27, 23, 5, 16, 17, 1, 42, 10, 3, 46, 33, 15, 41, 31, 39, 49, 26, 30, 27, 47, 4, 9, 27, 36, 43, 41, 19, 34, 38, 10, 38, 36, 22, 6, 46, 22, 41, 33, 32, 23, 9, 47, 29, 39, 32, 33, 6, 15, 41, 23, 47, 13, 9, 33, 34, 31, 43, 45, 11, 27, 43, 49, 28, 10, 2]
[12, 19, 6, 33, 31, 11, 11, 32, 31, 12, 34, 0, 14, 48, 35, 35, 40, 28, 38, 28, 40, 10, 36, 45, 10, 32, 16, 23, 46, 31, 22, 2, 14, 42, 4, 37, 40, 30, 16, 47, 28, 3, 1, 24, 11, 22, 42, 30, 2, 1, 34, 8, 32, 37, 47, 49, 46, 37, 6, 23, 47, 11, 29, 10, 9, 48, 42, 6, 20, 41, 48, 23, 37, 0, 9, 30, 43, 33, 49, 39, 19, 38, 24, 7, 21, 38, 28, 44, 0, 21, 18, 19, 20, 35, 31, 35, 38, 11, 14, 44, 10, 6, 20, 30, 16, 43, 26, 34, 21, 19, 22, 15, 36, 15, 17, 42, 34, 27, 38, 24, 0, 13, 22, 34, 47, 2, 3, 11, 5, 45, 7, 15, 42, 5]
[38, 22, 11, 36, 3, 6, 20, 4, 20, 40, 36, 14, 0, 42, 46, 37, 35, 24, 38, 6, 27, 9, 43, 36, 12, 33, 37, 6, 5, 4, 5, 20, 13, 24, 18, 49, 18, 16, 5, 14, 9, 1, 45, 7, 50, 8, 45, 35, 38, 8, 8, 21, 20, 42, 39, 38, 35, 35, 44, 38, 26, 9, 0, 46, 24, 32, 17, 14, 31, 9, 25, 32, 19, 10, 4, 21, 0, 43, 16, 19, 39, 19, 40, 16, 37, 42, 14, 46, 11, 36, 21, 10, 13, 12, 13, 10, 28, 44, 9, 1, 6, 36, 45, 31, 29, 11, 25, 13, 34, 25, 25, 32, 36, 18, 30, 42, 35, 17, 22, 28, 27, 10, 50, 30, 32, 28, 8, 46, 17, 7, 42, 22, 36, 35]
[0, 50, 50, 3, 45, 35, 50, 11, 11, 19, 34, 48, 42, 0, 42, 6, 16, 38, 4, 23, 11, 37, 50, 30, 44, 26, 23, 11, 23, 32, 9, 3, 6, 46, 27, 27, 12, 43, 32, 18, 46, 12, 22, 45, 15, 26, 24, 38, 5, 29, 23, 13, 21, 13, 2, 34, 26, 16, 26, 50, 12, 2, 11, 46, 0, 26, 34, 5, 22, 47, 30, 49, 42, 14, 31, 44, 3, 3, 7, 29, 38, 39, 26, 32, 20, 25, 46, 6, 27, 7, 49, 25, 12, 6, 31, 6, 26, 26, 41, 45, 11, 47, 21, 8, 46, 10, 38, 16, 42, 0, 40, 15, 14, 16, 50, 37, 0, 12, 14, 8, 49, 35, 48, 33, 10, 17, 34, 43, 25, 39, 45, 43, 30, 9]
[5, 31, 29, 11, 47, 49, 19, 41, 16, 28, 42, 35, 46, 42, 0, 10, 24, 24, 34, 3, 29, 10, 11, 9, 4, 29, 28, 50, 34, 19, 2, 45, 34, 36, 45, 20, 41, 20, 20, 25, 45, 6, 29, 25, 10, 1, 11, 32, 5, 18, 24, 28, 0, 5, 13, 24, 7, 34, 4, 28, 44, 18, 25, 17, 39, 41, 13, 42, 24, 18, 48, 21, 30, 47, 6, 28, 49, 19, 38, 49, 27, 40, 16, 36, 44, 20, 20, 49, 12, 8, 13, 17, 6, 19, 39, 0, 0, 29, 14, 25, 22, 43, 25, 14, 14, 44, 30, 25, 16, 6, 43, 25, 34, 25, 10, 50, 1, 14, 35, 34, 37, 16, 25, 6, 23, 4, 29, 35, 16, 26, 48, 47, 11, 30]
[50, 33, 30, 41, 25, 44, 35, 6, 27, 30, 19, 35, 37, 6, 10, 0, 3, 29, 12, 49, 35, 4, 1, 22, 31, 15, 30, 3, 30, 38, 49, 37, 9, 1, 4, 8, 50, 0, 9, 5, 7, 1, 25, 3, 11, 30, 12, 26, 21, 20, 46, 23, 43, 24, 8, 24, 41, 6, 32, 33, 22, 3, 34, 49, 18, 29, 44, 30, 33, 12, 48, 34, 48, 50, 12, 16, 20, 24, 48, 1, 0, 38, 41, 36, 32, 22, 38, 47, 14, 30, 21, 0, 40, 35, 33, 27, 48, 0, 45, 20, 31, 42, 50, 27, 15, 28, 3, 1, 26, 21, 45, 45, 20, 44, 1, 47, 2, 38, 32, 18, 14, 16, 41, 23, 42, 48, 26, 20, 8, 24, 39, 27, 42, 18]
[17, 40, 9, 1, 45, 21, 48, 28, 34, 39, 2, 40, 35, 16, 24, 3, 0, 24, 43, 13, 49, 18, 1, 12, 49, 48, 22, 33, 39, 5, 4, 50, 6, 34, 18, 4, 34, 16, 10, 40, 35, 46, 26, 15, 6, 15, 42, 6, 37, 32, 11, 6, 19, 31, 1, 17, 28, 40, 50, 19, 2, 6, 36, 49, 22, 25, 28, 50, 18, 48, 46, 30, 5, 24, 11, 33, 36, 45, 14, 47, 44, 12, 30, 11, 45, 33, 30, 33, 45, 41, 9, 45, 36, 21, 43, 7, 30, 44, 24, 7, 31, 29, 49, 30, 5, 45, 7, 48, 39, 21, 1, 37, 23, 0, 26, 2, 0, 1, 1, 10, 6, 8, 3, 31, 18, 14, 33, 44, 27, 10, 17, 29, 11, 8]
[43, 31, 33, 8, 6, 50, 48, 27, 50, 22, 16, 28, 24, 38, 24, 29, 24, 0, 20, 29, 19, 23, 36, 37, 3, 48, 41, 42, 10, 2, 1, 7, 21, 0, 26, 14, 14, 3, 37, 39, 40, 1, 4, 25, 35, 46, 15, 7, 21, 23, 13, 28, 21, 20, 34, 46, 13, 28, 19, 22, 35, 9, 5, 25, 22, 43, 6, 29, 5, 5, 26, 10, 50, 2, 34, 40, 16, 20, 45, 15, 36, 11, 37, 29, 36, 48, 50, 1, 33, 11, 23, 48, 25, 17, 13, 0, 35, 45, 3, 30, 40, 7, 49, 17, 2, 45, 14, 47, 15, 13, 47, 40, 27, 31, 35, 19, 33, 27, 29, 24, 48, 13, 18, 27, 49, 5, 4, 17, 14, 2, 46, 12, 43, 19]
[13, 7, 48, 43, 28, 50, 42, 2, 40, 1, 41, 38, 38, 4, 34, 12, 43, 20, 0, 22, 44, 5, 40, 25, 29, 5, 31, 10, 17, 14, 49, 43, 50, 17, 17, 0, 46, 44, 13, 13, 26, 6, 36, 1, 41, 11, 36, 26, 11, 35, 10, 21, 50, 47, 23, 14, 1, 6, 37, 14, 7, 29, 8, 17, 25, 36, 41, 21, 19, 23, 42, 4, 2, 23, 6, 20, 8, 23, 15, 18, 2, 3, 7, 20, 38, 19, 10, 11, 1, 18, 9, 41, 14, 3, 23, 1, 7, 40, 21, 34, 21, 5, 5, 7, 40, 38, 50, 46, 22, 0, 6, 17, 43, 30, 7, 42, 47, 10, 13, 39, 41, 4, 49, 10, 48, 7, 16, 9, 10, 10, 0, 49, 22, 45]
[4, 41, 27, 33, 0, 33, 46, 33, 12, 7, 1, 28, 6, 23, 3, 49, 13, 29, 22, 0, 23, 15, 8, 10, 48, 28, 38, 13, 42, 34, 12, 35, 42, 22, 2, 5, 40, 27, 2, 46, 14, 20, 39, 41, 41, 0, 10, 23, 32, 6, 39, 33, 24, 9, 29, 0, 25, 30, 48, 30, 31, 33, 28, 0, 11, 49, 9, 23, 48, 14, 19, 22, 23, 47, 22, 23, 42, 31, 41, 43, 12, 9, 30, 16, 34, 10, 22, 0, 37, 44, 12, 12, 3, 39, 22, 9, 17, 17, 8, 30, 23, 7, 24, 35, 25, 30, 34, 12, 5, 29, 13, 21, 11, 29, 19, 39, 33, 40, 34, 29, 6, 35, 3, 27, 47, 26, 39, 29, 45, 17, 6, 33, 18, 31]
[32, 49, 12, 17, 46, 50, 34, 9, 0, 50, 35, 40, 27, 11, 29, 35, 49, 19, 44, 23, 0, 20, 17, 40, 0, 0, 0, 30, 49, 18, 17, 16, 10, 34, 28, 33, 0, 26, 42, 5, 4, 7, 37, 33, 7, 48, 17, 5, 25, 38, 1, 46, 9, 4, 33, 6, 16, 30, 24, 26, 14, 34, 27, 45, 11, 48, 18, 31, 38, 19, 28, 9, 7, 25, 12, 13, 46, 8, 33, 36, 43, 42, 46, 34, 27, 33, 16, 23, 1, 3, 28, 6, 44, 18, 45, 14, 24, 36, 33, 14, 5, 30, 4, 5, 49, 35, 13, 6, 35, 12, 46, 21, 34, 18, 37, 25, 43, 4, 27, 15, 27, 18, 11, 38, 36, 5, 42, 27, 35, 33, 26, 23, 40, 33]
[50, 17, 19, 33, 17, 27, 20, 36, 48, 14, 30, 10, 9, 37, 10, 4, 18, 23, 5, 15, 20, 0, 25, 32, 31, 35, 31, 44, 50, 33, 29, 7, 24, 6, 24, 50, 49, 39, 50, 2, 9, 20, 20, 43, 45, 37, 41, 19, 16, 39, 9, 49, 43, 22, 43, 32, 12, 6, 36, 50, 2, 24, 40, 19, 35, 15, 37, 16, 18, 3, 33, 46, 34, 39, 21, 13, 4, 43, 6, 4, 11, 48, 31, 41, 14, 2, 14, 32, 29, 6, 21, 7, 8, 41, 23, 41, 29, 31, 28, 18, 12, 24, 6, 24, 23, 1, 19, 38, 43, 45, 28, 20, 35, 50, 20, 24, 12, 11, 35, 43, 35, 41, 9, 5, 3, 25, 32, 33, 34, 35, 35, 30, 16, 48]
[35, 11, 34, 26, 44, 13, 12, 36, 7, 25, 24, 36, 43, 50, 11, 1, 1, 36, 40, 8, 17, 25, 0, 25, 28, 10, 43, 17, 32, 23, 17, 6, 39, 30, 40, 6, 41, 24, 6, 31, 7, 35, 44, 37, 2, 42, 13, 3, 9, 13, 18, 6, 18, 8, 8, 49, 44, 21, 23, 38, 11, 27, 47, 46, 32, 47, 7, 1, 32, 21, 31, 0, 27, 0, 48, 26, 35, 26, 34, 33, 15, 34, 11, 47, 14, 43, 16, 6, 11, 39, 16, 21, 25, 3, 6, 8, 20, 5, 12, 36, 10, 42, 15, 18, 42, 29, 32, 21, 26, 43, 34, 16, 45, 19, 15, 49, 2, 5, 33, 11, 37, 4, 31, 16, 20, 47, 28, 33, 10, 1, 21, 38, 2, 22]
[24, 19, 4, 42, 43, 12, 43, 25, 45, 13, 34, 45, 36, 30, 9, 22, 12, 37, 25, 10, 40, 32, 25, 0, 46, 23, 0, 23, 32, 32, 16, 39, 45, 18, 23, 7, 20, 13, 11, 45, 1, 13, 9, 2, 40, 7, 26, 6, 25, 45, 44, 35, 25, 47, 24, 23, 2, 46, 37, 8, 41, 0, 40, 32, 21, 4, 9, 9, 41, 31, 18, 46, 14, 20, 32, 21, 41, 9, 50, 33, 17, 28, 45, 3, 7, 6, 24, 50, 24, 32, 2, 6, 36, 50, 8, 42, 17, 13, 13, 40, 48, 20, 32, 28, 42, 37, 7, 30, 18, 12, 25, 26, 36, 49, 40, 22, 1, 29, 33, 47, 11, 39, 45, 29, 0, 3, 38, 12, 27, 17, 10, 43, 44, 43]
[32, 13, 9, 18, 4, 24, 9, 19, 15, 44, 37, 10, 12, 44, 4, 31, 49, 3, 29, 48, 0, 31, 28, 46, 0, 21, 45, 0, 32, 6, 0, 24, 12, 18, 50, 36, 19, 12, 49, 13, 25, 46, 31, 42, 6, 3, 8, 44, 27, 29, 28, 18, 23, 47, 5, 30, 20, 45, 20, 42, 22, 13, 43, 11, 48, 23, 39, 42, 35, 23, 49, 8, 4, 43, 45, 39, 33, 0, 43, 14, 5, 19, 28, 8, 13, 8, 13, 49, 36, 11, 19, 5, 9, 21, 15, 13, 47, 23, 45, 18, 15, 5, 12, 46, 49, 8, 38, 11, 43, 14, 33, 2, 35, 32, 36, 34, 37, 35, 32, 40, 1, 3, 3, 47, 44, 50, 28, 29, 49, 14, 15, 50, 18, 40]
[48, 29, 44, 13, 13, 40, 14, 27, 8, 33, 20, 32, 33, 26, 29, 15, 48, 48, 5, 28, 0, 35, 10, 23, 21, 0, 49, 44, 38, 30, 31, 0, 21, 19, 24, 12, 18, 4, 26, 4, 1, 36, 49, 24, 4, 29, 4, 50, 48, 48, 41, 37, 18, 20, 16, 43, 49, 46, 11, 23, 34, 21, 25, 48, 33, 45, 50, 5, 11, 10, 49, 38, 33, 37, 16, 7, 11, 28, 16, 43, 20, 7, 34, 48, 40, 15, 30, 41, 49, 19, 23, 12, 30, 48, 37, 33, 12, 0, 35, 37, 9, 46, 44, 15, 4, 16, 12, 36, 34, 16, 3, 15, 31, 13, 38, 46, 33, 11, 23, 13, 50, 21, 16, 21, 35, 11, 48, 20, 21, 21, 34, 20, 3, 11]
[21, 47, 46, 21, 5, 20, 13, 21, 39, 11, 48, 16, 37, 23, 28, 30, 22, 41, 31, 38, 0, 31, 43, 0, 45, 49, 0, 40, 30, 30, 47, 0, 35, 35, 18, 42, 34, 44, 40, 29, 30, 28, 37, 10, 50, 29, 25, 6, 9, 7, 14, 0, 14, 28, 2, 18, 31, 4, 30, 13, 31, 5, 22, 14, 9, 36, 9, 46, 4, 29, 49, 21, 29, 13, 33, 25, 37, 37, 41, 11, 4, 38, 45, 5, 35, 0, 0, 43, 6, 17, 32, 43, 43, 37, 17, 15, 48, 27, 48, 48, 33, 21, 11, 34, 7, 15, 7, 39, 29, 46, 17, 41, 38, 11, 13, 40, 46, 50, 1, 18, 4, 12, 43, 26, 23, 29, 27, 40, 22, 19, 12, 40, 36, 23]
[32, 13, 46, 25, 44, 41, 47, 22, 0, 26, 3, 23, 6, 11, 50, 3, 33, 42, 10, 13, 30, 44, 17, 23, 0, 44, 40, 0, 30, 21, 49, 38, 50, 12, 8, 13, 40, 46, 4, 7, 44, 36, 25, 8, 20, 34, 43, 22, 33, 7, 8, 36, 42, 21, 17, 37, 7, 0, 17, 11, 45, 7, 24, 38, 27, 29, 6, 34, 5, 31, 3, 18, 39, 25, 28, 20, 23, 47, 14, 27, 26, 13, 18, 25, 41, 38, 46, 8, 14, 11, 27, 23, 34, 44, 19, 24, 16, 50, 44, 29, 25, 49, 4, 39, 33, 40, 28, 40, 25, 20, 49, 11, 28, 32, 44, 23, 0, 12, 1, 21, 15, 21, 25, 26, 22, 24, 2, 25, 40, 32, 12, 42, 18, 37]
[48, 12, 45, 14, 31, 47, 11, 21, 8, 50, 43, 46, 5, 23, 34, 30, 39, 10, 17, 42, 49, 50, 32, 32, 32, 38, 30, 30, 0, 17, 28, 45, 44, 26, 28, 21, 18, 11, 31, 30, 49, 49, 32, 39, 42, 17, 3, 32, 22, 3, 5, 49, 18, 36, 45, 2, 19, 19, 50, 30, 37, 44, 2, 4, 24, 13, 14, 40, 4, 25, 15, 35, 15, 41, 10, 3, 19, 3, 35, 16, 7, 13, 23, 0, 30, 41, 44, 27, 38, 44, 47, 19, 32, 16, 0, 33, 36, 39, 28, 5, 43, 41, 0, 15, 14, 6, 8, 42, 16, 16, 32, 48, 7, 26, 49, 4, 25, 18, 6, 10, 43, 25, 29, 17, 38, 9, 1, 10, 16, 22, 41, 43, 48, 30]
[4, 37, 24, 33, 39, 42, 27, 7, 44, 30, 9, 31, 4, 32, 19, 38, 5, 2, 14, 34, 18, 33, 23, 32, 6, 30, 30, 21, 17, 0, 40, 10, 5, 49, 6, 1, 8, 7, 11, 19, 3, 2, 50, 24, 41, 38, 41, 50, 12, 21, 8, 48, 1, 14, 6, 48, 45, 25, 9, 3, 1, 36, 9, 33, 3, 33, 16, 47, 33, 40, 25, 16, 33, 27, 14, 27, 50, 44, 9, 0, 50, 20, 21, 47, 20, 35, 9, 38, 10, 41, 17, 7, 4, 7, 46, 6, 24, 17, 19, 9, 5, 47, 3, 41, 9, 32, 13, 3, 4, 22, 18, 12, 2, 18, 21, 44, 46, 34, 21, 38, 47, 13, 42, 20, 39, 50, 26, 13, 15, 46, 50, 46, 31, 6]
[19, 30, 9, 5, 36, 15, 27, 16, 30, 14, 15, 22, 5, 9, 2, 49, 4, 1, 49, 12, 17, 29, 17, 16, 0, 31, 47, 49, 28, 40, 0, 16, 50, 20, 13, 18, 47, 1, 4, 26, 28, 26, 16, 39, 33, 23, 50, 19, 46, 13, 43, 22, 49, 34, 1, 13, 21, 48, 23, 3, 16, 34, 2, 25, 12, 23, 50, 3, 16, 5, 14, 11, 38, 38, 11, 24, 44, 36, 18, 46, 14, 12, 7, 4, 27, 35, 30, 18, 40, 37, 37, 6, 45, 0, 3, 11, 38, 20, 16, 28, 1, 35, 20, 3, 50, 42, 15, 49, 33, 7, 45, 19, 34, 7, 18, 5, 4, 13, 19, 6, 45, 41, 47, 31, 16, 40, 15, 19, 21, 33, 17, 9, 6, 43]
[23, 42, 14, 48, 20, 0, 36, 43, 2, 20, 48, 2, 20, 3, 45, 37, 50, 7, 43, 35, 16, 7, 6, 39, 24, 0, 0, 38, 45, 10, 16, 0, 13, 25, 26, 2, 30, 41, 18, 36, 6, 11, 26, 39, 38, 15, 10, 28, 35, 8, 47, 0, 16, 41, 26, 50, 37, 15, 42, 17, 25, 3, 2, 19, 9, 16, 49, 22, 7, 5, 0, 10, 40, 8, 26, 21, 5, 47, 37, 25, 50, 44, 17, 47, 8, 45, 34, 34, 2, 22, 19, 47, 36, 4, 35, 20, 18, 17, 13, 46, 4, 18, 18, 49, 42, 46, 15, 16, 26, 4, 29, 2, 31, 16, 14, 22, 47, 10, 11, 41, 44, 22, 8, 10, 45, 25, 11, 31, 43, 14, 11, 8, 31, 4]
[41, 41, 23, 13, 36, 24, 46, 3, 23, 2, 44, 14, 13, 6, 34, 9, 6, 21, 50, 42, 10, 24, 39, 45, 12, 21, 35, 50, 44, 5, 50, 13, 0, 26, 18, 17, 23, 40, 10, 2, 6, 32, 26, 38, 42, 33, 41, 44, 32, 18, 36, 23, 5, 45, 23, 2, 49, 41, 1, 7, 31, 0, 21, 24, 42, 12, 17, 8, 42, 39, 45, 48, 4, 8, 22, 18, 5, 12, 33, 24, 28, 37, 11, 7, 22, 9, 12, 50, 43, 24, 3, 8, 24, 23, 18, 29, 34, 24, 18, 9, 8, 46, 30, 17, 21, 17, 9, 38, 40, 10, 15, 1, 46, 41, 36, 24, 23, 47, 22, 30, 41, 8, 5, 2, 46, 37, 37, 21, 3, 22, 7, 46, 45, 34]
[32, 38, 13, 41, 27, 47, 29, 22, 33, 22, 13, 42, 24, 46, 36, 1, 34, 0, 17, 22, 34, 6, 30, 18, 18, 19, 35, 12, 26, 49, 20, 25, 26, 0, 44, 9, 8, 0, 41, 43, 34, 2, 20, 36, 36, 9, 40, 31, 42, 3, 3, 18, 43, 17, 45, 49, 48, 46, 7, 26, 21, 50, 15, 11, 19, 43, 3, 4, 13, 46, 37, 19, 14, 8, 29, 6, 7, 26, 40, 13, 26, 0, 14, 8, 18, 43, 47, 14, 20, 11, 0, 22, 23, 38, 29, 38, 22, 17, 35, 15, 29, 7, 26, 44, 34, 3, 44, 25, 27, 48, 34, 37, 7, 46, 31, 23, 0, 30, 29, 37, 10, 42, 20, 10, 44, 44, 13, 7, 30, 9, 30, 32, 21, 12]
