N1,N2,...,Nx
[27, 12, 17, 31, 7, 22, 17, 16, 2, 1, 0, 13, 42, 10, 16, 45, 31, 38, 13, 43, 10, 3, 14, 33, 47, 12, 30, 16, 47, 41, 48, 50, 19, 40, 32, 2, 21, 41, 1, 17, 35, 13, 30, 37, 7, 38, 12, 39, 7, 41, 48, 43, 29, 11, 20, 19, 18, 37, 31, 17, 20, 46, 13, 46, 13, 26, 7, 11, 29, 5, 39, 7, 28, 14, 26, 6, 6, 18, 4, 41, 21, 34, 7, 2, 22, 48, 28, 17, 28, 38, 21, 4, 27, 16, 42, 20, 18, 14, 4, 46, 4, 40, 23, 45, 25, 8, 39, 33, 50]
[30, 7, 35, 10, 33, 30, 25, 8, 37, 45, 13, 0, 30, 32, 35, 0, 50, 32, 25, 39, 33, 12, 30, 43, 42, 35, 49, 47, 12, 47, 40, 1, 26, 14, 24, 16, 38, 45, 13, 6, 47, 11, 13, 8, 43, 38, 24, 41, 4, 32, 20, 15, 34, 6, 49, 16, 31, 21, 10, 3, 2, 10, 32, 45, 40, 41, 22, 30, 40, 39, 16, 24, 40, 48, 3, 33, 19, 28, 1, 48, 36, 48, 23, 6, 28, 42, 27, 26, 50, 50, 26, 5, 17, 44, 1, 37, 49, 9, 21, 8, 12, 22, 36, 4, 24, 15, 9, 45, 35]
[10, 39, 21, 25, 39, 31, 21, 6, 49, 37, 42, 30, 0, 31, 19, 36, 48, 28, 42, 48, 31, 26, 19, 24, 38, 48, 41, 5, 17, 38, 43, 16, 14, 36, 35, 29, 48, 37, 7, 7, 30, 28, 49, 15, 48, 8, 46, 30, 41, 41, 36, 12, 36, 32, 31, 47, 49, 19, 27, 20, 16, 45, 38, 47, 35, 26, 48, 0, 2, 2, 44, 0, 27, 4, 8, 17, 33, 29, 12, 6, 37, 29, 40, 11, 2, 42, 50, 13, 31, 43, 25, 33, 34, 33, 46, 23, 50, 15, 46, 38, 50, 15, 4, 47, 2, 28, 1, 40, 5]
[1, 43, 27, 26, 23, 37, 3, 41, 23, 38, 10, 32, 31, 0, 6, 20, 25, 15, 37, 19, 24, 26, 35, 50, 31, 39, 17, 34, 3, 6, 12, 18, 36, 20, 37, 43, 15, 33, 3, 20, 1, 23, 21, 29, 44, 49, 36, 10, 36, 32, 26, 13, 48, 43, 8, 37, 42, 40, 8, 1, 29, 25, 1, 15, 43, 4, 23, 23, 43, 11, 13, 7, 43, 1, 19, 11, 0, 23, 25, 37, 13, 42, 33, 37, 7, 16, 45, 9, 48, 33, 38, 26, 27, 25, 18, 46, 8, 15, 1, 50, 23, 42, 4, 26, 23, 19, 22, 49, 17]
[44, 48, 48, 47, 29, 9, 5, 10, 42, 20, 16, 35, 19, 6, 0, 37, 8, 34, 28, 30, 25, 12, 38, 20, 35, 11, 49, 29, 29, 42, 39, 35, 49, 36, 50, 7, 3, 28, 28, 29, 38, 39, 21, 25, 1, 1, 31, 5, 31, 24, 33, 47, 26, 18, 41, 22, 35, 15, 35, 15, 50, 21, 50, 19, 8, 1, 28, 19, 29, 37, 50, 22, 45, 18, 31, 49, 33, 20, 32, 47, 28, 39, 40, 42, 40, 4, 43, 13, 35, 8, 25, 14, 24, 2, 33, 26, 22, 15, 33, 1, 22, 7, 31, 11, 50, 48, 17, 4, 42]
[0, 36, 18, 44, 33, 6, 44, 47, 33, 4, 45, 0, 36, 20, 37, 0, 11, 23, 50, 22, 3, 17, 48, 18, 2, 48, 10, 11, 45, 29, 35, 14, 21, 44, 49, 11, 37, 39, 7, 11, 25, 22, 33, 28, 1, 31, 37, 22, 20, 23, 46, 16, 34, 19, 47, 24, 12, 16, 9, 37, 10, 0, 46, 25, 18, 34, 23, 1, 25, 34, 26, 10, 13, 20, 22, 44, 17, 27, 14, 29, 3, 3, 45, 40, 40, 20, 47, 4, 16, 7, 39, 23, 5, 12, 24, 20, 45, 31, 7, 15, 2, 50, 7, 10, 13, 11, 32, 42, 47]
[45, 7, 22, 45, 46, 13, 3, 21, 5, 35, 31, 50, 48, 25, 8, 11, 0, 41, 45, 20, 46, 27, 18, 13, 4, 8, 4, 9, 1, 26, 22, 6, 47, 47, 49, 0, 39, 3, 18, 48, 8, 24, 24, 1, 36, 14, 10, 49, 9, 30, 29, 37, 40, 9, 44, 49, 1, 37, 32, 12, 18, 32, 32, 5, 6, 24, 7, 4, 10, 25, 7, 18, 35, 33, 44, 49, 38, 1, 48, 15, 29, 13, 17, 45, 32, 30, 20, 32, 36, 27, 27, 9, 46, 36, 40, 40, 4, 22, 19, 22, 8, 40, 10, 10, 9, 8, 12, 16, 25]
[31, 0, 26, 24, 43, 14, 8, 13, 49, 20, 38, 32, 28, 15, 34, 23, 41, 0, 2, 30, 0, 5, 26, 22, 20, 34, 50, 39, 20, 45, 50, 22, 7, 31, 1, 42, 4, 3, 6, 8, 24, 11, 6, 27, 3, 25, 7, 30, 15, 18, 18, 41, 31, 5, 37, 15, 22, 25, 0, 45, 11, 24, 10, 21, 40, 13, 24, 47, 17, 39, 45, 14, 45, 10, 4, 16, 2, 14, 23, 12, 46, 27, 23, 15, 1, 31, 13, 46, 31, 50, 6, 20, 15, 37, 26, 33, 34, 32, 42, 22, 13, 4, 10, 45, 19, 16, 25, 19, 9]
[27, 42, 33, 15, 47, 23, 50, 5, 9, 3, 13, 25, 42, 37, 28, 50, 45, 2, 0, 23, 45, 20, 6, 42, 48, 31, 28, 47, 22, 8, 5, 28, 2, 9, 26, 26, 12, 48, 23, 27, 42, 50, 7, 13, 0, 35, 43, 7, 11, 3, 38, 34, 16, 14, 48, 10, 24, 27, 5, 46, 46, 43, 10, 45, 25, 14, 40, 23, 5, 18, 44, 42, 17, 27, 36, 44, 40, 49, 39, 40, 10, 11, 18, 40, 31, 1, 31, 3, 0, 31, 35, 7, 50, 49, 29, 5, 11, 47, 46, 24, 29, 19, 45, 46, 40, 9, 6, 33, 43]
[45, 14, 17, 16, 1, 37, 7, 35, 48, 19, 43, 39, 48, 19, 30, 22, 20, 30, 23, 0, 12, 17, 21, 47, 31, 12, 14, 34, 43, 25, 24, 30, 46, 24, 38, 37, 40, 35, 10, 44, 15, 47, 20, 23, 6, 8, 38, 45, 14, 33, 28, 24, 28, 4, 6, 40, 25, 18, 27, 33, 50, 7, 7, 46, 12, 40, 12, 25, 44, 0, 10, 42, 24, 6, 48, 18, 5, 39, 16, 50, 12, 6, 50, 27, 42, 44, 8, 22, 0, 22, 49, 23, 37, 37, 20, 4, 42, 7, 50, 34, 23, 14, 25, 42, 23, 37, 16, 38, 29]
[24, 23, 39, 1, 13, 49, 45, 22, 21, 49, 10, 33, 31, 24, 25, 3, 46, 0, 45, 12, 0, 45, 6, 22, 30, 16, 2, 22, 41, 33, 34, 31, 28, 42, 34, 22, 49, 31, 39, 21, 49, 5, 24, 27, 34, 0, 26, 5, 32, 1, 41, 34, 36, 47, 4, 48, 0, 34, 25, 11, 7, 27, 11, 23, 0, 40, 35, 34, 21, 1, 4, 15, 27, 31, 24, 8, 16, 46, 41, 32, 30, 21, 10, 20, 48, 28, 2, 1, 45, 10, 35, 46, 5, 6, 50, 41, 16, 17, 27, 48, 13, 1, 31, 15, 43, 50, 10, 3, 16]
[10, 23, 23, 30, 23, 35, 27, 0, 29, 39, 3, 12, 26, 26, 12, 17, 27, 5, 20, 17, 45, 0, 25, 29, 39, 0, 19, 20, 31, 49, 26, 49, 46, 0, 37, 44, 44, 37, 0, 41, 43, 47, 29, 35, 4, 22, 19, 20, 18, 4, 30, 28, 20, 16, 38, 48, 44, 18, 40, 22, 40, 16, 45, 47, 4, 15, 33, 35, 37, 31, 1, 40, 45, 20, 25, 2, 33, 11, 50, 2, 45, 7, 8, 10, 49, 36, 16, 25, 33, 1, 21, 23, 17, 20, 7, 0, 6, 46, 22, 3, 20, 21, 42, 6, 5, 1, 12, 17, 21]
[25, 1, 5, 30, 6, 36, 42, 9, 25, 35, 14, 30, 19, 35, 38, 48, 18, 26, 6, 21, 6, 25, 0, 25, 22, 20, 6, 17, 2, 15, 47, 18, 24, 38, 7, 42, 49, 22, 30, 37, 6, 3, 6, 25, 38, 15, 14, 1, 6, 28, 3, 12, 37, 17, 0, 22, 29, 42, 33, 16, 21, 42, 8, 35, 46, 17, 38, 36, 0, 41, 43, 44, 17, 42, 1, 46, 3, 1, 31, 30, 32, 1, 36, 14, 7, 9, 16, 29, 22, 40, 11, 12, 35, 9, 23, 22, 19, 27, 6, 14, 22, 34, 30, 20, 43, 26, 37, 30, 5]
[8, 28, 10, 13, 11, 45, 45, 31, 26, 34, 33, 43, 24, 50, 20, 18, 13, 22, 42, 47, 22, 29, 25, 0, 26, 36, 12, 40, 21, 32, 27, 16, 24, 17, 19, 3, 24, 0, 45, 43, 17, 6, 37, 42, 35, 25, 49, 38, 9, 44, 27, 21, 14, 4, 2, 42, 15, 6, 43, 38, 26, 21, 14, 45, 32, 35, 4, 0, 49, 27, 9, 25, 14, 16, 4, 37, 48, 39, 49, 7, 35, 1, 15, 36, 50, 25, 3, 30, 33, 4, 20, 4, 27, 41, 42, 36, 41, 44, 43, 40, 24, 27, 19, 20, 6, 38, 45, 47, 29]
[9, 49, 48, 20, 15, 28, 14, 17, 8, 49, 47, 42, 38, 31, 35, 2, 4, 20, 48, 31, 30, 39, 22, 26, 0, 50, 16, 40, 28, 48, 8, 1, 3, 14, 3, 29, 41, 41, 5, 19, 4, 13, 39, 6, 36, 12, 13, 22, 14, 45, 2, 35, 31, 27, 36, 3, 11, 27, 46, 16, 2, 21, 41, 29, 48, 23, 39, 9, 28, 1, 45, 32, 36, 31, 47, 48, 28, 3, 13, 23, 12, 47, 23, 9, 1, 1, 22, 42, 24, 35, 29, 20, 49, 35, 20, 50, 43, 18, 1, 5, 32, 28, 9, 44, 49, 25, 21, 42, 18]
[50, 22, 25, 29, 5, 33, 11, 28, 18, 45, 12, 35, 48, 39, 11, 48, 8, 34, 31, 12, 16, 0, 20, 36, 50, 0, 27, 5, 20, 39, 9, 14, 16, 33, 46, 23, 4, 5, 13, 27, 21, 28, 21, 13, 38, 5, 11, 6, 14, 21, 25, 49, 29, 38, 15, 22, 31, 40, 46, 37, 22, 45, 13, 38, 47, 9, 13, 3, 10, 28, 44, 30, 6, 6, 40, 28, 50, 41, 6, 44, 11, 7, 43, 43, 7, 25, 40, 45, 43, 2, 7, 21, 14, 20, 41, 36, 28, 6, 26, 13, 24, 48, 18, 9, 27, 18, 41, 30, 39]
[25, 14, 38, 18, 11, 42, 20, 37, 20, 22, 30, 49, 41, 17, 49, 10, 4, 50, 28, 14, 2, 19, 6, 12, 16, 27, 0, 35, 17, 27, 22, 19, 30, 26, 50, 2, 28, 5, 5, 7, 25, 26, 14, 44, 49, 14, 37, 11, 11, 32, 38, 31, 23, 9, 19, 3, 22, 9, 43, 42, 18, 8, 3, 24, 43, 23, 9, 15, 23, 7, 16, 45, 16, 22, 9, 10, 33, 32, 13, 5, 45, 18, 36, 47, 37, 46, 34, 42, 11, 7, 40, 13, 3, 0, 19, 33, 41, 40, 29, 25, 15, 19, 12, 2, 3, 16, 40, 50, 42]
[1, 27, 12, 6, 46, 7, 10, 41, 4, 47, 16, 47, 5, 34, 29, 11, 9, 39, 47, 34, 22, 20, 17, 40, 40, 5, 35, 0, 30, 4, 45, 22, 5, 39, 16, 49, 29, 5, 48, 39, 50, 40, 42, 19, 10, 9, 6, 41, 34, 41, 28, 6, 32, 9, 0, 35, 38, 32, 43, 31, 22, 1, 30, 19, 19, 25, 39, 12, 47, 43, 27, 18, 30, 36, 5, 22, 14, 34, 1, 9, 41, 35, 15, 45, 20, 34, 40, 21, 0, 31, 46, 41, 39, 21, 47, 18, 19, 3, 35, 42, 6, 29, 50, 44, 11, 7, 39, 49, 6]
[23, 23, 35, 33, 6, 47, 18, 42, 3, 5, 47, 12, 17, 3, 29, 45, 1, 20, 22, 43, 41, 31, 2, 21, 28, 20, 17, 30, 0, 26, 17, 20, 44, 9, 9, 22, 3, 23, 4, 47, 44, 7, 45, 36, 20, 1, 1, 42, 46, 31, 15, 39, 8, 44, 32, 15, 3, 28, 17, 36, 25, 28, 43, 47, 28, 22, 49, 48, 17, 48, 19, 1, 49, 27, 37, 9, 31, 10, 32, 35, 38, 44, 29, 26, 49, 41, 18, 35, 13, 25, 27, 46, 20, 27, 27, 6, 17, 13, 36, 34, 13, 20, 50, 37, 7, 22, 5, 44, 32]
[12, 26, 34, 22, 40, 37, 33, 4, 38, 1, 41, 47, 38, 6, 42, 29, 26, 45, 8, 25, 33, 49, 15, 32, 48, 39, 27, 4, 26, 0, 46, 45, 26, 50, 23, 34, 11, 49, 21, 16, 30, 37, 20, 9, 7, 12, 45, 48, 39, 10, 40, 43, 19, 28, 26, 13, 40, 7, 27, 35, 9, 10, 3, 28, 3, 3, 19, 11, 37, 21, 17, 48, 40, 24, 32, 27, 0, 28, 30, 37, 42, 38, 21, 19, 48, 39, 44, 30, 44, 9, 46, 21, 8, 30, 50, 31, 27, 39, 29, 15, 34, 44, 3, 12, 20, 1, 40, 4, 16]
[6, 31, 50, 26, 34, 19, 35, 12, 17, 23, 48, 40, 43, 12, 39, 35, 22, 50, 5, 24, 34, 26, 47, 27, 8, 9, 22, 45, 17, 46, 0, 25, 10, 48, 46, 27, 8, 27, 22, 26, 46, 5, 41, 25, 9, 37, 11, 23, 35, 1, 10, 16, 38, 49, 8, 49, 47, 26, 18, 29, 7, 26, 12, 15, 7, 41, 8, 14, 23, 21, 28, 14, 44, 0, 49, 36, 38, 10, 49, 15, 11, 37, 50, 16, 11, 3, 15, 2, 50, 22, 41, 2, 7, 27, 31, 38, 25, 2, 27, 32, 42, 12, 43, 8, 33, 44, 47, 40, 23]
[43, 41, 2, 46, 37, 17, 10, 41, 11, 3, 50, 1, 16, 18, 35, 14, 6, 22, 28, 30, 31, 49, 18, 16, 1, 14, 19, 22, 20, 45, 25, 0, 36, 37, 20, 29, 39, 32, 6, 10, 31, 20, 8, 24, 8, 13, 44, 2, 40, 22, 13, 37, 34, 33, 28, 43, 34, 44, 32, 2, 42, 11, 46, 13, 45, 46, 19, 3, 48, 45, 41, 14, 33, 34, 22, 14, 29, 29, 0, 42, 41, 7, 20, 34, 31, 5, 19, 40, 20, 15, 16, 47, 0, 35, 35, 13, 26, 23, 16, 14, 32, 40, 0, 19, 42, 33, 22, 14, 16]
[0, 9, 32, 32, 31, 13, 12, 44, 48, 48, 19, 26, 14, 36, 49, 21, 47, 7, 2, 46, 28, 46, 24, 24, 3, 16, 30, 5, 44, 26, 10, 36, 0, 7, 39, 26, 40, 42, 6, 18, 26, 2, 33, 26, 26, 35, 33, 29, 5, 23, 42, 39, 24, 44, 39, 30, 2, 27, 12, 40, 38, 8, 35, 5, 36, 15, 46, 25, 45, 13, 43, 27, 44, 17, 36, 14, 43, 46, 47, 31, 29, 13, 29, 46, 35, 15, 3, 31, 9, 10, 12, 49, 5, 5, 23, 45, 19, 1, 13, 5, 40, 50, 47, 44, 27, 3, 41, 1, 44]
[6, 12, 16, 28, 22, 42, 23, 1, 26, 5, 40, 14, 36, 20, 36, 44, 47, 31, 9, 24, 42, 0, 38, 17, 14, 33, 26, 39, 9, 50, 48, 37, 7, 0, 36, 21, 15, 2, 5, 4, 28, 43, 17, 31, 15, 17, 37, 4, 7, 50, 42, 8, 10, 40, 17, 48, 14, 38, 35, 43, 41, 23, 0, 44, 34, 17, 35, 2, 23, 41, 15, 6, 42, 44, 48, 9, 34, 37, 19, 15, 42, 41, 36, 43, 50, 36, 45, 10, 39, 7, 13, 2, 30, 44, 35, 0, 38, 13, 23, 43, 13, 48, 20, 41, 37, 33, 31, 37, 39]
[29, 47, 45, 20, 37, 32, 45, 36, 36, 3, 32, 24, 35, 37, 50, 49, 49, 1, 26, 38, 34, 37, 7, 19, 3, 46, 50, 16, 9, 23, 46, 20, 39, 36, 0, 43, 12, 42, 47, 12, 49, 44, 20, 41, 9, 9, 42, 11, 48, 4, 32, 49, 25, 9, 25, 19, 20, 24, 46, 20, 16, 22, 20, 30, 36, 0, 50, 26, 43, 29, 2, 1, 44, 12, 23, 24, 22, 13, 16, 28, 23, 23, 37, 21, 33, 7, 6, 25, 6, 11, 32, 44, 24, 27, 48, 1, 1, 15, 8, 48, 18, 37, 38, 10, 36, 4, 12, 48, 13]
[44, 1, 44, 14, 7, 14, 3, 12, 50, 22, 2, 16, 29, 43, 7, 11, 0, 42, 26, 37, 22, 44, 42, 3, 29, 23, 2, 49, 22, 34, 27, 29, 26, 21, 43, 0, 7, 16, 31, 31, 22, 13, 22, 23, 28, 21, 29, 12, 47, 4, 5, 14, 29, 47, 1, 33, 16, 41, 9, 17, 43, 30, 20, 44, 49, 37, 29, 12, 32, 29, 1, 2, 11, 23, 16, 41, 47, 46, 20, 26, 7, 12, 13, 37, 26, 38, 3, 25, 2, 0, 46, 32, 31, 35, 14, 0, 44, 11, 30, 3, 39, 0, 4, 8, 21, 30, 21, 34, 23]
[27, 18, 9, 50, 12, 29, 17, 16, 0, 7, 21, 38, 48, 15, 3, 37, 39, 4, 12, 40, 49, 44, 49, 24, 41, 4, 28, 29, 3, 11, 8, 39, 40, 15, 12, 7, 0, 19, 19, 28, 21, 15, 3, 5, 13, 2, 28, 2, 19, 36, 21, 21, 40, 23, 42, 42, 41, 7, 6, 46, 38, 27, 44, 42, 28, 27, 27, 20, 15, 43, 12, 11, 6, 3, 23, 9, 48, 11, 44, 18, 33, 33, 9, 34, 36, 29, 18, 15, 50, 7, 15, 40, 27, 42, 10, 45, 17, 46, 17, 24, 35, 26, 2, 46, 38, 13, 14, 30, 42]
[25, 16, 43, 28, 42, 1, 27, 9, 15, 48, 41, 45, 37, 33, 28, 39, 3, 3, 48, 35, 31, 37, 22, 0, 41, 5, 5, 5, 23, 49, 27, 32, 42, 2, 42, 16, 19, 0, 36, 16, 28, 16, 12, 5, 43, 31, 8, 28, 38, 42, 36, 8, 46, 38, 48, 10, 41, 0, 39, 46, 50, 45, 36, 31, 40, 29, 14, 13, 7, 6, 3, 10, 25, 8, 37, 26, 31, 31, 7, 4, 19, 19, 30, 13, 21, 5, 34, 17, 13, 7, 50, 18, 43, 10, 41, 38, 27, 24, 25, 27, 15, 10, 7, 34, 45, 25, 17, 16, 22]
[23, 34, 24, 25, 21, 35, 8, 16, 46, 17, 1, 13, 7, 3, 28, 7, 18, 6, 23, 10, 39, 0, 30, 45, 5, 13, 5, 48, 4, 21, 22, 6, 6, 5, 47, 31, 19, 36, 0, 16, 21, 41, 33, 45, 16, 36, 17, 40, 25, 37, 19, 37, 0, 5, 8, 49, 35, 22, 31, 27, 2, 34, 46, 6, 15, 26, 14, 30, 7, 12, 14, 27, 34, 15, 5, 4, 16, 3, 32, 38, 13, 32, 1, 27, 14, 23, 1, 9, 21, 40, 36, 33, 50, 21, 47, 50, 2, 41, 28, 13, 23, 37, 0, 46, 26, 39, 22, 28, 48]
[46, 21, 2, 36, 35, 10, 38, 17, 34, 9, 17, 6, 7, 20, 29, 11, 48, 8, 27, 44, 21, 41, 37, 43, 19, 27, 7, 39, 47, 16, 26, 10, 18, 4, 12, 31, 28, 16, 16, 0, 48, 42, 13, 19, 7, 43, 33, 12, 10, 41, 49, 18, 2, 3, 6, 18, 48, 20, 20, 45, 4, 9, 37, 24, 6, 2, 18, 10, 27, 37, 49, 38, 13, 50, 38, 11, 47, 28, 44, 29, 21, 2, 22, 12, 22, 20, 19, 13, 43, 1, 38, 42, 30, 50, 34, 45, 2, 24, 9, 49, 39, 19, 9, 28, 35, 42, 14, 6, 3]
[34, 36, 23, 8, 13, 50, 24, 2, 24, 25, 35, 47, 30, 1, 38, 25, 8, 24, 42, 15, 49, 43, 6, 17, 4, 21, 25, 50, 44, 30, 46, 31, 26, 28, 49, 22, 21, 28, 21, 48, 0, 27, 28, 26, 40, 32, 7, 49, 43, 47, 36, 5, 33, 34, 44, 15, 15, 49, 29, 35, 13, 12, 13, 31, 10, 6, 2, 15, 2, 36, 18, 14, 33, 5, 10, 28, 34, 41, 25, 31, 35, 42, 17, 46, 36, 47, 3, 8, 18, 49, 29, 39, 43, 26, 44, 21, 36, 46, 29, 21, 18, 24, 32, 15, 4, 42, 33, 10, 20]
[45, 41, 32, 7, 22, 9, 7, 17, 42, 31, 13, 11, 28, 23, 39, 22, 24, 11, 50, 47, 5, 47, 3, 6, 13, 28, 26, 40, 7, 37, 5, 20, 2, 43, 44, 13, 15, 16, 41, 42, 27, 0, 6, 40, 22, 30, 25, 23, 16, 33, 38, 0, 14, 20, 2, 22, 8, 16, 9, 46, 40, 39, 8, 27, 50, 7, 22, 2, 23, 48, 4, 36, 15, 30, 13, 43, 37, 49, 46, 50, 24, 32, 20, 46, 13, 0, 27, 27, 33, 16, 31, 39, 30, 19, 15, 4, 2, 17, 36, 30, 18, 28, 37, 19, 36, 19, 28, 45, 5]
