N1,N2,...,Nx
[33, 37, 24, 33, 5, 11, 35, 31, 3, 50, 0, 44, 45, 32, 44, 47, 1, 18, 42, 36, 26, 48, 19, 25, 27, 37, 3, 31, 47, 23, 36, 35, 50, 36, 8, 48, 2, 48, 3, 33, 11, 19, 8, 12, 30, 27, 37, 14, 26, 5, 1, 25, 44, 13, 25, 6, 33, 34, 14, 36, 46, 14, 5, 20, 24, 18, 33, 36, 27, 35, 19, 37, 14, 46, 10, 9, 35, 14, 10, 14, 9, 5, 18, 14, 45, 34, 40, 29, 33, 11, 46, 24, 38, 6, 12, 44, 5, 0, 0, 22, 1, 2, 4, 33, 12, 45, 46, 25, 43, 45, 2, 19, 5, 39, 35, 7, 35, 34, 35, 38, 21, 7, 46, 9, 16, 18, 38, 1, 26, 28, 19, 35, 26, 4, 25, 0, 36, 27, 5, 12, 6, 4, 17, 2, 20, 8, 0, 42, 27, 24, 34, 21, 3, 24, 46, 19, 50, 46, 8, 8, 39, 31, 10, 10, 35, 50, 37, 0, 25, 6, 5, 45, 12, 22, 3, 11, 11]
[16, 23, 27, 9, 26, 4, 33, 11, 46, 43, 44, 0, 24, 15, 39, 40, 11, 24, 13, 1, 20, 4, 47, 35, 28, 37, 19, 20, 38, 46, 13, 38, 22, 10, 36, 44, 21, 4, 7, 44, 22, 44, 42, 11, 30, 40, 4, 3, 33, 3, 34, 36, 35, 5, 30, 13, 28, 12, 47, 37, 48, 26, 13, 10, 2, 25, 43, 42, 20, 46, 50, 45, 44, 8, 37, 44, 27, 45, 13, 18, 49, 8, 19, 16, 19, 7, 17, 27, 29, 14, 37, 30, 35, 45, 19, 19, 3, 23, 48, 8, 2, 4, 2, 5, 42, 4, 42, 11, 2, 43, 29, 37, 25, 48, 50, 17, 12, 17, 37, 24, 8, 18, 43, 44, 16, 29, 22, 46, 31, 20, 20, 11, 29, 21, 30, 12, 30, 40, 37, 31, 0, 12, 41, 34, 37, 23, 9, 15, 32, 16, 8, 36, 41, 26, 28, 44, 22, 19, 9, 37, 44, 18, 13, 14, 5, 15, 4, 31, 39, 33, 42, 48, 4, 42, 11, 50, 46]
[4, 48, 28, 42, 12, 29, 11, 0, 32, 43, 45, 24, 0, 43, 25, 30, 29, 12, 50, 15, 44, 18, 31, 44, 30, 45, 42, 24, 10, 27, 23, 24, 21, 20, 38, 20, 10, 39, 17, 30, 18, 2, 42, 34, 23, 1, 43, 0, 30, 25, 20, 22, 24, 8, 9, 47, 11, 49, 17, 24, 2, 33, 9, 42, 24, 12, 46, 4, 33, 31, 9, 35, 21, 14, 19, 14, 15, 41, 35, 15, 3, 19, 5, 25, 35, 37, 22, 29, 18, 32, 43, 46, 42, 7, 12, 43, 33, 28, 24, 11, 17, 23, 13, 50, 0, 15, 13, 44, 26, 38, 13, 32, 1, 50, 48, 21, 37, 41, 8, 36, 3, 10, 23, 35, 36, 17, 18, 24, 23, 36, 47, 22, 27, 27, 3, 21, 50, 0, 19, 0, 28, 28, 22, 4, 10, 23, 0, 15, 33, 18, 45, 13, 21, 41, 1, 46, 21, 44, 2, 30, 32, 18, 19, 41, 33, 47, 6, 17, 23, 3, 9, 6, 36, 50, 38, 7, 7]
[0, 33, 35, 12, 14, 25, 5, 32, 41, 35, 32, 15, 43, 0, 41, 40, 2, 27, 14, 15, 2, 5, 47, 9, 31, 12, 19, 18, 48, 22, 15, 18, 12, 2, 15, 31, 43, 45, 24, 21, 27, 18, 25, 43, 33, 37, 26, 21, 5, 22, 47, 13, 48, 11, 11, 8, 12, 8, 34, 9, 19, 31, 27, 3, 19, 16, 39, 27, 42, 10, 42, 18, 34, 46, 47, 1, 0, 47, 6, 23, 46, 7, 31, 8, 16, 42, 33, 20, 29, 0, 36, 20, 7, 34, 46, 39, 1, 4, 29, 26, 22, 1, 13, 46, 3, 12, 40, 43, 33, 23, 2, 40, 22, 15, 11, 28, 12, 8, 16, 17, 49, 25, 30, 37, 17, 42, 14, 43, 28, 8, 7, 23, 41, 31, 22, 19, 5, 50, 35, 21, 7, 47, 25, 14, 45, 50, 9, 6, 29, 42, 3, 0, 4, 21, 33, 5, 40, 27, 31, 23, 49, 13, 29, 42, 14, 2, 45, 46, 19, 22, 11, 24, 22, 20, 1, 7, 2]
[9, 25, 12, 33, 4, 16, 37, 40, 31, 23, 44, 39, 25, 41, 0, 46, 18, 17, 33, 8, 30, 46, 10, 14, 23, 44, 2, 17, 39, 31, 48, 11, 12, 17, 33, 40, 21, 18, 8, 5, 24, 4, 16, 40, 16, 11, 17, 37, 32, 10, 7, 0, 28, 20, 41, 1, 1, 40, 31, 50, 10, 13, 4, 23, 17, 47, 11, 36, 42, 18, 38, 35, 33, 34, 44, 7, 16, 33, 2, 5, 35, 36, 50, 3, 34, 44, 9, 43, 22, 25, 36, 15, 49, 34, 17, 30, 7, 39, 1, 27, 50, 6, 16, 31, 18, 13, 15, 18, 49, 34, 32, 4, 6, 3, 37, 1, 20, 27, 40, 0, 9, 40, 17, 13, 31, 8, 50, 29, 25, 18, 47, 4, 27, 6, 10, 43, 4, 17, 18, 38, 37, 32, 39, 10, 2, 41, 18, 29, 49, 1, 1, 29, 41, 41, 34, 28, 8, 33, 4, 44, 41, 11, 35, 46, 6, 29, 5, 13, 50, 10, 31, 37, 18, 9, 0, 25, 23]
[45, 48, 41, 49, 38, 7, 35, 9, 10, 7, 47, 40, 30, 40, 46, 0, 6, 28, 16, 44, 28, 31, 3, 42, 41, 21, 16, 46, 31, 43, 47, 25, 16, 7, 38, 6, 33, 10, 44, 42, 6, 42, 8, 36, 14, 0, 36, 35, 13, 12, 30, 24, 3, 44, 4, 24, 10, 20, 12, 28, 31, 28, 36, 13, 23, 28, 17, 5, 11, 19, 45, 19, 22, 45, 39, 42, 46, 25, 23, 8, 38, 0, 13, 16, 22, 0, 49, 20, 24, 26, 37, 23, 20, 20, 48, 35, 41, 46, 29, 3, 8, 0, 15, 47, 45, 30, 19, 26, 1, 9, 2, 29, 35, 37, 13, 39, 29, 25, 26, 44, 35, 27, 26, 31, 17, 41, 34, 21, 28, 37, 16, 32, 38, 16, 2, 39, 33, 39, 38, 1, 42, 28, 40, 26, 48, 39, 45, 15, 50, 26, 24, 25, 4, 49, 42, 36, 42, 38, 30, 21, 47, 14, 4, 46, 49, 48, 30, 39, 21, 45, 29, 31, 25, 50, 45, 24, 6]
[34, 13, 41, 21, 15, 48, 22, 4, 1, 36, 1, 11, 29, 2, 18, 6, 0, 0, 37, 9, 34, 0, 41, 19, 4, 45, 41, 45, 45, 7, 48, 11, 9, 8, 39, 32, 32, 42, 49, 15, 35, 21, 18, 33, 11, 37, 48, 16, 33, 6, 20, 2, 21, 32, 40, 49, 1, 48, 14, 31, 23, 37, 44, 41, 39, 38, 24, 25, 40, 41, 2, 0, 18, 21, 4, 17, 24, 48, 47, 40, 22, 1, 43, 23, 39, 22, 7, 0, 47, 43, 0, 35, 17, 38, 11, 36, 0, 10, 13, 43, 38, 9, 48, 11, 2, 39, 25, 25, 10, 16, 50, 14, 44, 50, 20, 48, 39, 33, 7, 36, 37, 17, 0, 30, 12, 28, 50, 11, 1, 19, 43, 26, 42, 36, 50, 39, 39, 27, 34, 9, 3, 44, 2, 6, 46, 44, 7, 14, 29, 1, 20, 25, 30, 21, 38, 26, 44, 38, 8, 16, 16, 30, 29, 2, 22, 14, 45, 29, 38, 48, 45, 8, 3, 50, 38, 25, 17]
[12, 39, 46, 22, 13, 49, 16, 29, 45, 19, 18, 24, 12, 27, 17, 28, 0, 0, 5, 25, 2, 11, 27, 35, 9, 49, 23, 10, 34, 22, 46, 7, 0, 18, 46, 17, 0, 15, 15, 1, 36, 13, 11, 1, 20, 31, 47, 11, 20, 31, 29, 4, 11, 25, 44, 6, 14, 28, 44, 13, 10, 38, 3, 10, 47, 31, 48, 36, 30, 1, 13, 11, 2, 8, 41, 3, 7, 27, 43, 15, 27, 2, 25, 31, 20, 34, 0, 13, 41, 22, 10, 4, 23, 13, 38, 36, 27, 16, 19, 15, 28, 47, 10, 39, 43, 31, 33, 15, 49, 31, 22, 10, 29, 21, 13, 25, 48, 33, 13, 2, 40, 40, 6, 5, 12, 3, 42, 24, 44, 42, 44, 22, 10, 16, 42, 50, 20, 37, 50, 20, 4, 38, 26, 13, 25, 25, 10, 36, 39, 50, 50, 16, 30, 50, 39, 14, 34, 47, 42, 42, 11, 22, 18, 35, 35, 24, 36, 38, 10, 17, 34, 16, 47, 0, 20, 45, 32]
[40, 23, 33, 24, 48, 24, 10, 26, 38, 8, 42, 13, 50, 14, 33, 16, 37, 5, 0, 49, 28, 12, 11, 4, 37, 11, 17, 1, 8, 29, 46, 36, 15, 43, 28, 2, 41, 18, 27, 5, 42, 47, 3, 10, 30, 12, 16, 26, 7, 31, 41, 27, 35, 11, 35, 43, 49, 33, 9, 8, 43, 9, 21, 45, 19, 14, 17, 8, 7, 8, 42, 22, 20, 2, 0, 28, 40, 17, 18, 34, 36, 43, 31, 28, 45, 37, 14, 16, 42, 17, 31, 12, 48, 35, 31, 38, 5, 33, 3, 0, 10, 39, 23, 27, 29, 14, 11, 25, 1, 47, 20, 39, 30, 39, 32, 7, 46, 25, 42, 0, 44, 9, 15, 24, 5, 31, 7, 48, 3, 43, 40, 4, 22, 14, 37, 8, 49, 23, 44, 49, 24, 4, 1, 25, 36, 45, 30, 32, 33, 15, 0, 25, 35, 20, 6, 19, 16, 28, 47, 8, 28, 10, 21, 42, 49, 45, 19, 47, 48, 17, 36, 40, 12, 48, 12, 3, 27]
[30, 28, 34, 24, 16, 6, 17, 41, 36, 39, 36, 1, 15, 15, 8, 44, 9, 25, 49, 0, 19, 19, 21, 39, 33, 42, 9, 46, 9, 27, 46, 31, 40, 31, 3, 10, 36, 6, 30, 9, 1, 48, 48, 2, 28, 31, 28, 26, 50, 2, 17, 49, 9, 35, 2, 21, 2, 19, 36, 48, 38, 41, 9, 14, 0, 34, 24, 20, 19, 25, 45, 13, 19, 25, 13, 34, 36, 6, 25, 8, 25, 11, 41, 41, 0, 48, 2, 24, 28, 4, 49, 46, 27, 1, 35, 18, 12, 44, 37, 7, 23, 50, 37, 50, 31, 15, 2, 18, 25, 27, 0, 46, 26, 30, 26, 32, 25, 5, 32, 12, 27, 5, 38, 28, 12, 33, 29, 10, 50, 35, 17, 50, 18, 3, 35, 34, 28, 14, 20, 1, 16, 20, 29, 30, 25, 11, 11, 34, 33, 6, 26, 3, 8, 46, 5, 5, 0, 18, 21, 31, 23, 48, 13, 46, 37, 22, 15, 21, 40, 27, 25, 21, 36, 13, 13, 42, 22]
[43, 20, 11, 30, 0, 24, 42, 22, 9, 8, 26, 20, 44, 2, 30, 28, 34, 2, 28, 19, 0, 6, 17, 26, 10, 8, 46, 37, 40, 18, 33, 40, 36, 35, 26, 43, 35, 43, 28, 29, 26, 14, 23, 22, 26, 40, 12, 50, 14, 31, 28, 0, 15, 22, 37, 40, 3, 6, 5, 37, 24, 2, 20, 34, 13, 40, 27, 34, 41, 18, 21, 25, 37, 31, 28, 12, 9, 26, 9, 49, 4, 33, 8, 9, 9, 26, 15, 5, 43, 37, 1, 41, 48, 38, 15, 32, 21, 18, 9, 8, 13, 41, 37, 6, 49, 16, 46, 12, 11, 21, 22, 28, 0, 3, 48, 13, 7, 28, 5, 28, 9, 11, 31, 17, 40, 0, 14, 27, 31, 39, 42, 33, 33, 41, 27, 24, 39, 26, 2, 10, 32, 18, 19, 19, 29, 43, 20, 33, 13, 31, 44, 18, 2, 2, 20, 26, 45, 48, 26, 43, 19, 9, 9, 48, 15, 21, 47, 24, 33, 23, 28, 33, 25, 30, 16, 44, 17]
[19, 12, 40, 8, 46, 18, 9, 13, 44, 48, 48, 4, 18, 5, 46, 31, 0, 11, 12, 19, 6, 0, 11, 0, 10, 50, 4, 30, 47, 19, 9, 2, 8, 33, 26, 5, 41, 38, 1, 7, 38, 49, 4, 45, 17, 34, 41, 47, 35, 21, 47, 22, 34, 32, 42, 1, 5, 23, 3, 16, 5, 39, 19, 17, 3, 47, 37, 44, 6, 1, 37, 15, 15, 47, 35, 24, 39, 36, 48, 7, 3, 27, 34, 5, 8, 7, 43, 19, 13, 31, 23, 1, 36, 20, 30, 22, 31, 46, 38, 47, 8, 11, 6, 23, 28, 29, 18, 30, 7, 40, 6, 13, 49, 15, 26, 48, 26, 6, 3, 14, 45, 49, 31, 44, 50, 21, 35, 47, 41, 18, 39, 49, 21, 50, 22, 19, 0, 1, 11, 35, 44, 37, 10, 18, 16, 31, 1, 10, 33, 20, 37, 46, 23, 6, 1, 10, 29, 33, 50, 27, 35, 46, 1, 33, 12, 22, 16, 43, 48, 0, 44, 20, 43, 14, 4, 7, 38]
[35, 47, 47, 36, 36, 0, 42, 31, 2, 5, 19, 47, 31, 47, 10, 3, 41, 27, 11, 21, 17, 11, 0, 38, 19, 34, 43, 34, 47, 40, 32, 40, 8, 4, 16, 38, 9, 1, 21, 43, 46, 5, 27, 38, 32, 49, 24, 12, 10, 5, 45, 21, 9, 16, 45, 7, 8, 16, 7, 12, 36, 28, 5, 34, 12, 50, 10, 41, 28, 16, 42, 30, 41, 6, 19, 31, 42, 46, 43, 29, 7, 14, 29, 42, 3, 1, 5, 3, 0, 6, 50, 32, 17, 13, 15, 19, 9, 43, 18, 6, 29, 42, 25, 7, 6, 41, 12, 38, 15, 27, 14, 34, 22, 0, 19, 26, 5, 49, 33, 44, 32, 31, 36, 47, 8, 3, 17, 16, 8, 7, 4, 20, 17, 25, 7, 17, 22, 34, 45, 9, 7, 24, 19, 2, 16, 5, 41, 20, 11, 26, 39, 38, 8, 19, 22, 28, 16, 32, 42, 6, 8, 17, 47, 10, 42, 23, 22, 15, 21, 38, 44, 48, 13, 37, 40, 29, 6]
[30, 15, 7, 33, 3, 39, 36, 22, 18, 28, 25, 35, 44, 9, 14, 42, 19, 35, 4, 39, 26, 0, 38, 0, 21, 14, 8, 23, 46, 42, 32, 27, 23, 37, 28, 18, 13, 30, 11, 48, 15, 49, 0, 28, 18, 16, 13, 44, 0, 7, 1, 32, 15, 15, 40, 34, 42, 32, 22, 32, 38, 5, 22, 37, 36, 22, 27, 41, 11, 0, 24, 46, 9, 15, 39, 21, 40, 42, 47, 27, 34, 26, 42, 6, 2, 14, 43, 42, 8, 25, 6, 2, 1, 14, 37, 50, 4, 22, 18, 27, 49, 17, 47, 47, 24, 41, 33, 28, 6, 13, 4, 12, 0, 23, 9, 35, 15, 34, 21, 6, 6, 49, 31, 25, 5, 10, 26, 6, 13, 46, 29, 26, 49, 48, 46, 35, 5, 21, 10, 32, 44, 7, 24, 11, 17, 24, 22, 8, 20, 15, 0, 6, 48, 14, 2, 33, 14, 50, 40, 38, 40, 30, 15, 6, 0, 22, 20, 8, 39, 20, 42, 2, 37, 33, 45, 8, 5]
[37, 29, 42, 4, 31, 30, 6, 42, 13, 11, 27, 28, 30, 31, 23, 41, 4, 9, 37, 33, 10, 10, 19, 21, 0, 8, 32, 9, 20, 18, 21, 30, 16, 33, 0, 50, 30, 40, 38, 1, 5, 47, 4, 31, 17, 34, 9, 3, 40, 35, 38, 37, 43, 3, 49, 12, 3, 43, 24, 49, 39, 41, 0, 11, 10, 33, 5, 8, 44, 37, 1, 41, 35, 33, 10, 31, 2, 16, 24, 2, 15, 1, 30, 2, 10, 16, 19, 10, 31, 43, 13, 13, 5, 5, 10, 24, 30, 36, 21, 43, 48, 15, 38, 22, 33, 11, 17, 29, 40, 3, 8, 6, 25, 47, 48, 17, 38, 37, 43, 11, 35, 46, 46, 25, 10, 42, 9, 17, 7, 45, 0, 35, 7, 9, 2, 0, 18, 47, 44, 3, 1, 5, 41, 2, 21, 39, 15, 25, 48, 3, 23, 0, 2, 33, 19, 49, 27, 30, 44, 22, 27, 12, 49, 30, 18, 19, 21, 38, 8, 35, 16, 18, 2, 49, 44, 5, 20]
[32, 31, 43, 7, 41, 2, 24, 21, 4, 32, 37, 37, 45, 12, 44, 21, 45, 49, 11, 42, 8, 50, 34, 14, 8, 0, 32, 15, 41, 5, 29, 27, 30, 40, 26, 42, 47, 32, 5, 18, 24, 28, 22, 13, 30, 46, 10, 43, 17, 36, 40, 38, 24, 4, 30, 11, 5, 28, 23, 32, 34, 41, 42, 14, 6, 40, 49, 46, 23, 23, 23, 19, 29, 38, 22, 29, 38, 49, 28, 35, 7, 12, 16, 23, 1, 43, 9, 25, 43, 44, 39, 46, 7, 39, 5, 26, 15, 12, 39, 13, 21, 42, 49, 25, 48, 20, 46, 11, 24, 21, 2, 42, 35, 48, 3, 34, 18, 38, 5, 17, 31, 21, 43, 15, 28, 20, 45, 47, 44, 29, 16, 23, 9, 9, 42, 10, 36, 13, 4, 18, 3, 16, 15, 6, 18, 25, 7, 39, 34, 49, 25, 16, 49, 16, 17, 42, 17, 0, 12, 42, 4, 50, 26, 42, 7, 34, 19, 24, 25, 8, 11, 12, 11, 3, 43, 46, 11]
