N1,N2,...,Nx
[42, 38, 22, 30, 28, 14, 0, 15, 34, 27, 0, 48, 9, 16, 24, 23, 22, 18, 40, 22, 35, 27, 33, 34, 5, 31, 17, 39, 48, 32, 41, 7, 31, 3, 0, 31, 34, 7, 50, 12, 24, 19, 10, 35, 14, 38, 27, 19, 0, 47, 5, 25, 49, 50, 14, 34, 34, 25, 41, 12, 11, 38, 47, 12, 3, 17, 31, 25, 49, 3, 0, 44, 19, 50, 12, 45, 12, 36, 6, 5, 49, 43, 36, 4, 37, 16, 45, 12, 16, 39, 15, 29, 14, 47, 25, 41, 44, 39, 23, 22, 50, 42, 47, 42, 15, 8, 6, 30, 43, 37, 25, 24, 41, 50, 3, 31, 41, 27, 33, 20, 48, 11, 6, 30, 44, 8, 30, 11, 10, 24, 6, 45, 13, 21, 10, 38, 6, 13, 44, 47, 29, 6, 27, 32, 13, 1, 49, 15, 19, 10, 27, 43, 9, 48, 2, 7, 38, 17, 0, 41, 22, 21]
[10, 29, 4, 50, 38, 28, 44, 35, 29, 24, 48, 0, 4, 41, 19, 13, 32, 31, 33, 21, 7, 14, 41, 34, 10, 45, 9, 42, 45, 1, 45, 33, 20, 32, 30, 16, 40, 33, 33, 18, 12, 27, 4, 50, 20, 5, 23, 21, 29, 33, 17, 3, 15, 4, 45, 30, 40, 41, 46, 4, 24, 26, 3, 26, 22, 34, 17, 8, 48, 0, 18, 36, 7, 24, 42, 20, 17, 22, 47, 33, 42, 38, 42, 49, 32, 50, 33, 21, 10, 13, 24, 45, 39, 38, 8, 44, 4, 34, 1, 36, 16, 8, 10, 31, 27, 28, 36, 6, 32, 33, 23, 14, 31, 45, 41, 10, 1, 50, 47, 29, 49, 29, 26, 21, 9, 26, 9, 31, 44, 6, 29, 46, 28, 50, 45, 19, 23, 44, 27, 1, 10, 27, 26, 29, 0, 19, 28, 0, 8, 20, 3, 10, 7, 41, 22, 6, 2, 27, 12, 27, 36, 14]
[16, 5, 5, 49, 29, 17, 47, 47, 50, 22, 9, 4, 0, 22, 50, 5, 25, 12, 32, 49, 49, 6, 42, 4, 12, 10, 13, 40, 7, 49, 44, 19, 49, 49, 15, 29, 5, 12, 48, 13, 44, 31, 32, 33, 1, 33, 6, 27, 29, 5, 50, 39, 34, 18, 29, 38, 32, 43, 44, 2, 4, 6, 12, 31, 47, 50, 13, 25, 15, 17, 46, 1, 23, 20, 16, 2, 13, 22, 20, 32, 14, 3, 34, 4, 3, 14, 2, 40, 39, 35, 15, 47, 34, 2, 26, 31, 28, 48, 11, 28, 21, 17, 9, 42, 45, 29, 29, 11, 12, 39, 9, 30, 36, 7, 30, 39, 20, 16, 8, 28, 29, 18, 49, 25, 15, 32, 22, 33, 28, 1, 11, 35, 16, 18, 8, 47, 18, 24, 2, 2, 18, 10, 36, 18, 45, 15, 18, 20, 14, 15, 40, 35, 36, 21, 40, 44, 36, 7, 13, 22, 21, 10]
[24, 15, 31, 44, 35, 42, 5, 7, 23, 6, 16, 41, 22, 0, 29, 36, 47, 33, 1, 16, 39, 22, 48, 25, 13, 22, 30, 13, 25, 28, 28, 43, 0, 22, 26, 38, 49, 14, 35, 4, 13, 19, 45, 43, 1, 16, 3, 6, 19, 11, 32, 45, 20, 16, 13, 44, 15, 46, 1, 39, 23, 38, 8, 48, 17, 7, 4, 32, 17, 50, 19, 15, 3, 24, 42, 0, 25, 50, 48, 11, 25, 6, 1, 50, 22, 27, 2, 12, 16, 11, 29, 32, 27, 12, 50, 38, 12, 48, 8, 48, 14, 0, 3, 31, 38, 30, 45, 47, 22, 43, 15, 10, 20, 16, 44, 4, 49, 22, 33, 43, 34, 13, 47, 43, 25, 29, 44, 15, 12, 5, 18, 41, 4, 17, 18, 33, 10, 34, 1, 43, 2, 19, 29, 22, 1, 44, 29, 31, 49, 4, 34, 47, 33, 45, 20, 31, 50, 10, 28, 30, 8, 45]
[1, 28, 4, 8, 36, 19, 30, 28, 45, 9, 24, 19, 50, 29, 0, 42, 12, 38, 40, 33, 28, 7, 42, 24, 19, 46, 39, 23, 15, 36, 29, 38, 30, 41, 41, 49, 7, 50, 46, 15, 41, 0, 14, 24, 23, 46, 23, 26, 36, 14, 32, 7, 38, 28, 39, 4, 5, 33, 0, 29, 9, 4, 10, 29, 27, 11, 35, 5, 30, 9, 45, 15, 50, 27, 31, 24, 2, 7, 25, 49, 4, 47, 15, 8, 6, 41, 31, 43, 24, 2, 38, 3, 23, 27, 0, 49, 2, 25, 34, 3, 21, 29, 7, 47, 36, 4, 30, 44, 30, 34, 40, 50, 11, 40, 47, 5, 20, 2, 28, 2, 41, 42, 4, 26, 1, 17, 14, 7, 13, 43, 27, 8, 50, 21, 0, 31, 36, 2, 43, 29, 40, 50, 33, 17, 34, 29, 18, 37, 15, 18, 13, 40, 5, 50, 11, 25, 29, 25, 36, 24, 2, 41]
[49, 6, 16, 29, 35, 31, 46, 33, 14, 47, 23, 13, 5, 36, 42, 0, 26, 33, 17, 34, 21, 11, 25, 49, 31, 34, 15, 16, 1, 46, 31, 12, 5, 43, 3, 4, 37, 44, 48, 13, 7, 0, 30, 50, 22, 14, 38, 38, 36, 42, 14, 6, 29, 30, 36, 37, 18, 20, 41, 32, 14, 27, 10, 36, 39, 48, 18, 34, 13, 32, 17, 42, 3, 50, 3, 1, 25, 26, 28, 26, 2, 31, 47, 17, 32, 36, 19, 6, 5, 5, 43, 18, 17, 12, 21, 33, 6, 8, 49, 31, 1, 17, 46, 9, 2, 4, 45, 4, 39, 7, 25, 15, 0, 50, 32, 0, 0, 45, 49, 25, 5, 40, 27, 42, 13, 14, 33, 5, 45, 11, 39, 47, 28, 8, 50, 13, 49, 21, 37, 44, 44, 23, 16, 32, 33, 20, 25, 31, 5, 17, 2, 50, 28, 34, 34, 18, 15, 18, 18, 31, 45, 3]
[49, 11, 16, 49, 8, 32, 10, 8, 37, 14, 22, 32, 25, 47, 12, 26, 0, 2, 33, 29, 37, 42, 13, 0, 22, 48, 42, 23, 28, 49, 11, 49, 4, 49, 7, 26, 19, 21, 42, 1, 20, 3, 7, 5, 43, 47, 8, 35, 49, 17, 32, 14, 4, 41, 2, 9, 16, 39, 0, 34, 17, 45, 2, 33, 20, 42, 29, 43, 36, 39, 6, 4, 41, 29, 22, 34, 30, 22, 17, 43, 14, 50, 48, 22, 31, 39, 32, 8, 24, 50, 43, 3, 47, 27, 9, 27, 40, 17, 27, 5, 1, 13, 29, 48, 31, 24, 44, 38, 44, 15, 29, 39, 6, 50, 42, 11, 18, 27, 42, 8, 38, 48, 48, 30, 8, 30, 0, 13, 46, 8, 36, 3, 4, 43, 12, 10, 43, 8, 38, 30, 19, 5, 23, 3, 24, 20, 16, 33, 16, 3, 19, 12, 28, 8, 5, 45, 41, 4, 25, 46, 30, 14]
[50, 0, 12, 25, 43, 19, 44, 26, 49, 3, 18, 31, 12, 33, 38, 33, 2, 0, 31, 47, 11, 38, 8, 47, 21, 15, 9, 14, 41, 17, 18, 44, 13, 35, 43, 30, 41, 13, 18, 1, 21, 46, 47, 15, 20, 2, 5, 12, 16, 47, 6, 43, 15, 0, 1, 27, 34, 49, 22, 50, 35, 18, 0, 36, 30, 20, 29, 42, 35, 30, 47, 8, 41, 39, 3, 1, 21, 25, 0, 37, 29, 0, 25, 16, 25, 40, 6, 30, 50, 25, 45, 40, 1, 11, 28, 15, 16, 3, 38, 8, 25, 18, 12, 21, 25, 33, 19, 6, 8, 6, 49, 48, 7, 8, 42, 29, 38, 14, 33, 7, 13, 47, 7, 32, 37, 38, 48, 29, 23, 28, 0, 18, 45, 43, 5, 30, 45, 27, 5, 37, 36, 16, 46, 5, 46, 49, 29, 26, 17, 3, 27, 16, 40, 37, 28, 27, 49, 17, 39, 16, 15, 44]
[38, 9, 47, 46, 38, 0, 50, 21, 10, 5, 40, 33, 32, 1, 40, 17, 33, 31, 0, 6, 42, 11, 26, 50, 15, 15, 48, 12, 33, 36, 28, 26, 35, 2, 8, 8, 11, 38, 6, 7, 21, 30, 18, 1, 9, 38, 18, 33, 26, 45, 44, 6, 2, 3, 2, 4, 2, 38, 2, 33, 19, 49, 27, 16, 6, 8, 24, 45, 22, 44, 49, 1, 49, 19, 41, 2, 19, 30, 3, 11, 4, 28, 12, 35, 21, 42, 46, 12, 1, 14, 19, 21, 42, 43, 28, 45, 18, 44, 5, 44, 33, 46, 25, 21, 7, 45, 17, 28, 7, 36, 21, 44, 49, 49, 3, 23, 42, 39, 41, 45, 12, 41, 36, 11, 40, 31, 39, 16, 49, 23, 7, 40, 47, 4, 43, 30, 14, 40, 18, 27, 33, 11, 48, 22, 8, 16, 36, 45, 42, 18, 15, 9, 7, 2, 25, 23, 0, 44, 4, 48, 44, 25]
[33, 24, 44, 23, 41, 48, 49, 34, 45, 21, 22, 21, 49, 16, 33, 34, 29, 47, 6, 0, 28, 5, 18, 36, 12, 49, 42, 8, 8, 40, 0, 23, 9, 11, 36, 23, 13, 20, 24, 24, 40, 27, 17, 38, 25, 38, 8, 16, 1, 29, 30, 41, 26, 23, 27, 17, 13, 19, 14, 25, 9, 41, 24, 1, 22, 1, 0, 25, 45, 17, 5, 11, 34, 28, 20, 34, 47, 43, 39, 25, 31, 17, 32, 43, 5, 28, 8, 45, 3, 37, 36, 0, 11, 3, 5, 50, 17, 29, 24, 31, 10, 24, 39, 16, 13, 6, 46, 27, 16, 27, 43, 42, 5, 49, 33, 15, 41, 6, 44, 43, 14, 7, 50, 16, 34, 49, 26, 9, 2, 4, 47, 36, 43, 0, 10, 41, 42, 38, 45, 41, 45, 34, 41, 22, 6, 24, 50, 14, 6, 36, 24, 5, 29, 14, 33, 44, 48, 40, 37, 35, 16, 8]
[45, 34, 29, 5, 19, 4, 45, 32, 6, 36, 35, 7, 49, 39, 28, 21, 37, 11, 42, 28, 0, 18, 46, 20, 20, 29, 39, 26, 6, 23, 26, 31, 9, 32, 28, 39, 48, 19, 27, 35, 21, 12, 25, 49, 0, 20, 26, 35, 16, 22, 10, 42, 7, 18, 37, 37, 45, 23, 4, 12, 36, 18, 5, 0, 2, 21, 37, 11, 16, 32, 24, 47, 37, 36, 4, 49, 28, 19, 14, 32, 8, 35, 50, 29, 13, 49, 29, 4, 10, 42, 31, 15, 3, 12, 5, 28, 24, 8, 14, 25, 1, 45, 46, 49, 48, 16, 25, 20, 30, 6, 6, 7, 8, 39, 4, 31, 50, 50, 40, 18, 15, 6, 9, 35, 28, 40, 14, 10, 34, 35, 2, 27, 5, 20, 45, 38, 26, 36, 23, 37, 20, 0, 35, 26, 15, 25, 17, 1, 24, 49, 14, 31, 25, 48, 9, 30, 15, 35, 14, 9, 27, 39]
[2, 8, 7, 7, 26, 12, 18, 36, 22, 16, 27, 14, 6, 22, 7, 11, 42, 38, 11, 5, 18, 0, 34, 36, 8, 37, 16, 9, 5, 1, 30, 12, 1, 16, 32, 10, 11, 10, 2, 25, 0, 29, 5, 36, 0, 8, 35, 17, 41, 2, 8, 12, 11, 15, 2, 5, 39, 27, 4, 12, 40, 12, 20, 48, 41, 5, 34, 20, 41, 12, 6, 21, 32, 35, 27, 29, 46, 49, 11, 46, 29, 22, 38, 27, 37, 12, 47, 27, 45, 24, 37, 28, 28, 20, 13, 22, 6, 22, 14, 16, 6, 0, 37, 17, 23, 32, 31, 7, 1, 27, 43, 36, 16, 15, 22, 4, 23, 4, 50, 18, 21, 20, 40, 41, 50, 18, 10, 16, 18, 26, 40, 49, 25, 33, 37, 0, 46, 12, 39, 2, 50, 16, 26, 7, 13, 25, 38, 22, 1, 27, 50, 29, 12, 19, 40, 11, 2, 1, 0, 20, 46, 50]
[46, 25, 24, 8, 6, 19, 4, 0, 41, 21, 33, 41, 42, 48, 42, 25, 13, 8, 26, 18, 46, 34, 0, 31, 21, 40, 40, 50, 44, 8, 28, 13, 8, 8, 29, 6, 37, 45, 26, 37, 5, 6, 39, 0, 47, 28, 3, 49, 46, 44, 49, 33, 19, 4, 38, 41, 48, 10, 27, 38, 17, 30, 40, 50, 35, 26, 27, 50, 8, 4, 9, 43, 11, 28, 26, 42, 47, 33, 27, 18, 24, 3, 49, 21, 37, 0, 27, 17, 36, 32, 42, 38, 41, 29, 29, 25, 24, 46, 1, 29, 7, 36, 32, 9, 22, 43, 23, 8, 17, 31, 44, 35, 24, 48, 38, 31, 47, 38, 1, 23, 10, 12, 14, 48, 17, 3, 27, 25, 2, 35, 12, 47, 39, 9, 46, 9, 9, 16, 28, 20, 46, 35, 7, 19, 29, 41, 42, 36, 5, 26, 33, 23, 33, 11, 27, 43, 25, 16, 13, 34, 22, 8]
[36, 26, 50, 7, 1, 41, 20, 40, 21, 10, 34, 34, 4, 25, 24, 49, 0, 47, 50, 36, 20, 36, 31, 0, 41, 44, 29, 12, 44, 9, 43, 34, 2, 36, 32, 42, 44, 26, 43, 42, 39, 7, 4, 46, 25, 21, 2, 11, 22, 35, 4, 30, 48, 37, 32, 22, 7, 0, 8, 33, 38, 44, 12, 10, 10, 23, 48, 11, 49, 48, 13, 38, 42, 5, 43, 6, 33, 12, 41, 31, 41, 13, 26, 44, 15, 30, 1, 26, 37, 20, 49, 48, 16, 38, 8, 28, 4, 47, 41, 28, 16, 32, 0, 26, 35, 5, 18, 9, 27, 27, 22, 15, 27, 31, 25, 10, 33, 46, 49, 28, 35, 42, 10, 45, 13, 39, 17, 9, 25, 16, 37, 26, 2, 50, 46, 7, 33, 1, 39, 26, 21, 10, 24, 8, 5, 25, 14, 26, 22, 9, 29, 28, 30, 3, 44, 11, 40, 47, 18, 28, 42, 38]
[36, 14, 30, 28, 9, 34, 44, 50, 38, 9, 5, 10, 12, 13, 19, 31, 22, 21, 15, 12, 20, 8, 21, 41, 0, 28, 7, 34, 21, 17, 22, 31, 49, 31, 11, 0, 6, 37, 9, 9, 47, 6, 23, 42, 22, 17, 36, 2, 25, 2, 33, 42, 1, 17, 43, 18, 33, 37, 6, 1, 15, 6, 32, 3, 35, 17, 47, 20, 44, 19, 7, 40, 10, 47, 25, 46, 2, 22, 6, 17, 9, 50, 41, 43, 23, 11, 22, 44, 47, 37, 10, 8, 44, 27, 27, 28, 18, 47, 27, 19, 25, 23, 48, 4, 25, 6, 23, 17, 14, 40, 4, 23, 42, 33, 5, 10, 23, 41, 11, 33, 0, 35, 23, 31, 8, 45, 4, 20, 24, 32, 38, 5, 41, 34, 15, 35, 41, 7, 50, 14, 49, 20, 3, 47, 0, 3, 5, 3, 10, 3, 40, 44, 45, 8, 34, 43, 33, 39, 8, 10, 9, 43]
[7, 43, 5, 14, 22, 36, 12, 45, 33, 22, 31, 45, 10, 22, 46, 34, 48, 15, 15, 49, 29, 37, 40, 44, 28, 0, 18, 30, 18, 9, 2, 39, 2, 26, 12, 33, 45, 46, 39, 12, 34, 25, 5, 12, 12, 44, 8, 36, 31, 42, 7, 26, 36, 25, 22, 2, 11, 35, 50, 28, 17, 16, 37, 12, 49, 50, 43, 48, 28, 0, 9, 9, 23, 18, 5, 14, 39, 29, 46, 9, 29, 48, 0, 22, 45, 18, 23, 41, 4, 41, 15, 5, 28, 9, 40, 25, 46, 49, 44, 27, 31, 42, 0, 37, 50, 9, 14, 44, 41, 15, 12, 26, 47, 43, 43, 43, 2, 2, 24, 22, 22, 42, 18, 17, 8, 37, 0, 31, 49, 17, 5, 37, 46, 32, 34, 9, 16, 23, 14, 32, 10, 39, 40, 10, 7, 44, 25, 34, 15, 45, 24, 4, 3, 29, 44, 7, 1, 39, 0, 19, 10, 16]
[14, 10, 19, 7, 31, 37, 48, 16, 29, 26, 17, 9, 13, 30, 39, 15, 42, 9, 48, 42, 39, 16, 40, 29, 7, 18, 0, 8, 34, 49, 18, 0, 38, 30, 18, 32, 46, 40, 45, 13, 44, 14, 30, 32, 6, 6, 23, 31, 23, 31, 23, 25, 47, 17, 11, 38, 16, 6, 13, 40, 42, 9, 44, 32, 5, 23, 36, 21, 49, 44, 47, 40, 22, 47, 3, 22, 44, 34, 18, 26, 9, 16, 3, 14, 6, 12, 9, 43, 9, 25, 30, 30, 48, 29, 49, 12, 33, 16, 19, 46, 41, 45, 42, 8, 1, 40, 44, 39, 2, 19, 48, 33, 27, 12, 15, 10, 40, 19, 31, 38, 26, 6, 25, 3, 34, 45, 45, 31, 27, 2, 40, 42, 48, 6, 36, 40, 27, 7, 37, 35, 23, 0, 17, 27, 35, 15, 3, 18, 3, 13, 31, 21, 14, 26, 43, 29, 48, 28, 14, 16, 41, 14]
[46, 43, 11, 25, 0, 43, 7, 31, 17, 13, 39, 42, 40, 13, 23, 16, 23, 14, 12, 8, 26, 9, 50, 12, 34, 30, 8, 0, 22, 43, 36, 21, 8, 31, 42, 33, 24, 3, 43, 19, 28, 47, 19, 23, 3, 1, 26, 17, 24, 17, 23, 0, 42, 25, 25, 43, 37, 19, 46, 20, 16, 10, 28, 18, 25, 32, 12, 33, 46, 6, 18, 9, 50, 38, 10, 45, 18, 0, 23, 20, 12, 20, 44, 8, 38, 48, 37, 24, 18, 24, 35, 11, 22, 5, 40, 0, 27, 42, 0, 27, 17, 25, 9, 8, 45, 23, 11, 35, 44, 43, 47, 8, 36, 28, 46, 35, 43, 25, 35, 30, 22, 3, 15, 41, 39, 42, 38, 38, 21, 48, 30, 49, 33, 20, 8, 19, 20, 6, 0, 39, 19, 46, 45, 7, 12, 44, 12, 13, 13, 25, 11, 44, 35, 39, 34, 30, 5, 13, 29, 38, 9, 43]
